status,upper_state_dim,lower_state_dim,upper_action_dim,lower_action_dim,upper_action_low,upper_action_high,lower_action_range_s,lower_action_bins,frequency_method,timetable_planner,terminal_dispatch,promotion_replan,shared_core,native_runner_instantiated,uses_shared_core,upper_action_dim_matches_native,upper_action_in_bounds,lower_action_in_bounds,native_timetable_terminal_dispatch,native_promotion_replan
supported_interface,20,43,4,1,"[-60.0, -60.0, -60.0, -60.0]","[20.0, 20.0, 20.0, 20.0]",45.0,"[0.0, 5.0, 10.0, 15.0, 20.0, 30.0, 45.0]",dynamic_harmonic_nb,True,True,True,freq_hrl.rl.DualActorCriticPPO,True,True,True,True,True,True,True
