baseline,seed,total_return,mean_reward,sharpe,sortino,max_drawdown,calmar,turnover,transaction_cost,inventory_drift_mean,post_shift_mean_pnl,post_shift_cum_pnl_120,promotion_count,promotion_delay,UpperHFPower,LowerLFDrift,FocusScore,promotion_threshold,promotion_ratio,promotion_mid_gain,promotion_adapt_gain
freq_hrl,42,0.2481431565338612,0.0003079884169125055,15.661980988411576,28.37467968458059,0.010520141733449062,23.58743473435188,6.795888301352132,0.0407753298081128,2.754617342484589e-05,0.0005987375082075419,0.07184850098490503,267,319.0,0.0012302043349037733,1.8676320859410624,0.9221006243105988,0.00035,0.2,0.5,0.1
no_promotion,42,0.25273513231897815,0.00031309340385896766,15.831431501832645,28.96760547598815,0.009290616821554631,27.20326725052547,6.037551364896018,0.03622530818937612,2.684335772496184e-05,0.0005919323460578488,0.07103188152694186,0,-1.0,0.0006541955533767754,1.9036407124288635,0.7476095129705062,0.00035,0.2,0.5,0.1
freq_hrl,123,0.22141224143030125,0.00027792797373702506,14.279929746214647,32.72444304560309,0.017369274707791593,12.747351006601276,7.237223598424164,0.04342334159054499,1.7755663439232074e-05,0.0004911021780891694,0.05893226137070033,324,146.0,0.001549174878332119,1.7726824576191422,0.9164497630625837,0.00035,0.2,0.5,0.1
no_promotion,123,0.2269531253127064,0.0002842069101209338,15.22313650435749,32.575093356477716,0.011332049687141521,20.027544140600632,6.163747775123128,0.03698248665073876,1.6920354079570576e-05,0.0005049699513359292,0.060596394160311505,0,-1.0,0.0009145504922399456,1.8393758165700764,0.8781697994161438,0.00035,0.2,0.5,0.1
freq_hrl,456,0.2709434831294568,0.00033314494493083606,17.077135811910235,27.68889801770461,0.005547187103036588,48.84340082582387,6.199314040058571,0.037195884240351425,2.342977304833175e-05,0.0005546552702768575,0.0665586324332229,281,102.0,0.0007657546288038506,1.8998941893023917,0.8004894070464579,0.00035,0.2,0.5,0.1
no_promotion,456,0.2730014088396442,0.0003353941186025863,17.144452914462132,27.87855573993107,0.005547187103036588,49.21438627700161,5.858743969803112,0.035152463818818674,2.3144676289733898e-05,0.0005593859594592479,0.06712631513510975,0,-1.0,0.0005710245040201895,1.9198153764755406,0.7990405837847596,0.00035,0.2,0.5,0.1
freq_hrl,789,0.257458606699674,0.00031832821719064534,17.690634247141652,42.929258124446555,0.0051565929247116005,49.92804560272192,5.560219943633113,0.03336131966179868,1.1620460148488022e-05,0.0004965945004852282,0.05959134005822739,66,-1.0,0.0006812828801948044,1.7792864407913926,0.7981339605741054,0.00035,0.2,0.5,0.1
no_promotion,789,0.25765937993758525,0.00031855003555950116,17.7032626202287,42.92902820982996,0.005080187649276646,50.71847690001621,5.549912256445857,0.03329947353867514,1.1614818071209152e-05,0.0004968051301210845,0.05961661561453014,0,-1.0,0.0006778850477363695,1.7800795511179326,0.7966803268189747,0.00035,0.2,0.5,0.1
freq_hrl,2026,0.22332365003843746,0.0002800796546305576,14.480135289814706,25.067712702843146,0.010402606968533457,21.468046491995967,7.12340149373936,0.04274040896243616,2.7296176735813143e-05,0.00039429836750174785,0.04731580410020974,260,21.0,0.001280287209337656,1.8832254289547186,0.8727007481400829,0.00035,0.2,0.5,0.1
no_promotion,2026,0.20279123377142816,0.0002565642353251427,13.336670102690777,22.767216066495077,0.015521456059670258,13.06521971855109,6.518252615641073,0.039109515693846436,2.6563361190610938e-05,0.00036680594156446804,0.04401671298773616,0,-1.0,0.0008615836975503704,1.9244111161887167,0.9015014046542771,0.00035,0.2,0.5,0.1
