variant,n,total_return_mean,total_return_std,sharpe_mean,sharpe_std,post_shift_cum_pnl_120_mean,post_shift_cum_pnl_120_std,recovery_cost_120_mean,recovery_cost_120_std,recovery_regret_120_mean,recovery_regret_120_std,promotion_count_mean,promotion_count_std,plan_curve_decisions_mean,plan_curve_decisions_std,plan_curve_forced_replans_mean,plan_curve_forced_replans_std,plan_curve_reuse_ratio_mean,plan_curve_reuse_ratio_std,plan_curve_desired_gap_mean_mean,plan_curve_desired_gap_mean_std,LowerLFDrift_mean,LowerLFDrift_std
interval_plan,10,0.31642578918185793,0.019949831773753906,19.41069776067018,1.058951738873498,0.03327753707978899,0.010523482813571418,0.010295966156320112,0.002830538951435492,0.08479703238290129,0.00994826943969702,48.5,17.477127910500627,145.7,1.676305461424021,0.0,0.0,0.797638888888889,0.002328202029755622,0.055820640555587865,0.005043791136228866,0.9829153080127826,0.10974625287909426
promotion_replan,10,0.3177820308827285,0.01968142771406548,19.485294872724545,1.0483117223417089,0.03402448596314399,0.010733904182529924,0.010100528794541134,0.0028853273359916672,0.08404832136502635,0.010123950136569984,48.5,17.477127910500627,152.1,2.467792535850613,10.6,3.5552777669262356,0.78875,0.0034274896331258397,0.05440551106066364,0.004042596750264761,0.9503270999730578,0.09441319191129456
