baseline,seed,total_return,mean_reward,base_mean_reward,leakage_reward_penalty,leakage_reward_penalty_total,sharpe,sortino,max_drawdown,calmar,turnover,transaction_cost,inventory_drift_mean,post_shift_mean_pnl,post_shift_cum_pnl_120,recovery_cost_120,recovery_regret_120,promotion_count,promotion_delay,PromotionDelay,ShockResponseTime,regime_promotion_accuracy,regime_promotion_precision,regime_promotion_recall,UpperHFPower,LowerLFDrift,FocusScore,freq_attr_n,freq_attr_high_component_pnl,freq_attr_high_component_pnl_total,freq_attr_high_frequency_cost,freq_attr_high_frequency_cost_total,freq_attr_leakage_cost,freq_attr_leakage_cost_total,freq_attr_low_component_pnl,freq_attr_low_component_pnl_total,freq_attr_low_frequency_cost,freq_attr_low_frequency_cost_total,freq_attr_lower_credit,freq_attr_lower_credit_total,freq_attr_promotion_adaptation_cost,freq_attr_promotion_adaptation_cost_total,freq_attr_task_reward,freq_attr_task_reward_total,freq_attr_upper_credit,freq_attr_upper_credit_total,scenario,freq_method,plan_curve_enabled,plan_curve_decisions,plan_curve_reuses,plan_curve_forced_replans,plan_curve_reuse_ratio,plan_curve_smoothness_mean,plan_curve_desired_gap_mean,lower_lf_drift_speed_gain,variant
freq_hrl,31415,0.28663492666204116,0.0003044907419805259,0.0003502237996223981,4.5523116164693774e-05,0.03277664363857952,18.344652352660773,60.70517244264332,0.01744906907296051,16.426946644747794,3.8035927812409462,0.022821556687445677,5.2979552236346596e-06,0.0001963707137193174,0.023564485646318085,0.01367270278545122,0.0927081088576193,35,20.0,20.0,96.74747474747475,0.5358333333333334,0.37142857142857144,0.10833333333333334,0.0008430510794299118,0.8321174338941375,0.44881016187878675,720.0,-1.5287803515467895e-05,-0.011007218531136885,0.00013189350597925408,0.09496332430506293,4.5523116164693774e-05,0.03277664363857952,0.0003972188055586545,0.28599754000223127,1.9904396570853e-05,0.01433116553101416,-0.00015465506406160096,-0.1113516461243527,2.0994147717842775e-07,0.00015115786356846797,0.0003502237996223981,0.25216113572812665,-4.2875896130378316e-05,-0.030870645213872387,promotion_recovery,ema,1.0,147,573,0,0.7958333333333333,0.0006936397713545472,0.04945347694565865,0.0,interval_plan
freq_hrl,31415,0.2875362879318173,0.0003056225281427085,0.0003511964382907386,4.536396867085172e-05,0.03266205744301324,18.413913151389693,61.15876533849304,0.01738673412744418,16.53768245515149,3.8040646933478435,0.022824388160087056,5.34641981682216e-06,0.00020220511626373126,0.02426461395164775,0.013549420321188275,0.09200818890575613,35,20.0,20.0,96.0,0.5358333333333334,0.37142857142857144,0.10833333333333334,0.0008585692872931417,0.8260821155416889,0.4535152124182875,720.0,-1.5272927809620174e-05,-0.010996508022926526,0.0001319699445758159,0.09501836009458745,4.536396867085172e-05,0.03266205744301324,0.0003981805980512245,0.28669003059688164,1.9593775071458756e-05,0.014107518051450305,-0.00015465192891124174,-0.11134938881609405,2.0994147717842775e-07,0.00015115786356846797,0.0003511964382907386,0.2528614355693318,-4.2485700884063045e-05,-0.030589704636525394,promotion_recovery,ema,1.0,149,571,5,0.7930555555555555,0.0008039234624428026,0.0489432461402648,0.0,promotion_replan
freq_hrl,27182,0.28895810012050127,0.000296203042184895,0.00035273798978381713,5.6250765981650475e-05,0.04050055150678834,17.543854243475806,63.74285292147267,0.023484641288585295,12.304130881528486,4.908539689194283,0.029451238135165696,8.576370304336125e-06,0.00017153928391400395,0.020584714069680474,0.010948173527254036,0.08933982411609626,84,151.0,151.0,0.0,0.43,0.0,0.0,0.0011118545719375973,1.0871513749473016,0.47969683660394447,720.0,2.5612213683613923e-06,0.0018440793852202023,0.00014608139877134702,0.10517860711536986,5.6250765981650475e-05,0.04050055150678834,0.00039109841856601685,0.28159086136753214,2.8232545445733176e-05,0.020327432720927886,-0.00017420678176217227,-0.12542888286876402,2.8418161727168056e-07,0.00020461076443561,0.00035273798978381713,0.25397135264434834,-5.664211005383011e-05,-0.04078231923875768,promotion_recovery,ema,1.0,145,575,0,0.7986111111111112,0.0007590993862897482,0.06462993529227151,0.0,interval_plan
freq_hrl,27182,0.29138659909758236,0.0003000604191470714,0.00035535323082762073,5.5008630063277714e-05,0.039606213645559954,17.557100207240435,64.11158945769445,0.023269905936486923,12.522035967523692,5.000131198320519,0.030000787189923113,9.546920962293563e-06,0.0001727826293761713,0.020733915525140558,0.010805662931978297,0.0892175005093478,84,151.0,151.0,143.2528735632184,0.43,0.0,0.0,0.001235056225175445,0.99267909623692,0.5209801007302068,720.0,3.0629184704294934e-06,0.002205301298709235,0.00014681459365350005,0.10570650743052004,5.5008630063277714e-05,0.039606213645559954,0.00039397716618512013,0.2836635596532865,2.8025952445025453e-05,0.020178685760418327,-0.0001743189086851389,-0.1255096142533,2.8418161727168056e-07,0.00020461076443561,0.00035535323082762073,0.25585432619588694,-5.5814449093935994e-05,-0.04018640334763392,promotion_recovery,ema,1.0,149,571,11,0.7930555555555555,0.0008760207682073647,0.0601500669701935,0.0,promotion_replan
freq_hrl,16180,0.3116182506134684,0.0003201464744533568,0.00037695374695303097,5.644283635725404e-05,0.04063884217722291,18.68731324693083,55.806166085616184,0.016760975688869917,18.59189204721523,4.650234177238808,0.02790140506343284,7.992286532910572e-06,0.00028079849228843226,0.033695819074611874,0.009037642184980764,0.08760107045224945,55,7.0,7.0,35.95238095238095,0.5491666666666666,0.34545454545454546,0.15833333333333333,0.0009323881323368445,1.0686143769114969,0.5535620726626236,720.0,-7.806728514677911e-06,-0.005620844530568096,0.00015599043576837739,0.11231311375323172,5.644283635725404e-05,0.04063884217722291,0.0004235284115177647,0.3049404562927906,2.7684630447742325e-05,0.019932933922374475,-0.0001842118539470044,-0.13263253484184317,3.644361424201114e-07,0.0002623940225424802,0.00037695374695303097,0.2714066978061823,-5.6270484768789464e-05,-0.04051474903352841,promotion_recovery,ema,1.0,149,571,0,0.7930555555555555,0.000975838570616438,0.059298040738044,0.0,interval_plan
freq_hrl,16180,0.3143367686941789,0.00032451646054421237,0.00037982892597564194,5.4948029289009426e-05,0.03956258108808679,18.876293634772694,54.61731326567684,0.016760975688869917,18.754085354524644,4.664638068124036,0.027987828408744215,8.433807431172131e-06,0.0002968279961104225,0.0356193595332507,0.00784966811915542,0.0856846763588911,55,7.0,7.0,35.95238095238095,0.5491666666666666,0.34545454545454546,0.15833333333333333,0.0009855423262913323,1.0108983295981273,0.5528175950006492,720.0,-7.972135811221084e-06,-0.0057399377840791806,0.00015630517421784425,0.11253972543684787,5.4948029289009426e-05,0.03956258108808679,0.00042668991330275895,0.30721673757798645,2.5980183852175466e-05,0.018705732373566337,-0.00018377918886234895,-0.13232101598089124,3.644361424201114e-07,0.0002623940225424802,0.00037982892597564194,0.2734768267024622,-5.38186346391003e-05,-0.038749416940152215,promotion_recovery,ema,1.0,155,565,12,0.7847222222222222,0.0011017112217325375,0.05732918583897655,0.0,promotion_replan
freq_hrl,11235,0.3522230435764069,0.0003618847884183505,0.0004193195951147875,5.725332872940116e-05,0.04122239668516883,20.390988497285583,62.40323017033387,0.014891913501730691,23.65196678959172,4.490727746976187,0.02694436648185712,8.768546681292997e-06,0.0002675067397705881,0.03210080877247057,0.011130301480146784,0.09145959973784218,29,4.0,4.0,86.9,0.5508333333333333,0.5172413793103449,0.125,0.0010179001559542365,1.0558613332300262,0.5188109371308027,720.0,1.0723418041791629e-05,0.007720860990089973,0.00015156217069974115,0.10912476290381362,5.725332872940116e-05,0.04122239668516883,0.00044603644539115996,0.32114624068163516,2.2496051554735706e-05,0.016197157119409708,-0.0001801888350644417,-0.12973596124639802,1.8147796703574452e-07,0.00013066413626573606,0.0004193195951147875,0.301910108482647,-5.130419388647203e-05,-0.03693901959825986,promotion_recovery,ema,1.0,144,576,0,0.8,0.0008016380931367078,0.05730992663827556,0.0,interval_plan
freq_hrl,11235,0.35181632398337137,0.00036058922139812745,0.00041890233168977945,5.8131632324616377e-05,0.04185477527372379,20.352887712481035,63.91417316142615,0.015165465550779356,23.19851789616122,4.475726344050059,0.02685435806430036,8.540339945310396e-06,0.00026262131725380904,0.03151455807045708,0.011449149092560002,0.09205319248965574,29,4.0,4.0,86.9,0.5508333333333333,0.5172413793103449,0.125,0.0009927339052504644,1.0847362418860282,0.5148759591146421,720.0,1.0692458655709502e-05,0.007698570232110841,0.00015154683669976512,0.10911372242383088,5.8131632324616377e-05,0.04185477527372379,0.00044552467324771104,0.32077776473835196,2.30214477569837e-05,0.016575442385028265,-0.00018061265286207332,-0.1300411100606928,1.8147796703574452e-07,0.00013066413626573606,0.00041890233168977945,0.3016096788166412,-5.2268741886327634e-05,-0.037633494158155895,promotion_recovery,ema,1.0,152,568,9,0.7888888888888889,0.0010771959820656928,0.057366949090793026,0.0,promotion_replan
freq_hrl,4242,0.34256570886141935,0.0003526660074752828,0.0004093573487527734,5.642221919304988e-05,0.040623997818995915,19.978849902238508,47.73253850631721,0.015137471386056922,22.6303125617767,4.810975586758323,0.028865853520549933,9.895774827490826e-06,0.0002065692160631271,0.02478830592757525,0.014063795279255876,0.0938183486979369,68,1.0,1.0,89.64912280701755,0.5783333333333334,0.39705882352941174,0.225,0.0010507978540870116,1.084392614495012,0.5209892029654286,720.0,2.5499252710667348e-05,0.018359461951680492,0.00015314170328811105,0.11026202636743995,5.642221919304988e-05,0.040623997818995915,0.0004239693508147471,0.30525793258661793,3.1282577664332096e-05,0.02252345591831911,-0.00018135281288463598,-0.1305740252769379,2.691220844408249e-07,0.00019376790079739394,0.0004093573487527734,0.29473729110199687,-5.976280934529787e-05,-0.043029222728614466,promotion_recovery,ema,1.0,145,575,0,0.7986111111111112,0.0008904754552805272,0.06114597080949611,0.0,interval_plan
freq_hrl,4242,0.34494411116065593,0.00035814352990852884,0.00041181355302697883,5.3400901034009235e-05,0.03844864874448665,20.169924298948455,48.10137573280534,0.015079513102247089,22.875016508938458,4.8700405443920305,0.029220243266352183,1.0910770635498461e-05,0.00022164197169701708,0.02659703660364205,0.014008434093888928,0.09193629837328818,68,1.0,1.0,78.84615384615384,0.5783333333333334,0.39705882352941174,0.225,0.0011600053716361476,0.9917186158173088,0.5080243821558327,720.0,2.581627508082028e-05,0.0185877180581906,0.00015352455143277928,0.11053767703160108,5.3400901034009235e-05,0.03844864874448665,0.00042660277069069653,0.3071539948973015,3.055756220703761e-05,0.022001444789067078,-0.00018022500194978392,-0.12976200140384442,2.691220844408249e-07,0.00019376790079739394,0.00041181355302697883,0.29650575817942476,-5.752713480848304e-05,-0.04141953706210779,promotion_recovery,ema,1.0,155,565,17,0.7847222222222222,0.0011644716921467417,0.058642375557860185,0.0,promotion_replan
