baseline,seed,total_return,mean_reward,base_mean_reward,leakage_reward_penalty,leakage_reward_penalty_total,sharpe,sortino,max_drawdown,calmar,turnover,transaction_cost,inventory_drift_mean,post_shift_mean_pnl,post_shift_cum_pnl_120,recovery_cost_120,recovery_regret_120,promotion_count,promotion_delay,PromotionDelay,ShockResponseTime,regime_promotion_accuracy,regime_promotion_precision,regime_promotion_recall,UpperHFPower,LowerLFDrift,FocusScore,freq_attr_n,freq_attr_high_component_pnl,freq_attr_high_component_pnl_total,freq_attr_high_frequency_cost,freq_attr_high_frequency_cost_total,freq_attr_leakage_cost,freq_attr_leakage_cost_total,freq_attr_low_component_pnl,freq_attr_low_component_pnl_total,freq_attr_low_frequency_cost,freq_attr_low_frequency_cost_total,freq_attr_lower_credit,freq_attr_lower_credit_total,freq_attr_promotion_adaptation_cost,freq_attr_promotion_adaptation_cost_total,freq_attr_task_reward,freq_attr_task_reward_total,freq_attr_upper_credit,freq_attr_upper_credit_total,scenario,freq_method,plan_curve_enabled,plan_curve_decisions,plan_curve_reuses,plan_curve_forced_replans,plan_curve_reuse_ratio,plan_curve_smoothness_mean,plan_curve_desired_gap_mean,lower_lf_drift_speed_gain,variant
freq_hrl,42,0.30279584729980913,0.0003275865118394994,0.00036756704990504896,3.9682006132735206e-05,0.028571044415569347,19.317486240703396,74.4238299541883,0.016193272499726352,18.698866909386354,3.7086389306154377,0.022251833583692628,4.665493811167367e-06,0.00030894121418633,0.0370729457023596,0.009231183841202209,0.07957885634776307,38,8.0,8.0,54.45652173913044,0.5383333333333333,0.3684210526315789,0.11666666666666667,0.0007564314782607733,0.7700128668169457,0.4827758544285765,720.0,-1.2522061283121174e-05,-0.009015884123847245,0.0001352079660163881,0.09734973553179943,3.9682006132735206e-05,0.028571044415569347,0.00041100376659758777,0.2959227119502632,1.475557040676236e-05,0.010624010692868899,-0.00015504896908275572,-0.11163525773958412,2.985319328144407e-07,0.0002149429916263973,0.00036756704990504896,0.26464827593163526,-3.48951054059444e-05,-0.02512447589227997,promotion_recovery,ema,1.0,146,574,0,0.7972222222222223,0.0006808608212104324,0.04929685951444059,0.0,interval_plan
freq_hrl,42,0.3032486901549787,0.0003260947013842092,0.00036805015638902063,4.165692307199706e-05,0.029992984611837883,19.353203738934564,74.17162207225722,0.01602813045152629,18.919779263844312,3.6947454137536884,0.02216847248252213,4.473506415269631e-06,0.00031223914644111706,0.03746869757293405,0.009051447655515448,0.07918311496776052,38,8.0,8.0,57.68888888888889,0.5383333333333333,0.3684210526315789,0.11666666666666667,0.0007230503878721577,0.787978111492242,0.47379101415179103,720.0,-1.260902834024397e-05,-0.009078500404975659,0.00013518541343188173,0.09733349767095485,4.165692307199706e-05,0.029992984611837883,0.0004114576768567092,0.29624952733683063,1.4482377233414568e-05,0.010427311608058489,-0.00015601387496788028,-0.1123299899768738,2.985319328144407e-07,0.0002149429916263973,0.00036805015638902063,0.26499611260009487,-3.560937070222753e-05,-0.025638746905603825,promotion_recovery,ema,1.0,152,568,8,0.7888888888888889,0.0010243135146158111,0.04944875306835725,0.0,promotion_replan
freq_hrl,123,0.32061117588871335,0.0003353905385370834,0.0003864329959142283,5.071161459516898e-05,0.03651236250852166,19.925030546547625,65.84460043447652,0.019279477297614145,16.62966121640597,4.325267654074937,0.025951605924449624,9.75735087365602e-06,0.00047929667026759597,0.05751560043211151,0.005936176105588963,0.06310235553285365,43,0.0,0.0,19.017857142857142,0.5591666666666666,0.4418604651162791,0.15833333333333333,0.0013113018803210929,0.8810887354013949,0.5492149158538795,720.0,-1.616831073354247e-05,-0.011641183728150577,0.0001464419490998133,0.10543820335186559,5.071161459516898e-05,0.03651236250852166,0.0004386647184668092,0.31583859729610264,1.3564658448877361e-05,0.0097665540831917,-0.0001717977563973978,-0.1236943846061264,3.308427819759776e-07,0.00023820680302270386,0.0003864329959142283,0.2782317570582444,-3.925130852843783e-05,-0.02826094214047524,promotion_recovery,ema,1.0,145,575,0,0.7986111111111112,0.0009953336786615694,0.05656360776140341,0.0,interval_plan
freq_hrl,123,0.32250064392319056,0.00033764963414591994,0.00038841915769822127,5.043868077032531e-05,0.036315850154634226,20.010072078139267,67.00995435433472,0.019397739358081756,16.625681888483868,4.32805417358121,0.02596832504148726,1.0046897069056643e-05,0.000489950986173151,0.05879411834077812,0.0060883496522295775,0.06183353863484631,43,0.0,0.0,19.017857142857142,0.5591666666666666,0.4418604651162791,0.15833333333333333,0.0013509931766880607,0.863277956492765,0.5436891785975287,720.0,-1.5947999629405722e-05,-0.01148255973317212,0.000146554427507864,0.10551918780566208,5.043868077032531e-05,0.036315850154634226,0.0004404543692349418,0.3171271458491581,1.3479482029375697e-05,0.009705227061150502,-0.00017177376789302665,-0.1236771128829792,3.308427819759776e-07,0.00023820680302270386,0.00038841915769822127,0.2796617935427193,-3.9029665196514335e-05,-0.02810135894149032,promotion_recovery,ema,1.0,153,567,12,0.7875,0.001607114659514675,0.05533838232097832,0.0,promotion_replan
freq_hrl,456,0.32107118372368193,0.0003333168933625978,0.0003869148668154286,5.316104386140798e-05,0.03827595158021375,20.752784535838096,72.15422502985695,0.010413129129324683,30.83330473829476,3.9782683267211834,0.023869609960327103,5.628881661300201e-06,0.00028293074782288557,0.033951689738746266,0.00934130829088255,0.08268123474130004,61,4.0,4.0,101.54385964912281,0.5191666666666667,0.22950819672131148,0.11666666666666667,0.0007596817567072262,0.9622534012446708,0.5302232826441112,720.0,-8.259408399249076e-06,-0.005946774047459334,0.00014400127198468233,0.10368091582897128,5.316104386140798e-05,0.03827595158021375,0.00042833776903401024,0.3084031937044874,1.0075179094495127e-05,0.007254128948036492,-0.00017058179391538634,-0.12281889161907816,4.369295914228806e-07,0.00031458930582447403,0.0003869148668154286,0.2785787041071086,-3.7092630616622e-05,-0.02670669404396784,promotion_recovery,ema,1.0,148,572,0,0.7944444444444444,0.0008331273510963059,0.05292900699744697,0.0,interval_plan
freq_hrl,456,0.32125069636607906,0.0003369076698484375,0.0003871028070371516,4.975820759729113e-05,0.03582590947004961,20.75194577522267,71.54893909260073,0.010560295566650502,30.420616008191224,4.047808630113696,0.024286851780682177,6.118981423140563e-06,0.00028044321806548864,0.03365318616785864,0.009537914147766337,0.08297971379410309,61,4.0,4.0,36.63157894736842,0.5191666666666667,0.22950819672131148,0.11666666666666667,0.000830371570320758,0.8957111224968438,0.5733280313272382,720.0,-7.788936919415442e-06,-0.005608034581979119,0.0001443095577531974,0.10390288158230213,4.975820759729113e-05,0.03582590947004961,0.0004286357205036941,0.30861771876265975,1.03637259962164e-05,0.007461882717275809,-0.00016918866155184295,-0.12181583631732693,4.369295914228806e-07,0.00031458930582447403,0.0003871028070371516,0.27871402106674914,-3.567975938628485e-05,-0.025689426758125092,promotion_recovery,ema,1.0,154,566,11,0.7861111111111111,0.001059197482280054,0.05132962127874373,0.0,promotion_replan
freq_hrl,789,0.3264105242383408,0.00033761430145341943,0.0003925248728807309,5.484846399534982e-05,0.03949089407665187,20.734393519564602,65.7122371438057,0.01502609395875476,21.722912497040653,3.647846151345516,0.021887076908073094,4.719207610559126e-06,0.00021238005656841184,0.025485606788209422,0.013689515149500356,0.0954298320208273,26,16.0,16.0,171.044776119403,0.5533333333333333,0.5769230769230769,0.125,0.0006724863319664883,1.0309887830553741,0.41374775707748424,720.0,-1.897962739550408e-06,-0.0013665331724762937,0.00013560114382505975,0.09763282355404301,5.484846399534982e-05,0.03949089407665187,0.00042483099196338167,0.3058783142136348,1.6919280596711754e-05,0.012181882029632463,-0.00016302537582273466,-0.11737827059236895,6.21074319616341e-08,4.471735101237655e-05,0.0003925248728807309,0.28261790847412627,-4.4405620026348303e-05,-0.03197204641897078,promotion_recovery,ema,1.0,144,576,0,0.8,0.0004108860069153465,0.049675033556822325,0.0,interval_plan
freq_hrl,789,0.32728693595953096,0.0003390759244495685,0.0003934420687971862,5.430403691565613e-05,0.03909890657927241,20.81415985547857,65.5594479683482,0.014552346393006177,22.49032060677337,3.649278242882289,0.021895669457293734,4.80285436142755e-06,0.00021830806276525874,0.02619696753183105,0.01320612998919678,0.0947188889770996,26,16.0,16.0,171.044776119403,0.5533333333333333,0.5769230769230769,0.125,0.00068481993056571,1.0116409051059372,0.4186010113150343,720.0,-1.8170840569025152e-06,-0.001308300520969811,0.00013550861495966149,0.09756620277095626,5.430403691565613e-05,0.03909890657927241,0.0004256794105868307,0.3064891756225181,1.6399188717822135e-05,0.011807415876831937,-0.00016266063341748954,-0.11711565606059246,6.21074319616341e-08,4.471735101237655e-05,0.0003934420687971862,0.28327828953397405,-4.361331460761183e-05,-0.03140158651748052,promotion_recovery,ema,1.0,148,572,6,0.7944444444444444,0.0005700857634651468,0.0492205619196826,0.0,promotion_replan
freq_hrl,2026,0.31136913083419726,0.0003199711362749912,0.0003766914099613911,5.645642593473798e-05,0.04064862667301135,18.431624521456577,59.55518046834783,0.022763604254432135,13.678375680493254,4.564867829901405,0.027389206979408432,9.139798912976532e-06,0.00036679495538172375,0.04401539464580685,0.005908862918938362,0.07225109332452465,46,4.0,4.0,219.2,0.6266666666666667,0.717391304347826,0.275,0.0011707295596086761,1.0566721601314661,0.566839642097262,720.0,5.767053454748123e-06,0.0041522784874186485,0.00014472465141836534,0.10420174902122305,5.645642593473798e-05,0.04064862667301135,0.00040898320135364716,0.29446790497462594,2.356336602924024e-05,0.016965623541052972,-0.00017295286438573436,-0.12452606235772873,2.63847751661691e-07,0.0001899703811964175,0.0003766914099613911,0.27121781517220156,-5.2055426748270926e-05,-0.037479907258755066,promotion_recovery,ema,1.0,144,576,0,0.8,0.0008304410820368511,0.057904547302019556,0.0,interval_plan
freq_hrl,2026,0.31351325155590026,0.00032263603817182514,0.0003789607587266573,5.6060872803170594e-05,0.04036382841828283,18.553448274638082,59.76116351644775,0.02237402638625341,14.012375159641477,4.558553448578429,0.027351320691470574,9.313109021482045e-06,0.0003783533861158318,0.04540240633389982,0.005459111941932259,0.07086810063951493,46,4.0,4.0,218.2,0.6266666666666667,0.717391304347826,0.275,0.001198037881036308,1.038548505062716,0.5410750497335302,720.0,5.702065054201279e-06,0.004105486839024921,0.00014482579377044776,0.10427457151472239,5.6060872803170594e-05,0.04036382841828283,0.0004112652652953193,0.2961109910126299,2.3078137346961656e-05,0.016616258889812392,-0.00017285623017203306,-0.1244564857238638,2.63847751661691e-07,0.0001899703811964175,0.0003789607587266573,0.27285174628319325,-5.1372421500208646e-05,-0.036988143480150226,promotion_recovery,ema,1.0,154,566,15,0.7861111111111111,0.0009425100719946049,0.056285968420786425,0.0,promotion_replan
