scenario,promotion_threshold,promotion_ratio,promotion_mid_gain,promotion_adapt_gain,freq_sharpe,noprom_sharpe,sharpe_delta,freq_return,noprom_return,return_delta,freq_post_shift_pnl,noprom_post_shift_pnl,post_shift_delta,freq_recovery_cost,noprom_recovery_cost,recovery_cost_delta,recovery_score,freq_promotion_count,freq_promotion_delay,freq_focus
persistent_shift,0.0002,0.15,0.0,0.0,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,0.0014347341615043186,0.0014347341615043186,0.0,-0.00218,640.8,21.8,0.8246003255289323
persistent_shift,0.0002,0.15,0.0,0.1,14.888620401472746,15.84779072871435,-0.959170327241603,0.23951820978301522,0.24262805603606843,-0.0031098462530532167,0.06573436703283193,0.06047758388492589,0.0052567831479060426,0.0026346156094369318,0.0014347341615043186,0.0011998814479326132,0.00405690169997343,632.8,0.0,0.8889199064410056
persistent_shift,0.0002,0.15,0.0,0.25,14.106824977144024,15.84779072871435,-1.7409657515703252,0.23252254650903428,0.24262805603606843,-0.010105509527034151,0.06491712213676355,0.06047758388492589,0.004439538251837662,0.002981257007150811,0.0014347341615043186,0.0015465228456464923,0.0028930154061911693,623.0,0.0,0.8514089380826497
persistent_shift,0.0002,0.15,0.0,0.5,13.315143606878575,15.84779072871435,-2.5326471218357742,0.22439368858010292,0.24262805603606843,-0.018234367455965517,0.06216836499886831,0.06047758388492589,0.0016907811139424203,0.0034615650300264546,0.0014347341615043186,0.002026830868522136,-0.002516049754579716,599.0,21.8,0.8259301116181217
persistent_shift,0.0002,0.15,0.0,0.75,13.169272477717328,15.84779072871435,-2.678518250997021,0.2285099659908536,0.24262805603606843,-0.014118090045214832,0.06538629479857727,0.06047758388492589,0.00490871091365138,0.0031485634302492065,0.0014347341615043186,0.001713829268744888,0.0010148816449064924,592.2,21.8,0.8196130255264655
persistent_shift,0.0002,0.15,0.5,0.0,15.321309135073074,15.84779072871435,-0.5264815936412752,0.23466224044615944,0.24262805603606843,-0.007965815589908998,0.0598832435427745,0.06047758388492589,-0.0005943403421513893,0.0015683568532000002,0.0014347341615043186,0.00013362269169568154,-0.002907963033847071,640.8,21.8,0.7005968001872924
persistent_shift,0.0002,0.15,0.5,0.1,14.852281213121461,15.84779072871435,-0.9955095155928877,0.23776723021007512,0.24262805603606843,-0.004860825825993315,0.06517400531791481,0.06047758388492589,0.004696421432988922,0.002633494677789022,0.0014347341615043186,0.0011987605162847035,0.0034976609167042183,632.8,0.0,0.835947950241386
persistent_shift,0.0002,0.15,0.5,0.25,14.203544875029774,15.84779072871435,-1.6442458536845752,0.23239734981824176,0.24262805603606843,-0.01023070621782668,0.0646352457265144,0.06047758388492589,0.004157661841588507,0.0029268076952160735,0.0014347341615043186,0.001492073533711755,0.0026655883078767523,623.0,0.0,0.8376217259809128
persistent_shift,0.0002,0.15,0.5,0.5,13.526857927200902,15.84779072871435,-2.3209328015134467,0.22535147577181175,0.24262805603606843,-0.017276580264256686,0.06204257174846591,0.06047758388492589,0.001564987863540021,0.0033494793785607962,0.0014347341615043186,0.0019147452170564776,-0.0025297573535164567,599.0,21.8,0.8164370960435164
persistent_shift,0.0002,0.15,0.5,0.75,13.439381777929432,15.84779072871435,-2.408408950784917,0.22950769609560612,0.24262805603606843,-0.013120359940462317,0.06535796181843703,0.06047758388492589,0.004880377933511142,0.0030333313404584633,0.0014347341615043186,0.0015985971789541447,0.0011017807545569969,592.2,21.8,0.8125372667095888
