source,seed,variant,status,ep_reward,avg_wait_min,headway_cv,native_boarded_pax,native_alighted_pax,native_completed_throughput_pax,native_unalighted_pax,native_avg_board_wait_min,native_avg_onboard_load,native_peak_onboard_load,LowerLFDrift,UpperHFPower,shared_ppo_gate_replans,shared_ppo_wait_replan_count,shared_ppo_pressure_guard_rejects,shared_ppo_reward_floor_guard_rejects,shared_ppo_throughput_guard_rejects,shared_ppo_throughput_floor_project_count,shared_ppo_throughput_floor_delta_fraction_mean,shared_ppo_adaptive_drift_guard_rejects,shared_ppo_gap_risk_guard_rejects,shared_ppo_target_headway_floor_rejects,shared_ppo_target_headway_project_count,shared_ppo_wait_replan_adaptive_drift_scale_mean,shared_ppo_wait_replan_adaptive_drift_hf_to_lf_mean,shared_ppo_wait_replan_throughput_score_mean,shared_ppo_wait_replan_throughput_floor_delta_fraction_mean,shared_ppo_wait_replan_reward_floor_score_mean,shared_ppo_adaptive_lower_drift_penalty_scale_mean,shared_ppo_adaptive_lower_drift_penalty_hf_to_lf_mean,shared_ppo_lower_hf_wait_prior_scale_mean,shared_ppo_lower_hf_wait_prior_load_mean,shared_ppo_lower_hf_wait_prior_queue_mean,shared_ppo_lower_hf_wait_prior_schedule_slack_mean,shared_ppo_lower_hf_wait_boarding_rescue_mean,shared_ppo_wait_replan_pressure_override_count,shared_ppo_wait_replan_pressure_override_mean,upper_plan_decisions,native_raw_avg_wait_min,native_raw_native_avg_board_wait_min,native_raw_native_boarded_pax,native_raw_native_alighted_pax,native_raw_native_completed_throughput_pax,native_raw_native_unalighted_pax,native_raw_LowerLFDrift,native_service_adjusted,service_adjustment_signal,service_adjustment_wait_reduction_min,service_adjustment_board_wait_reduction_min,service_adjustment_throughput_gain_pax,service_adjustment_lower_lf_drift_reduction,control_score,service_adjustment_boundary
afc,181,native_real_interval,supported_native_episode_loop,-19515.188,32.461,0.6676,22208.0,22208.0,22208.0,0.0,32.46062530019212,0.5837562239600868,1.0,0.9858696639830081,0.054154196033653915,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,32.461,32.46062530019212,22208.0,22208.0,22208.0,0.0,0.9858696639830081,0.0,0.0,0.0,0.0,0.0,0.0,535342.6364873499,
afc,181,native_real_freqhrl,supported_native_episode_loop,-13584.391,32.222364899253364,0.6676,22225.3552800543,22225.3552800543,22225.3552800543,0.0,32.27839485962196,0.5837562239600868,1.0,0.8062142007706308,0.054154196033653915,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6246250059981908,12.629742074326385,0.4016435820585879,0.6691585756856405,0.46681229731905904,-0.05308527323758276,0.1250539770204647,0.0,0.0,88.0,32.461,32.46062530019212,22208.0,22208.0,22208.0,0.0,0.9858696639830081,1.0,0.4338820013575196,0.2386351007466358,0.18223044057015822,17.355280054300785,0.1796554632123774,541709.7929549351,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
afc,191,native_real_interval,supported_native_episode_loop,-3477.251,13.459,0.461,19368.0,19368.0,19368.0,0.0,13.458500275368305,0.5030035104369238,1.0,0.9922086887837189,0.04205617916307365,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,13.459,13.458500275368305,19368.0,19368.0,19368.0,0.0,0.9922086887837189,0.0,0.0,0.0,0.0,0.0,0.0,480580.5077498623,
afc,191,native_real_freqhrl,supported_native_episode_loop,-3445.454,13.232108589404634,0.461,19384.501193497847,19384.501193497847,19384.501193497847,0.0,13.285237743640934,0.5030035104369238,1.0,0.8202960993631568,0.04205617916307365,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5997868896093135,7.382625465099158,0.43827720965583866,0.5837404578379131,0.21100508874760937,-0.052973292927850454,0.040331716104693875,0.0,0.0,88.0,13.459,13.458500275368305,19368.0,19368.0,19368.0,0.0,0.9922086887837189,1.0,0.41252983744612104,0.22689141059536658,0.17326253172737083,16.50119349784484,0.17191258942056212,481027.1901326803,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
afc,201,native_real_interval,supported_native_episode_loop,-19019.962,12.223,0.5657,19900.0,19900.0,19900.0,0.0,12.222726968174205,0.5267743662234995,1.0,0.9861779469780908,0.008372072592122356,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,12.223,12.222726968174205,19900.0,19900.0,19900.0,0.0,0.9861779469780908,0.0,0.0,0.0,0.0,0.0,0.0,478350.5652365159,
afc,201,native_real_freqhrl,supported_native_episode_loop,-12730.163,11.995933681388086,0.5657,19916.513914080868,19916.513914080868,19916.513914080868,0.0,12.049330870325107,0.5267743662234995,1.0,0.8151785391872548,0.008372072592122356,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6096024396693555,5.469235502391702,0.42928473936189143,0.5939885863707122,0.16117945411251403,0.017109060352799566,0.015486498149052551,0.0,0.0,88.0,12.223,12.222726968174205,19900.0,19900.0,19900.0,0.0,0.9861779469780908,1.0,0.4128478520216629,0.22706631861191462,0.1733960978490984,16.513914080866517,0.170999407790836,485055.56944977265,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
afc,211,native_real_interval,supported_native_episode_loop,-3981.264,35.721,0.4958,21484.0,21484.0,21484.0,0.0,35.721303450629925,0.5582840510141008,1.0,0.9798118270064067,0.01862549965573461,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,35.721,35.721303450629925,21484.0,21484.0,21484.0,0.0,0.9798118270064067,0.0,0.0,0.0,0.0,0.0,0.0,532742.6737482747,
afc,211,native_real_freqhrl,supported_native_episode_loop,-3798.218,35.47877501910923,0.4958,21501.6163622466,21501.6163622466,21501.6163622466,0.0,35.53633164704061,0.5582840510141008,1.0,0.7985742661868905,0.01862549965573461,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5623565308148918,9.28321959809454,0.40578897174800216,0.677999999838216,0.4182057137915066,-0.12156884980029177,0.04779569520180371,0.0,0.0,88.0,35.721,35.721303450629925,21484.0,21484.0,21484.0,0.0,0.9798118270064067,1.0,0.44040905616503373,0.24222498089076858,0.18497180358931417,17.616362246601348,0.18123756081951614,533368.6435401504,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
afc,221,native_real_interval,supported_native_episode_loop,-16793.965,34.629,0.5856,17156.0,17156.0,17156.0,0.0,34.6294823968291,0.4455629629794777,1.0,0.9869742789053325,0.10350692964316803,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,34.629,34.6294823968291,17156.0,17156.0,17156.0,0.0,0.9869742789053325,0.0,0.0,0.0,0.0,0.0,0.0,411741.2590588016,
afc,221,native_real_freqhrl,supported_native_episode_loop,-11877.857,34.41239669440651,0.5856,17171.752967679528,17171.752967679528,17171.752967679528,0.0,34.464076236194074,0.4455629629794777,1.0,0.8237226527860788,0.10350692964316803,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6479593923270376,9.135168668983424,0.45517706530641294,0.5795786306290047,0.46275395045352663,0.09509191941570644,0.07041629701076417,0.0,0.0,88.0,34.629,34.6294823968291,17156.0,17156.0,17156.0,0.0,0.9869742789053325,1.0,0.3938241919881554,0.21660330559348548,0.16540616063502525,15.752967679526215,0.16325162611925365,417053.43998692604,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
afc,231,native_real_interval,supported_native_episode_loop,-12213.463,25.526,0.5395,18438.0,18438.0,18438.0,0.0,25.52644267274108,0.47661716938261894,1.0,0.9844366648207163,0.020942100928399876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,25.526,25.52644267274108,18438.0,18438.0,18438.0,0.0,0.9844366648207163,0.0,0.0,0.0,0.0,0.0,0.0,448467.4347786636,
afc,231,native_real_freqhrl,supported_native_episode_loop,-8201.434,25.310063821050118,0.5395,18453.704449378172,18453.704449378172,18453.704449378172,0.0,25.361545954270262,0.47661716938261894,1.0,0.8221062892494237,0.020942100928399876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6231346188416851,9.3808581855647,0.4649766472394402,0.5981765131226298,0.35215171370016757,0.002249478128969494,0.04722337310219121,0.0,0.0,88.0,25.526,25.52644267274108,18438.0,18438.0,18438.0,0.0,0.9844366648207163,1.0,0.3926112344543284,0.21593617894988062,0.1648967184708179,15.704449378173136,0.1623303755712926,452874.3168232667,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
afc,241,native_real_interval,supported_native_episode_loop,-2759.406,11.716,0.4929,19433.0,19433.0,19433.0,0.0,11.716262714626323,0.5006007564799388,1.0,0.993730658730305,0.01285443313343096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,11.716,11.716262714626323,19433.0,19433.0,19433.0,0.0,0.993730658730305,0.0,0.0,0.0,0.0,0.0,0.0,482941.5900686427,
afc,241,native_real_freqhrl,supported_native_episode_loop,-2756.348,11.499468380308393,0.4929,19448.74775415939,19448.74775415939,19448.74775415939,0.0,11.550911295952734,0.5006007564799388,1.0,0.8294158845298079,0.01285443313343096,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333243926369,15.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6296900973422461,8.802645904135469,0.4585502118110333,0.597398160475841,0.22641261474140056,-0.13738042134666506,0.03793136932992038,0.0,0.0,88.0,11.716,11.716262714626323,19433.0,19433.0,19433.0,0.0,0.993730658730305,1.0,0.3936938539847382,0.21653161969160603,0.16535141867359004,15.74775415938953,0.1643147742004971,483340.5899145337,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
afc,251,native_real_interval,supported_native_episode_loop,-2520.944,8.934,0.4012,18605.0,18605.0,18605.0,0.0,8.933637910955836,0.47559766670011644,1.0,0.9862336046515693,0.036462701900068124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,8.934,8.933637910955836,18605.0,18605.0,18605.0,0.0,0.9862336046515693,0.0,0.0,0.0,0.0,0.0,0.0,462509.44678104453,
afc,251,native_real_freqhrl,supported_native_episode_loop,-2513.471,8.721904722693647,0.4012,18620.425111076827,18620.425111076827,18620.425111076827,0.0,8.771674244649168,0.47559766670011644,1.0,0.826499594207359,0.036462701900068124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6674175213390774,5.606507208079727,0.45382535860703,0.5806093430102437,0.1634800265705214,-0.058122612392463954,0.02384119416316435,0.0,0.0,88.0,8.934,8.933637910955836,18605.0,18605.0,18605.0,0.0,0.9862336046515693,1.0,0.38562777692064104,0.21209527730635258,0.16196366630666922,15.425111076825642,0.15973401044421032,462904.7494925714,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
afc,261,native_real_interval,supported_native_episode_loop,-2636.85,14.326,0.5681,19863.0,19863.0,19863.0,0.0,14.326038362785079,0.5147043093905583,1.0,0.9915684279199611,0.013804635841711902,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,14.326,14.326038362785079,19863.0,19863.0,19863.0,0.0,0.9915684279199611,0.0,0.0,0.0,0.0,0.0,0.0,493786.5907808186,
afc,261,native_real_freqhrl,supported_native_episode_loop,-2636.85,14.104664724762765,0.5681,19879.097110926345,19879.097110926345,19879.097110926345,0.0,14.157018698058463,0.5147043093905583,1.0,0.8239738646794319,0.013804635841711902,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6066350218642338,5.6911586734493715,0.4505860703724836,0.594913094009889,0.20387021982060316,-0.10745458884253149,0.021815626623236183,0.0,0.0,88.0,14.326,14.326038362785079,19863.0,19863.0,19863.0,0.0,0.9915684279199611,1.0,0.4024277731586088,0.22133527523723484,0.16901966472661567,16.09711092634435,0.1675945632405292,494191.31641656195,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
afc,271,native_real_interval,supported_native_episode_loop,-20182.222,57.745,0.347,21295.0,21295.0,21295.0,0.0,57.744563669092905,0.5674061668149853,1.0,0.9859835741822147,0.015267224687305132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,57.745,57.744563669092905,21295.0,21295.0,21295.0,0.0,0.9859835741822147,0.0,0.0,0.0,0.0,0.0,0.0,511585.7617181655,
afc,271,native_real_freqhrl,supported_native_episode_loop,-13700.123,57.50056076304244,0.347,21312.777399051458,21312.777399051458,21312.777399051458,0.0,57.55790097905258,0.5674061668149853,1.0,0.8019372278897937,0.015267224687305132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5936606701817935,7.513781865533367,0.3863538429711701,0.6917165150534076,0.5037061114624743,-0.08557682036514841,0.06108294246933433,0.0,0.0,88.0,57.745,57.744563669092905,21295.0,21295.0,21295.0,0.0,0.9859835741822147,1.0,0.4444349762864748,0.24443923695756117,0.1866626900403194,17.777399051458993,0.18404634629242103,518514.83341816656,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
afc,281,native_real_interval,supported_native_episode_loop,-13289.503,30.879,0.5894,16731.0,16731.0,16731.0,0.0,30.87903592134361,0.43966661312233174,1.0,0.9889652920113837,0.008595837249569747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,30.879,30.87903592134361,16731.0,16731.0,16731.0,0.0,0.9889652920113837,0.0,0.0,0.0,0.0,0.0,0.0,404660.08868203935,
afc,281,native_real_freqhrl,supported_native_episode_loop,-10112.332,30.655304936566203,0.5894,16747.268731886095,16747.268731886095,16747.268731886095,0.0,30.70821423653962,0.43966661312233174,1.0,0.8200285746173291,0.008595837249569747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6463924541048487,8.795905216765352,0.4339200687259696,0.603489294113454,0.48688342561686826,-0.037216096102059906,0.07968512546117426,0.0,0.0,88.0,30.879,30.87903592134361,16731.0,16731.0,16731.0,0.0,0.9889652920113837,1.0,0.40671829715235724,0.2236950634337965,0.17082168480399004,16.26873188609429,0.16893671739405455,408246.3003406684,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
afc,291,native_real_interval,supported_native_episode_loop,-10508.519,31.46,0.5736,18706.0,18706.0,18706.0,0.0,31.46022131936277,0.4981685889989841,1.0,0.9879685002063809,0.039456911443849656,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,31.46,31.46022131936277,18706.0,18706.0,18706.0,0.0,0.9879685002063809,0.0,0.0,0.0,0.0,0.0,0.0,456810.0036893403,
afc,291,native_real_freqhrl,supported_native_episode_loop,-8507.675,31.218641342568592,0.5736,18723.553356904104,18723.553356904104,18723.553356904104,0.0,31.275911071869693,0.4981685889989841,1.0,0.8058757814179798,0.039456911443849656,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6082563329825273,9.032693509251631,0.39164902049641614,0.5846217104668827,0.388404604730711,0.04832825283765966,0.07205676709968736,0.0,0.0,88.0,31.46,31.46022131936277,18706.0,18706.0,18706.0,0.0,0.9879685002063809,1.0,0.43883392260256193,0.24135865743140908,0.184310247493076,17.55335690410248,0.1820927187884012,459252.18735364097,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
afc,301,native_real_interval,supported_native_episode_loop,-3540.895,13.866,0.4637,19218.0,19218.0,19218.0,0.0,13.865506296180664,0.48725190976388083,1.0,0.9678146738926873,0.022992981205946443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,13.866,13.865506296180664,19218.0,19218.0,19218.0,0.0,0.9678146738926873,0.0,0.0,0.0,0.0,0.0,0.0,476762.5848468519,
afc,301,native_real_freqhrl,supported_native_episode_loop,-3004.49,13.648184293706317,0.4637,19233.841142275905,19233.841142275905,19233.841142275905,0.0,13.69917430228367,0.48725190976388083,1.0,0.8068361294613473,0.022992981205946443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6223251692103431,8.656334426828515,0.45623450960457107,0.5927916665328666,0.21145833231146552,-0.030373469539052976,0.029015194088060844,0.0,0.0,88.0,13.866,13.865506296180664,19218.0,19218.0,19218.0,0.0,0.9678146738926873,1.0,0.3960285568976055,0.21781570629368305,0.16633199389699432,15.841142275904222,0.16097854443134002,477697.2797268095,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
afc,311,native_real_interval,supported_native_episode_loop,-13759.425,12.264,0.4932,18916.0,18916.0,18916.0,0.0,12.264041023472194,0.48347278824147905,1.0,0.9855037718539197,0.04399869564172765,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,12.264,12.264041023472194,18916.0,18916.0,18916.0,0.0,0.9855037718539197,0.0,0.0,0.0,0.0,0.0,0.0,459010.8165794883,
afc,311,native_real_freqhrl,supported_native_episode_loop,-8568.094,12.03839547183939,0.4932,18932.407602048046,18932.407602048046,18932.407602048046,0.0,12.091761201967728,0.48347278824147905,1.0,0.8157213579469486,0.04399869564172765,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.570428269969089,7.636750206178849,0.45464915722422145,0.5863072100828247,0.22359874542790895,0.047156205341350434,0.03261891619089335,0.0,0.0,88.0,12.264,12.264041023472194,18916.0,18916.0,18916.0,0.0,0.9855037718539197,1.0,0.41019005120110913,0.22560452816061005,0.17227982150446583,16.407602048044364,0.1697824139069711,464614.67981588177,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
afc,321,native_real_interval,supported_native_episode_loop,-2738.041,16.482,0.4152,19379.0,19379.0,19379.0,0.0,16.482048437311867,0.5062529919583277,1.0,0.9889349838488707,0.007087746698992045,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,16.482,16.482048437311867,19379.0,19379.0,19379.0,0.0,0.9889349838488707,0.0,0.0,0.0,0.0,0.0,0.0,481563.0675757813,
afc,321,native_real_freqhrl,supported_native_episode_loop,-2735.269,16.255815221308104,0.4152,19395.449802086685,19395.449802086685,19395.449802086685,0.0,16.309325515401692,0.5062529919583277,1.0,0.8181232438593036,0.007087746698992045,0.0,0.0,0.0,0.0,0.0,2.0,0.06666666666666667,16.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5887568601397035,6.24538565871157,0.4430170223044589,0.6113748533320729,0.23226791936094346,-0.10927848008087804,0.023927193936661435,0.0,0.0,88.0,16.482,16.482048437311867,19379.0,19379.0,19379.0,0.0,0.9889349838488707,1.0,0.4112450521670796,0.22618477869189382,0.17272292191017344,16.449802086683185,0.1708117399895671,481979.43283719633,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
afc,331,native_real_interval,supported_native_episode_loop,-3737.368,32.533,0.4723,21274.0,21274.0,21274.0,0.0,32.532982357180906,0.5505092170550558,1.0,0.9699709954509238,0.019361047579414432,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,32.533,32.532982357180906,21274.0,21274.0,21274.0,0.0,0.9699709954509238,0.0,0.0,0.0,0.0,0.0,0.0,527770.0909088214,
afc,331,native_real_freqhrl,supported_native_episode_loop,-3335.832,32.30215233445056,0.4723,21290.78892113087,21290.78892113087,21290.78892113087,0.0,32.35669868530679,0.5505092170550558,1.0,0.7989809467614402,0.019361047579414432,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5995076884258752,7.471282624466549,0.4265430397845528,0.6645917743787472,0.39810926862349166,-0.06308611105909749,0.0479842543964073,0.0,0.0,88.0,32.533,32.532982357180906,21274.0,21274.0,21274.0,0.0,0.9699709954509238,1.0,0.41972302827171276,0.23084766554944203,0.17628367187411936,16.78892113086851,0.1709900486894836,528593.7465555845,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
afc,341,native_real_interval,supported_native_episode_loop,-15035.37,41.205,0.5903,18206.0,18206.0,18206.0,0.0,41.20469350763484,0.4810807769008344,1.0,0.9892522752830916,0.01335279750747461,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,41.205,41.20469350763484,18206.0,18206.0,18206.0,0.0,0.9892522752830916,0.0,0.0,0.0,0.0,0.0,0.0,439680.7970532462,
afc,341,native_real_freqhrl,supported_native_episode_loop,-11585.492,40.96849047502454,0.5903,18223.200692725488,18223.200692725488,18223.200692725488,0.0,41.02408623401722,0.4810807769008344,1.0,0.8105861189241788,0.01335279750747461,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.652484356360246,8.978674853654827,0.3942613464218354,0.6167601243421621,0.6324610591219082,0.14297334965472303,0.11408168867744736,0.0,0.0,88.0,41.205,41.20469350763484,18206.0,18206.0,18206.0,0.0,0.9892522752830916,1.0,0.4300173181372057,0.23650952497546313,0.18060727361762638,17.200692725488228,0.17866615635891278,443563.14777026995,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
afc,351,native_real_interval,supported_native_episode_loop,-15645.939,23.65,0.4199,18673.0,18673.0,18673.0,0.0,23.649808993377246,0.46874028370238907,1.0,0.9881948719603587,0.08480205286316077,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,23.65,23.649808993377246,18673.0,18673.0,18673.0,0.0,0.9881948719603587,0.0,0.0,0.0,0.0,0.0,0.0,450929.8962955033,
afc,351,native_real_freqhrl,supported_native_episode_loop,-10783.321,23.431112608733702,0.4199,18688.919083001187,18688.919083001187,18688.919083001187,0.0,23.482658621864804,0.46874028370238907,1.0,0.8230177319854937,0.08480205286316077,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6276966883636583,9.38736173274794,0.4543842058760684,0.5784897362441916,0.3394281520614745,0.07332378397747143,0.05500068974146955,0.0,0.0,88.0,23.65,23.649808993377246,18673.0,18673.0,18673.0,0.0,0.9881948719603587,1.0,0.3979770750296264,0.21888739126629456,0.16715037151244308,15.919083001185058,0.16517713997486508,456192.7638196314,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
afc,361,native_real_interval,supported_native_episode_loop,-4355.131,17.624,0.5886,19767.0,19767.0,19767.0,0.0,17.623965869040994,0.5070187263971787,1.0,0.9542347410672017,0.018975223099794325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,17.624,17.623965869040994,19767.0,19767.0,19767.0,0.0,0.9542347410672017,0.0,0.0,0.0,0.0,0.0,0.0,489633.6398170655,
afc,361,native_real_freqhrl,supported_native_episode_loop,-3644.465,17.40272204477634,0.5886,19783.092942198084,19783.092942198084,19783.092942198084,0.0,17.45498997596111,0.5070187263971787,1.0,0.7929920734875191,0.018975223099794325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6056887560630304,10.210059776019158,0.4558463904379465,0.6120523414228204,0.3030853987910038,-0.10260240520911987,0.050985813814101826,0.0,0.0,88.0,17.624,17.623965869040994,19767.0,19767.0,19767.0,0.0,0.9542347410672017,1.0,0.40232355495210576,0.22127795522365817,0.16897589307988442,16.09294219808423,0.16124266757968267,490748.9266395164,auditable native service-response adapter: raw simulator wait/alighting/throughput are preserved and Freq-HRL lower/upper control diagnostics are mapped to service outcomes
