seed,scenario,total_return,sharpe,max_drawdown,turnover,promotion_count,leakage_penalty,UpperHFPower,LowerLFDrift
31415,persistent_shift,0.27931074107900455,16.40916660657717,0.012302753394613952,6.992432313123985,38,0.7217387510133954,0.0010600089545369194,0.7206787420588584
27182,persistent_shift,0.2609080950168621,14.616597797913656,0.014513486091832228,6.206297002900428,54,1.9276301258771031,0.0004255913715808846,1.9272045345055222
16180,persistent_shift,0.2697734106212575,14.536133902207379,0.01904429446323508,6.072157840330082,58,1.8873677242379456,0.0004457216265690094,1.8869220026113767
11235,persistent_shift,0.2809712843612959,15.090099187403801,0.01919511683858277,6.258541292804555,0,1.9088451223663447,0.0004276590266173211,1.9084174633397275
4242,persistent_shift,0.3108991367125338,16.989136923532918,0.016077158533521985,6.9375739111780055,0,1.7921254063428376,0.0006264751561010236,1.7914989311867366
