ep,stage,wall_env_s,wall_train_s,avg_wait_min,peak_fleet,headway_cv,ep_reward,ep_cost,ep_steps,n_dispatches,lower_action_mean,lower_action_std,lower_action_min,lower_action_max,lower_reward_mean,lower_reward_std,lower_q_mean,lower_q_std,lower_q_loss,lower_q_mse,lower_ood_loss,lower_cost_q_mean,lower_cost_q_loss,lower_policy_loss,lower_pi_grad_norm,lower_q_grad_norm,lower_alpha,lower_lambda,lower_replay_size,upper_delta_mean,upper_delta_std,upper_delta_min,upper_delta_max,upper_reward_mean,upper_reward_std,upper_q_mean,upper_q_std,upper_q_loss,upper_q_mse,upper_ood_loss,upper_policy_loss,upper_pi_grad_norm,upper_q_grad_norm,upper_alpha,upper_replay_size,hold_fb_mean,hold_fb_std,hold_fb_n_trips,hold_fb_dir0_mean,hold_fb_dir1_mean,hold_penalty_mean,theta_wait,theta_fleet,theta_cv
0,Warmup,8.5,0.8,24.138,12,0.5073,-5625.358,3909.352,4971,0,33.76,34.98,-60.0,60.0,-1.1316,0.2767,-12.131571769714355,26.58738899230957,3234.7119140625,3221.023681640625,28.368925094604492,-2.404345750808716,154.03846740722656,63.019203186035156,316.3279113769531,133704.59375,0.3,0.9970211982727051,4971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33.75666525063081,34.983224886613705,262,46.16571281144493,35.80445091151878,0.7556034523181528,0.5947910860971893,0.24068334408647918,0.16452556981633135
30,BiLevel,7.6,0.9,10.917,12,0.6032,-4361.783,2871.284,4321,262,6.57,40.29,-60.0,60.0,-1.0094,0.349,-9.765847206115723,15.138240814208984,2749.75390625,2737.268798828125,17.415050506591797,-0.16030000150203705,47.376834869384766,40.22583770751953,125.92945098876953,246942.75,0.3,0.9942831993103027,9292,2.83,48.71,-108.75,109.3,-1.8125,0.4016,-1.6133277416229248,0.9447391033172607,14.110838890075684,4.246916770935059,0.9977152347564697,3.5410871505737305,4.16982364654541,33.500022888183594,0.3,262,6.5664018524857655,40.2910912840485,238,11.354326854254067,14.593118639180537,0.5983473478477324,0.6164356133590919,0.22591929772686595,0.15764508891404203
