ep,stage,wall_env_s,wall_train_s,avg_wait_min,peak_fleet,headway_cv,ep_reward,ep_cost,ep_steps,n_dispatches,lower_action_mean,lower_action_std,lower_action_min,lower_action_max,lower_reward_mean,lower_reward_std,lower_q_mean,lower_q_std,lower_q_loss,lower_q_mse,lower_ood_loss,lower_cost_q_mean,lower_cost_q_loss,lower_policy_loss,lower_pi_grad_norm,lower_q_grad_norm,lower_alpha,lower_lambda,lower_replay_size,upper_delta_mean,upper_delta_std,upper_delta_min,upper_delta_max,upper_reward_mean,upper_reward_std,upper_q_mean,upper_q_std,upper_q_loss,upper_q_mse,upper_ood_loss,upper_policy_loss,upper_pi_grad_norm,upper_q_grad_norm,upper_alpha,upper_replay_size,hold_fb_mean,hold_fb_std,hold_fb_n_trips,hold_fb_dir0_mean,hold_fb_dir1_mean,hold_penalty_mean,theta_wait,theta_fleet,theta_cv,surprise,belief_window,belief_cp_prob,belief_entropy,w_wait,w_fleet,w_cv,N_fleet,fleet_overshoot
0,Warmup,17.1,1.7,5.595,15,0.4821,-3431.192,1540.175,4971,0,6.0,39.39,-59.99,59.99,-0.6902,0.3587,1.3315644264221191,3.0257091522216797,50.25495910644531,39.10882568359375,2.8002679347991943,1.5069453716278076,14.699321746826172,6.387856960296631,28.06985855102539,266.7377014160156,0.1,1.0030076503753662,4971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.000530359381894,39.393854983419445,262,7.240388659705894,6.0189738259678,0.5950232104448541,0.5096843709903129,0.30253864694153365,0.1877769820681533,0.1924,9.65,0.0526,2.995,0.5,0.3,0.2,12,3
1,Warmup,22.5,0.8,10.055,15,0.3884,-5243.89,3293.966,4969,0,56.05,13.49,-60.0,60.0,-1.0553,0.3283,0.31568872928619385,3.1788415908813477,157.92616271972656,146.81369018554688,3.347573757171631,0.6387283802032471,33.737388610839844,6.793408393859863,19.50071144104004,3655.469970703125,0.1,1.004122018814087,9940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56.04615954582745,13.487573455094719,262,54.72236467411644,49.39208829779374,0.951294878364747,0.5287855319040137,0.2961745698693598,0.1750398982266266,0.4118,10.32,0.0529,2.979,0.51,0.303,0.188,12,3
2,Warmup,16.1,0.7,5.35,15,0.6313,-4444.789,2549.167,4971,0,15.0,36.98,-60.0,60.0,-0.8941,0.3697,2.1196107864379883,2.0022990703582764,158.96160888671875,148.06265258789062,2.2009940147399902,1.7675625085830688,31.481929779052734,3.8029706478118896,14.768795013427734,1749.063720703125,0.1,1.0042725801467896,14911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15.002124725922483,36.9824473679857,262,25.214475132064205,26.372352472418232,0.5983206627459849,0.531587252256291,0.29776109913896215,0.17065164860474694,0.4981,11.11,0.0534,2.935,0.529,0.296,0.175,12,3
3,Warmup,17.5,0.7,4.774,15,0.4382,-4903.117,3131.439,4970,0,20.68,40.61,-60.0,59.99,-0.9865,0.365,4.023015022277832,1.8054707050323486,133.0866241455078,122.34793853759766,1.7615724802017212,2.849480152130127,37.891197204589844,2.5563483238220215,18.789949417114258,1847.146240234375,0.1,1.0037627220153809,19881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.677582266694028,40.60767399723324,262,23.538006034032684,17.284050619288493,0.6989748754618019,0.533185111019877,0.2999296814822898,0.16688520749783314,0.5696,11.94,0.0541,2.862,0.532,0.298,0.171,12,3
4,Warmup,16.6,0.8,7.34,15,0.4574,-5039.065,3243.007,4971,0,14.01,43.68,-59.88,59.97,-1.0137,0.3561,7.251972675323486,1.655055046081543,113.09414672851562,102.46832275390625,1.7376354932785034,3.6432435512542725,24.330747604370117,-0.22879470884799957,14.571565628051758,4138.63818359375,0.1,1.0023397207260132,24852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14.010102342464984,43.68409550560847,262,13.309645765294372,12.641007488848349,0.7157654460391111,0.5385194877447405,0.2991261901209269,0.16235432213433265,0.6112,12.68,0.0549,2.773,0.533,0.3,0.167,12,3
5,Warmup,17.7,0.8,4.381,15,0.6627,-4796.706,2941.76,4971,0,20.32,40.68,-59.96,59.92,-0.9649,0.382,5.8051371574401855,1.3476500511169434,76.11693572998047,65.61201477050781,1.5061578750610352,3.6797308921813965,19.17087173461914,0.6339689493179321,36.25763702392578,604.2202758789062,0.1,1.0003254413604736,29823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.32171910748806,40.680891822291194,262,15.359007913031073,20.100270382981545,0.7072683915420106,0.5386669838944351,0.3009096472302033,0.16042336887536154,0.6104,13.27,0.0558,2.684,0.539,0.299,0.162,12,3
6,Warmup,17.0,0.8,6.12,15,0.4921,-4773.805,2961.95,4970,0,16.37,41.89,-59.89,59.83,-0.9605,0.3727,7.333734512329102,1.2775914669036865,77.30486297607422,66.93338775634766,1.3295841217041016,4.158943176269531,39.25321960449219,-0.5607903599739075,8.416430473327637,592.2459106445312,0.1,0.9980315566062927,34793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16.365004963627165,41.88613052554247,262,13.869930663234308,13.269265640409369,0.6987424004387536,0.541218450274544,0.3012006340781659,0.15758091564729004,0.5962,13.74,0.0567,2.6,0.539,0.301,0.16,12,3
7,Warmup,16.4,0.7,8.226,15,0.6383,-4854.082,3084.069,4971,0,18.45,42.21,-59.63,59.89,-0.9765,0.3724,8.057266235351562,1.3322105407714844,115.94515228271484,105.6789321899414,1.4213030338287354,4.582253456115723,38.811851501464844,-0.7749955654144287,23.02829933166504,681.5115356445312,0.1,0.9955012798309326,39764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.45272945814746,42.20669247332672,262,17.642790720964733,14.521920886792634,0.7198164446467544,0.5456554079698676,0.299790707207287,0.15455388482284557,0.5806,14.12,0.0577,2.52,0.541,0.301,0.158,12,3
8,Warmup,15.9,0.7,5.109,15,0.6029,-4933.664,3070.676,4969,0,15.13,44.13,-59.83,59.87,-0.9929,0.3643,8.416775703430176,1.2543416023254395,106.92888641357422,96.76594543457031,1.374603033065796,5.2620038986206055,41.81331253051758,-0.5991277694702148,12.660758018493652,507.93896484375,0.1,0.9927030205726624,44733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15.125972327505046,44.13497859951494,262,34.02496248797367,17.288845735160926,0.7315910131139121,0.5464625766099298,0.30067286745038435,0.15286455593968581,0.565,14.43,0.0588,2.443,0.546,0.3,0.155,12,3
9,Warmup,16.3,0.7,7.346,15,0.4476,-5024.372,3341.936,4970,0,13.25,46.1,-59.91,59.94,-1.0109,0.3623,9.011919021606445,1.298165202140808,87.49552154541016,77.4296646118164,1.3305010795593262,5.269534111022949,23.959239959716797,-1.1361172199249268,10.093632698059082,1959.09814453125,0.1,0.9896774291992188,49703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13.247585619157048,46.10486340860948,262,14.0322063631133,24.33620700334248,0.7540699363205506,0.5495118478183199,0.30015612731448327,0.15033202486719696,0.5504,14.67,0.06,2.371,0.546,0.301,0.153,12,3
10,Warmup,15.6,0.7,7.845,15,0.3825,-5146.597,3420.283,4970,0,7.87,47.33,-59.78,59.94,-1.0355,0.3457,9.565770149230957,1.3555126190185547,104.49972534179688,94.5285415649414,1.2756377458572388,5.586472511291504,29.35439109802246,-1.228560209274292,25.305635452270508,787.1041259765625,0.1,0.986362874507904,54673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.8658285833565404,47.32809266242277,262,19.689182872834955,17.898249400289433,0.750850464193594,0.5528020868933837,0.29942953235682407,0.14776838074979223,0.5397,14.86,0.0615,2.301,0.55,0.3,0.15,12,3
