scenario,baseline,n,total_return_mean,total_return_std,mean_reward_mean,mean_reward_std,base_mean_reward_mean,base_mean_reward_std,leakage_reward_penalty_mean,leakage_reward_penalty_std,leakage_reward_penalty_total_mean,leakage_reward_penalty_total_std,sharpe_mean,sharpe_std,sortino_mean,sortino_std,max_drawdown_mean,max_drawdown_std,calmar_mean,calmar_std,turnover_mean,turnover_std,transaction_cost_mean,transaction_cost_std,inventory_drift_mean_mean,inventory_drift_mean_std,post_shift_mean_pnl_mean,post_shift_mean_pnl_std,post_shift_cum_pnl_120_mean,post_shift_cum_pnl_120_std,recovery_cost_120_mean,recovery_cost_120_std,promotion_count_mean,promotion_count_std,promotion_delay_mean,promotion_delay_std,PromotionDelay_mean,PromotionDelay_std,ShockResponseTime_mean,ShockResponseTime_std,regime_promotion_accuracy_mean,regime_promotion_accuracy_std,regime_promotion_precision_mean,regime_promotion_precision_std,regime_promotion_recall_mean,regime_promotion_recall_std,UpperHFPower_mean,UpperHFPower_std,LowerLFDrift_mean,LowerLFDrift_std,FocusScore_mean,FocusScore_std,freq_attr_n_mean,freq_attr_n_std,freq_attr_high_component_pnl_mean,freq_attr_high_component_pnl_std,freq_attr_high_component_pnl_total_mean,freq_attr_high_component_pnl_total_std,freq_attr_high_frequency_cost_mean,freq_attr_high_frequency_cost_std,freq_attr_high_frequency_cost_total_mean,freq_attr_high_frequency_cost_total_std,freq_attr_leakage_cost_mean,freq_attr_leakage_cost_std,freq_attr_leakage_cost_total_mean,freq_attr_leakage_cost_total_std,freq_attr_low_component_pnl_mean,freq_attr_low_component_pnl_std,freq_attr_low_component_pnl_total_mean,freq_attr_low_component_pnl_total_std,freq_attr_low_frequency_cost_mean,freq_attr_low_frequency_cost_std,freq_attr_low_frequency_cost_total_mean,freq_attr_low_frequency_cost_total_std,freq_attr_lower_credit_mean,freq_attr_lower_credit_std,freq_attr_lower_credit_total_mean,freq_attr_lower_credit_total_std,freq_attr_promotion_adaptation_cost_mean,freq_attr_promotion_adaptation_cost_std,freq_attr_promotion_adaptation_cost_total_mean,freq_attr_promotion_adaptation_cost_total_std,freq_attr_task_reward_mean,freq_attr_task_reward_std,freq_attr_task_reward_total_mean,freq_attr_task_reward_total_std,freq_attr_upper_credit_mean,freq_attr_upper_credit_std,freq_attr_upper_credit_total_mean,freq_attr_upper_credit_total_std
persistent_shift,vanilla_rl,5,-0.8164283054030219,0.00938273053247845,-0.002387076483134316,7.042036483004669e-05,-0.0023610131372754023,6.950108461896767e-05,2.6063345858913626e-05,1.0827675946421027e-06,0.018765609018417808,0.000779592668142314,-37.199747378949404,1.220146874434252,-39.9114646288894,1.3200046671636267,0.8157320307508318,0.009501194539763228,-1.000855394167177,0.00020488118074555464,335.98850282066735,7.7641300710932475,2.015931016924004,0.04658478042655968,0.004550101111610335,0.00016173819955022842,-0.0014286388520612537,0.0001552841779060057,-0.17143666224735044,0.01863410134872068,0.1792514719371844,0.016816161504617254,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3977865379405954,0.010563720060997869,0.008018182491365355,0.0004650708815914234,-0.013446926751334177,0.011530945557911476,720.0,0.0,1.913863093240337e-05,1.0328562489957988e-05,0.013779814271330428,0.007436564992769752,0.0029620141778945925,6.622963046889375e-05,2.1326502080841063,0.047685333937603484,2.6063345858913626e-05,1.0827675946421027e-06,0.018765609018417808,0.000779592668142314,0.00042885262418764284,4.288266988352548e-06,0.30877388941510286,0.0030875522316138365,5.784701519070798e-06,5.339727396569657e-07,0.004164985093730975,0.00038446037255301544,-0.002975045850824049,6.66727052863803e-05,-2.1420330125933154,0.048004347806193864,0.0,0.0,0.0,0.0,-0.0023610131372754023,6.950108461896767e-05,-1.6999294588382896,0.05004078092565676,-1.8816374448527612e-05,8.517091789062255e-07,-0.01354778960293988,0.000613230608812482
persistent_shift,hrl_raw,5,-0.6210070301916956,0.010075483810395924,-0.0014059071013435643,3.844119847811712e-05,-0.001379415032282716,3.746527640952785e-05,2.6492069060848396e-05,1.0546088661442332e-06,0.019074289723810846,0.0007593183836238477,-31.25300634829633,1.0257202858963501,-36.18135269140886,1.441698852778228,0.6200530426586354,0.01019692520017505,-1.001542291431749,0.00034265413768413126,214.83028856226468,3.63072590030107,1.2889817313735883,0.021784355401806437,0.016478821216916482,0.00048732711277006826,-0.000622156568437097,0.00013251316067936904,-0.07465878821245163,0.01590157928152429,0.08992179456846432,0.013294783068529029,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0017543859649122805,0.003508771929824561,0.5,0.0,0.0,0.0,0.0,0.0,0.3977865379405954,0.010563720060997869,0.012719572644436006,0.0006175136322612946,-0.01121914029379397,0.007327473289225045,720.0,0.0,1.5781154913165077e-05,9.509306644078764e-06,0.011362431537478856,0.006846700783736711,0.001965811667970154,3.257376020594985e-05,1.4153844009385108,0.02345310734828387,2.6492069060848396e-05,1.0546088661442332e-06,0.019074289723810846,0.0007593183836238477,0.0004280138599234911,4.252008085586239e-06,0.3081699791449136,0.003061445821622099,2.871065687325766e-06,5.264913642212692e-07,0.0020671672948745514,0.00037907378223931386,-0.001979057702500578,3.303194858404949e-05,-1.4249215458004163,0.02378300298051562,0.0,0.0,0.0,0.0,-0.001379415032282716,3.746527640952785e-05,-0.9931788232435554,0.026974999014860057,-1.6117100217749963e-05,7.583982057871926e-07,-0.011604312156779973,0.0005460467081667789
persistent_shift,raw_history,5,0.20281624334195908,0.010911602251755356,0.0002351582809867226,1.2227685218126407e-05,0.0002555937675476864,1.2663134300068908e-05,2.043548656096384e-05,1.3188153086745502e-06,0.014713550323893964,0.0009495470222456759,11.54736499179878,0.5191745885366971,24.639525926371647,1.5786584876772656,0.03198700095929539,0.003847361253956084,6.453414533318565,1.0140042869321062,28.372319491112158,0.7510598984068295,0.17023391694667295,0.004506359390440985,0.0005199882245021831,3.503809810326127e-05,0.0006561963792206352,9.945856493306095e-05,0.07874356550647622,0.011935027791967315,0.003635846939251507,0.001183865532544246,0.0,0.0,-1.0,0.0,-1.0,0.0,0.36451395942023956,0.23101174670521765,0.5,0.0,0.0,0.0,0.0,0.0,0.01963947374446639,0.0014079089228242578,0.3333652650085525,0.02422008857226244,0.15039330175074134,0.043449552923905045,720.0,0.0,1.4378126588155055e-06,9.953238260754323e-06,0.0010352251143471631,0.007166331547743114,0.00039274066330387107,1.169794359745424e-05,0.2827732775787871,0.008422519390167048,2.043548656096384e-05,1.3188153086745502e-06,0.014713550323893964,0.0009495470222456759,0.0004916319270971432,4.318908140038468e-06,0.35397498750994305,0.0031096138608276854,2.8650769616963417e-07,3.1830595375397185e-07,0.00020628554124213662,0.00022918028670285975,-0.00040295840658435296,1.1481363523558499e-05,-0.29013005274073417,0.008266581736962118,0.0,0.0,0.0,0.0,0.0002555937675476864,1.2663134300068908e-05,0.1840275126343342,0.009117456696049618,-1.0504250976651553e-05,6.21767567153677e-07,-0.007563060703189119,0.0004476726483506473
persistent_shift,freq_single_policy,5,-0.0776607445515769,0.014334422786305962,-0.000127393844556793,2.1755728831826438e-05,-0.00011387953037656771,2.173067654251586e-05,1.3514314180225294e-05,5.241053475701127e-07,0.009730306209762212,0.00037735585025048114,-4.113206959558767,0.8930761511704495,-6.665051898059511,1.4351761603430067,0.18351863281065608,0.008142233492838215,-0.42233244732814096,0.07204156218968231,75.11511322123805,1.63187257260444,0.45069067932742823,0.009791235435626638,0.0008535585556878042,2.8736187662524745e-05,0.00040722910643686263,0.00014354388597189239,0.04886749277242351,0.017225266316627085,0.012435021514852965,0.004296709767180213,0.0,0.0,-1.0,0.0,-1.0,0.0,0.029400900507081655,0.019659728968444718,0.5,0.0,0.0,0.0,0.0,0.0,0.07533697038350942,0.004873542451185796,0.09917898575199575,0.006758738983448296,-0.12207850020931348,0.03072062933263129,720.0,0.0,8.81579873079266e-06,9.430101977413003e-06,0.006347375086170716,0.0067896734237373624,0.0007887016550793356,1.6554905369959065e-05,0.5678651916571216,0.011919531866370521,1.3514314180225294e-05,5.241053475701127e-07,0.009730306209762212,0.00037735585025048114,0.0005049710648476655,7.292263464139122e-06,0.36357916669031926,0.005250429694180184,7.120313950983756e-07,5.975893181083606e-07,0.0005126626044708305,0.00043026430903801965,-0.0007954588121694481,1.666044567702482e-05,-0.5727303447620027,0.011995520887457867,0.0,0.0,0.0,0.0,-0.00011387953037656771,2.173067654251586e-05,-0.08199326187112875,0.015646087110611422,-7.469188485211022e-06,7.141345049081918e-07,-0.005377815709351937,0.0005141768435338982
persistent_shift,lf_upper_only,5,0.24386987158139645,0.024994185333733227,0.000206830481060825,2.8321981965589437e-05,0.00030290352614949884,2.8057945595891183e-05,9.607304508867383e-05,2.5197992854361214e-06,0.06917259246384518,0.001814255485514008,16.046517769795873,1.5454063669885918,33.82682478644546,7.285656123456586,0.009242369048327892,0.0038030932143046496,32.5804942538259,15.532395246891753,5.7143986711476735,0.32518568390244623,0.03428639202688604,0.001951114103414677,4.138181408721959e-05,1.0637823229317494e-05,0.0005026285446303842,7.670203710986325e-05,0.0603154253556461,0.009204244453183588,0.0014290977611400705,0.00046110599700406677,0.0,0.0,-1.0,0.0,-1.0,0.0,59.702228976697064,91.82766588837809,0.5,0.0,0.0,0.0,0.0,0.0,0.0007358478589847301,0.00013033622449098921,1.831012500139138,0.07419172101921034,0.8803907413011187,0.06017694092017506,720.0,0.0,6.69002955813255e-06,8.68204075979905e-06,0.004816821281855436,0.0062510693470553165,0.00016921508670388478,1.0779150916156604e-05,0.12183486242679704,0.007760988659632751,9.607304508867383e-05,2.5197992854361214e-06,0.06917259246384518,0.001814255485514008,0.00034391624914577133,2.5332893783113022e-05,0.24761969938495537,0.018239683523841383,4.331950455944736e-06,4.287206414199841e-06,0.0031190043282802097,0.0030867886182238857,-0.0002172516092482217,1.1582215978235898e-05,-0.1564211586587196,0.008339195504329848,0.0,0.0,0.0,0.0,0.00030290352614949884,2.8057945595891183e-05,0.21809053882763915,0.02020172082904164,-5.236847300028166e-05,4.7990587330114685e-06,-0.03770530056020279,0.003455322287768259
persistent_shift,hf_lower_only,5,-0.004425343111028601,0.0033942887130527294,-5.261357621384073e-05,5.0532117543615715e-06,-1.3035598062008025e-05,4.463483177992156e-06,3.9577978151832715e-05,2.3943661353791167e-06,0.028496144269319557,0.0017239436174729637,-1.596326191523221,1.1619352986461264,-3.055168349036623,2.3108256875617537,0.015738568614508397,0.0033232706849702725,-0.27256965479467865,0.21472988601264478,8.804959096694109,0.2368581697359567,0.05282975458016466,0.0014211490184157414,0.003436644156998071,0.00035707011050908444,9.520364398026765e-05,2.9489503591230916e-05,0.011424437277632118,0.0035387404309477097,0.0018619011096091126,0.0006782862240342684,0.0,0.0,-1.0,0.0,-1.0,0.0,13.510249134298718,8.144518795045945,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8557752987610099,0.009528138084064284,0.057400974345014476,0.024531042339623832,720.0,0.0,-4.4764052232360035e-07,1.3079419248612475e-06,-0.0003223011760729923,0.0009417181859000984,0.00010922583090040975,3.983069665314676e-06,0.07864259824829503,0.0028678101590265685,3.9577978151832715e-05,2.3943661353791167e-06,0.028496144269319557,0.0017239436174729637,6.76599899134293e-05,4.456922275265587e-06,0.0487151927376691,0.0032089840381912243,4.3289242830860256e-07,2.794737946092e-07,0.00031168254838219385,0.00020122113211862403,-0.00012901481997632612,4.957350739395315e-06,-0.09289067038295482,0.003569292532364628,0.0,0.0,0.0,0.0,-1.3035598062008025e-05,4.463483177992156e-06,-0.009385630604645777,0.003213707888154352,-2.0221881504224963e-05,1.3455182707152779e-06,-0.01455975468304197,0.0009687731549149997
persistent_shift,allfreq_alllayers,5,-0.10131575492239524,0.013796406488243056,-0.00016828207332954454,2.145678949097461e-05,-0.00014927187640175016,2.139466440187928e-05,1.8934158230527278e-05,9.327656128705727e-07,0.013632593925979642,0.0006715912412668121,-5.181722526869737,0.8398623853823554,-7.9581560420970145,1.2569412397880917,0.19743254718958347,0.00869076105876736,-0.5126365537957494,0.06307456993120199,79.72750026826202,1.592152553738685,0.4783650016095722,0.00955291532243215,0.0005246703534028368,2.1245824869368716e-05,0.000382776044937993,0.00014577069726318898,0.04593312539255916,0.017492483671582678,0.014206868627039728,0.005163221115068707,21.4,10.89219904335208,23.4,48.8,23.4,48.8,0.026562656951631923,0.010892724983414715,0.48216666666666663,0.009076832536126735,0.0,0.0,0.0,0.0,0.07542225132640974,0.004868675345887215,0.17984406631945063,0.014307321384681776,-0.12619109042900784,0.038819508952015455,720.0,0.0,9.268755578121427e-06,9.316151273435103e-06,0.006673504016247428,0.0067076289168732746,0.0008277138224880253,1.7017966027389606e-05,0.5959539521913781,0.01225293553972052,1.8934158230527278e-05,9.327656128705727e-07,0.013632593925979642,0.0006715912412668121,0.0005069045442957843,7.21752080259616e-06,0.36497127189296463,0.005196614977869252,7.98046940201746e-07,5.872004354882592e-07,0.0005745937969452572,0.00042278431355154654,-0.000837180901603289,1.7256824545095737e-05,-0.602770249154368,0.012424913672468913,7.603869726714234e-08,9.33047159645359e-08,5.4747862032342504e-05,6.717939549446586e-05,-0.00014927187640175016,2.139466440187928e-05,-0.1074757510092601,0.01540415836935308,-1.0341164752732527e-05,1.0072509723297367e-06,-0.0074456386219674195,0.0007252207000774105
persistent_shift,swapped,5,-0.08813128366734169,0.013199067033300708,-0.00015360154000040562,2.0950904420353335e-05,-0.00013637815735210364,2.0445739440264456e-05,1.714734395103482e-05,8.775980671551666e-07,0.012346087644745067,0.0006318706083517201,-6.971609220482778,1.2215086201713585,-12.325874880087515,2.0494330597077726,0.1097521383291808,0.015743495118635584,-0.8083382101230441,0.10953681997746015,52.369151899233316,1.0965087643229288,0.3142149113953998,0.006579052585937582,0.004114038935168755,0.0003252611266937583,0.0003180864498831703,0.00013102529839390645,0.03817037398598043,0.01572303580726877,0.012300464331171023,0.0038648515427449127,21.4,10.89219904335208,23.4,48.8,23.4,48.8,0.021631476948184413,0.023011821243731183,0.48216666666666663,0.009076832536126735,0.0,0.0,0.0,0.0,0.10886195868204947,0.011635029817062189,0.19737087027915673,0.0163247611092458,-0.4224438667986411,0.036086086914673125,720.0,0.0,-8.890924284273382e-07,6.5403059643163676e-06,-0.0006401465484676839,0.004709020294307785,0.00057285983167383,1.1114093604834759e-05,0.41245907880515753,0.008002147395481014,1.714734395103482e-05,8.775980671551666e-07,0.012346087644745067,0.0006318706083517201,0.0003091486121069388,1.300495390437964e-05,0.22258700071699594,0.009363566811153341,1.892317777765371e-06,1.1818913216596305e-06,0.0013624687999910672,0.000850961751594934,-0.0005814335036493473,1.1507719199485543e-05,-0.41863212262753,0.00828555782362961,7.603869726714234e-08,9.33047159645359e-08,5.4747862032342504e-05,6.717939549446586e-05,-0.00013637815735210364,2.0445739440264456e-05,-0.09819227329351463,0.01472093239699041,-1.0542028450549921e-05,1.2827234481257367e-06,-0.007590260484395944,0.00092356088265053
persistent_shift,no_promotion,5,0.24386987158139645,0.024994185333733227,0.000206830481060825,2.8321981965589437e-05,0.00030290352614949884,2.8057945595891183e-05,9.607304508867383e-05,2.5197992854361214e-06,0.06917259246384518,0.001814255485514008,16.046517769795873,1.5454063669885918,33.82682478644546,7.285656123456586,0.009242369048327892,0.0038030932143046496,32.5804942538259,15.532395246891753,5.7143986711476735,0.32518568390244623,0.03428639202688604,0.001951114103414677,4.138181408721959e-05,1.0637823229317494e-05,0.0005026285446303842,7.670203710986325e-05,0.0603154253556461,0.009204244453183588,0.0014290977611400705,0.00046110599700406677,0.0,0.0,-1.0,0.0,-1.0,0.0,59.702228976697064,91.82766588837809,0.5,0.0,0.0,0.0,0.0,0.0,0.0007358478589847301,0.00013033622449098921,1.831012500139138,0.07419172101921034,0.8803907413011187,0.06017694092017506,720.0,0.0,6.69002955813255e-06,8.68204075979905e-06,0.004816821281855436,0.0062510693470553165,0.00016921508670388478,1.0779150916156604e-05,0.12183486242679704,0.007760988659632751,9.607304508867383e-05,2.5197992854361214e-06,0.06917259246384518,0.001814255485514008,0.00034391624914577133,2.5332893783113022e-05,0.24761969938495537,0.018239683523841383,4.331950455944736e-06,4.287206414199841e-06,0.0031190043282802097,0.0030867886182238857,-0.0002172516092482217,1.1582215978235898e-05,-0.1564211586587196,0.008339195504329848,0.0,0.0,0.0,0.0,0.00030290352614949884,2.8057945595891183e-05,0.21809053882763915,0.02020172082904164,-5.236847300028166e-05,4.7990587330114685e-06,-0.03770530056020279,0.003455322287768259
persistent_shift,no_leakage,5,0.22344760059721397,0.021262096918723324,0.00027808161284315037,2.4443523513819185e-05,0.00027815765154041744,2.4445962135630712e-05,0.0,0.0,0.0,0.0,14.734472653257024,1.2190318862022322,36.30797126340774,6.854685015222389,0.01658456120171552,0.006044188554846097,16.38342364005747,8.03654626924389,11.892893639385445,0.28314891389469815,0.07135736183631267,0.0016988934833681926,0.0009507798017630478,0.0001064820434102079,0.0005383797695188988,8.543669588776348e-05,0.06460557234226787,0.010252403506531615,0.0019157329049865016,0.0006328794781923991,21.4,10.89219904335208,23.4,48.8,23.4,48.8,3.1034817555806056,1.0981968152878845,0.48216666666666663,0.009076832536126735,0.0,0.0,0.0,0.0,0.0007875423558429781,0.0001386439975415719,0.9121262661666355,0.04257380293470986,0.7557671766689907,0.029247516222415653,720.0,0.0,6.948112204992006e-06,8.078538024463055e-06,0.005002640787594245,0.005816547377613399,0.00022229973243436006,9.862304432341328e-06,0.16005580735273922,0.007100859191285756,0.0,0.0,0.0,0.0,0.00037221854593383027,2.1873299131937166e-05,0.2679973530723578,0.015748775374994767,2.283322768252615e-06,2.8536883625057416e-06,0.0016439923931418827,0.0020546556210041334,-0.00022229973243436006,9.862304432341328e-06,-0.16005580735273922,0.007100859191285756,7.603869726714234e-08,9.33047159645359e-08,5.4747862032342504e-05,6.717939549446586e-05,0.00027815765154041744,2.4445962135630712e-05,0.20027350910910063,0.017601092737654114,-2.3593614655197573e-06,2.8433143542816255e-06,-0.0016987402551742255,0.0020471863350827704
