baseline,seed,total_return,mean_reward,base_mean_reward,leakage_reward_penalty,leakage_reward_penalty_total,sharpe,sortino,max_drawdown,calmar,turnover,transaction_cost,inventory_drift_mean,post_shift_mean_pnl,post_shift_cum_pnl_120,recovery_cost_120,recovery_regret_120,promotion_count,promotion_delay,PromotionDelay,ShockResponseTime,regime_promotion_accuracy,regime_promotion_precision,regime_promotion_recall,UpperHFPower,LowerLFDrift,FocusScore,freq_attr_n,freq_attr_high_component_pnl,freq_attr_high_component_pnl_total,freq_attr_high_frequency_cost,freq_attr_high_frequency_cost_total,freq_attr_leakage_cost,freq_attr_leakage_cost_total,freq_attr_low_component_pnl,freq_attr_low_component_pnl_total,freq_attr_low_frequency_cost,freq_attr_low_frequency_cost_total,freq_attr_lower_credit,freq_attr_lower_credit_total,freq_attr_promotion_adaptation_cost,freq_attr_promotion_adaptation_cost_total,freq_attr_task_reward,freq_attr_task_reward_total,freq_attr_upper_credit,freq_attr_upper_credit_total,scenario,freq_method
freq_hrl,42,0.25191205876616096,0.00021657385015332744,0.000312123593529613,9.529764216488818e-05,0.06861430235871949,16.04336126149316,31.729980074770285,0.009513222176785407,26.4802034562893,5.880085135410971,0.03528051081246582,5.293748128134531e-05,0.0005842507296064056,0.07011008755276867,0.0005677359123062478,0.04898770484899071,28,-1.0,-1.0,0.0,0.4766666666666667,0.0,0.0,0.000876221630398608,1.8383162834016535,0.9228264496132169,720.0,-1.0080436545193859e-07,-7.257914312539578e-05,0.00017716251457215195,0.1275570104919494,9.529764216488818e-05,0.06861430235871949,0.0003613309823193857,0.2601583072699577,1.3579625091323519e-06,0.0009777330065752934,-0.000224811335654596,-0.16186416167130913,2.521012113973663e-07,0.00018151287220610372,0.000312123593529613,0.22472898734132138,-4.925888480297381e-05,-0.03546639705814114,persistent_shift,ema
freq_hrl_recovery_tuned,42,0.2570150746729398,0.0002242984064489647,0.0003177753374377719,9.305568575087578e-05,0.06700009374063057,16.003418684886487,31.87110541652831,0.009901824760007116,25.95633440323126,6.032082355765384,0.03619249413459231,5.5725428654282194e-05,0.0006211284641608529,0.07453541569930235,0.0005812427529442517,0.04508754626081252,62,18.0,18.0,42.02857142857143,0.5083333333333333,0.1935483870967742,0.1,0.0009913450414631066,1.7492088901135174,0.8143000779134908,720.0,-2.11551488975857e-06,-0.0015231707206261706,0.000185219467962025,0.133358016932658,9.305568575087578e-05,0.06700009374063057,0.0003702696561495506,0.2665941524276764,9.494068608833806e-07,0.000683572939836034,-0.00023174731083746292,-0.1668580638029733,4.2124523793145145e-07,0.00030329657131064505,0.0003177753374377719,0.22879824295519577,-4.789849497425273e-05,-0.034486916381461966,persistent_shift,ema
vanilla_rl,123,-0.8223248398792193,-0.0024304708387762083,-0.0024047665244520894,2.5704314324118667e-05,0.01850710631336544,-36.89023033264817,-39.655549392791166,0.8217466830383401,-1.0007035706414311,343.17569228094834,2.05905415368569,0.004722917968242557,-0.0013087161915723265,-0.1570459429886792,0.16677635315913186,0.2733549647895638,0,-1.0,-1.0,0.0,0.5,0.0,0.0,0.38854120247613927,0.007859857353763917,-0.026022201290390908,720.0,3.409259888831954e-05,0.024546671199590073,0.0030101437510790985,2.167303500776951,2.5704314324118667e-05,0.01850710631336544,0.0004303841482706453,0.3098765867548646,5.561842239657371e-06,0.004004526412553307,-0.003022995908241158,-2.176557053933634,0.0,0.0,-0.0024047665244520894,-1.7314318976055045,-1.8413999401716706e-05,-0.013258079569236029,persistent_shift,ema
hrl_raw,123,-0.6236518733439982,-0.0014153860496636849,-0.0013892329338402293,2.6153115823455653e-05,0.01883024339288807,-31.17197097680389,-36.506483959309655,0.6228363307621718,-1.0013094011083592,217.844666626332,1.3070679997579921,0.016778412762221064,-0.000517383373745301,-0.062086004849436126,0.0812894901218022,0.1783950266503207,0,-1.0,-1.0,0.0,0.5,0.0,0.0,0.38854120247613927,0.012982151833692763,-0.011736159255291968,720.0,3.000252060752441e-05,0.021601814837417577,0.0019807696625793935,1.4261541570571632,2.6153115823455653e-05,0.01883024339288807,0.00042969359296278893,0.30937938693320804,2.260950443986923e-06,0.0016278843196705845,-0.0019938462204911207,-1.435569278753607,0.0,0.0,-0.0013892329338402293,-1.0002477123649651,-1.5337508355714748e-05,-0.011043006016114618,persistent_shift,ema
raw_history,123,0.2134208653128873,0.000245173845235186,0.0002678470098805815,2.267316464539553e-05,0.016324678544684782,12.041236011794128,26.919683656766374,0.033827232839228505,6.309143474052924,28.712119314583564,0.17227271588750137,0.0005200502556794393,0.0007364252880737096,0.08837103456884515,0.002224060903642495,0.028522532249037738,0,-1.0,-1.0,0.3645833333333333,0.5,0.0,0.0,0.019373521162371996,0.379188732142799,0.1176997769756836,720.0,1.5838459333560777e-05,0.01140369072016376,0.00038275948060761993,0.27558682603748635,2.267316464539553e-05,0.016324678544684782,0.0004923163120132427,0.35446774464953473,8.829378282440563e-08,6.357152363357205e-05,-0.0003940960629303177,-0.28374916530982874,0.0,0.0,0.0002678470098805815,0.1928498471140187,-1.142487610552217e-05,-0.008225910795975962,persistent_shift,ema
freq_single_policy,123,-0.061778365035951466,-0.00010335989306371633,-8.993603154477377e-05,1.3423861518942589e-05,0.009665180293638664,-3.207352939587519,-5.205591946728733,0.1778398862166246,-0.3473819419829137,73.73496100059899,0.4424097660035939,0.0008223164612741236,0.0005273426512550724,0.06328111815060869,0.009484121316657986,0.05312444860575696,0,-1.0,-1.0,0.03125,0.5,0.0,0.0,0.07057199784273378,0.10637305644875984,-0.11601459726702276,720.0,2.252557720005029e-05,0.016218415584036208,0.0007680436261419042,0.5529914108221711,1.3423861518942589e-05,0.009665180293638664,0.0005036410325160491,0.36262154341155534,2.9794452981282404e-07,0.00021452006146523332,-0.0007747555569013754,-0.5578240009689903,0.0,0.0,-8.993603154477377e-05,-0.06475394271223711,-7.009875289284119e-06,-0.005047110208284565,persistent_shift,ema
lf_upper_only,123,0.227930245575392,0.00019139552846670664,0.00028527582499491985,9.388029652821321e-05,0.06759381350031352,15.382802947710816,35.26360166748189,0.011734090674887954,19.424619417948076,5.853505177062411,0.03512103106237447,3.4621742566402315e-05,0.000502497120774769,0.06029965449297227,0.0015790744956130085,0.056989255070565695,0,-1.0,-1.0,46.904761904761905,0.5,0.0,0.0,0.0009145504922399456,1.7722519195116877,0.9476312549900766,720.0,1.095743994135212e-05,0.007889356757773526,0.00015076660234123644,0.10855195368569025,9.388029652821321e-05,0.06759381350031352,0.000323166838347554,0.23268012361023885,5.065436573529707e-06,0.0036471143329413888,-0.00019770675060534304,-0.142348860435847,0.0,0.0,0.00028527582499491985,0.2053985939963423,-5.2005584837636315e-05,-0.03744402108309815,persistent_shift,ema
hf_lower_only,123,0.0019738880194990482,-4.483937461192519e-05,-4.625872742836162e-06,4.021350186908903e-05,0.0289537213457441,0.6356503145435451,1.29583709993037,0.013613182173585314,0.14499828139589083,8.724298722659945,0.052345792335959665,0.0036857005483536863,0.00012287666260423692,0.014745199512508432,0.0012500359530418612,0.10217716908738753,0,-1.0,-1.0,4.344444444444444,0.5,0.0,0.0,0.0,0.8538350412833484,0.04161052297656597,720.0,1.5388907443299315e-06,0.0011080013359175507,0.00010924458805897443,0.07865610340246158,4.021350186908903e-05,0.0289537213457441,7.390912696504082e-05,0.05321457141482939,7.962489990195669e-07,0.0005732992792940882,-0.00012935133899351895,-0.09313296407533364,0.0,0.0,-4.625872742836162e-06,-0.0033306283748420363,-2.090299993356408e-05,-0.015050159952166138,persistent_shift,ema
allfreq_alllayers,123,-0.08497013658909269,-0.0001428914114620685,-0.00012404227846716772,1.876461438725923e-05,0.013510522358826646,-4.2542248473102795,-6.540083471404058,0.1918640772681992,-0.44286631348043487,78.16820934785585,0.46900925608713506,0.0005098225836550099,0.0005093422997872399,0.06112107597446879,0.010948168147086535,0.055312493312265745,29,-1.0,-1.0,0.03125,0.47583333333333333,0.0,0.0,0.07067040220754829,0.18485507301447146,-0.1159419635070986,720.0,2.2955204827757826e-05,0.016527747475985635,0.0008054910387871628,0.5799535479267572,1.876461438725923e-05,0.013510522358826646,0.0005054239064378499,0.3639052126352519,4.5280355658779583e-07,0.000326018560743213,-0.0008148733459807923,-0.5867088091061705,8.451860764158157e-08,6.085339750193873e-05,-0.00012404227846716772,-0.08931044049636075,-9.919629357858991e-06,-0.007142133137658473,persistent_shift,ema
swapped,123,-0.06383808608839325,-0.00011529667477105823,-9.900310513062265e-05,1.620905103279403e-05,0.0116705167436117,-4.673536829007982,-8.678130652029141,0.0948568788807399,-0.6729937442771499,51.316832752723585,0.3079009965163415,0.0037623048584246943,0.00041611763808203765,0.04993411656984452,0.00993211588508609,0.06654626129027448,29,-1.0,-1.0,0.03125,0.47583333333333333,0.0,0.0,0.09677203523709217,0.2067118082129603,-0.3909838057778794,720.0,9.330235431278656e-06,0.006717769510520632,0.0005636144415185406,0.40580239789334926,1.620905103279403e-05,0.0116705167436117,0.0003268315420943113,0.23531871030790413,3.4106796155279002e-06,0.002455689323180088,-0.0005717189670349377,-0.41163765626515514,8.451860764158157e-08,6.085339750193873e-05,-9.900310513062265e-05,-0.0712822356940483,-1.1599723739566497e-05,-0.008351801092487877,persistent_shift,ema
no_promotion,123,0.227930245575392,0.00019139552846670664,0.00028527582499491985,9.388029652821321e-05,0.06759381350031352,15.382802947710816,35.26360166748189,0.011734090674887954,19.424619417948076,5.853505177062411,0.03512103106237447,3.4621742566402315e-05,0.000502497120774769,0.06029965449297227,0.0015790744956130085,0.056989255070565695,0,-1.0,-1.0,46.904761904761905,0.5,0.0,0.0,0.0009145504922399456,1.7722519195116877,0.9476312549900766,720.0,1.095743994135212e-05,0.007889356757773526,0.00015076660234123644,0.10855195368569025,9.388029652821321e-05,0.06759381350031352,0.000323166838347554,0.23268012361023885,5.065436573529707e-06,0.0036471143329413888,-0.00019770675060534304,-0.142348860435847,0.0,0.0,0.00028527582499491985,0.2053985939963423,-5.2005584837636315e-05,-0.03744402108309815,persistent_shift,ema
