environment,disturbance_mode,arm,upper_constraint_mode,upper_dual_lr,lower_dual_lr,lower_action_router_mode,lower_action_router_alpha,upper_hf_penalty_coef,replicate_count,baseline_return_mean,candidate_return_mean,return_difference_mean,return_difference_one_sided_lower,return_difference_one_sided_upper,reward_noninferiority_margin,reward_noninferiority_pass,drift_materiality_floor,responsibility_drift_baseline_mean,responsibility_drift_candidate_mean,responsibility_drift_difference_mean,responsibility_drift_difference_one_sided_upper,responsibility_drift_candidate_one_sided_upper,responsibility_drift_required_reduction,responsibility_drift_baseline_material,responsibility_drift_gate_type,responsibility_drift_pass,responsibility_drift_normalized_slack,raw_lower_drift_baseline_mean,raw_lower_drift_candidate_mean,raw_lower_drift_difference_mean,raw_lower_drift_difference_one_sided_upper,raw_lower_drift_candidate_one_sided_upper,raw_lower_drift_required_reduction,raw_lower_drift_baseline_material,raw_lower_drift_gate_type,raw_lower_drift_pass,raw_lower_drift_normalized_slack,latent_lower_drift_mean,upper_hf_rms,upper_hf_rms_one_sided_upper,upper_hf_budget_pass,effective_lower_action_rms_mean,effective_lower_activity_margin_one_sided_lower,effective_lower_activity_pass,router_clip_rate_mean,router_clip_rate_one_sided_upper,router_clip_pass,reconstruction_rms_max,reconstruction_integrity_pass,minimum_normalized_safety_slack,condition_gate_pass
Walker2d-v5,standard,crossed_direct_reward,disabled,0.0,0.0,direct,0.1,0.0,16,226.90328807016124,226.90328807016124,0.0,0.0,0.0,4.5380657614032245,True,2.5e-05,0.06749590538462097,0.009198905458281174,-0.0582969999263398,-0.05086401514204569,nan,0.006749590538462098,True,strict_relative_improvement,True,6.535866783651609,0.06749590538462097,0.06749590538462097,0.0,0.0,nan,0.006749590538462098,True,strict_relative_improvement,False,-1.0,0.06749590538462097,0.02381961271044777,0.024645513192392204,True,0.2635979755687241,0.18500667427289025,True,0.0,0.0,True,1.9933658400630846e-08,True,-1.0,False
Walker2d-v5,low_frequency,crossed_direct_reward,disabled,0.0,0.0,direct,0.1,0.0,16,246.10234561472834,246.10234561472834,0.0,0.0,0.0,4.922046912294567,True,2.5e-05,0.06450461496587226,0.009251593502144717,-0.055253021463727556,-0.047777443240075955,nan,0.006450461496587226,True,strict_relative_improvement,True,6.406825583774707,0.06450461496587226,0.06450461496587226,0.0,0.0,nan,0.006450461496587226,True,strict_relative_improvement,False,-1.0,0.06450461496587226,0.025448188437013842,0.026356798338366835,True,0.25640095509458427,0.17953248736226998,True,0.0,0.0,True,1.9542897166739963e-08,True,-1.0,False
Walker2d-v5,high_frequency,crossed_direct_reward,disabled,0.0,0.0,direct,0.1,0.0,16,235.76362719365073,235.76362719365073,0.0,0.0,0.0,4.715272543873015,True,2.5e-05,0.06696392667017584,0.009073223747873164,-0.05789070292230268,-0.05056429415406732,nan,0.006696392667017584,True,strict_relative_improvement,True,6.5509750799287385,0.06696392667017584,0.06696392667017584,0.0,0.0,nan,0.006696392667017584,True,strict_relative_improvement,False,-1.0,0.06696392667017584,0.024173107989919788,0.025194082259735354,True,0.2621887672542824,0.18427404631784916,True,0.0,0.0,True,1.9747552693931122e-08,True,-1.0,False
Walker2d-v5,mixed,crossed_direct_reward,disabled,0.0,0.0,direct,0.1,0.0,16,238.0131881284006,238.0131881284006,0.0,0.0,0.0,4.760263762568012,True,2.5e-05,0.06482719714911633,0.009206677137494342,-0.055620520011621995,-0.04834326727462662,nan,0.006482719714911634,True,strict_relative_improvement,True,6.457250876268309,0.06482719714911633,0.06482719714911633,0.0,0.0,nan,0.006482719714911634,True,strict_relative_improvement,False,-1.0,0.06482719714911633,0.025145460939849484,0.026186178292907404,True,0.25756317839735887,0.18084834400016667,True,0.0,0.0,True,2.0649641145076707e-08,True,-1.0,False
Walker2d-v5,ood_chirp,crossed_direct_reward,disabled,0.0,0.0,direct,0.1,0.0,16,239.1724903431753,239.1724903431753,0.0,0.0,0.0,4.783449806863506,True,2.5e-05,0.06544584809707213,0.009180922219266013,-0.05626492587780613,-0.04917013015003747,nan,0.006544584809707214,True,strict_relative_improvement,True,6.513101530460142,0.06544584809707213,0.06544584809707213,0.0,0.0,nan,0.006544584809707214,True,strict_relative_improvement,False,-1.0,0.06544584809707213,0.025133181852129254,0.025908854713590314,True,0.2588935862946422,0.18205233072862884,True,0.0,0.0,True,2.0827782340564575e-08,True,-1.0,False
HalfCheetah-v5,standard,crossed_router_a004_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.0,16,490.7004446949666,507.5294445201779,16.828999825211298,-156.49010220494355,191.11073365928667,9.814008893899333,False,2.5e-05,0.0021466311721285774,0.000547552731449831,-0.0015990784406787462,-0.0010819282152813295,nan,0.00021466311721285775,True,strict_relative_improvement,True,4.040121606957289,0.0021466311721285774,0.00043624550295239353,-0.0017103856691761837,-0.0011958352842855932,nan,0.00021466311721285775,True,strict_relative_improvement,True,4.57075337306229,0.0028448615022870927,0.053364763404872013,0.058747435336843255,True,0.360645619793465,0.24541294241774395,True,2.9947916666666665e-05,5.989583333333333e-05,True,5.651276151205708e-09,True,-14.945583899177251,False
HalfCheetah-v5,low_frequency,crossed_router_a004_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.0,16,370.68504028659595,281.90102678439837,-88.78401350219758,-197.05899532230526,21.334460867881422,7.413700805731919,False,2.5e-05,0.0023728148658860968,0.0006215536246015432,-0.0017512612412845536,-0.0012359631626151278,nan,0.00023728148658860968,True,strict_relative_improvement,True,4.208847855703119,0.0023728148658860968,0.0004959013121408637,-0.0018769135537452333,-0.0013530701131421795,nan,0.00023728148658860968,True,strict_relative_improvement,True,4.702383833628306,0.0034211792578398284,0.051596575445258135,0.056833217323524914,True,0.3560747486863327,0.24334721729408912,True,2.0833333333333333e-05,4.1666666666666665e-05,True,6.327928650509156e-09,True,-25.580381443225857,False
HalfCheetah-v5,high_frequency,crossed_router_a004_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.0,16,409.7669342628855,348.0617500476073,-61.7051842152782,-170.970420544346,50.20550999412317,8.19533868525771,False,2.5e-05,0.002328763347905306,0.0006392728004734696,-0.0016894905474318363,-0.0011417836682906131,nan,0.0002328763347905306,True,strict_relative_improvement,True,3.902961347779857,0.002328763347905306,0.0005124393178500001,-0.0018163240300553057,-0.0012689484151600942,nan,0.0002328763347905306,True,strict_relative_improvement,True,4.449022616666901,0.0034185876057655695,0.05522211073126336,0.060602049321927635,True,0.35789019533896194,0.24251605751046376,True,6.380208333333333e-05,0.00012760416666666665,True,5.926376664242457e-09,True,-19.861910301754623,False
HalfCheetah-v5,mixed,crossed_router_a004_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.0,16,376.5334071465785,275.8567299947492,-100.67667715182937,-198.12446167091784,-2.745962161239964,7.53066814293157,False,2.5e-05,0.002534498710807454,0.0006698513819970453,-0.0018646473288104091,-0.001303870455812967,nan,0.00025344987108074545,True,strict_relative_improvement,True,4.14449050714874,0.002534498710807454,0.0005564098148168284,-0.0019780888959906257,-0.0014138119225444129,nan,0.00025344987108074545,True,strict_relative_improvement,True,4.578270434763776,0.003526610943697921,0.05562412350070164,0.06078823254004881,True,0.3555176069490492,0.2396310633432624,True,7.03125e-05,0.000140625,True,6.3436137651787425e-09,True,-25.309015071508796,False
HalfCheetah-v5,ood_chirp,crossed_router_a004_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.0,16,417.8788644970345,338.59415929653346,-79.28470520050102,-187.16971391234313,29.243399759677356,8.35757728994069,False,2.5e-05,0.0023824868082626127,0.0006223512626306379,-0.0017601355456319748,-0.0012232338167027983,nan,0.0002382486808262613,True,strict_relative_improvement,True,4.134273199165456,0.0023824868082626127,0.0004885137772660304,-0.0018939730309965822,-0.0013591288788370767,nan,0.0002382486808262613,True,strict_relative_improvement,True,4.704664865818073,0.003302700123248427,0.05084939628199923,0.05551940477871908,True,0.3600530362243049,0.24810236528586316,True,2.9947916666666665e-05,5.989583333333333e-05,True,5.804037199016744e-09,True,-21.39521184418163,False
Hopper-v5,standard,crossed_router_a004_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.0,16,187.52321516978705,175.1040705101026,-12.419144659684436,-26.375575910581226,0.022824501254719867,3.750464303395741,False,2.5e-05,0.07511655608883952,0.021273192065889342,-0.05384336402295019,-0.040127470426447716,nan,0.007511655608883953,True,strict_relative_improvement,True,4.342027445852202,0.07511655608883952,0.02356919188543427,-0.05154736420340526,-0.03777029009588568,nan,0.007511655608883953,True,strict_relative_improvement,True,4.028224410503481,0.06487289345432712,0.11488516424280928,0.12737912522045658,False,0.21257650301727254,0.1222567367992301,True,0.0,0.0,True,1.6726837320455906e-08,True,-6.032616171469832,False
Hopper-v5,low_frequency,crossed_router_a004_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.0,16,188.07015546676288,173.99949781997668,-14.070657646786213,-29.2739781670213,-0.966211839925413,3.761403109335258,False,2.5e-05,0.07637973804567831,0.021870465334726717,-0.0545092727109516,-0.041185487090278215,nan,0.007637973804567832,True,strict_relative_improvement,True,4.392200620752005,0.07637973804567831,0.0244372588423745,-0.05194247920330382,-0.038451400154069296,nan,0.007637973804567832,True,strict_relative_improvement,True,4.034240904449519,0.06681118860419846,0.12097517897378045,0.1325660280307695,False,0.21880818946783506,0.1275713271755803,True,9.119927040583675e-05,0.00015211753305973552,True,1.706433384359305e-08,True,-6.782728230953903,False
Hopper-v5,high_frequency,crossed_router_a004_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.0,16,187.64328637119053,175.2830646527177,-12.360221718472825,-26.271950412087854,-0.15445238000857867,3.7528657274238104,False,2.5e-05,0.07509951728268122,0.021609988043240692,-0.05348952923944052,-0.039947301807937284,nan,0.007509951728268122,True,strict_relative_improvement,True,4.3192488118894445,0.07509951728268122,0.023823947266872897,-0.05127557001580831,-0.03740154253902403,nan,0.007509951728268122,True,strict_relative_improvement,True,3.980264040611782,0.0655668457552184,0.11926733364378363,0.13115122014010336,False,0.21739202820879594,0.12608809612580754,True,0.0,0.0,True,1.8274333810523355e-08,True,-6.000503700440804,False
Hopper-v5,mixed,crossed_router_a004_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.0,16,187.70218006738378,174.5818368277672,-13.12034323961655,-27.398622588508733,-0.6392097532505109,3.7540436013476755,False,2.5e-05,0.07614407828896269,0.021959376046386814,-0.05418470224257588,-0.04088605706991475,nan,0.0076144078288962695,True,strict_relative_improvement,True,4.369564907563049,0.07614407828896269,0.024478335526452465,-0.05166574276251022,-0.037849192035127384,nan,0.0076144078288962695,True,strict_relative_improvement,True,3.97073349440146,0.06673212756233991,0.12154106542470214,0.13294445021036164,False,0.22174414695239597,0.1296482789125882,True,9.119927040583675e-05,0.00015211753305973552,True,1.5362937279592152e-08,True,-6.2984295064321625,False
