environment,disturbance_mode,arm,upper_constraint_mode,upper_dual_lr,lower_dual_lr,lower_action_router_mode,lower_action_router_alpha,lower_action_router_strength,lower_action_router_training_schedule,lower_action_router_warmup_fraction,lower_action_router_ramp_fraction,upper_hf_penalty_coef,upper_actor_anchor_coef,lower_actor_anchor_coef,upper_actor_anchor_kl_mean,lower_actor_anchor_kl_mean,replicate_count,baseline_return_mean,candidate_return_mean,return_difference_mean,return_difference_one_sided_lower,return_difference_one_sided_upper,absolute_return_difference_max,exact_return_pass,RewardTraceSHA256_match,ExecutedActionTraceSHA256_match,LatentPolicyTraceSHA256_match,exact_trace_pass,reward_noninferiority_margin,reward_noninferiority_pass,drift_materiality_floor,responsibility_drift_baseline_mean,responsibility_drift_candidate_mean,responsibility_drift_difference_mean,responsibility_drift_difference_one_sided_upper,responsibility_drift_candidate_one_sided_upper,responsibility_drift_required_reduction,responsibility_drift_baseline_material,responsibility_drift_gate_type,responsibility_drift_pass,responsibility_drift_normalized_slack,raw_lower_drift_baseline_mean,raw_lower_drift_candidate_mean,raw_lower_drift_difference_mean,raw_lower_drift_difference_one_sided_upper,raw_lower_drift_candidate_one_sided_upper,raw_lower_drift_required_reduction,raw_lower_drift_baseline_material,raw_lower_drift_gate_type,raw_lower_drift_pass,raw_lower_drift_normalized_slack,latent_lower_drift_mean,upper_hf_rms,upper_hf_rms_one_sided_upper,upper_hf_budget_pass,effective_lower_action_rms_mean,effective_lower_activity_margin_one_sided_lower,effective_lower_activity_pass,router_clip_rate_mean,router_clip_rate_one_sided_upper,router_clip_pass,reconstruction_rms_max,router_reconstruction_rms_max,reconstruction_integrity_pass,function_preserving_pass,upper_transfer_rms_mean,minimum_normalized_safety_slack,condition_gate_pass
Hopper-v5,standard,conservative_s0050,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.05,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,232.6581306017361,232.6581306017361,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.0730148852830654,0.06924282175764554,-0.003772063525419867,-0.0032767349266614025,nan,0.0036507442641532705,True,strict_relative_improvement,False,-0.1024474217940361,0.0730148852830654,0.06924282175764554,-0.003772063525419867,-0.003286198898022911,nan,0.0036507442641532705,True,strict_relative_improvement,False,-0.09985508152675542,0.0730148852830654,0.09650769363115815,0.10945484006004892,False,0.29727434161414845,0.20720518920497769,True,0.0,0.0,True,1.6613839213201042e-08,0.0,True,True,0.009908112454409397,-0.1024474217940361,False
Hopper-v5,low_frequency,conservative_s0050,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.05,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,229.2685733175071,229.2685733175071,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.07612395374249739,0.07223447750359957,-0.0038894762388978115,-0.0033906145639214357,nan,0.00380619768712487,True,strict_relative_improvement,False,-0.10918590082938069,0.07612395374249739,0.07223447750359957,-0.0038894762388978115,-0.0033873668656736874,nan,0.00380619768712487,True,strict_relative_improvement,False,-0.11003916661185284,0.07612395374249739,0.10071382220558993,0.11213165430840301,False,0.30085654970847564,0.2106927691475213,True,0.0,0.0,True,1.6988599390109238e-08,0.0,True,True,0.010026926457028594,-0.12131654308403003,False
Hopper-v5,high_frequency,conservative_s0050,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.05,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,230.76035561303038,230.76035561303038,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.07323571110967171,0.06945241719547066,-0.003783293914201045,-0.00329189513246838,nan,0.0036617855554835856,True,strict_relative_improvement,False,-0.10101367690996774,0.07323571110967171,0.06945241719547066,-0.003783293914201045,-0.0032950154094505365,nan,0.0036617855554835856,True,strict_relative_improvement,False,-0.10016155792733539,0.07323571110967171,0.0966397123665987,0.10914031918338589,False,0.29957296438034914,0.20913421840115523,True,0.0,0.0,True,1.656349277075964e-08,0.0,True,True,0.009916970720841068,-0.10101367690996774,False
Hopper-v5,mixed,conservative_s0050,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.05,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,226.90426657508968,226.90426657508968,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.07667170908262216,0.07275273695588819,-0.003918972126733977,-0.0034115139305151854,nan,0.003833585454131108,True,strict_relative_improvement,False,-0.11009837361551297,0.07667170908262216,0.07275273695588819,-0.003918972126733977,-0.0034093207476500412,nan,0.003833585454131108,True,strict_relative_improvement,False,-0.1106704706487957,0.07667170908262216,0.09939025323575762,0.11037895527009245,False,0.3035246290817145,0.21267500573173082,True,0.0,0.0,True,1.6855493042006888e-08,0.0,True,True,0.010065510577084418,-0.1106704706487957,False
Hopper-v5,ood_chirp,conservative_s0050,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.05,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,232.51647779194664,232.51647779194664,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.07668403766597552,0.07273398418345997,-0.0039500534825155495,-0.0034514943576000818,nan,0.0038342018832987763,True,strict_relative_improvement,False,-0.09981413012332832,0.07668403766597552,0.07273398418345997,-0.0039500534825155495,-0.003443646493261277,nan,0.0038342018832987763,True,strict_relative_improvement,False,-0.10186093531973406,0.07668403766597552,0.09935898060744099,0.11020496636150656,False,0.3019445885801276,0.21135875740235868,True,0.0,0.0,True,1.7696839015754953e-08,0.0,True,True,0.010112461003717477,-0.10204966361506557,False
Walker2d-v5,standard,conservative_s0050,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.05,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,333.75620179989335,333.75620179989335,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.053775354403625256,0.04928024600481041,-0.004495108398814849,-0.0038689592597449087,nan,0.002688767720181263,True,strict_relative_improvement,True,0.43893398849792914,0.053775354403625256,0.04928024600481041,-0.004495108398814849,-0.00385776833943378,nan,0.002688767720181263,True,strict_relative_improvement,True,0.4347718884298822,0.053775354403625256,0.017944005344377036,0.018835227360627677,True,0.22311280231476296,0.15273426081646463,True,0.0,0.0,True,2.0314840534624352e-08,0.0,True,True,0.010510590329196247,0.0,True
Walker2d-v5,low_frequency,conservative_s0050,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.05,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,328.0777378367128,328.0777378367128,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.05292447386044431,0.048517684932730204,-0.004406788927714111,-0.0037773751240712276,nan,0.0026462236930222156,True,strict_relative_improvement,True,0.427458734509757,0.05292447386044431,0.048517684932730204,-0.004406788927714111,-0.0037660161397527216,nan,0.0026462236930222156,True,strict_relative_improvement,True,0.42316620839094915,0.05292447386044431,0.018565000425870393,0.019331358972696798,True,0.22127353259120994,0.15156455648119485,True,0.0,0.0,True,2.0464296549187088e-08,0.0,True,True,0.010382252054852839,0.0,True
Walker2d-v5,high_frequency,conservative_s0050,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.05,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,341.0132620420143,341.0132620420143,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.053123475415324556,0.04867428884120973,-0.004449186574114828,-0.003823167081558201,nan,0.002656173770766228,True,strict_relative_improvement,True,0.43935126671148833,0.053123475415324556,0.04867428884120973,-0.004449186574114828,-0.0038138996173994358,nan,0.002656173770766228,True,strict_relative_improvement,True,0.4358622388998434,0.053123475415324556,0.017917237208468367,0.018746187588524574,True,0.22161108959991588,0.1520791204865891,True,0.0,0.0,True,2.0591593160559386e-08,0.0,True,True,0.010456029389540754,0.0,True
Walker2d-v5,mixed,conservative_s0050,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.05,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,327.89256647274715,327.89256647274715,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.052774733332940624,0.048380475704410925,-0.004394257628529699,-0.003757846942590214,nan,0.0026387366666470314,True,strict_relative_improvement,True,0.4241083584006146,0.052774733332940624,0.048380475704410925,-0.004394257628529699,-0.0037569396666357843,nan,0.0026387366666470314,True,strict_relative_improvement,True,0.4237645287317063,0.052774733332940624,0.018815047680029784,0.01965219432251779,True,0.22101638090473003,0.15147694562049768,True,0.0,0.0,True,2.0679236237445194e-08,0.0,True,True,0.01037236025874462,0.0,True
Walker2d-v5,ood_chirp,conservative_s0050,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.05,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,324.7085484816264,324.7085484816264,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.05297145784927232,0.04856158562507729,-0.004409872224195019,-0.0037643178645949877,nan,0.002648572892463616,True,strict_relative_improvement,True,0.42126270162553164,0.05297145784927232,0.04856158562507729,-0.004409872224195019,-0.00376590142472655,nan,0.002648572892463616,True,strict_relative_improvement,True,0.4218605934698785,0.05297145784927232,0.018354450246492342,0.01905113451685592,True,0.22148643822798394,0.15190111417564833,True,0.0,0.0,True,2.0117438855415673e-08,0.0,True,True,0.01039475326937515,0.0,True
HalfCheetah-v5,standard,conservative_s0075,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.075,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,612.3387782905579,612.3387782905579,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.004601744601761293,0.004038620083809348,-0.0005631245179519447,-0.0004219150855660132,nan,0.00023008723008806467,True,strict_relative_improvement,True,0.8337179573352568,0.004601744601761293,0.004038620083809348,-0.0005631245179519447,-0.0004214117682926647,nan,0.00023008723008806467,True,strict_relative_improvement,True,0.8315304510005685,0.004601744601761293,0.08234005687844674,0.08801775726438377,True,0.46108298629576655,0.322829443387793,True,0.0,0.0,True,1.4714864836981721e-08,0.0,True,True,0.004522401077180561,0.0,True
HalfCheetah-v5,low_frequency,conservative_s0075,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.075,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,527.0652536400744,527.0652536400744,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.005635590740113458,0.004936839510963085,-0.0006987512291503713,-0.00047864887239118856,nan,0.0002817795370056729,True,strict_relative_improvement,True,0.6986644150158859,0.005635590740113458,0.004936839510963085,-0.0006987512291503713,-0.00047519714839843396,nan,0.0002817795370056729,True,strict_relative_improvement,True,0.6864146823722941,0.005635590740113458,0.08011567717967343,0.0855318205051455,True,0.4569307705502138,0.3186729328636214,True,0.0,0.0,True,1.4537349756593187e-08,0.0,True,True,0.004868257091276241,0.0,True
HalfCheetah-v5,high_frequency,conservative_s0075,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.075,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,533.317394584012,533.317394584012,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.004560247182357969,0.004018405889772784,-0.000541841292585185,-0.00042658761901175226,nan,0.00022801235911789846,True,strict_relative_improvement,True,0.8708969139307768,0.004560247182357969,0.004018405889772784,-0.000541841292585185,-0.00042457671110255577,nan,0.00022801235911789846,True,strict_relative_improvement,True,0.8620776204636332,0.004560247182357969,0.07963157767556177,0.0842417836181872,True,0.4615536975558706,0.3235834650216775,True,0.0,0.0,True,1.4575696860919245e-08,0.0,True,True,0.004527376999370162,0.0,True
HalfCheetah-v5,mixed,conservative_s0075,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.075,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,518.0166855466032,518.0166855466032,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.005469924830756864,0.004801482864204874,-0.0006684419665519909,-0.00047318025549609414,nan,0.0002734962415378432,True,strict_relative_improvement,True,0.7301161172652569,0.005469924830756864,0.004801482864204874,-0.0006684419665519909,-0.0004705729939997958,nan,0.0002734962415378432,True,strict_relative_improvement,True,0.7205830374626317,0.005469924830756864,0.07822626726712933,0.08282734168293754,True,0.45929367157939605,0.3210080280330144,True,0.0,0.0,True,1.4794162526618203e-08,0.0,True,True,0.004878719846361768,0.0,True
HalfCheetah-v5,ood_chirp,conservative_s0075,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.075,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,531.245885585688,531.245885585688,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.0052914964126223605,0.004643124039513382,-0.0006483723731089781,-0.00045544116813188803,nan,0.000264574820631118,True,strict_relative_improvement,True,0.7214078310455867,0.0052914964126223605,0.004643124039513382,-0.0006483723731089781,-0.00045672541735296615,nan,0.000264574820631118,True,strict_relative_improvement,True,0.7262618425422767,0.0052914964126223605,0.08170065581522991,0.08731890244983162,True,0.4586942677194737,0.32082223351120276,True,0.0,0.0,True,1.4706392983899921e-08,0.0,True,True,0.004783554965890502,0.0,True
Hopper-v5,standard,conservative_s0075,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.075,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,232.6581306017361,232.6581306017361,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.0730148852830654,0.06741189879127486,-0.005602986491790548,-0.004888710043854736,nan,0.0036507442641532705,True,strict_relative_improvement,True,0.3390995616584475,0.0730148852830654,0.06741189879127486,-0.005602986491790548,-0.004879127377587197,nan,0.0036507442641532705,True,strict_relative_improvement,True,0.33647470886839287,0.0730148852830654,0.09654315251222322,0.10935520910290586,False,0.29353910094054303,0.20379498119251138,True,0.0,0.0,True,1.6474943237609565e-08,0.0,True,True,0.014862168671647696,-0.09355209102905854,False
Hopper-v5,low_frequency,conservative_s0075,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.075,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,229.2685733175071,229.2685733175071,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.07612395374249739,0.07034632847592202,-0.005777625266575368,-0.005023583801113503,nan,0.00380619768712487,True,strict_relative_improvement,True,0.31984311222369094,0.07612395374249739,0.07034632847592202,-0.005777625266575368,-0.005018221058667688,nan,0.00380619768712487,True,strict_relative_improvement,True,0.3184341621673249,0.07612395374249739,0.10075202535822832,0.11223728776198885,False,0.29708540545862805,0.20709787817883768,True,0.0,0.0,True,1.7573943383654773e-08,0.0,True,True,0.015040389684098337,-0.12237287761988846,False
Hopper-v5,high_frequency,conservative_s0075,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.075,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,230.76035561303038,230.76035561303038,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.07323571110967171,0.06761607739817455,-0.005619633711497175,-0.004899433251340533,nan,0.0036617855554835856,True,strict_relative_improvement,True,0.33799021736910545,0.07323571110967171,0.06761607739817455,-0.005619633711497175,-0.004884329661207887,nan,0.0036617855554835856,True,strict_relative_improvement,True,0.3338655656373762,0.07323571110967171,0.0966752598843126,0.10903651514392362,False,0.2958695462344554,0.20579411342023238,True,0.0,0.0,True,1.7537911378336467e-08,0.0,True,True,0.014875456081928112,-0.09036515143923618,False
Hopper-v5,mixed,conservative_s0075,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.075,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,226.90426657508968,226.90426657508968,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.07667170908262216,0.07085032623781412,-0.005821382844808036,-0.005073729675615542,nan,0.003833585454131108,True,strict_relative_improvement,True,0.3234946074172006,0.07667170908262216,0.07085032623781412,-0.005821382844808036,-0.0050861678346222905,nan,0.003833585454131108,True,strict_relative_improvement,True,0.3267391311549838,0.07667170908262216,0.09942604436022948,0.11030569396136934,False,0.2997633654042875,0.20939401677870867,True,0.0,0.0,True,1.698737509965146e-08,0.0,True,True,0.015098265864394729,-0.10305693961369336,False
Hopper-v5,ood_chirp,conservative_s0075,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.075,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,232.51647779194664,232.51647779194664,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.07668403766597552,0.07081640706843748,-0.00586763059753804,-0.005132440559006265,nan,0.0038342018832987763,True,strict_relative_improvement,True,0.33859424078904843,0.07668403766597552,0.07081640706843748,-0.00586763059753804,-0.0051175066540731715,nan,0.0038342018832987763,True,strict_relative_improvement,True,0.3346993220060434,0.07668403766597552,0.09939436454718796,0.11046247502300244,False,0.29811445253057267,0.20783042603585558,True,0.0,0.0,True,1.6584137765038095e-08,0.0,True,True,0.015168691506364743,-0.10462475023002432,False
Walker2d-v5,standard,conservative_s0075,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.075,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,333.75620179989335,333.75620179989335,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.053775354403625256,0.04711472622023117,-0.006660628183394094,-0.005729505624577695,nan,0.002688767720181263,True,strict_relative_improvement,True,1.1309039012828677,0.053775354403625256,0.04711472622023117,-0.006660628183394094,-0.005714921098892756,nan,0.002688767720181263,True,strict_relative_improvement,True,1.1254796596961099,0.053775354403625256,0.018050147442190995,0.018940728421175647,True,0.218265958244318,0.1486929288664727,True,0.0,0.0,True,2.0329253552792215e-08,0.0,True,True,0.015765885493292397,0.0,True
Walker2d-v5,low_frequency,conservative_s0075,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.075,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,328.0777378367128,328.0777378367128,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.05292447386044431,0.04639466624306719,-0.006529807617377127,-0.005580374418098375,nan,0.0026462236930222156,True,strict_relative_improvement,True,1.1088067621846083,0.05292447386044431,0.04639466624306719,-0.006529807617377127,-0.00556774426054712,nan,0.0026462236930222156,True,strict_relative_improvement,True,1.1040338635122247,0.05292447386044431,0.018674319431318188,0.01942608368915214,True,0.21650277980953808,0.14694689727703458,True,0.0,0.0,True,2.0482792472531787e-08,0.0,True,True,0.015573378084444537,0.0,True
Walker2d-v5,high_frequency,conservative_s0075,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.075,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,341.0132620420143,341.0132620420143,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.053123475415324556,0.046531132512697346,-0.006592342902627208,-0.005655728978883193,nan,0.002656173770766228,True,strict_relative_improvement,True,1.1292767217002075,0.053123475415324556,0.046531132512697346,-0.006592342902627208,-0.005655825625668178,nan,0.002656173770766228,True,strict_relative_improvement,True,1.1293131074164013,0.053123475415324556,0.018023692910467723,0.018845099681926564,True,0.2167939881367903,0.1473166593596062,True,0.0,0.0,True,2.0359959351582116e-08,0.0,True,True,0.015684044085951178,0.0,True
Walker2d-v5,mixed,conservative_s0075,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.075,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,327.89256647274715,327.89256647274715,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.052774733332940624,0.04626352509431429,-0.0065112082386263375,-0.005558770943668378,nan,0.0026387366666470314,True,strict_relative_improvement,True,1.1066031385131552,0.052774733332940624,0.04626352509431429,-0.0065112082386263375,-0.005557559490997562,nan,0.0026387366666470314,True,strict_relative_improvement,True,1.106144035228569,0.052774733332940624,0.018924201388846373,0.019766799804188707,True,0.21625137651756854,0.14716960309301613,True,0.0,0.0,True,2.0678213871313957e-08,0.0,True,True,0.015558540387943028,0.0,True
Walker2d-v5,ood_chirp,conservative_s0075,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.075,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,324.7085484816264,324.7085484816264,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.05297145784927232,0.04643708018621398,-0.006534377663058337,-0.005590471886642059,nan,0.002648572892463616,True,strict_relative_improvement,True,1.1107487366307613,0.05297145784927232,0.04643708018621398,-0.006534377663058337,-0.00558681698775419,nan,0.002648572892463616,True,strict_relative_improvement,True,1.1093687863570614,0.05297145784927232,0.018465655051585463,0.019167962556198053,True,0.2167101649789327,0.14734165707119734,True,0.0,0.0,True,2.0477712020509378e-08,0.0,True,True,0.015592129901508232,0.0,True
HalfCheetah-v5,standard,conservative_s0100,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.1,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,612.3387782905579,612.3387782905579,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.004601744601761293,0.0038604798119015993,-0.0007412647898596934,-0.0005597191683625226,nan,0.00023008723008806467,True,strict_relative_improvement,True,1.4326389958638426,0.004601744601761293,0.0038604798119015993,-0.0007412647898596934,-0.0005582477665397195,nan,0.00023008723008806467,True,strict_relative_improvement,True,1.4262440220000612,0.004601744601761293,0.08235132327772934,0.08802449855386743,True,0.46106939129380775,0.32302125490069755,True,0.0,0.0,True,1.473710960896917e-08,0.0,True,True,0.006029868103044505,0.0,True
HalfCheetah-v5,low_frequency,conservative_s0100,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.1,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,527.0652536400744,527.0652536400744,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.005635590740113458,0.004715797077598456,-0.0009197936625150011,-0.0006298797875798079,nan,0.0002817795370056729,True,strict_relative_improvement,True,1.2353638389544477,0.005635590740113458,0.004715797077598456,-0.0009197936625150011,-0.0006303483214888717,nan,0.0002817795370056729,True,strict_relative_improvement,True,1.2370266066417068,0.005635590740113458,0.08012713084243317,0.08543552807942574,True,0.456826819353145,0.31837392078871524,True,0.0,0.0,True,1.464140833461692e-08,0.0,True,True,0.006491009454423,0.0,True
HalfCheetah-v5,high_frequency,conservative_s0100,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.1,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,533.317394584012,533.317394584012,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.004560247182357969,0.0038469970963551647,-0.0007132500860028035,-0.0005604754513710332,nan,0.00022801235911789846,True,strict_relative_improvement,True,1.4580924189343079,0.004560247182357969,0.0038469970963551647,-0.0007132500860028035,-0.0005615129108515537,nan,0.00022801235911789846,True,strict_relative_improvement,True,1.4626424331727208,0.004560247182357969,0.07964149325221033,0.08430568311958647,True,0.46155685027431786,0.32363255497875615,True,0.0,0.0,True,1.464870958288703e-08,0.0,True,True,0.00603650266532625,0.0,True
HalfCheetah-v5,mixed,conservative_s0100,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.1,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,518.0166855466032,518.0166855466032,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.005469924830756864,0.00459003545670362,-0.0008798893740532435,-0.0006216766973835704,nan,0.0002734962415378432,True,strict_relative_improvement,True,1.273072177840331,0.005469924830756864,0.00459003545670362,-0.0008798893740532435,-0.000618622241434254,nan,0.0002734962415378432,True,strict_relative_improvement,True,1.261903995300997,0.005469924830756864,0.07823552335511147,0.08289125741945055,True,0.4592182917821407,0.3210764225781155,True,0.0,0.0,True,1.4689188587677367e-08,0.0,True,True,0.006504959794653365,0.0,True
HalfCheetah-v5,ood_chirp,conservative_s0100,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.1,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,531.245885585688,531.245885585688,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.0052914964126223605,0.004438003351625488,-0.0008534930609968729,-0.0005983487838048864,nan,0.000264574820631118,True,strict_relative_improvement,True,1.261548481361841,0.0052914964126223605,0.004438003351625488,-0.0008534930609968729,-0.0005964922185014211,nan,0.000264574820631118,True,strict_relative_improvement,True,1.254531315861977,0.0052914964126223605,0.08171110034451945,0.08747467682135049,True,0.4586251931922697,0.3203541259322211,True,0.0,0.0,True,1.4750591246965728e-08,0.0,True,True,0.006378073287632834,0.0,True
Hopper-v5,standard,conservative_s0100,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.1,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,232.6581306017361,232.6581306017361,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.0730148852830654,0.06561771491718166,-0.007397170365883768,-0.006438221882698328,nan,0.0036507442641532705,True,strict_relative_improvement,True,0.7635368069780605,0.0730148852830654,0.06561771491718166,-0.007397170365883768,-0.006439812739181651,nan,0.0036507442641532705,True,strict_relative_improvement,True,0.7639725692139816,0.0730148852830654,0.09658251584964006,0.10953904716837068,False,0.28983856614842135,0.2002033857796793,True,0.0,0.0,True,1.6396918994894316e-08,0.0,True,True,0.019816224908818795,-0.09539047168370673,False
Hopper-v5,low_frequency,conservative_s0100,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.1,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,229.2685733175071,229.2685733175071,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.07612395374249739,0.0684959054931442,-0.007628048249353191,-0.0066451440644954415,nan,0.00380619768712487,True,strict_relative_improvement,True,0.7458746525367835,0.07612395374249739,0.0684959054931442,-0.007628048249353191,-0.006644465593939513,nan,0.00380619768712487,True,strict_relative_improvement,True,0.7456963983808778,0.07612395374249739,0.10079409050269822,0.11210663504551463,False,0.29334972712068147,0.20347462601175847,True,0.0,0.0,True,1.7540484315773415e-08,0.0,True,True,0.020053852914057188,-0.12106635045514624,False
Hopper-v5,high_frequency,conservative_s0100,disabled,0.0,0.0,causal_ema_conservative_transfer,0.04,0.1,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,230.76035561303038,230.76035561303038,0.0,0.0,0.0,0.0,True,True,True,True,True,0.0,True,2.5e-05,0.07323571110967171,0.06581660884392385,-0.0074191022657478746,-0.006446655155853576,nan,0.0036617855554835856,True,strict_relative_improvement,True,0.7605223075391733,0.07323571110967171,0.06581660884392385,-0.0074191022657478746,-0.0064729003218295614,nan,0.0036617855554835856,True,strict_relative_improvement,True,0.767689621293165,0.07323571110967171,0.09671471050488874,0.10918419652031844,False,0.2922015994595578,0.20214321461725065,True,0.0,0.0,True,1.6500304615072584e-08,0.0,True,True,0.019833941441682136,-0.09184196520318433,False
