ep,stage,wall_env_s,wall_train_s,avg_wait_min,peak_fleet,headway_cv,ep_reward,ep_cost,ep_steps,n_dispatches,lower_action_mean,lower_action_std,lower_action_min,lower_action_max,lower_reward_mean,lower_reward_std,lower_q_mean,lower_q_std,lower_q_loss,lower_q_mse,lower_ood_loss,lower_cost_q_mean,lower_cost_q_loss,lower_policy_loss,lower_pi_grad_norm,lower_q_grad_norm,lower_alpha,lower_lambda,lower_replay_size,upper_delta_mean,upper_delta_std,upper_delta_min,upper_delta_max,upper_reward_mean,upper_reward_std,upper_q_mean,upper_q_std,upper_q_loss,upper_q_mse,upper_ood_loss,upper_policy_loss,upper_pi_grad_norm,upper_q_grad_norm,upper_alpha,upper_replay_size,hold_fb_mean,hold_fb_std,hold_fb_n_trips,hold_fb_dir0_mean,hold_fb_dir1_mean,hold_penalty_mean,theta_wait,theta_fleet,theta_cv,surprise,belief_window,belief_cp_prob,belief_entropy
0,Warmup,9.1,0.8,25.322,12,0.5652,-5553.231,3851.514,4971,0,35.36,34.09,-60.0,60.0,-1.1171,0.2925,-11.967350959777832,27.748809814453125,3382.45263671875,3368.475341796875,31.568756103515625,0.24217431247234344,77.67550659179688,67.929931640625,204.53314208984375,133794.59375,0.1,0.9969895482063293,4971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35.358486882286726,34.0918373533014,262,46.02375456265041,43.79471464298274,0.7661586332865563,0.5983303707502504,0.23830806930340523,0.16336155994634435,0.3015,9.88,0.0527,2.991
30,BiLevel,7.8,0.9,7.23,12,0.6501,-4782.887,2796.842,4969,262,0.47,40.11,-60.0,60.0,-0.9625,0.3607,-13.151993751525879,6.5098676681518555,529.79638671875,518.5504150390625,6.647883892059326,-0.0473904088139534,10.636544227600098,26.295902252197266,27.761198043823242,15851.08984375,0.1,0.9945915341377258,9940,1.94,46.22,-99.72,104.39,-1.373,0.5,-1.1877918243408203,0.7667343616485596,13.484220504760742,3.623809814453125,1.1374385356903076,2.8302719593048096,3.381638288497925,49.73644256591797,0.3,262,0.4715349572920798,40.11321872740161,262,8.039087318119252,10.142646674517739,0.5917837284586733,0.6118587495220112,0.2282072699586748,0.15993398051931387,0.4455,10.61,0.0531,2.966
