comparison,metric,treatment,control,direction,n_common,delta_mean,delta_ci95_low,delta_ci95_high,improvement_mean,improvement_ci95_low,improvement_ci95_high,win_rate,sign_p_value,status
apc_route_profile_vs_fourier,mse,apc_route_profile,fourier,decrease,24,-5034.999341152179,-8716.781804850201,-2291.3920880866335,5034.999341152179,2297.9942080026026,8503.560207464965,0.9583333333333334,2.9802322387695312e-06,supported
apc_route_profile_vs_fourier,mae,apc_route_profile,fourier,decrease,24,-30.313588193259438,-41.10078789855344,-20.831688905777316,30.313588193259438,20.91591872034633,41.30438520077423,1.0,1.1920928955078125e-07,supported
apc_route_profile_vs_fourier,poisson_nll_no_const,apc_route_profile,fourier,decrease,24,-136.5008225225836,-177.96527166488525,-100.12711893608306,136.5008225225836,99.88555468078366,178.45395020114273,1.0,1.1920928955078125e-07,supported
dynamic_harmonic_nb_vs_fourier,mse,dynamic_harmonic_nb,fourier,decrease,24,-377.70094853091314,-756.7248624502888,-71.16637156994646,377.70094853091314,60.80573067533495,769.3565338780414,0.7083333333333334,0.06391465663909912,supported
dynamic_harmonic_nb_vs_fourier,mae,dynamic_harmonic_nb,fourier,decrease,24,-0.9748569657398436,-2.512620733784039,0.5904721325103301,0.9748569657398436,-0.6564243025131111,2.5172958160396033,0.75,0.022655844688415527,positive_mixed
dynamic_harmonic_nb_vs_fourier,poisson_nll_no_const,dynamic_harmonic_nb,fourier,decrease,24,51.491210955745025,19.451527735655144,93.15655862937164,-51.491210955745025,-94.54887246108886,-18.588392037890333,0.125,0.0002771615982055664,not_supported
ema_vs_fourier,mse,ema,fourier,decrease,24,-118.58142030346689,-201.31331263437784,-56.890888904205084,118.58142030346689,55.28439673316016,196.10615446521697,1.0,1.1920928955078125e-07,supported
ema_vs_fourier,mae,ema,fourier,decrease,24,-0.546192886916775,-0.7215281537236903,-0.4048513434066936,0.546192886916775,0.3966370656058754,0.7135542881909468,1.0,1.1920928955078125e-07,supported
ema_vs_fourier,poisson_nll_no_const,ema,fourier,decrease,24,-16.017726321984217,-21.352742597384612,-11.639208467482433,16.017726321984217,11.50794354741569,21.113068296159348,1.0,1.1920928955078125e-07,supported
