train_seed,eval_seed,learned_config,baseline_config,baseline_method,delta_service_cost_restricted,delta_service_cost_observed,delta_restricted_wait_horizon_min,delta_avg_wait_observed_min,delta_restricted_in_vehicle_horizon_min,delta_avg_in_vehicle_observed_min,delta_restricted_total_journey_horizon_min,delta_avg_total_journey_observed_min,delta_holding_vehicle_seconds,delta_holding_passenger_seconds,delta_fleet_denied_dispatch_events,delta_fleet_denied_trips,delta_fleet_readiness_delay_mean_s,delta_fleet_readiness_delay_max_s,delta_passenger_unserved_rate,delta_headway_cv,delta_fleet_overshoot,delta_trip_launch_rate,delta_trip_completion_rate,delta_holding_vehicle_seconds_per_launched_trip,delta_holding_passenger_min_per_generated,delta_fleet_denied_trip_rate,delta_fleet_denied_retry_trip_seconds,delta_commanded_holding_vehicle_seconds,delta_commanded_holding_passenger_seconds,delta_commanded_holding_passenger_min_per_generated,delta_terminal_actual_dispatch_gap_mean_s,delta_terminal_dispatch_execution_error_mean_s,delta_terminal_dispatch_execution_error_abs_mean_s
12037,45053,F_freqduet_protocol_v6_confirmed_main_hiro,F_freqduet_protocol_v6_confirmed_main_hiro,fixed_headway,-0.1133176327209593,-0.11007283215354291,1.253520116340436,1.2859681220145998,1.3462116940524052,1.3446828872789602,2.5992588103929037,2.6301780092935587,65850.0,1733010.0,78870.0,161.0,301.03053421374045,537.0,-0.0001402000186933,-0.2378746442615364,0.0,0.0,0.0,251.335878,1.349822,0.6145039541984734,78870.0,65850.0,1733010.0,1.349822,6.603845999999976,6.603846,-7.50939223076923
12037,45061,F_freqduet_protocol_v6_confirmed_main_hiro,F_freqduet_protocol_v6_confirmed_main_hiro,fixed_headway,-0.20057736488655442,-0.20057736488655442,0.4708304312089311,0.4708304312089311,1.3606468390538886,1.3606468390538886,1.8314182702628816,1.8314182702628194,71600.0,1691165.0,92799.0,177.0,354.1946563740458,818.0,0.0,-0.2476224080074474,0.0,0.0,0.0,273.282443,1.416457,0.6755725114503817,92799.0,71600.0,1691165.0,1.416457,8.534615692307682,8.534615692307693,-2.1269853076923084
12037,45077,F_freqduet_protocol_v6_confirmed_main_hiro,F_freqduet_protocol_v6_confirmed_main_hiro,fixed_headway,-0.2282719171986084,-0.2282719171986084,0.1385747215006492,0.1385747215006492,1.3629823268929986,1.3629823268929986,1.5011190483936012,1.5011190483936492,71015.0,1552805.0,66530.0,170.0,253.93129780916033,365.0,0.0,-0.24206738934867347,0.0,0.0,0.0,271.049618,1.428655,0.6488546870229008,66530.0,71015.0,1552805.0,1.428655,4.630768923076914,4.630768923076923,2.046099384615381
12037,45119,F_freqduet_protocol_v6_confirmed_main_hiro,F_freqduet_protocol_v6_confirmed_main_hiro,fixed_headway,-0.21332007702035605,-0.07679356716703611,-0.24567683294646692,1.1193382655867286,1.4449810558894765,1.4096864470025068,1.1989162229431507,2.528888712589236,68450.0,1859035.0,110999.0,166.0,423.6603057022901,954.0,-0.0046649873508567,-0.1653804569714252,0.0,0.0,0.0,261.259542,1.389787,0.6335877786259543,110999.0,68450.0,1859035.0,1.389787,9.426922999999988,9.426923,7.940053153846165
12037,45131,F_freqduet_protocol_v6_confirmed_main_hiro,F_freqduet_protocol_v6_confirmed_main_hiro,fixed_headway,-0.1800878989975928,-0.17765856373397781,0.02855156273119519,0.05284491536734581,1.471522124524812,1.4704113390875442,1.499718687255962,1.52290125445489,78775.0,1784865.0,137688.0,171.0,525.5267172366413,918.0,-0.0001027432446316,-0.1824393390475541,0.0,0.0,0.0,300.667939,1.52819,0.6526713358778626,137688.0,78775.0,1784865.0,1.52819,10.865385076923133,10.865385076923078,9.41085115384616
12037,45137,F_freqduet_protocol_v6_confirmed_main_hiro,F_freqduet_protocol_v6_confirmed_main_hiro,fixed_headway,-0.012466470797606322,-0.012466470797606322,1.866773009060334,1.866773009060334,1.3739048615895886,1.3739048615895886,3.2407168706499228,3.2407168706499228,69595.0,1693295.0,127194.0,165.0,485.4732825572519,784.0,0.0,-0.19911277170364,0.0,0.0,0.0,265.629771,1.392902,0.6297711603053436,127194.0,69595.0,1693295.0,1.392902,7.634615461538488,7.634615461538463,0.07629976923077209
12049,45007,F_freqduet_protocol_v6_confirmed_main_hiro,F_freqduet_protocol_v6_confirmed_main_hiro,fixed_headway,-0.05777174395452822,-0.054312583130285086,1.6124851931305768,1.6470768013730073,1.516924091852145,1.5153068208979743,3.1290502849827284,3.1620246222709802,77390.0,1890485.0,150236.0,169.0,573.4198475267176,1242.0,-0.0001477250344691,-0.21819963809523993,0.0,0.0,0.0,295.381679,1.551511,0.6450381603053437,150236.0,77390.0,1890485.0,1.551511,12.053846000000021,12.053846,5.426813538461538
12049,45013,F_freqduet_protocol_v6_confirmed_main_hiro,F_freqduet_protocol_v6_confirmed_main_hiro,fixed_headway,-0.20944002976417486,-0.20714996758463788,0.4190896189779503,0.4419902407733165,1.448359979202209,1.4472963399470284,1.8675045981801581,1.889341580720341,75930.0,1842860.0,164335.0,163.0,627.2328248854961,1246.0,-9.748964172556666e-05,-0.2508365434533417,0.0,0.0,0.0,289.80916,1.497165,0.6221373969465649,164335.0,75930.0,1842860.0,1.497165,11.403845846153843,11.403845846153846,2.4234293076923095
12049,45053,F_freqduet_protocol_v6_confirmed_main_hiro,F_freqduet_protocol_v6_confirmed_main_hiro,fixed_headway,0.009779367279040718,0.013024167846457102,2.4685201163404358,2.5009681220145996,1.4614806940524048,1.4599518872789599,3.930110810392904,3.961030009293559,74205.0,1916860.0,128848.0,167.0,491.78625921374044,1150.0,-0.0001402000186933,-0.2363746442615364,0.0,0.0,0.0,283.225191,1.493021,0.6374049541984732,128848.0,74205.0,1916860.0,1.493021,10.792307999999991,10.792308,-3.435998230769229
12049,45061,F_freqduet_protocol_v6_confirmed_main_hiro,F_freqduet_protocol_v6_confirmed_main_hiro,fixed_headway,-0.1867313648865544,-0.1867313648865544,0.7068304312089309,0.7068304312089309,1.476219839053888,1.476219839053888,2.1827752702628818,2.1827752702628196,78045.0,1822570.0,143815.0,178.0,548.9122133740458,1213.0,0.0,-0.2574224080074474,0.0,0.0,0.0,297.881679,1.526517,0.6793895114503816,143815.0,78045.0,1822570.0,1.526517,11.807692692307683,11.807692692307691,-0.7997193076923139
12049,45077,F_freqduet_protocol_v6_confirmed_main_hiro,F_freqduet_protocol_v6_confirmed_main_hiro,fixed_headway,-0.20001491719860842,-0.20001491719860842,0.3915747215006493,0.3915747215006493,1.4977853268929984,1.4977853268929984,1.889214048393601,1.889214048393649,78450.0,1683100.0,135884.0,179.0,518.6412218091602,942.0,0.0,-0.2391673893486735,0.0,0.0,0.0,299.427481,1.548533,0.6832056870229009,135884.0,78450.0,1683100.0,1.548533,8.453845923076926,8.453845923076923,6.484611384615384
12049,45119,F_freqduet_protocol_v6_confirmed_main_hiro,F_freqduet_protocol_v6_confirmed_main_hiro,fixed_headway,-0.01803807702035609,0.1385204328329639,1.528323167053534,3.09433826558673,1.6650290558894767,1.6208064470025079,3.193567222943148,4.714926712589236,76860.0,2098680.0,186181.0,168.0,710.6145037022901,1678.0,-0.0055619873508567005,-0.14308045697142519,0.0,0.0,0.0,293.358779,1.568942,0.6412217786259542,186181.0,76860.0,2098680.0,1.568942,15.134614999999997,15.134615,12.527720153846161
12049,45131,F_freqduet_protocol_v6_confirmed_main_hiro,F_freqduet_protocol_v6_confirmed_main_hiro,fixed_headway,-0.2192448989975928,-0.2168155637339778,-0.07844843726880502,-0.05415508463265439,1.5561271245248118,1.555016339087544,1.4780136872559613,1.5011962544548894,82420.0,1859725.0,175024.0,172.0,668.0305342366413,1181.0,-0.0001027432446316,-0.2109393390475541,0.0,0.0,0.0,314.580153,1.592285,0.6564883358778626,175024.0,82420.0,1859725.0,1.592285,13.038461076923113,13.038461076923078,5.936060153846164
12049,45137,F_freqduet_protocol_v6_confirmed_main_hiro,F_freqduet_protocol_v6_confirmed_main_hiro,fixed_headway,0.06706952920239373,0.06706952920239373,2.6107730090603356,2.6107730090603356,1.5234148615895897,1.5234148615895897,4.134042870649921,4.134042870649921,78080.0,1831675.0,174452.0,168.0,665.8473285572519,1368.0,0.0,-0.19401277170363998,0.0,0.0,0.0,298.015267,1.506733,0.6412211603053436,174452.0,78080.0,1831675.0,1.506733,12.71153846153851,12.711538461538462,5.20169476923077
