config,domain,method,seed,episodes,logs_dir,protocol_version,eval_seed,scenario_tape_id,scenario_contract_sha256,wait,cv,overshoot,composite,avg_wait_observed_min,restricted_wait_horizon_min,avg_in_vehicle_observed_min,restricted_in_vehicle_horizon_min,avg_total_journey_observed_min,restricted_total_journey_horizon_min,headway_cv,fleet_overshoot,target_peak,target_offpeak,target_transition,service_cost_observed,service_cost_restricted,passenger_unserved_rate,trip_launch_rate,trip_completion_rate,physical_vehicle_count,fleet_denied_dispatch_events,fleet_denied_retry_trip_seconds,fleet_denied_trips,fleet_denied_trip_rate,fleet_readiness_delay_mean_s,fleet_readiness_delay_max_s,holding_vehicle_seconds,holding_vehicle_seconds_per_launched_trip,holding_passenger_seconds,holding_passenger_min_per_generated,commanded_holding_vehicle_seconds,commanded_holding_passenger_seconds,commanded_holding_passenger_min_per_generated,terminal_actual_dispatch_gap_mean_s,terminal_dispatch_execution_error_mean_s,terminal_dispatch_execution_error_abs_mean_s,fleet_inventory_mode,baseline_schedule_projection_mode,lower_observation_contract,headway_reward_mode
F_freqduet_protocol_v6_confirmed_main_hiro,unknown,rule_holding,45053,1,/home/erzhu419/mine_code/FreqDuet-v6-engineering-v9-snapshot/FreqDuet/freqduet/results_freqduet/protocol_v6_confirmed_main_external_s8_v9r1/logs_shards/shard_0010_0011,freqduet-eval-v6,45053,0096973309c40084,45f381a5d79c0cc5ab3e8257c2cf870af62bf076d46563c348eb1194bc116f17,16.907858267932237,0.2687540465680991,0.0,1.9595398733613227,16.907858267932237,16.907858267932237,12.892093497834688,12.892093497834688,29.799951765766927,29.79995176576687,0.2687540465680991,0.0,360.0,360.0,360.0,1.9595398733613227,1.9595398733613227,0.0,1.0,1.0,12.0,339865.0,339865.0,233.0,0.8893129770992366,1297.1946564885495,3056.0,94633.0,361.1946564885496,2550516.0,1.9865688382091784,94633.0,2550516.0,1.9865688382091784,381.9307692307692,21.93076923076923,72.48461538461538,fixed_pool,exact_fixed_headway_schedule_v6,deployable_apc_avl_v4,forward_event_only
F_freqduet_protocol_v6_confirmed_main_hiro,unknown,rule_holding,45061,1,/home/erzhu419/mine_code/FreqDuet-v6-engineering-v9-snapshot/FreqDuet/freqduet/results_freqduet/protocol_v6_confirmed_main_external_s8_v9r1/logs_shards/shard_0011_0012,freqduet-eval-v6,45061,d8869632a01c7fe0,45f381a5d79c0cc5ab3e8257c2cf870af62bf076d46563c348eb1194bc116f17,6.76771304668778,0.29796809764292,0.0,0.974739402311698,6.76771304668778,6.76771304668778,12.743690637720489,12.743690637720489,19.51140368440827,19.511403684408208,0.29796809764292,0.0,360.0,360.0,360.0,0.974739402311698,0.974739402311698,0.0,1.0,1.0,12.0,349018.0,349018.0,235.0,0.8969465648854962,1332.1297709923665,3174.0,96196.0,367.1603053435114,2210689.0,1.8515913697505737,96196.0,2210689.0,1.8515913697505737,381.7923076923077,21.79230769230769,81.01538461538462,fixed_pool,exact_fixed_headway_schedule_v6,deployable_apc_avl_v4,forward_event_only
F_freqduet_protocol_v6_confirmed_main_hiro,unknown,rule_holding,45077,1,/home/erzhu419/mine_code/FreqDuet-v6-engineering-v9-snapshot/FreqDuet/freqduet/results_freqduet/protocol_v6_confirmed_main_external_s8_v9r1/logs_shards/shard_0012_0013,freqduet-eval-v6,45077,264d58960c391cd2,45f381a5d79c0cc5ab3e8257c2cf870af62bf076d46563c348eb1194bc116f17,5.027216427639106,0.272551289031065,0.0,0.7752729317949756,5.027216427639106,5.027216427639106,12.655985831263225,12.655985831263225,17.68320225890233,17.68320225890228,0.272551289031065,0.0,360.0,360.0,360.0,0.7752729317949756,0.7752729317949756,0.0,1.0,1.0,12.0,281205.0,281205.0,233.0,0.8893129770992366,1073.3015267175572,2668.0,96298.0,367.5496183206107,2083359.0,1.91678995307756,96298.0,2083359.0,1.91678995307756,378.0692307692308,18.06923076923077,71.11538461538461,fixed_pool,exact_fixed_headway_schedule_v6,deployable_apc_avl_v4,forward_event_only
F_freqduet_protocol_v6_confirmed_main_hiro,unknown,rule_holding,45119,1,/home/erzhu419/mine_code/FreqDuet-v6-engineering-v9-snapshot/FreqDuet/freqduet/results_freqduet/protocol_v6_confirmed_main_external_s8_v9r1/logs_shards/shard_0013_0014,freqduet-eval-v6,45119,0b040bc22acd1d5f,45f381a5d79c0cc5ab3e8257c2cf870af62bf076d46563c348eb1194bc116f17,19.37401336594489,0.3072310839565161,0.0,2.295542979445776,16.65412263394629,19.37401336594489,13.023796468331293,12.891186716904398,29.67791910227758,32.26520008284914,0.3072310839565161,0.0,360.0,360.0,360.0,2.023553906245916,2.295542979445776,0.0101821117789539,1.0,1.0,12.0,359791.0,359791.0,235.0,0.8969465648854962,1373.2480916030534,3450.0,95559.0,364.7290076335878,2560870.0,1.914468765886188,95559.0,2560870.0,1.914468765886188,385.2269230769231,25.226923076923075,77.58846153846154,fixed_pool,exact_fixed_headway_schedule_v6,deployable_apc_avl_v4,forward_event_only
F_freqduet_protocol_v6_confirmed_main_hiro,unknown,rule_holding,45131,1,/home/erzhu419/mine_code/FreqDuet-v6-engineering-v9-snapshot/FreqDuet/freqduet/results_freqduet/protocol_v6_confirmed_main_external_s8_v9r1/logs_shards/shard_0014_0015,freqduet-eval-v6,45131,a33567df4cf666c9,45f381a5d79c0cc5ab3e8257c2cf870af62bf076d46563c348eb1194bc116f17,5.538725261817591,0.2836279461497301,0.0,0.8375004723314892,5.538725261817591,5.538725261817591,12.57763022706257,12.57763022706257,18.116355488880163,18.11635548888022,0.2836279461497301,0.0,360.0,360.0,360.0,0.8375004723314892,0.8375004723314892,0.0,1.0,1.0,12.0,287466.0,287466.0,234.0,0.8931297709923665,1097.1984732824428,2975.0,93860.0,358.2442748091603,2078822.0,1.779874310764067,93860.0,2078822.0,1.779874310764067,379.7038461538461,19.703846153846158,77.07307692307693,fixed_pool,exact_fixed_headway_schedule_v6,deployable_apc_avl_v4,forward_event_only
F_freqduet_protocol_v6_confirmed_main_hiro,unknown,rule_holding,45137,1,/home/erzhu419/mine_code/FreqDuet-v6-engineering-v9-snapshot/FreqDuet/freqduet/results_freqduet/protocol_v6_confirmed_main_external_s8_v9r1/logs_shards/shard_0015_0016,freqduet-eval-v6,45137,60562ce3868373f3,45f381a5d79c0cc5ab3e8257c2cf870af62bf076d46563c348eb1194bc116f17,13.632232683320757,0.3045792258588861,0.0,1.667802494190962,13.632232683320757,13.632232683320757,12.87295296382212,12.87295296382212,26.50518564714288,26.505185647142905,0.3045792258588861,0.0,360.0,360.0,360.0,1.667802494190962,1.667802494190962,0.0,1.0,1.0,12.0,357341.0,357341.0,230.0,0.8778625954198473,1363.8969465648854,3320.0,94430.0,360.41984732824426,2306078.0,1.8969761281937385,94430.0,2306078.0,1.8969761281937385,384.2769230769231,24.27692307692308,77.64615384615385,fixed_pool,exact_fixed_headway_schedule_v6,deployable_apc_avl_v4,forward_event_only
F_freqduet_protocol_v6_confirmed_main_hiro,unknown,rule_mpc,45007,1,/home/erzhu419/mine_code/FreqDuet-v6-engineering-v9-snapshot/FreqDuet/freqduet/results_freqduet/protocol_v6_confirmed_main_external_s8_v9r1/logs_shards/shard_0016_0017,freqduet-eval-v6,45007,d32b68c5e5b6fbc6,45f381a5d79c0cc5ab3e8257c2cf870af62bf076d46563c348eb1194bc116f17,37.676204912574896,0.2071362445054362,0.0,3.974756735762926,37.676204912574896,37.676204912574896,13.432667749983583,13.432667749983583,51.10887266255848,51.108872662558376,0.2071362445054362,0.0,420.0,480.0,420.0,3.974756735762926,3.974756735762926,0.0,1.0,1.0,12.0,11369.0,11369.0,70.0,0.2671755725190839,43.39312977099237,386.0,107617.0,410.7519083969466,2843639.0,2.3337592738493864,107617.0,2843639.0,2.3337592738493864,444.2307692307692,0.0,18.06923076923077,fixed_pool,exact_rule_mpc_schedule_v6,deployable_apc_avl_v4,forward_event_only
F_freqduet_protocol_v6_confirmed_main_hiro,unknown,rule_mpc,45013,1,/home/erzhu419/mine_code/FreqDuet-v6-engineering-v9-snapshot/FreqDuet/freqduet/results_freqduet/protocol_v6_confirmed_main_external_s8_v9r1/logs_shards/shard_0017_0018,freqduet-eval-v6,45013,135e877eec8ed53f,45f381a5d79c0cc5ab3e8257c2cf870af62bf076d46563c348eb1194bc116f17,30.348287422211424,0.2122446837319291,0.0,3.247073425953072,30.348287422211424,30.348287422211424,13.256548054269237,13.256548054269237,43.60483547648066,43.60483547648059,0.2122446837319291,0.0,420.0,480.0,420.0,3.247073425953072,3.247073425953072,0.0,1.0,1.0,12.0,13619.0,13619.0,70.0,0.2671755725190839,51.98091603053435,516.0,108250.0,413.1679389312977,2768177.0,2.2489048663579494,108250.0,2768177.0,2.2489048663579494,444.2307692307692,0.0,21.87692307692308,fixed_pool,exact_rule_mpc_schedule_v6,deployable_apc_avl_v4,forward_event_only
F_freqduet_protocol_v6_confirmed_main_hiro,unknown,rule_mpc,45053,1,/home/erzhu419/mine_code/FreqDuet-v6-engineering-v9-snapshot/FreqDuet/freqduet/results_freqduet/protocol_v6_confirmed_main_external_s8_v9r1/logs_shards/shard_0018_0019,freqduet-eval-v6,45053,0096973309c40084,45f381a5d79c0cc5ab3e8257c2cf870af62bf076d46563c348eb1194bc116f17,45.12802604062128,0.2087663502844113,0.0,4.721568954346539,45.12802604062128,45.12802604062128,13.474549802162196,13.474549802162196,58.60257584278346,58.60257584278365,0.2087663502844113,0.0,420.0,480.0,420.0,4.721568954346539,4.721568954346539,0.0,1.0,1.0,12.0,11672.0,11672.0,70.0,0.2671755725190839,44.54961832061068,387.0,109004.0,416.0458015267176,3057814.0,2.381697666448578,109004.0,3057814.0,2.381697666448578,444.5576923076923,0.3269230769230769,19.703846153846158,fixed_pool,exact_rule_mpc_schedule_v6,deployable_apc_avl_v4,forward_event_only
F_freqduet_protocol_v6_confirmed_main_hiro,unknown,rule_mpc,45061,1,/home/erzhu419/mine_code/FreqDuet-v6-engineering-v9-snapshot/FreqDuet/freqduet/results_freqduet/protocol_v6_confirmed_main_external_s8_v9r1/logs_shards/shard_0019_0020,freqduet-eval-v6,45061,d8869632a01c7fe0,45f381a5d79c0cc5ab3e8257c2cf870af62bf076d46563c348eb1194bc116f17,30.08781288420056,0.2064143745902576,0.0,3.2151956630103133,30.08781288420056,30.08781288420056,13.291843811246796,13.291843811246796,43.37965669544735,43.379656695447466,0.2064143745902576,0.0,420.0,480.0,420.0,3.2151956630103133,3.2151956630103133,0.0,1.0,1.0,12.0,13205.0,13205.0,63.0,0.2404580152671755,50.40076335877863,477.0,106290.0,405.68702290076334,2656946.0,2.2253597333199324,106290.0,2656946.0,2.2253597333199324,444.2307692307692,0.0,20.07692307692308,fixed_pool,exact_rule_mpc_schedule_v6,deployable_apc_avl_v4,forward_event_only
F_freqduet_protocol_v6_confirmed_main_hiro,unknown,rule_mpc,45077,1,/home/erzhu419/mine_code/FreqDuet-v6-engineering-v9-snapshot/FreqDuet/freqduet/results_freqduet/protocol_v6_confirmed_main_external_s8_v9r1/logs_shards/shard_0020_0021,freqduet-eval-v6,45077,264d58960c391cd2,45f381a5d79c0cc5ab3e8257c2cf870af62bf076d46563c348eb1194bc116f17,16.99740963768603,0.203086780400718,0.0,1.902827744169321,16.99740963768603,16.99740963768603,13.085719017388904,13.085719017388904,30.083128655074933,30.083128655074844,0.203086780400718,0.0,420.0,480.0,420.0,1.902827744169321,1.902827744169321,0.0,1.0,1.0,12.0,9106.0,9106.0,47.0,0.1793893129770992,34.7557251908397,477.0,103972.0,396.8396946564886,2386399.0,2.195601251265066,103972.0,2386399.0,2.195601251265066,444.24615384615385,0.0153846153846153,15.107692307692307,fixed_pool,exact_rule_mpc_schedule_v6,deployable_apc_avl_v4,forward_event_only
F_freqduet_protocol_v6_confirmed_main_hiro,unknown,rule_mpc,45119,1,/home/erzhu419/mine_code/FreqDuet-v6-engineering-v9-snapshot/FreqDuet/freqduet/results_freqduet/protocol_v6_confirmed_main_external_s8_v9r1/logs_shards/shard_0021_0022,freqduet-eval-v6,45119,0b040bc22acd1d5f,45f381a5d79c0cc5ab3e8257c2cf870af62bf076d46563c348eb1194bc116f17,45.17626658803752,0.2073580291529463,0.0,4.7444966642731945,44.2743417158376,45.17626658803752,13.622910193482536,13.569748213271136,57.89725190932013,58.7460148013088,0.2073580291529463,0.0,420.0,480.0,420.0,4.654304177053204,4.7444966642731945,0.0039023952632995,1.0,1.0,12.0,14225.0,14225.0,66.0,0.2519083969465648,54.29389312977099,427.0,107205.0,409.1793893129771,3172186.0,2.371479620824736,107205.0,3172186.0,2.371479620824736,445.5769230769231,1.3461538461538465,18.06153846153846,fixed_pool,exact_rule_mpc_schedule_v6,deployable_apc_avl_v4,forward_event_only
F_freqduet_protocol_v6_confirmed_main_hiro,unknown,rule_mpc,45131,1,/home/erzhu419/mine_code/FreqDuet-v6-engineering-v9-snapshot/FreqDuet/freqduet/results_freqduet/protocol_v6_confirmed_main_external_s8_v9r1/logs_shards/shard_0022_0023,freqduet-eval-v6,45131,a33567df4cf666c9,45f381a5d79c0cc5ab3e8257c2cf870af62bf076d46563c348eb1194bc116f17,23.28143819719209,0.2096253121480469,0.0,2.537769131867256,23.28143819719209,23.28143819719209,13.178485564574128,13.178485564574128,36.45992376176623,36.45992376176624,0.2096253121480469,0.0,420.0,480.0,420.0,2.537769131867256,2.537769131867256,0.0,1.0,1.0,12.0,12167.0,12167.0,58.0,0.2213740458015267,46.43893129770992,518.0,110185.0,420.5534351145038,2668930.0,2.2851210657899244,110185.0,2668930.0,2.2851210657899244,444.4038461538461,0.173076923076923,19.857692307692307,fixed_pool,exact_rule_mpc_schedule_v6,deployable_apc_avl_v4,forward_event_only
F_freqduet_protocol_v6_confirmed_main_hiro,unknown,rule_mpc,45137,1,/home/erzhu419/mine_code/FreqDuet-v6-engineering-v9-snapshot/FreqDuet/freqduet/results_freqduet/protocol_v6_confirmed_main_external_s8_v9r1/logs_shards/shard_0023_0024,freqduet-eval-v6,45137,60562ce3868373f3,45f381a5d79c0cc5ab3e8257c2cf870af62bf076d46563c348eb1194bc116f17,39.51894196058579,0.1981132554799983,0.0,4.150007451538578,39.51894196058579,39.51894196058579,13.378215948538244,13.378215948538244,52.89715790912403,52.8971579091242,0.1981132554799983,0.0,420.0,480.0,420.0,4.150007451538578,4.150007451538578,0.0,1.0,1.0,12.0,11632.0,11632.0,66.0,0.2519083969465648,44.396946564885496,448.0,105911.0,404.2404580152672,2800275.0,2.3035018014905484,105911.0,2800275.0,2.3035018014905484,444.2307692307692,0.0,20.184615384615384,fixed_pool,exact_rule_mpc_schedule_v6,deployable_apc_avl_v4,forward_event_only
