full_variant_id,comparator_variant_id,analysis_scope,hypothesis_role,scenarios,metric,higher_is_better,raw_full_minus_comparator_mean,directional_improvement_mean,directional_ci95_low,directional_ci95_high,paired_effect_size_dz,p_value_raw,bootstrap_draws,randomization_draws,independent_training_replicates,heldout_paths_per_replicate,scenario_count,inferential_unit,path_seed_role,multiplicity_family,p_value_holm,claim_status
freq_hrl_full_v7,flat_gru_ppo_matched_v7,scenario:stationary_low_noise,secondary_baseline,stationary_low_noise,total_return,True,0.0018909443388654575,0.0018909443388654575,-0.0005077489089481317,0.004293860884723228,0.30942647538782064,0.14251714965700685,20000,50000,24,8,1,independent_training_replicate,within_replicate_repeated_measure,secondary_baseline:total_return,0.615187696246075,inconclusive
freq_hrl_full_v7,flat_gru_ppo_matched_v7,scenario:stationary_low_noise,secondary_baseline,stationary_low_noise,sharpe,True,28.153515942200567,28.153515942200567,10.894914138731064,45.649174800945204,0.637676426014636,0.0036799264014719707,20000,50000,24,8,1,independent_training_replicate,within_replicate_repeated_measure,secondary_baseline:sharpe,0.04415911681766365,supported_improvement
freq_hrl_full_v7,flat_gru_ppo_matched_v7,scenario:stationary_low_noise,secondary_baseline,stationary_low_noise,max_drawdown,False,-0.0026412002148717053,0.0026412002148717053,0.0023517377089982486,0.0028932891927612447,3.786506326714334,1.999960000799984e-05,20000,50000,24,8,1,independent_training_replicate,within_replicate_repeated_measure,secondary_baseline:max_drawdown,0.0007199856002879943,supported_improvement
freq_hrl_full_v7,flat_gru_ppo_matched_v7,scenario:stationary_low_noise,secondary_baseline,stationary_low_noise,turnover,False,0.9617867721511176,-0.9617867721511176,-1.1654221848754132,-0.7651573120574428,-1.8885463436363732,1.999960000799984e-05,20000,50000,24,8,1,independent_training_replicate,within_replicate_repeated_measure,secondary_baseline:turnover,0.0007199856002879943,supported_harm
freq_hrl_full_v7,flat_gru_ppo_matched_v7,scenario:stationary_low_noise,secondary_baseline,stationary_low_noise,LowerLFDriftAbs,False,-0.003889210839909906,0.003889210839909906,0.002543649694248851,0.005388219526803156,1.0727131897325837,1.999960000799984e-05,20000,50000,24,8,1,independent_training_replicate,within_replicate_repeated_measure,secondary_baseline:LowerLFDriftAbs,0.0007199856002879943,supported_improvement
freq_hrl_full_v7,flat_gru_ppo_matched_v7,scenario:stationary_high_noise,secondary_baseline,stationary_high_noise,total_return,True,0.00549848915672622,0.00549848915672622,0.0024200911321595373,0.008606904541313224,0.696581716134243,0.0021799564008719826,20000,50000,24,8,1,independent_training_replicate,within_replicate_repeated_measure,secondary_baseline:total_return,0.0377992440151197,supported_improvement
freq_hrl_full_v7,flat_gru_ppo_matched_v7,scenario:stationary_high_noise,secondary_baseline,stationary_high_noise,sharpe,True,15.568955781015442,15.568955781015442,4.606722956445045,26.83774568492858,0.5422542962686127,0.014699706005879883,20000,50000,24,8,1,independent_training_replicate,within_replicate_repeated_measure,secondary_baseline:sharpe,0.14699706005879884,inconclusive
freq_hrl_full_v7,flat_gru_ppo_matched_v7,scenario:stationary_high_noise,secondary_baseline,stationary_high_noise,max_drawdown,False,-0.0029788816023895086,0.0029788816023895086,0.0016112287814131663,0.0044909209472144196,0.8112317569372899,0.0002599948001039979,20000,50000,24,8,1,independent_training_replicate,within_replicate_repeated_measure,secondary_baseline:max_drawdown,0.003379932401351973,supported_improvement
freq_hrl_full_v7,flat_gru_ppo_matched_v7,scenario:stationary_high_noise,secondary_baseline,stationary_high_noise,turnover,False,0.1902252270827367,-0.1902252270827367,-0.655696605821576,0.27172366447683216,-0.1605991834638636,0.4366312673746525,20000,50000,24,8,1,independent_training_replicate,within_replicate_repeated_measure,secondary_baseline:turnover,1.0,inconclusive
freq_hrl_full_v7,flat_gru_ppo_matched_v7,scenario:stationary_high_noise,secondary_baseline,stationary_high_noise,LowerLFDriftAbs,False,-0.004063567464446114,0.004063567464446114,0.00271446215287261,0.0055393557334192526,1.1185724109401334,1.999960000799984e-05,20000,50000,24,8,1,independent_training_replicate,within_replicate_repeated_measure,secondary_baseline:LowerLFDriftAbs,0.0007199856002879943,supported_improvement
freq_hrl_full_v7,flat_gru_ppo_matched_v7,scenario:localized_burst,secondary_baseline,localized_burst,total_return,True,0.004166577514336575,0.004166577514336575,0.0012370601010482508,0.0072524025483719605,0.5343354514944844,0.014539709205815883,20000,50000,24,8,1,independent_training_replicate,within_replicate_repeated_measure,secondary_baseline:total_return,0.13085738285234294,inconclusive
freq_hrl_full_v7,flat_gru_ppo_matched_v7,scenario:localized_burst,secondary_baseline,localized_burst,sharpe,True,16.829175222057653,16.829175222057653,2.441476877832133,32.73403378946941,0.4362418442429244,0.04169916601667967,20000,50000,24,8,1,independent_training_replicate,within_replicate_repeated_measure,secondary_baseline:sharpe,0.33359332813343734,inconclusive
freq_hrl_full_v7,flat_gru_ppo_matched_v7,scenario:localized_burst,secondary_baseline,localized_burst,max_drawdown,False,-0.0032776056733601383,0.0032776056733601383,0.0028056422725390336,0.003757827557689465,2.708277494693392,1.999960000799984e-05,20000,50000,24,8,1,independent_training_replicate,within_replicate_repeated_measure,secondary_baseline:max_drawdown,0.0007199856002879943,supported_improvement
freq_hrl_full_v7,flat_gru_ppo_matched_v7,scenario:localized_burst,secondary_baseline,localized_burst,turnover,False,0.915862007881502,-0.915862007881502,-1.1479289598514895,-0.6951141186883466,-1.5790267753894616,1.999960000799984e-05,20000,50000,24,8,1,independent_training_replicate,within_replicate_repeated_measure,secondary_baseline:turnover,0.0007199856002879943,supported_harm
freq_hrl_full_v7,flat_gru_ppo_matched_v7,scenario:localized_burst,secondary_baseline,localized_burst,LowerLFDriftAbs,False,-0.0038686559589099436,0.0038686559589099436,0.0025284295157451554,0.005342479004897017,1.0719859263120322,1.999960000799984e-05,20000,50000,24,8,1,independent_training_replicate,within_replicate_repeated_measure,secondary_baseline:LowerLFDriftAbs,0.0007199856002879943,supported_improvement
freq_hrl_full_v7,flat_gru_ppo_matched_v7,scenario:ood_period,secondary_baseline,ood_period,total_return,True,0.008382962908313354,0.008382962908313354,0.003924931637809656,0.013215973919014424,0.7038067126243417,0.00125997480050399,20000,50000,24,8,1,independent_training_replicate,within_replicate_repeated_measure,secondary_baseline:total_return,0.02393952120957581,supported_improvement
freq_hrl_full_v7,flat_gru_ppo_matched_v7,scenario:ood_period,secondary_baseline,ood_period,sharpe,True,23.067874115757167,23.067874115757167,5.999754329912959,41.389610372913744,0.5036115100307587,0.019099618007639846,20000,50000,24,8,1,independent_training_replicate,within_replicate_repeated_measure,secondary_baseline:sharpe,0.1718965620687586,inconclusive
