timestamp,ask_price_1,ask_size_1,bid_price_1,bid_size_1
34233.868847613,585.77,18.0,585.52,8.0
34233.868862593,585.77,18.0,585.5,70.0
34234.093000057,585.74,12.0,585.5,70.0
34234.13930768,585.74,12.0,585.53,18.0
34234.279409487,585.72,18.0,585.53,18.0
34234.27957654,585.72,18.0,585.52,8.0
34234.27959842,585.72,18.0,585.5,70.0
34234.355328435,585.74,30.0,585.5,70.0
34234.355328435,585.74,18.0,585.5,70.0
34234.355328435,585.74,5.0,585.5,70.0
34234.35541262,585.74,5.0,585.55,100.0
34234.385614796,585.8,200.0,585.55,100.0
34234.385614796,585.8,200.0,585.55,100.0
34234.385689697,585.8,200.0,585.55,115.0
34234.385699607,585.8,200.0,585.56,100.0
34234.412403907,585.8,200.0,585.57,18.0
34234.541390391,585.8,200.0,585.55,15.0
34234.541406557,585.8,200.0,585.5,70.0
34234.554420572,585.8,200.0,585.53,16.0
34234.742684923,585.77,18.0,585.53,16.0
34234.742826285,585.77,18.0,585.5,88.0
34234.74283818,585.77,18.0,585.5,70.0
34234.754309814,585.77,18.0,585.53,18.0
34235.438953097,585.79,2.0,585.53,18.0
34235.438959651,585.8,200.0,585.53,18.0
34235.438965836,585.8,200.0,585.52,18.0
34235.438967018,585.8,200.0,585.5,86.0
34235.438978997,585.8,200.0,585.5,70.0
34235.62807555,585.8,200.0,585.53,12.0
34235.707574115,585.77,18.0,585.53,12.0
34235.925124202,585.77,18.0,585.56,18.0
34235.925284415,585.78,18.0,585.56,18.0
34235.925285075,585.8,200.0,585.56,18.0
34235.953491973,585.79,18.0,585.56,18.0
34235.955210636,585.74,100.0,585.56,18.0
34236.957173349,585.74,100.0,585.51,200.0
34237.023415106,585.74,100.0,585.54,18.0
34237.295363936,585.73,100.0,585.54,18.0
34237.295497905,585.73,100.0,585.52,18.0
34237.295501279,585.73,100.0,585.51,212.0
34237.295515346,585.73,100.0,585.51,200.0
34237.32873423,585.73,100.0,585.54,12.0
34238.003059067,585.73,100.0,585.53,18.0
34238.003090749,585.73,100.0,585.51,200.0
34238.384242822,585.73,100.0,585.54,18.0
34239.262268134,585.73,100.0,585.53,18.0
34239.262348214,585.73,118.0,585.53,18.0
34239.262395866,585.72,18.0,585.53,18.0
34239.262524039,585.72,18.0,585.51,200.0
34239.721464369,585.69,18.0,585.51,200.0
34240.594933429,585.69,18.0,585.51,200.0
34242.084995031,585.69,18.0,585.51,200.0
34242.085607821,585.69,18.0,585.51,200.0
34242.085607821,585.69,18.0,585.51,200.0
34242.087302783,585.69,18.0,585.51,200.0
34242.087302783,585.69,18.0,585.51,120.0
34242.087393998,585.68,18.0,585.51,120.0
34242.095295299,585.52,300.0,585.51,120.0
34242.095405551,585.52,300.0,585.5,70.0
34242.095412434,585.52,300.0,585.47,100.0
34242.095512159,585.52,300.0,585.44,35.0
34242.095603971,585.51,100.0,585.44,35.0
34242.095740199,585.51,100.0,585.47,100.0
34242.0960365,585.51,100.0,585.44,35.0
34242.09605977,585.51,100.0,585.37,100.0
34242.125978297,585.51,100.0,585.36,125.0
34242.126058021,585.5,100.0,585.36,125.0
34242.281282536,585.52,300.0,585.36,125.0
