ep,stage,wall_env_s,wall_train_s,avg_wait_min,peak_fleet,headway_cv,ep_reward,ep_cost,ep_steps,n_dispatches,lower_action_mean,lower_action_std,lower_action_min,lower_action_max,lower_reward_mean,lower_reward_std,lower_q_mean,lower_q_std,lower_q_loss,lower_q_mse,lower_ood_loss,lower_cost_q_mean,lower_cost_q_loss,lower_policy_loss,lower_pi_grad_norm,lower_q_grad_norm,lower_alpha,lower_lambda,lower_replay_size,upper_delta_mean,upper_delta_std,upper_delta_min,upper_delta_max,upper_reward_mean,upper_reward_std,upper_q_mean,upper_q_std,upper_q_loss,upper_q_mse,upper_ood_loss,upper_policy_loss,upper_pi_grad_norm,upper_q_grad_norm,upper_alpha,upper_replay_size,hold_fb_mean,hold_fb_std,hold_fb_n_trips,hold_fb_dir0_mean,hold_fb_dir1_mean,hold_penalty_mean,theta_wait,theta_fleet,theta_cv
0,Warmup,9.6,1.0,25.218,12,0.5069,-5588.997,3883.182,4970,0,33.82,34.14,-60.0,60.0,-1.1245,0.2876,-7.776937961578369,24.31460952758789,3272.31689453125,3258.677490234375,27.63210678100586,-1.083817720413208,116.57937622070312,55.44814682006836,690.0540771484375,118438.6875,0.3,0.9705452919006348,4970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33.823614402498364,34.13571186798805,262,23.526051972145428,38.411337737190095,0.744436350545641,0.5982754187532444,0.23861545975869136,0.16310912148806425
30,BiLevel,6.9,1.0,12.438,12,0.2929,-4218.835,2875.896,4320,262,9.51,43.61,-60.0,60.0,-0.9766,0.3753,-10.63162612915039,13.510641098022461,1425.5546875,1413.442626953125,13.494102478027344,0.8822106122970581,47.41850280761719,38.748714447021484,193.65792846679688,144914.75,0.3,0.9446291923522949,9290,1.49,50.01,-109.87,110.95,-1.6159,0.0,-1.5012664794921875,0.923375129699707,14.247335433959961,4.385483264923096,1.1258729696273804,3.410879373550415,3.996434211730957,46.06928253173828,0.3,262,9.50666249929108,43.6114394387403,237,10.936229762905523,-3.904820864326075,0.6720125063067448,0.6235810219202539,0.22267150523346135,0.1537474728462847
