seed,variant,status,ep_reward,avg_wait_min,headway_cv,score,upper_plan_decisions,upper_plan_reuse_ratio,upper_plan_target_mean,upper_plan_target_std,terminal_launch_shift_mean,terminal_launch_shift_std,freq_promotion_strength,shared_ppo_lower_samples,shared_ppo_gate_evaluations,shared_ppo_gate_replans,shared_ppo_gate_value_mean,shared_ppo_wait_replan_count,shared_ppo_wait_replan_pressure_mean,shared_ppo_wait_replan_shift_pressure_mean,shared_ppo_wait_replan_gap_ratio_mean,shared_ppo_wait_replan_same_hold_mean,shared_ppo_wait_replan_same_wait_mean,shared_ppo_wait_replan_shift_mean_s,shared_ppo_wait_replan_shift_abs_mean_s,shared_ppo_loss
691,native_learned_gate,supported_native_episode_loop,-11017.504,4.096,0.6296,-5.3552,66.0,0.7480916030534351,337.14989697987795,4.454201997907308,-44.43129770992366,4.493533674162735,0.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8486.6107421875
701,native_learned_gate,supported_native_episode_loop,-2840.16,4.63,0.463,-5.556,66.0,0.7480916030534351,346.4252768085658,8.320164530093583,-43.47709923664122,5.999161072208743,0.0,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.7900489807129
711,native_learned_gate,supported_native_episode_loop,-5641.51,7.614,0.5164,-8.646799999999999,66.0,0.7480916030534351,346.79541613282134,4.26979638322439,-44.347328244274806,4.678761959365785,1.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1714.9440750122071
721,native_learned_gate,supported_native_episode_loop,-7994.922,5.417,0.5196,-6.4562,66.0,0.7480916030534351,341.8133644443129,7.397697308482241,-44.32824427480916,4.880937758871616,0.8461538461538461,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2386.9547637939454
731,native_learned_gate,supported_native_episode_loop,-15980.481,4.323,0.661,-5.6450000000000005,66.0,0.7480916030534351,346.10869312386853,5.203938325806691,-43.85496183206107,5.537687859621945,0.0,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43080.15817871094
741,native_learned_gate,supported_native_episode_loop,-18199.78,5.63,0.5185,-6.667,66.0,0.7480916030534351,336.47195197085995,5.151721188429891,-44.270992366412216,5.009822238616569,0.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54355.080859375
751,native_learned_gate,supported_native_episode_loop,-17196.539,4.775,0.4823,-5.7396,66.0,0.7480916030534351,336.6462458685761,7.2163896839936745,-44.545801526717554,4.1447798409655,0.0,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476.6120407104493
761,native_learned_gate,supported_native_episode_loop,-19420.732,26.205,0.3645,-26.933999999999997,66.0,0.7480916030534351,349.620546914876,5.239211538698594,-44.347328244274806,4.666509365212339,1.0,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31209.642529296874
771,native_learned_gate,supported_native_episode_loop,-5717.733,4.127,0.4951,-5.1171999999999995,66.0,0.7480916030534351,344.7098114364437,6.9389360306315275,-44.33206106870229,4.804621934679346,0.0,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.34234085083006
781,native_learned_gate,supported_native_episode_loop,-3228.891,11.102,0.4212,-11.9444,66.0,0.7480916030534351,347.73861525036756,5.348496798256823,-44.24045801526717,4.798159294422132,0.0,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.9024337768554
791,native_learned_gate,supported_native_episode_loop,-9970.281,14.671,0.2909,-15.252799999999999,66.0,0.7480916030534351,336.5686335298624,6.062481642593518,-44.530534351145036,4.1724540736731415,0.5384615384615384,4971.0,1.0,1.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2419.464678955078
801,native_learned_gate,supported_native_episode_loop,-20504.507,20.955,0.6869,-22.328799999999998,66.0,0.7480916030534351,333.1603923965047,5.389228951170779,-44.5,4.256786229966639,1.0,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8622.565319824218
811,native_learned_gate,supported_native_episode_loop,-2678.923,7.686,0.2857,-8.2574,66.0,0.7480916030534351,351.9976217044295,4.184548778720296,-43.9236641221374,5.899434984733239,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.4747756958008
821,native_learned_gate,supported_native_episode_loop,-10996.252,5.845,0.5183,-6.8816,66.0,0.7480916030534351,333.958781281197,4.763912065040073,-44.52290076335878,4.193489408312964,1.0,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4231.874371337891
831,native_learned_gate,supported_native_episode_loop,-17933.715,4.229,0.5204,-5.2698,66.0,0.7480916030534351,336.5850292096611,9.33409880249232,-44.48854961832061,4.347266250253307,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116787.37666015625
201,native_wait_aware_replan,supported_native_episode_loop,-18997.869,5.2,0.5484,-6.2968,66.0,0.7480916030534351,334.5140595732603,8.467248306683421,-44.43511450381679,4.462907751407808,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22995.37028808594
211,native_wait_aware_replan,supported_native_episode_loop,-4480.738,11.154,0.5876,-12.3292,66.0,0.7480916030534351,341.41418134685387,5.663341582661834,-44.458015267175576,4.408111090827894,0.8461538461538461,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.47521781921387
221,native_wait_aware_replan,supported_native_episode_loop,-18410.618,4.739,0.4495,-5.638,66.0,0.7480916030534351,343.38586411953884,6.331430069422512,-44.33969465648855,4.749755789452452,0.0,4972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48742.65239257812
231,native_wait_aware_replan,supported_native_episode_loop,-10209.799,4.383,0.5879,-5.5588,66.0,0.7480916030534351,334.9926582292405,9.945916610137438,-44.49236641221374,4.290716382126527,0.8461538461538461,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0988693237305
241,native_wait_aware_replan,supported_native_episode_loop,-2798.488,8.528,0.478,-9.484,66.0,0.7480916030534351,326.1131564938688,8.167301395564204,-44.38931297709924,4.640631240103601,1.0,4970.0,1.0,1.0,0.9820137900379085,1.0,0.7606595627405592,0.6808794169874123,1.1033872637375213,0.0,0.9643852114677429,-4.0,4.0,5342.55078125
251,native_wait_aware_replan,supported_native_episode_loop,-2551.573,3.779,0.3801,-4.5392,66.0,0.7480916030534351,343.2584656543935,6.796729871493199,-44.19847328244275,4.718681157654837,1.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.687100076675414
261,native_wait_aware_replan,supported_native_episode_loop,-2722.077,7.324,0.4328,-8.1896,66.0,0.7480916030534351,340.98051314994353,7.358130382871196,-44.52671755725191,4.198015242190195,1.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1494.5564239501953
271,native_wait_aware_replan,supported_native_episode_loop,-19903.574,19.487,0.4719,-20.430799999999998,66.0,0.7480916030534351,335.1147675982034,5.326673128251105,-44.530534351145036,4.1724540736731415,0.0,4970.0,1.0,1.0,0.9820137900379085,1.0,0.25779454514190936,0.010392726855879145,1.2311929392282397,0.75,1.0272296667099,-0.08314181484703316,0.08314181484703316,35418.326171875
281,native_wait_aware_replan,supported_native_episode_loop,-15383.061,4.472,0.6889,-5.8498,66.0,0.7480916030534351,335.30071079627857,5.529421193829805,-44.538167938931295,4.134715401658565,0.0,4972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20945.905322265626
291,native_wait_aware_replan,supported_native_episode_loop,-11427.343,5.477,0.4933,-6.4636000000000005,66.0,0.7480916030534351,347.3817832619634,5.24438095379212,-44.42748091603053,4.483269210578515,0.0,4971.0,1.0,1.0,0.9820137900379085,1.0,0.42241181028593733,0.2298824137145831,1.0412329631178123,0.3632259666919708,0.854769229888916,-1.8390593097166648,1.8390593097166648,31252.813818359376
301,native_wait_aware_replan,supported_native_episode_loop,-3001.435,6.134,0.5404,-7.2148,66.0,0.7480916030534351,348.5094420735552,12.484442742722209,-24.4618320610687,24.965710707836237,0.5384615384615384,4971.0,1.0,1.0,0.9820137900379085,1.0,0.6136526081688469,0.48487014422512925,0.9997599787586181,0.0,0.7383989691734314,-3.878961153801034,3.878961153801034,1459.900609588623
311,native_wait_aware_replan,supported_native_episode_loop,-13102.942,5.543,0.5485,-6.640000000000001,66.0,0.7480916030534351,346.57637223299525,10.808482379968723,-39.603053435114504,15.582177815879726,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48025.32602539063
321,native_wait_aware_replan,supported_native_episode_loop,-2831.394,4.792,0.5859,-5.9638,66.0,0.7480916030534351,331.6482130164105,5.635244488914843,-44.50381679389313,4.277357473815105,0.0,4970.0,1.0,1.0,0.9820137900379085,1.0,0.4997423389834828,0.3329897853113104,1.1199008965811101,0.0,0.6081306338310242,-2.6639182824904832,2.6639182824904832,28995.08869628906
331,native_wait_aware_replan,supported_native_episode_loop,-3803.773,5.667,0.4203,-6.5076,66.0,0.7480916030534351,343.7327628747425,6.5617235279022434,-44.19083969465649,5.139451516488187,0.0,4971.0,1.0,1.0,0.9820137900379085,1.0,0.3895032904308437,0.18600438724112492,1.020460546543833,0.027318982407450676,0.5555357336997986,-1.4880350979289994,1.4880350979289994,208.78373260498046
341,native_wait_aware_replan,supported_native_episode_loop,-17455.41,14.918,0.5155,-15.949,66.0,0.7480916030534351,329.24539121986953,4.910453725115944,-44.538167938931295,4.160482172865041,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8859.62108154297
351,native_wait_aware_replan,supported_native_episode_loop,-16912.506,5.247,0.4707,-6.1884,66.0,0.7480916030534351,340.43839673641077,6.003167162696262,-44.30534351145038,4.750079356140639,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1611.1167999267577
361,native_wait_aware_replan,supported_native_episode_loop,-3026.646,5.679,0.3388,-6.3566,66.0,0.7480916030534351,334.8434649816906,5.315139834979742,-44.469465648854964,4.372561796136647,0.0,4970.0,1.0,1.0,0.9820137900379085,1.0,0.5172001654053014,0.3562668872070686,1.0672028444804809,0.0,0.6950117945671082,-2.850135097656549,2.850135097656549,343.84707565307616
371,native_wait_aware_replan,supported_native_episode_loop,-2622.41,8.455,0.3905,-9.236,66.0,0.7480916030534351,345.2744135977582,6.659907981708835,-44.25190839694657,4.982172050697761,0.0,4970.0,1.0,1.0,0.9820137900379085,1.0,0.6579383101805115,0.5439177469073487,1.0632073249689213,0.0,0.7957915663719177,-4.0,4.0,2554.5059730529783
381,native_wait_aware_replan,supported_native_episode_loop,-19745.804,30.258,0.605,-31.468,66.0,0.7480916030534351,343.4254576376073,8.471993995773094,-44.26335877862596,4.6744507144652765,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71138.178515625
391,native_wait_aware_replan,supported_native_episode_loop,-14571.879,5.777,0.6313,-7.0396,66.0,0.7480916030534351,337.73402791670105,11.96173359431998,-43.8587786259542,5.376573020014062,0.8461538461538461,4971.0,1.0,1.0,0.9820137900379085,1.0,0.4386353887490388,0.25151385166538504,1.0983127932879642,0.4591391682624817,0.9830338954925537,-2.0121108133230803,2.0121108133230803,412.64603424072266
401,native_wait_aware_replan,supported_native_episode_loop,-2754.651,5.077,0.3706,-5.8182,66.0,0.7480916030534351,345.7204791991045,5.423668020185193,-44.23664122137404,4.64352468961172,0.0,4970.0,1.0,1.0,0.9820137900379085,1.0,0.4214322624560837,0.2285763499414449,1.0091334308148732,0.0,0.5748152136802673,-1.8286107995315593,1.8286107995315593,29228.092529296875
411,native_wait_aware_replan,supported_native_episode_loop,-20608.819,16.503,0.412,-17.327,66.0,0.7480916030534351,337.52807249616427,9.87130434022657,-44.47709923664122,4.3682418229466045,0.23076923076923078,4970.0,1.0,1.0,0.9820137900379085,1.0,0.30911625761900785,0.0788216768253438,1.0641078035044427,0.75,1.0484541654586792,-0.6305734146027504,0.6305734146027504,36540.391845703125
421,native_wait_aware_replan,supported_native_episode_loop,-2844.59,4.172,0.5253,-5.2226,66.0,0.7480916030534351,342.3742865893677,7.903812660658103,-44.274809160305345,4.851305695203409,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.8558784484862
431,native_wait_aware_replan,supported_native_episode_loop,-9127.451,5.05,0.4311,-5.9121999999999995,66.0,0.7480916030534351,339.1912073438971,9.28430303509026,-44.51145038167939,4.239700429093315,1.0,4972.0,1.0,1.0,0.9820137900379085,1.0,0.25943339191907994,0.012577855892106582,1.0374044920429788,0.28615304827690125,0.5580675601959229,-0.10062284713685266,0.10062284713685266,7661.673425292969
441,native_wait_aware_replan,supported_native_episode_loop,-19724.943,40.103,0.2776,-40.6582,66.0,0.7480916030534351,343.4237148128393,9.03064989669402,-44.36259541984733,4.662892917817485,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24344.1744140625
451,native_wait_aware_replan,supported_native_episode_loop,-2704.577,4.44,0.4856,-5.4112,66.0,0.7480916030534351,346.8749451432709,4.364217517095395,-44.19465648854962,5.25570301624597,1.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18555.53836669922
461,native_wait_aware_replan,supported_native_episode_loop,-19093.921,6.143,0.3428,-6.8286,66.0,0.7480916030534351,350.0373791874972,6.445714676179932,-44.416030534351144,4.493274308823671,0.5384615384615384,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7394.434313964844
471,native_wait_aware_replan,supported_native_episode_loop,-19841.365,9.301,0.4813,-10.2636,66.0,0.7480916030534351,337.764455010175,6.946568033790847,-44.270992366412216,4.901222601012377,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1214.5008453369142
481,native_wait_aware_replan,supported_native_episode_loop,-3103.089,5.214,0.4169,-6.0478000000000005,66.0,0.7480916030534351,341.70225192572326,6.90136610282239,-44.20992366412214,4.915877919493491,0.0,4970.0,1.0,1.0,0.9820137900379085,1.0,0.4925103176861125,0.32334709024814995,1.086105395380222,0.0,0.6242578029632568,-2.5867767219851996,2.5867767219851996,6775.35230102539
491,native_wait_aware_replan,supported_native_episode_loop,-14474.477,5.186,0.57,-6.326,66.0,0.7480916030534351,338.0536445509538,5.363466777280714,-44.267175572519086,4.979843995657164,0.6923076923076924,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2974.451150512695
501,native_wait_aware_replan,supported_native_episode_loop,-3117.327,4.7,0.4577,-5.6154,66.0,0.7480916030534351,333.15880494051004,10.440021293904762,-44.35496183206107,4.7566701057279985,0.3846153846153846,4972.0,1.0,1.0,0.9820137900379085,1.0,0.4658849320335917,0.28784657604478897,1.1116198230234693,0.0,0.5686785578727722,-2.3027726083583118,2.3027726083583118,13302.743835449219
511,native_wait_aware_replan,supported_native_episode_loop,-2709.404,5.706,0.4824,-6.670800000000001,66.0,0.7480916030534351,339.70220589935406,5.413347004373555,-44.1412213740458,5.308704794942783,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.94935035705566
521,native_wait_aware_replan,supported_native_episode_loop,-18714.49,5.816,0.6446,-7.1052,66.0,0.7480916030534351,331.7239937807787,13.678025107903055,-44.461832061068705,4.34447895689587,0.0,4972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18645.60935058594
531,native_wait_aware_replan,supported_native_episode_loop,-2821.874,7.353,0.5181,-8.389199999999999,66.0,0.7480916030534351,341.03382158958874,6.50246884430409,-44.41984732824427,4.481436176684767,0.0,4971.0,1.0,1.0,0.9820137900379085,1.0,0.5188152850002552,0.35842038000034027,1.05566815227215,0.0,0.6513885855674744,-2.867363040002722,2.867363040002722,8144.900720214844
541,native_wait_aware_replan,supported_native_episode_loop,-15310.671,6.123,0.6089,-7.3408,66.0,0.7480916030534351,337.1873188003025,6.772198203509418,-44.396946564885496,4.5920265933230295,1.0,4972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22105.941296386718
551,native_wait_aware_replan,supported_native_episode_loop,-2706.416,6.569,0.4923,-7.5536,66.0,0.7480916030534351,343.4963725659835,6.678347247788853,-44.034351145038165,4.784154363723417,0.9732971731083753,4970.0,1.0,1.0,0.9820137900379085,1.0,0.6883562149184039,0.5844749532245386,1.0574335900741902,0.0,0.8291186690330505,-4.0,4.0,6072.172033691406
561,native_wait_aware_replan,supported_native_episode_loop,-9324.765,4.894,0.3888,-5.6716,66.0,0.7480916030534351,335.75641435886763,6.931703912577101,-44.465648854961835,4.372533476883643,1.0,4970.0,1.0,1.0,0.9820137900379085,1.0,0.271893803266249,0.029191737688332015,1.0721695800121593,0.1969628781080246,0.5695111751556396,-0.23353390150665612,0.23353390150665612,32006.68264160156
571,native_wait_aware_replan,supported_native_episode_loop,-8763.262,3.613,0.4997,-4.6124,66.0,0.7480916030534351,329.8693081921293,4.272634349656671,-44.54961832061068,4.126277253949163,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3547.4963439941407
581,native_wait_aware_replan,supported_native_episode_loop,-18916.262,6.076,0.3642,-6.804399999999999,66.0,0.7480916030534351,340.493177865184,5.959697331126055,-44.5,4.281818476494403,0.0,4971.0,1.0,1.0,0.9820137900379085,1.0,0.2659642817285577,0.021285708971410244,1.0755751055585836,0.75,0.9751162528991699,-0.17028567177128195,0.17028567177128195,38496.78061523438
591,native_wait_aware_replan,supported_native_episode_loop,-18440.731,4.487,0.5168,-5.5206,66.0,0.7480916030534351,340.6066428488751,4.586588636742459,-44.534351145038165,4.1614327206997945,0.3846153846153846,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3251.6411682128905
601,native_wait_aware_replan,supported_native_episode_loop,-13169.16,5.922,0.5112,-6.9444,66.0,0.7480916030534351,345.0388983543289,4.997172804065277,-44.33206106870229,4.796671351816728,1.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4708.553271484375
611,native_wait_aware_replan,supported_native_episode_loop,-9286.583,5.525,0.5976,-6.7202,66.0,0.7480916030534351,348.3116418481707,6.830011619643055,-44.36641221374046,4.498016707768245,0.23076923076923078,4972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2467.8175201416016
621,native_wait_aware_replan,supported_native_episode_loop,-3025.812,5.312,0.4356,-6.1832,66.0,0.7480916030534351,333.4725587502691,5.724692615023479,-44.14885496183206,5.3756571252808,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2741.0395385742186
631,native_wait_aware_replan,supported_native_episode_loop,-3825.939,6.027,0.4097,-6.8464,66.0,0.7480916030534351,350.25928282684265,13.48953121575323,-9.641221374045802,38.92115119985515,1.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8100.3099914550785
641,native_wait_aware_replan,supported_native_episode_loop,-17614.726,6.913,0.4372,-7.7874,66.0,0.7480916030534351,339.68209668603413,15.902224749492543,-38.916030534351144,13.677327407308097,1.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4243.476751708984
651,native_wait_aware_replan,supported_native_episode_loop,-18256.062,4.818,0.7198,-6.2576,66.0,0.7480916030534351,334.1772224022308,6.325217849365166,-44.30916030534351,4.957051425686204,0.8461538461538461,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17288.851135253906
661,native_wait_aware_replan,supported_native_episode_loop,-18975.947,7.267,0.4217,-8.1104,66.0,0.7480916030534351,339.70614435208284,4.932110443969375,-44.39312977099237,4.535907474447344,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9300.730078125
671,native_wait_aware_replan,supported_native_episode_loop,-14958.885,28.323,0.4986,-29.3202,66.0,0.7480916030534351,341.5089482992205,5.522473685474318,-44.47328244274809,4.35246397580544,0.5384615384615384,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44772.92265625
681,native_wait_aware_replan,supported_native_episode_loop,-18409.773,17.33,0.5711,-18.472199999999997,66.0,0.7480916030534351,338.59159250611265,4.886159782476476,-44.461832061068705,4.383834948682797,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6167.515368652344
691,native_wait_aware_replan,supported_native_episode_loop,-11018.262,4.069,0.6297,-5.3284,66.0,0.7480916030534351,337.2545020176254,4.910111686501213,-44.43129770992366,4.493533674162735,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8304.851959228516
701,native_wait_aware_replan,supported_native_episode_loop,-2839.444,4.635,0.4631,-5.5611999999999995,66.0,0.7480916030534351,346.690642600372,8.185890559162383,-43.343511450381676,6.246551405664517,0.0,4971.0,1.0,1.0,0.9820137900379085,1.0,0.44945646310429005,0.2659419508057201,1.0788691130091745,0.003073499072343111,0.5653828978538513,-2.1275356064457607,2.1275356064457607,240.33622970581055
711,native_wait_aware_replan,supported_native_episode_loop,-5632.91,7.603,0.4253,-8.4536,66.0,0.7480916030534351,346.7567979277071,4.616042367446713,-44.343511450381676,4.678635855807003,1.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1737.97133102417
721,native_wait_aware_replan,supported_native_episode_loop,-7854.993,5.301,0.6006,-6.5022,66.0,0.7480916030534351,341.72661081003474,6.706043760588888,-44.31679389312977,4.88130336542467,0.8461538461538461,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2141.86399230957
731,native_wait_aware_replan,supported_native_episode_loop,-15801.68,4.31,0.6711,-5.6522,66.0,0.7480916030534351,346.8998312273098,5.027738474928736,-44.091603053435115,5.359518010799318,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43488.32440185547
741,native_wait_aware_replan,supported_native_episode_loop,-18201.119,5.629,0.5186,-6.6662,66.0,0.7480916030534351,336.81764576768757,5.44208858468173,-44.270992366412216,5.009822238616569,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54283.06220703125
751,native_wait_aware_replan,supported_native_episode_loop,-17203.965,4.775,0.4829,-5.7408,66.0,0.7480916030534351,336.04816377272135,7.6742513323778265,-44.545801526717554,4.1447798409655,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.352749633789
761,native_wait_aware_replan,supported_native_episode_loop,-19436.661,26.361,0.4319,-27.224800000000002,66.0,0.7480916030534351,349.5940999709922,5.2999299406089015,-44.33587786259542,4.668573980133893,1.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31070.251831054688
771,native_wait_aware_replan,supported_native_episode_loop,-5719.848,4.133,0.4006,-4.9342,66.0,0.7480916030534351,344.47406896638273,7.358554056902102,-44.33206106870229,4.804621934679346,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.1248207092285
781,native_wait_aware_replan,supported_native_episode_loop,-3224.907,11.102,0.4217,-11.945400000000001,66.0,0.7480916030534351,347.7720481941187,5.325237714396081,-44.24045801526717,4.798159294422132,0.0,4971.0,1.0,1.0,0.9820137900379085,1.0,0.6700825137759193,0.5601100183678924,1.0525628427173843,0.0,0.9148431420326233,-4.0,4.0,726.9763252258301
791,native_wait_aware_replan,supported_native_episode_loop,-9332.058,13.522,0.4875,-14.497,66.0,0.7480916030534351,336.9834898769476,5.77669443409575,-44.530534351145036,4.1724540736731415,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2204.432437133789
801,native_wait_aware_replan,supported_native_episode_loop,-20498.446,20.955,0.6869,-22.328799999999998,66.0,0.7480916030534351,333.1309061341613,4.665664711742581,-44.5,4.256786229966639,1.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8616.119348144532
811,native_wait_aware_replan,supported_native_episode_loop,-2678.923,7.686,0.2857,-8.2574,66.0,0.7480916030534351,351.9976217044295,4.184548778720296,-43.9236641221374,5.899434984733239,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.4322654724122
821,native_wait_aware_replan,supported_native_episode_loop,-11050.38,5.864,0.5635,-6.991,66.0,0.7480916030534351,333.2661911437833,4.279024199750071,-44.52290076335878,4.193489408312964,1.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.8439270019535
831,native_wait_aware_replan,supported_native_episode_loop,-17933.715,4.229,0.5204,-5.2698,66.0,0.7480916030534351,336.5850292096611,9.33409880249232,-44.48854961832061,4.347266250253307,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116786.12041015625
