ep,stage,wall_env_s,wall_train_s,avg_wait_min,peak_fleet,headway_cv,ep_reward,ep_cost,ep_steps,n_dispatches,lower_action_mean,lower_action_std,lower_action_min,lower_action_max,lower_reward_mean,lower_reward_std,lower_q_mean,lower_q_std,lower_q_loss,lower_q_mse,lower_ood_loss,lower_cost_q_mean,lower_cost_q_loss,lower_policy_loss,lower_pi_grad_norm,lower_q_grad_norm,lower_alpha,lower_lambda,lower_replay_size,upper_delta_mean,upper_delta_std,upper_delta_min,upper_delta_max,upper_reward_mean,upper_reward_std,upper_q_mean,upper_q_std,upper_q_loss,upper_q_mse,upper_ood_loss,upper_policy_loss,upper_pi_grad_norm,upper_q_grad_norm,upper_alpha,upper_replay_size,hold_fb_mean,hold_fb_std,hold_fb_n_trips,hold_fb_dir0_mean,hold_fb_dir1_mean,hold_penalty_mean,theta_wait,theta_fleet,theta_cv,surprise,belief_window,belief_cp_prob,belief_entropy,w_wait,w_fleet,w_cv,N_fleet,fleet_overshoot
0,Warmup,6.2,0.5,5.62,16,0.6725,-3229.31,1354.05,4970,0,-5.32,44.25,-60.0,60.0,-0.6498,0.3401,-10.864675521850586,2.5863702297210693,56.65703582763672,45.57209777832031,3.046231269836426,-0.09885632246732712,1.7547123432159424,15.961114883422852,81.00273132324219,529.3323364257812,0.1,1.003016471862793,4970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5.320997968218636,44.24744556241501,262,-10.273111503375205,-0.7261201840395118,0.6801855006019747,0.5042962462736261,0.30827084844615554,0.18743290528021833,0.1815,9.63,0.0526,2.995,0.5,0.3,0.2,16,0
30,BiLevel,6.2,0.5,4.01,14,0.4428,-2784.229,1039.99,4970,262,-34.32,16.84,-59.58,59.9,-0.5602,0.3356,-10.436408996582031,1.1242647171020508,33.02949523925781,22.44851303100586,1.171359658241272,0.11653385311365128,0.14483770728111267,12.89928913116455,3.118516683578491,96.59092712402344,0.1,1.0062124729156494,9940,-3.88,49.17,-105.78,109.33,-1.6124,0.5,-0.5600343346595764,0.9854505062103271,13.317352294921875,3.3851478099823,1.3074560165405273,2.541929244995117,1.0930052995681763,54.86958312988281,0.05,262,-34.31757940707402,16.84117817183157,262,-28.087176168592357,-26.847817039803452,0.5939504117122444,0.5089507211333085,0.3083367195579317,0.18271255930875976,0.2712,9.92,0.0527,2.991,0.504,0.308,0.187,11,3
31,BiLevel,6.1,0.4,3.845,15,0.4614,-2877.192,1095.127,4970,262,-48.05,13.82,-60.0,59.65,-0.5789,0.3365,-11.012964248657227,0.9428292512893677,16.06792449951172,5.814462661743164,0.9957788586616516,-0.010366572998464108,0.0686478540301323,12.984167098999023,2.2616493701934814,155.92425537109375,0.1,1.009433388710022,14910,-4.28,50.27,-106.5,100.39,-1.5338,0.5,-1.1696687936782837,0.47190573811531067,10.699748039245605,0.9270311594009399,0.579501211643219,2.121537208557129,1.0175843238830566,22.19603729248047,0.05,524,-48.05324771434548,13.822170112471683,262,-43.79811164705377,-47.235708569852925,0.8099334910606831,0.5095635818866057,0.31195946010060915,0.17847695801278513,0.3594,10.4,0.053,2.977,0.509,0.308,0.183,12,3
32,BiLevel,9.8,0.5,5.023,14,0.4584,-2884.476,1102.452,4972,262,-47.73,15.07,-60.0,59.95,-0.5801,0.337,-11.199810981750488,0.848442554473877,47.88201141357422,37.92408752441406,0.87818443775177,-0.04983588308095932,0.05055198073387146,12.895380020141602,5.293127059936523,140.53208923339844,0.1,1.0126076936721802,19882,-2.0,48.05,-107.97,103.37,-1.0134,0.5,-1.1736565828323364,0.4245532751083374,10.195792198181152,0.5812186002731323,0.45928290486335754,2.0312016010284424,0.6640345454216003,18.716609954833984,0.05,786,-47.725059928046576,15.073467388014421,262,-49.082924064837,-48.176925531186555,0.8087023356175327,0.514493522949574,0.3105995572396764,0.17490691981074974,0.3843,10.87,0.0533,2.954,0.51,0.312,0.178,16,0
9999,BiLevel,5.8,0.0,5.142,13,0.4491,-2562.303,947.768,4970,0,-47.73,8.52,-59.81,59.76,-0.5156,0.3294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0126076936721802,19882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786,0.0,0.0,0,-49.082924064837,-48.176925531186555,0.0,0.520719306523014,0.3068760612991382,0.17240463217784777,0.3728,11.25,0.0537,2.929,0.514,0.311,0.175,10,3
9999,BiLevel,5.8,0.0,5.968,14,0.5449,-2531.663,944.638,4970,0,-47.74,9.63,-59.91,59.82,-0.5094,0.3421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0126076936721802,19882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786,0.0,0.0,0,-49.082924064837,-48.176925531186555,0.0,0.5255680867009327,0.30494200879588873,0.16948990450317852,0.5609,12.09,0.0544,2.855,0.521,0.307,0.172,16,0
