environment,disturbance_mode,arm,upper_constraint_mode,upper_dual_lr,lower_dual_lr,lower_action_router_mode,lower_action_router_alpha,lower_action_router_strength,lower_action_router_training_schedule,lower_action_router_warmup_fraction,lower_action_router_ramp_fraction,upper_hf_penalty_coef,replicate_count,baseline_return_mean,candidate_return_mean,return_difference_mean,return_difference_one_sided_lower,return_difference_one_sided_upper,reward_noninferiority_margin,reward_noninferiority_pass,drift_materiality_floor,responsibility_drift_baseline_mean,responsibility_drift_candidate_mean,responsibility_drift_difference_mean,responsibility_drift_difference_one_sided_upper,responsibility_drift_candidate_one_sided_upper,responsibility_drift_required_reduction,responsibility_drift_baseline_material,responsibility_drift_gate_type,responsibility_drift_pass,responsibility_drift_normalized_slack,raw_lower_drift_baseline_mean,raw_lower_drift_candidate_mean,raw_lower_drift_difference_mean,raw_lower_drift_difference_one_sided_upper,raw_lower_drift_candidate_one_sided_upper,raw_lower_drift_required_reduction,raw_lower_drift_baseline_material,raw_lower_drift_gate_type,raw_lower_drift_pass,raw_lower_drift_normalized_slack,latent_lower_drift_mean,upper_hf_rms,upper_hf_rms_one_sided_upper,upper_hf_budget_pass,effective_lower_action_rms_mean,effective_lower_activity_margin_one_sided_lower,effective_lower_activity_pass,router_clip_rate_mean,router_clip_rate_one_sided_upper,router_clip_pass,reconstruction_rms_max,reconstruction_integrity_pass,minimum_normalized_safety_slack,condition_gate_pass
Walker2d-v5,mixed,router_a004_s010_linear_w000_r025,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,16,283.26239443755736,285.3197449446109,2.0573505070534868,-7.537022171130629,12.047358190393092,5.665247888751147,False,2.5e-05,0.008327109692170457,0.007046071330270217,-0.0012810383619002402,0.00015051763532002854,nan,0.0,True,relative_noninferiority,False,-6.020705412801141,0.04949563275667681,0.0411936757589281,-0.008301956997748714,0.0003673504065560277,nan,0.004949563275667681,True,strict_relative_improvement,False,-1.0742187514526669,0.04917645972948052,0.028475160993029658,0.030066471699843618,True,0.20583826724270193,0.13774809712300623,True,0.0,0.0,True,1.9184854760185686e-08,True,-6.020705412801141,False
Walker2d-v5,ood_chirp,router_a004_s010_linear_w000_r025,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,16,286.49265478016815,288.6599706202273,2.167315840059148,-7.311485064500779,11.904714767670677,5.729853095603363,False,2.5e-05,0.008183013700488427,0.006919566247846591,-0.0012634474526418376,0.00010879069172820025,nan,0.0,True,relative_noninferiority,False,-4.35162766912801,0.050482457361860425,0.04160568085733021,-0.008876776504530212,0.00023901940190533856,nan,0.0050482457361860425,True,strict_relative_improvement,False,-1.0473470219945986,0.04971453805660293,0.027571873916164127,0.02911050391775241,True,0.20666676662002395,0.13761620353578188,True,0.0,0.0,True,1.994407033531004e-08,True,-4.35162766912801,False
HalfCheetah-v5,standard,router_a004_s010_linear_w0125_r0375,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.125,0.375,0.0,16,509.7367386705555,505.8501888848998,-3.886549785655667,-130.7583480114522,124.12585089234466,10.19473477341111,False,2.5e-05,0.0006138516323872195,0.0005220763967105945,-9.177523567662511e-05,-4.275293801336913e-06,nan,0.0,True,relative_noninferiority,True,0.1710117520534765,0.0030927172256426418,0.003015731298126973,-7.698592751566839e-05,0.0012250053502239457,nan,0.0003092717225642642,True,strict_relative_improvement,False,-4.960935516726393,0.0036206370348188656,0.07006999997360082,0.07744501994644708,True,0.34128700216166735,0.24074162140174507,True,0.0,0.0,True,7.984284010071493e-09,True,-11.826066682233174,False
HalfCheetah-v5,low_frequency,router_a004_s010_linear_w0125_r0375,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.125,0.375,0.0,16,352.9624512751068,316.91683570319094,-36.04561557191589,-149.87061542504617,81.00619460363637,7.059249025502136,False,2.5e-05,0.0006341680147088006,0.0006111450843465683,-2.3022930362232293e-05,7.483318637023795e-05,nan,0.0,True,relative_noninferiority,False,-2.993327454809518,0.0037530803756759394,0.003649567512755715,-0.00010351286292022404,0.0014023098768873965,nan,0.000375308037567594,True,strict_relative_improvement,False,-4.7364237813181305,0.00438205956919281,0.06307973500471073,0.06789517406950515,True,0.33945010248243557,0.2392638896968239,True,0.0,0.0,True,8.674233054179047e-09,True,-20.23039078004273,False
HalfCheetah-v5,high_frequency,router_a004_s010_linear_w0125_r0375,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.125,0.375,0.0,16,379.21670318507483,402.1529339375294,22.936230752454478,-64.90827517919824,106.43476406460564,7.584334063701497,False,2.5e-05,0.000674382255616358,0.000611984389950447,-6.239786566591099e-05,2.2197574862837272e-05,nan,0.0,True,relative_noninferiority,False,-0.8879029945134909,0.0032742092663834736,0.00351673826628468,0.00024252899990120585,0.0014183006739246797,nan,0.00032742092663834736,True,strict_relative_improvement,False,-5.331734958075123,0.004214120593285985,0.06992063260953123,0.07516784398669113,True,0.34211477730009454,0.24287619933324783,True,0.0,0.0,True,8.08416765581271e-09,True,-7.558203612080884,False
HalfCheetah-v5,mixed,router_a004_s010_linear_w0125_r0375,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.125,0.375,0.0,16,292.0489489141506,302.33146788730977,10.28251897315917,-63.59837284951331,82.82525630096906,5.840978978283013,False,2.5e-05,0.0007180838157744653,0.0006661329574017422,-5.195085837272315e-05,3.9912914852403435e-05,nan,0.0,True,relative_noninferiority,False,-1.5965165940961372,0.003556775363032783,0.004234549618437457,0.0006777742554046741,0.00210101787747965,nan,0.0003556775363032783,True,strict_relative_improvement,False,-6.907086231299575,0.005089607191894906,0.06494547304547824,0.06969514889077862,True,0.3442436832225804,0.24511107279811334,True,0.0,0.0,True,8.79735918989994e-09,True,-9.888307094748079,False
HalfCheetah-v5,ood_chirp,router_a004_s010_linear_w0125_r0375,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.125,0.375,0.0,16,360.9898096602302,343.9055455807319,-17.084264079498325,-108.72210657468136,75.0387990640072,7.219796193204604,False,2.5e-05,0.0006805179729159551,0.0006294153482261477,-5.110262468980734e-05,4.165689970228575e-05,nan,0.0,True,relative_noninferiority,False,-1.66627598809143,0.0037586443650328926,0.004091739785448963,0.0003330954204160701,0.0018009686851280517,nan,0.0003758644365032893,True,strict_relative_improvement,False,-5.791537879674579,0.004923104600122278,0.06514614763364782,0.07110651861707346,True,0.34046075274166887,0.2407145153279506,True,0.0,0.0,True,8.435660452868926e-09,True,-14.058888598131409,False
Hopper-v5,standard,router_a004_s010_linear_w0125_r0375,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.125,0.375,0.0,16,194.86911089068286,197.63952486123065,2.7704139705478052,-21.13676203734306,26.32565854668527,3.8973822178136572,False,2.5e-05,0.03998106919289868,0.04126864631893598,0.0012875771260372954,0.00788525323687187,nan,0.0,True,relative_noninferiority,False,-315.41012947487474,0.08334280965944099,0.08549344368279899,0.002150634023357986,0.019795966181226792,nan,0.0083342809659441,True,strict_relative_improvement,False,-3.375245838497397,0.09595411455300958,0.08934863427094704,0.0991354383975419,True,0.31848187838734004,0.2131780634658659,True,0.0,0.0,True,1.6739150047423512e-08,True,-315.41012947487474,False
Hopper-v5,low_frequency,router_a004_s010_linear_w0125_r0375,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.125,0.375,0.0,16,193.4918246592992,196.96518542830222,3.4733607690030155,-18.41770198382074,25.234399728870837,3.869836493185984,False,2.5e-05,0.04199970991125456,0.04299886810634314,0.0009991581950885772,0.007506016260836925,nan,0.0,True,relative_noninferiority,False,-300.24065043347696,0.08637472550070993,0.08712009716506805,0.0007453716643581378,0.018262161835720405,nan,0.008637472550070994,True,strict_relative_improvement,False,-3.1142946307331885,0.09756830218493262,0.10785963932847925,0.11778098241512834,False,0.32667429178941254,0.22105667605628554,True,0.0,0.0,True,1.8256154845248842e-08,True,-300.24065043347696,False
Hopper-v5,high_frequency,router_a004_s010_linear_w0125_r0375,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.125,0.375,0.0,16,196.98015089934,198.8690523842784,1.8889014849383923,-22.77236402141166,26.464031724440737,3.9396030179868,False,2.5e-05,0.0405744352693298,0.041499722609890474,0.000925287340560672,0.007556027984837724,nan,0.0,True,relative_noninferiority,False,-302.24111939350894,0.08388153597168166,0.0859401012215441,0.002058565249862426,0.01991853424240371,nan,0.008388153597168166,True,strict_relative_improvement,False,-3.3746029458888533,0.09648122582181393,0.09145847443016458,0.10094607800684767,False,0.32197210636851803,0.21611783186728664,True,0.0,0.0,True,1.7231663773122543e-08,True,-302.24111939350894,False
Hopper-v5,mixed,router_a004_s010_linear_w0125_r0375,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.125,0.375,0.0,16,194.28366377533285,196.92590514111714,2.6422413657842565,-19.178012725238485,24.193482443978095,3.885673275506657,False,2.5e-05,0.04233195615723566,0.04319098050633615,0.0008590243491004893,0.007191163208143936,nan,0.0,True,relative_noninferiority,False,-287.6465283257574,0.08647481085109888,0.08733217989636381,0.0008573690452649257,0.018119787985620143,nan,0.008647481085109888,True,strict_relative_improvement,False,-3.0953833616150526,0.09780263537829562,0.10759881202481697,0.11777788561387052,False,0.32926767313288485,0.22214598967158994,True,0.0,0.0,True,1.7371993286102285e-08,True,-287.6465283257574,False
Hopper-v5,ood_chirp,router_a004_s010_linear_w0125_r0375,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.125,0.375,0.0,16,196.61844031657103,198.1955104733691,1.5770701567981025,-22.14000843996806,25.193052810949425,3.9323688063314206,False,2.5e-05,0.04135646659525822,0.04168449635883151,0.00032802976357329105,0.006372852642630852,nan,0.0,True,relative_noninferiority,False,-254.91410570523408,0.08392427003793948,0.08532642018774687,0.0014021501498073952,0.019022640511337764,nan,0.008392427003793949,True,strict_relative_improvement,False,-3.266643546942766,0.0956815706609968,0.10493639131678383,0.1145823829144052,False,0.32137912576783434,0.2174186991139774,True,0.0,0.0,True,1.7310011552156076e-08,True,-254.91410570523408,False
