ep,stage,wall_env_s,wall_train_s,avg_wait_min,peak_fleet,headway_cv,ep_reward,ep_cost,ep_steps,n_dispatches,lower_action_mean,lower_action_std,lower_action_min,lower_action_max,lower_reward_mean,lower_reward_std,lower_q_mean,lower_q_std,lower_q_loss,lower_q_mse,lower_ood_loss,lower_cost_q_mean,lower_cost_q_loss,lower_policy_loss,lower_pi_grad_norm,lower_q_grad_norm,lower_alpha,lower_lambda,lower_replay_size,upper_delta_mean,upper_delta_std,upper_delta_min,upper_delta_max,upper_reward_mean,upper_reward_std,upper_q_mean,upper_q_std,upper_q_loss,upper_q_mse,upper_ood_loss,upper_policy_loss,upper_pi_grad_norm,upper_q_grad_norm,upper_alpha,upper_replay_size,hold_fb_mean,hold_fb_std,hold_fb_n_trips,hold_fb_dir0_mean,hold_fb_dir1_mean,hold_penalty_mean,theta_wait,theta_fleet,theta_cv
0,Warmup,9.0,0.7,22.595,12,0.4544,-5525.249,3720.012,4971,0,32.57,35.18,-60.0,60.0,-1.1115,0.2849,-20.58085823059082,178.18502807617188,153787.34375,153774.625,178.89028930664062,-49.852783203125,17207.443359375,325.8580322265625,109.9217529296875,227677.015625,0.3,1.030240774154663,4971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32.57472758994609,35.18426061492114,262,40.34781207626027,37.01288115899814,0.7412500475314638,0.589966517000551,0.24380419354242397,0.16622928945702492
30,BiLevel,7.1,0.7,23.829,12,0.4557,-4504.116,3110.927,4142,262,25.4,38.64,-60.0,60.0,-1.0874,0.3109,-28.944448471069336,283.485595703125,105528.1875,105514.3984375,286.62677001953125,-76.46156311035156,9159.732421875,514.8041381835938,269.504638671875,529676.3125,0.3,1.066763162612915,9113,7.12,50.63,-98.14,104.95,-0.0024,0.0256,-0.32794857025146484,1.535876750946045,16.705068588256836,6.842733860015869,1.5938678979873657,3.453178644180298,4.030528545379639,24.531435012817383,0.3,262,25.401281937250786,38.64012708569865,226,14.717485084659174,15.487145905745658,0.7008700738102597,0.6378821788879112,0.213947355487753,0.14817046562433564
