seed,variant,status,ep_reward,avg_wait_min,headway_cv,score,upper_plan_decisions,upper_plan_reuse_ratio,upper_plan_target_mean,upper_plan_target_std,terminal_launch_shift_mean,terminal_launch_shift_std,freq_promotion_strength,shared_ppo_lower_samples,shared_ppo_gate_evaluations,shared_ppo_gate_replans,shared_ppo_gate_value_mean,shared_ppo_wait_replan_count,shared_ppo_wait_replan_pressure_mean,shared_ppo_wait_replan_shift_pressure_mean,shared_ppo_wait_replan_gap_ratio_mean,shared_ppo_wait_replan_same_hold_mean,shared_ppo_wait_replan_same_wait_mean,shared_ppo_wait_replan_shift_mean_s,shared_ppo_wait_replan_shift_abs_mean_s,shared_ppo_wait_replan_actor_base_used_mean,shared_ppo_wait_replan_base_delta_abs_mean_s,shared_ppo_wait_replan_final_delta_abs_mean_s,shared_ppo_loss
1281,native_promotion_replan,supported_native_episode_loop,-14728.604,4.492,0.4911,-5.4742,109.0,0.583969465648855,339.8760489819614,6.33210435815612,-44.49236641221374,4.270207788008094,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22577.967724609374
1291,native_promotion_replan,supported_native_episode_loop,-19316.711,23.76,0.4744,-24.7088,136.0,0.48091603053435117,350.16021807082376,9.189848495799206,-42.69465648854962,5.98521477261813,0.07692307692307698,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35055.65483398437
1301,native_promotion_replan,supported_native_episode_loop,-11238.12,6.669,0.3147,-7.298399999999999,141.0,0.4618320610687023,341.16366316705336,5.949125321763299,-44.52671755725191,4.177051526445086,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7095.996923828125
1311,native_promotion_replan,supported_native_episode_loop,-18484.604,4.191,0.6401,-5.4712,101.0,0.6145038167938931,323.5162819447408,5.3991262595884155,-44.49618320610687,4.296943784842856,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4191.847576904297
1321,native_promotion_replan,supported_native_episode_loop,-18932.174,4.962,0.6127,-6.1874,123.0,0.5305343511450382,334.98176386823485,11.809178710842838,-44.49618320610687,4.278249705964836,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3259.1223083496093
1331,native_promotion_replan,supported_native_episode_loop,-3089.843,4.3,0.4504,-5.2008,74.0,0.7175572519083969,340.51638622611534,3.9436597683942547,-44.43893129770992,4.456114634578129,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5837.001425170898
1341,native_promotion_replan,supported_native_episode_loop,-17085.129,7.151,0.4039,-7.9588,95.0,0.6374045801526718,336.71618339263154,8.23766401024921,-44.51526717557252,4.225259796564532,0.0,4972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6010.640197753906
1351,native_promotion_replan,supported_native_episode_loop,-20829.849,41.61,0.6679,-42.9458,112.0,0.5725190839694656,334.92722918690004,4.849950483869373,-44.41984732824427,4.5263506667480735,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51883.2876953125
1361,native_promotion_replan,supported_native_episode_loop,-4868.978,4.778,0.2982,-5.3744,115.0,0.5610687022900763,343.7337716275499,4.54466806442132,-44.41984732824427,4.5229764544186715,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82405.22299804687
1371,native_promotion_replan,supported_native_episode_loop,-12479.238,6.109,0.6507,-7.4104,145.0,0.44656488549618323,348.31373902517765,5.322459771081584,-43.958015267175576,5.441057572863689,1.0,4969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9254.957287597656
1381,native_promotion_replan,supported_native_episode_loop,-18174.538,5.222,0.6117,-6.4454,136.0,0.48091603053435117,340.35241009059143,10.990244581370108,-44.229007633587784,4.820542691402743,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8353.88882446289
1391,native_promotion_replan,supported_native_episode_loop,-2920.864,5.165,0.4682,-6.1014,97.0,0.6297709923664122,344.11986868196465,5.214529421617702,-43.38549618320611,7.222754778189781,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7931.963156127929
1401,native_promotion_replan,supported_native_episode_loop,-2785.493,4.617,0.4471,-5.5112,147.0,0.4389312977099237,338.5071946963099,5.4956562347086875,-44.412213740458014,4.552275211712267,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.5175253868103
1411,native_promotion_replan,supported_native_episode_loop,-9410.429,18.65,0.3267,-19.3034,113.0,0.5687022900763359,340.25238632382326,6.528304426276622,-44.24809160305343,4.855497413926512,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32844.73203125
1421,native_promotion_replan,supported_native_episode_loop,-20216.71,9.644,0.47,-10.584,101.0,0.6145038167938931,338.5901830183906,7.157609389765592,-44.56106870229008,4.058975024213428,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97889.4166015625
1431,native_promotion_replan,supported_native_episode_loop,-2802.199,3.616,0.4195,-4.455,168.0,0.35877862595419846,341.2214273734715,6.644490493326596,-44.343511450381676,4.746667762261092,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27307.391650390626
1441,native_promotion_replan,supported_native_episode_loop,-4290.197,4.957,0.6239,-6.2048,179.0,0.31679389312977096,343.0185379366194,14.538113536803609,-44.25954198473283,4.610952421460247,0.3846153846153846,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.9709175109863
1451,native_promotion_replan,supported_native_episode_loop,-12537.922,6.28,0.5982,-7.4764,150.0,0.42748091603053434,345.4955978353515,4.9347489297603815,-44.2442748091603,4.985615343361421,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8893.404339599609
1461,native_promotion_replan,supported_native_episode_loop,-3082.811,4.086,0.5369,-5.159800000000001,186.0,0.2900763358778626,345.2532073938759,4.645643752491104,-44.19465648854962,5.276721353338503,0.23076923076923078,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12704.285382080077
1471,native_promotion_replan,supported_native_episode_loop,-18895.672,5.855,0.4686,-6.7922,190.0,0.2748091603053435,348.4495315149204,9.150129830247824,-43.3587786259542,6.527766533265845,1.0,4972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25604.23093261719
1481,native_promotion_replan,supported_native_episode_loop,-18024.32,14.867,0.4736,-15.814200000000001,99.0,0.6221374045801527,340.1934820403883,4.906910517878654,-44.33206106870229,4.77274013788217,0.5384615384615384,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25417.206213378908
1491,native_promotion_replan,supported_native_episode_loop,-3111.418,5.132,0.5507,-6.2334,130.0,0.5038167938931297,328.71678430251495,5.792774274975069,-44.49618320610687,4.264846624416206,0.6923076923076924,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2667.685562133789
1501,native_promotion_replan,supported_native_episode_loop,-15833.99,6.164,0.6791,-7.5222,142.0,0.4580152671755725,341.37198346137393,8.053370145243983,-44.01908396946565,5.092617235363976,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5625.997344970703
1511,native_promotion_replan,supported_native_episode_loop,-18864.057,4.038,0.7335,-5.505000000000001,113.0,0.5687022900763359,348.82464408605404,7.728622230805818,-43.83969465648855,5.782728685646899,0.8461538461538461,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58103.13237304687
1521,native_promotion_replan,supported_native_episode_loop,-4623.277,3.988,0.6249,-5.2378,130.0,0.5038167938931297,333.80539428385464,5.773786010743279,-44.52671755725191,4.190735409372813,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075.1162109375
1531,native_promotion_replan,supported_native_episode_loop,-16925.368,5.208,0.5508,-6.3096,100.0,0.6183206106870229,331.85869440692676,6.994462442465328,-44.32824427480916,4.7702045151022965,0.5384615384615384,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2949.2168029785157
1541,native_promotion_replan,supported_native_episode_loop,-2711.971,7.389,0.5822,-8.5534,115.0,0.5610687022900763,342.35717030627126,6.0525989038008765,-44.286259541984734,4.835275331942472,0.804061328617184,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.2368087768555
1551,native_promotion_replan,supported_native_episode_loop,-13712.2,5.84,0.7001,-7.2402,99.0,0.6221374045801527,349.5568534285513,3.958987873879887,-44.29389312977099,4.865508073470462,1.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8284.2306640625
1561,native_promotion_replan,supported_native_episode_loop,-11062.614,10.297,0.746,-11.789000000000001,109.0,0.583969465648855,337.5409717568308,6.239141430664725,-44.48091603053435,4.330525672017493,0.6923076923076924,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31665.15524902344
1571,native_promotion_replan,supported_native_episode_loop,-2863.604,4.467,0.4233,-5.313599999999999,172.0,0.3435114503816794,338.3079835183141,4.777871297083456,-44.24045801526717,5.110179612115861,0.07692307692307698,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3979.630439758301
1581,native_promotion_replan,supported_native_episode_loop,-10993.041,7.097,0.7421,-8.5812,107.0,0.5916030534351145,336.0234758595474,4.266621877962543,-44.396946564885496,4.58537234382289,1.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15589.252319335938
1591,native_promotion_replan,supported_native_episode_loop,-2741.499,4.137,0.549,-5.234999999999999,166.0,0.366412213740458,335.2514481189597,9.164537326959765,-44.17175572519084,5.032440938841234,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.13811073303225
1601,native_promotion_replan,supported_native_episode_loop,-2612.848,8.125,0.3676,-8.8602,131.0,0.5,342.4016394055034,7.379065987760761,-44.33587786259542,4.866320909186869,0.6923076923076924,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.3043769836426
1611,native_promotion_replan,supported_native_episode_loop,-3046.87,4.276,0.5121,-5.3002,125.0,0.5229007633587787,343.2743499948285,8.0329733924047,-44.33969465648855,4.736881110483663,0.8461538461538461,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62065.27888183594
1621,native_promotion_replan,supported_native_episode_loop,-18729.858,6.065,0.5437,-7.1524,123.0,0.5305343511450382,339.01913972654336,6.400952025818489,-43.50381679389313,5.686966545138058,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4509.06845703125
1631,native_promotion_replan,supported_native_episode_loop,-19510.899,8.993,0.5741,-10.141200000000001,160.0,0.3893129770992366,334.96099690742244,10.40652186006104,-44.42748091603053,4.504502470770527,0.0,4969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15742.560607910156
1641,native_promotion_replan,supported_native_episode_loop,-18842.672,6.105,0.5763,-7.2576,105.0,0.5992366412213741,340.60171016129374,4.680251354400029,-44.099236641221374,5.328670776254699,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3206.007977294922
1651,native_promotion_replan,supported_native_episode_loop,-20453.669,51.44,0.2807,-52.0014,88.0,0.6641221374045801,341.1745359074372,4.0274222103673045,-44.42748091603053,4.50195976723682,0.21105247796427595,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78448.33623046875
1661,native_promotion_replan,supported_native_episode_loop,-2764.791,5.403,0.4898,-6.3826,114.0,0.5648854961832062,342.0569586315417,7.3300932200891795,-44.01526717557252,5.734567385300841,0.2752396983769181,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19723.466796875
1671,native_promotion_replan,supported_native_episode_loop,-11111.349,4.427,0.5755,-5.577999999999999,121.0,0.5381679389312977,339.2379755902609,6.820114569713615,-44.35114503816794,4.71706931936523,0.6923076923076924,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25407.9455078125
1681,native_promotion_replan,supported_native_episode_loop,-3123.308,4.788,0.4708,-5.7296000000000005,100.0,0.6183206106870229,343.9005988525108,10.888933857465018,-42.19465648854962,7.404112875788681,0.8461538461538461,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.064112854004
