seed,variant,status,ep_reward,avg_wait_min,headway_cv,score,upper_plan_decisions,upper_plan_reuse_ratio,upper_plan_target_mean,upper_plan_target_std,terminal_launch_shift_mean,terminal_launch_shift_std,freq_promotion_strength,shared_ppo_lower_samples,shared_ppo_gate_evaluations,shared_ppo_gate_replans,shared_ppo_gate_value_mean,shared_ppo_wait_replan_count,shared_ppo_wait_replan_pressure_mean,shared_ppo_wait_replan_shift_pressure_mean,shared_ppo_wait_replan_gap_ratio_mean,shared_ppo_wait_replan_same_hold_mean,shared_ppo_wait_replan_same_wait_mean,shared_ppo_wait_replan_shift_mean_s,shared_ppo_wait_replan_shift_abs_mean_s,shared_ppo_wait_replan_actor_base_used_mean,shared_ppo_wait_replan_base_delta_abs_mean_s,shared_ppo_wait_replan_final_delta_abs_mean_s,shared_ppo_loss
301,interval_only,supported_native_episode_loop,-3065.801,6.321,0.5195,-7.359999999999999,66.0,0.7480916030534351,347.15645218005847,12.910316577262098,-34.43893129770992,14.88563564232969,0.5384615384615384,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3258.271447753906
311,interval_only,supported_native_episode_loop,-13102.942,5.543,0.5485,-6.640000000000001,66.0,0.7480916030534351,346.57637223299525,10.808482379968723,-39.603053435114504,15.582177815879726,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80882.96618652344
321,interval_only,supported_native_episode_loop,-2834.073,4.792,0.5859,-5.9638,66.0,0.7480916030534351,331.0907001039151,4.650877108475851,-44.50381679389313,4.277357473815105,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47475.86353759766
331,interval_only,supported_native_episode_loop,-3807.758,5.667,0.4203,-6.5076,66.0,0.7480916030534351,343.89845231977733,6.764156573471823,-44.19083969465649,5.139451516488187,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.1403221130371
341,interval_only,supported_native_episode_loop,-17455.41,14.918,0.5155,-15.949,66.0,0.7480916030534351,329.24539121986953,4.910453725115944,-44.538167938931295,4.160482172865041,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15822.397619628906
351,interval_only,supported_native_episode_loop,-16912.506,5.247,0.4707,-6.1884,66.0,0.7480916030534351,340.43839673641077,6.003167162696262,-44.30534351145038,4.750079356140639,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4205.492901611328
361,interval_only,supported_native_episode_loop,-3024.825,5.679,0.3388,-6.3566,66.0,0.7480916030534351,334.68928714320253,4.60989385336234,-44.469465648854964,4.372561796136647,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882.7835144042969
371,interval_only,supported_native_episode_loop,-2620.089,8.455,0.3905,-9.236,66.0,0.7480916030534351,345.5290591322815,6.10818796500646,-44.25190839694657,4.982172050697761,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4697.726427459716
381,interval_only,supported_native_episode_loop,-19745.804,30.258,0.605,-31.468,66.0,0.7480916030534351,343.4254576376073,8.471993995773094,-44.26335877862596,4.6744507144652765,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103340.421484375
391,interval_only,supported_native_episode_loop,-14607.586,5.777,0.6161,-7.0092,66.0,0.7480916030534351,337.1279697521725,11.709158045000505,-43.95038167938932,5.318968993332332,0.8461538461538461,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1362.102310180664
401,interval_only,supported_native_episode_loop,-2754.551,5.077,0.3706,-5.8182,66.0,0.7480916030534351,345.6708123907068,5.325494002055849,-44.23664122137404,4.64352468961172,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47096.281909179685
411,interval_only,supported_native_episode_loop,-20649.724,16.569,0.5165,-17.602,66.0,0.7480916030534351,338.2202395198,8.440823688818112,-44.47709923664122,4.3682418229466045,0.23076923076923078,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52974.818603515625
421,interval_only,supported_native_episode_loop,-2844.59,4.172,0.5253,-5.2226,66.0,0.7480916030534351,342.3742865893677,7.903812660658103,-44.274809160305345,4.851305695203409,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2489.655642700195
431,interval_only,supported_native_episode_loop,-9106.576,5.04,0.4311,-5.9022,66.0,0.7480916030534351,339.5258826712843,9.699268743482872,-44.50381679389313,4.240614325727498,1.0,4972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19080.38410644531
441,interval_only,supported_native_episode_loop,-19724.943,40.103,0.2776,-40.6582,66.0,0.7480916030534351,343.4237148128393,9.03064989669402,-44.36259541984733,4.662892917817485,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47359.596435546875
451,interval_only,supported_native_episode_loop,-2704.577,4.44,0.4856,-5.4112,66.0,0.7480916030534351,346.8749451432709,4.364217517095395,-44.19465648854962,5.25570301624597,1.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32336.160388183594
461,interval_only,supported_native_episode_loop,-19093.921,6.143,0.3428,-6.8286,66.0,0.7480916030534351,350.0373791874972,6.445714676179932,-44.416030534351144,4.493274308823671,0.5384615384615384,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13859.344262695313
471,interval_only,supported_native_episode_loop,-19841.365,9.301,0.4813,-10.2636,66.0,0.7480916030534351,337.764455010175,6.946568033790847,-44.270992366412216,4.901222601012377,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3346.537322998047
481,interval_only,supported_native_episode_loop,-3102.591,5.214,0.4491,-6.1122000000000005,66.0,0.7480916030534351,341.16953292031025,6.919706041153595,-44.20992366412214,4.915877919493491,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11339.796096801758
491,interval_only,supported_native_episode_loop,-14474.477,5.186,0.57,-6.326,66.0,0.7480916030534351,338.0536445509538,5.363466777280714,-44.267175572519086,4.979843995657164,0.6923076923076924,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4692.1067565917965
501,interval_only,supported_native_episode_loop,-3119.134,4.7,0.4577,-5.6154,66.0,0.7480916030534351,332.93125294656244,10.022646769835905,-44.35496183206107,4.7566701057279985,0.3846153846153846,4972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23773.35789794922
