seed,scenario,total_reward,reward_mean,wait_proxy,headway_cv,hold_mean,promotion_count,leakage_penalty,UpperHFPower,LowerLFDrift
101,persistent_shift,-1074.7313791218207,-4.4780474130075865,4.204746744301912,0.08102132620986095,7.559172519023121,0,1.0003483611513206,0.00034839658991763335,0.999999964561403
131,persistent_shift,-1066.8042626389922,-4.445017760995801,4.2027807256825644,0.07066678174571445,7.559172519023121,0,1.0003140910072663,0.0003141264458632244,0.999999964561403
151,persistent_shift,-1068.448624311502,-4.451869267964592,4.206100393020238,0.07184406162275382,7.559172519023121,0,1.0003506186326174,0.0003506540712144477,0.999999964561403
181,persistent_shift,-1072.4217042778625,-4.468423767824428,4.202274507333565,0.07863752347159027,7.559172519023121,0,1.0002627819616974,0.0002628174002943261,0.999999964561403
211,persistent_shift,-1069.7437818124965,-4.457265757552069,4.201537802821237,0.07516375488491284,7.559172519023121,0,1.0002979596777795,0.00029799511637648013,0.999999964561403
