seed,scenario,total_return,sharpe,max_drawdown,turnover,promotion_count
31415,persistent_shift,0.2367782012703208,16.308868500345206,0.011800060483724506,6.238237471636616,38
27182,persistent_shift,0.23286275400158196,15.223458814878786,0.011084755725984441,6.647196041073949,54
16180,persistent_shift,0.24411013020420191,14.977076790407942,0.01820956934784279,6.127371237402973,58
11235,persistent_shift,0.25154252931741494,15.996334927289938,0.015225277035148643,6.410837114959268,0
4242,persistent_shift,0.27814536510338517,17.067204560142223,0.012534210260362277,6.6300644345079975,0
