Date,Close
2016-05-31,102.80162811279297
2016-06-01,102.81094360351562
2016-06-02,103.02523803710938
2016-06-03,102.54077911376953
2016-06-06,102.91343688964844
2016-06-07,102.6525650024414
2016-06-08,102.82959747314453
2016-06-09,102.66187286376953
2016-06-10,101.49728393554688
2016-06-13,100.64946746826172
2016-06-14,100.64946746826172
2016-06-15,100.36063385009766
2016-06-16,100.65877532958984
2016-06-17,99.47892761230469
2016-06-20,100.10482025146484
2016-06-21,100.42240905761719
2016-06-22,100.17955780029297
2016-06-23,101.60881042480469
2016-06-24,97.42373657226562
2016-06-27,95.49003601074219
2016-06-28,97.58257293701172
2016-06-29,99.31077575683594
2016-06-30,100.45978546142578
2016-07-01,100.96421813964844
2016-07-05,100.3476791381836
2016-07-06,101.16973876953125
2016-07-07,101.46868896484375
2016-07-08,103.03809356689453
2016-07-11,103.62661743164062
2016-07-12,104.14972686767578
2016-07-13,103.89749145507812
2016-07-14,104.60748291015625
2016-07-15,104.43933868408203
2016-07-18,105.130615234375
2016-07-19,104.74761199951172
2016-07-20,105.97135162353516
2016-07-21,105.72845458984375
2016-07-22,106.16748809814453
2016-07-25,106.1768569946289
2016-07-26,106.29828643798828
2016-07-27,107.03628540039062
2016-07-28,107.40994262695312
2016-07-29,107.64350891113281
2016-08-01,108.21332550048828
2016-08-02,107.39126586914062
2016-08-03,107.74624633789062
2016-08-04,108.05451202392578
2016-08-05,109.0914535522461
2016-08-08,108.97000122070312
2016-08-09,109.22220611572266
2016-08-10,108.94198608398438
2016-08-11,109.40908813476562
2016-08-12,109.48379516601562
2016-08-15,109.9509048461914
2016-08-16,109.34368896484375
2016-08-17,109.53984069824219
2016-08-18,109.56787109375
2016-08-19,109.53984069824219
2016-08-22,109.6239013671875
2016-08-23,109.82010650634766
2016-08-24,109.11015319824219
2016-08-25,108.93263244628906
2016-08-26,109.0914535522461
2016-08-29,109.24090576171875
2016-08-30,108.88593292236328
2016-08-31,108.77385711669922
2016-09-01,109.05408477783203
2016-09-02,109.40908813476562
2016-09-06,110.09098815917969
2016-09-07,110.15637969970703
2016-09-08,109.51183319091797
2016-09-09,106.75603485107422
2016-09-12,108.67107391357422
2016-09-13,107.69952392578125
2016-09-14,108.21332550048828
2016-09-15,109.89484405517578
2016-09-16,109.84237670898438
2016-09-19,109.36477661132812
2016-09-20,109.5707778930664
2016-09-21,110.64779663085938
2016-09-22,111.52806854248047
2016-09-23,110.81635284423828
2016-09-26,109.88919830322266
2016-09-27,110.97554016113281
2016-09-28,111.16284942626953
2016-09-29,110.35746765136719
2016-09-30,111.18158721923828
2016-10-03,111.02239227294922
2016-10-04,110.85379028320312
2016-10-05,111.24713897705078
2016-10-06,111.19095611572266
2016-10-07,110.94746398925781
2016-10-10,111.64982604980469
2016-10-11,110.05776977539062
2016-10-12,109.9641342163086
2016-10-13,109.5707778930664
2016-10-14,109.701904296875
2016-10-17,109.40223693847656
2016-10-18,110.37616729736328
2016-10-19,110.36681365966797
2016-10-20,110.2357177734375
2016-10-21,110.64779663085938
2016-10-24,111.97760772705078
2016-10-25,111.6217269897461
2016-10-26,110.8631591796875
2016-10-27,110.35746765136719
2016-10-28,109.66445922851562
2016-10-31,109.56139373779297
2016-11-01,108.73728942871094
2016-11-02,107.86638641357422
2016-11-03,106.8081283569336
2016-11-04,106.43347930908203
2016-11-07,108.96205139160156
2016-11-08,109.6738052368164
2016-11-09,110.17951965332031
2016-11-10,108.40016174316406
2016-11-11,108.44700622558594
2016-11-14,107.35130310058594
2016-11-15,108.84033203125
2016-11-16,109.48651885986328
2016-11-17,110.28250885009766
2016-11-18,109.8704833984375
2016-11-21,111.01302337646484
2016-11-22,111.35016632080078
2016-11-23,110.90061950683594
2016-11-25,111.25650024414062
2016-11-28,111.00364685058594
2016-11-29,111.38761138916016
2016-11-30,110.03903198242188
2016-12-01,108.13794708251953
2016-12-02,108.35332489013672
2016-12-05,109.19618225097656
2016-12-06,109.45841979980469
2016-12-07,110.84443664550781
2016-12-08,111.0411148071289
2016-12-09,111.91205596923828
2016-12-12,111.4063491821289
2016-12-13,112.81109619140625
2016-12-14,112.57699584960938
2016-12-15,112.7549057006836
2016-12-16,112.3369369506836
2016-12-19,112.79716491699219
2016-12-20,113.22925567626953
2016-12-21,113.14470672607422
2016-12-22,112.82534790039062
2016-12-23,112.90048217773438
2016-12-27,113.48284912109375
2016-12-28,112.59993743896484
2016-12-29,112.44026184082031
2016-12-30,111.2849349975586
2017-01-03,112.28059387207031
2017-01-04,112.8910903930664
2017-01-05,113.5298080444336
2017-01-06,114.52545166015625
2017-01-09,114.90115356445312
2017-01-10,115.15473937988281
2017-01-11,115.4646987915039
2017-01-12,115.2862548828125
2017-01-13,115.68074798583984
2017-01-17,115.33321380615234
2017-01-18,115.56803894042969
2017-01-19,115.51168060302734
2017-01-20,115.76526641845703
2017-01-23,115.85919952392578
2017-01-24,116.63880920410156
2017-01-25,117.81287384033203
2017-01-26,117.93498992919922
2017-01-27,118.16039276123047
2017-01-30,117.23995208740234
2017-01-31,117.00511169433594
2017-02-01,117.81287384033203
2017-02-02,117.7095718383789
2017-02-03,118.0477066040039
2017-02-06,118.18859100341797
2017-02-07,118.62068939208984
2017-02-08,118.81788635253906
2017-02-09,119.2499771118164
2017-02-10,119.64447784423828
2017-02-13,120.32071685791016
2017-02-14,120.72463989257812
2017-02-15,121.43846893310547
2017-02-16,121.40089416503906
2017-02-17,121.9269027709961
2017-02-21,122.5280532836914
2017-02-22,122.57500457763672
2017-02-23,122.11473846435547
2017-02-24,122.34956359863281
2017-02-27,122.4998550415039
2017-02-28,122.12415313720703
2017-03-01,123.45791625976562
2017-03-02,122.83795928955078
2017-03-03,123.06340789794922
2017-03-06,122.79102325439453
2017-03-07,122.58439636230469
2017-03-08,122.80042266845703
2017-03-09,122.89431762695312
2017-03-10,123.41095733642578
2017-03-13,123.61759948730469
2017-03-14,123.31700134277344
2017-03-15,124.07783508300781
2017-03-16,123.99331665039062
2017-03-17,123.94999694824219
2017-03-20,124.06294250488281
2017-03-21,122.18051147460938
2017-03-22,123.00880432128906
2017-03-23,122.69816589355469
2017-03-24,122.95230102539062
2017-03-27,123.14993286132812
2017-03-28,123.9029541015625
2017-03-29,124.4770736694336
2017-03-30,124.68414306640625
2017-03-31,124.59944152832031
2017-04-03,124.5241470336914
2017-04-04,124.72179412841797
2017-04-05,124.2135238647461
2017-04-06,124.2794418334961
2017-04-07,124.2135238647461
2017-04-10,124.2605972290039
2017-04-11,123.72415161132812
2017-04-12,123.2252426147461
2017-04-13,122.73584747314453
2017-04-17,123.75234985351562
2017-04-18,123.56410217285156
2017-04-19,123.76178741455078
2017-04-20,124.79708099365234
2017-04-21,124.76891326904297
2017-04-24,126.27487182617188
2017-04-25,127.18785095214844
2017-04-26,127.00894927978516
2017-04-27,127.7713851928711
2017-04-28,127.99726867675781
2017-05-01,129.1361541748047
2017-05-02,129.3526153564453
2017-05-03,128.9384765625
2017-05-04,128.98558044433594
2017-05-05,129.4561309814453
2017-05-08,129.73855590820312
2017-05-09,130.1903533935547
2017-05-10,130.26560974121094
2017-05-11,130.16207885742188
2017-05-12,130.4539031982422
2017-05-15,130.86801147460938
2017-05-16,131.41395568847656
2017-05-17,128.0725555419922
2017-05-18,129.192626953125
2017-05-19,129.73855590820312
2017-05-22,130.83038330078125
2017-05-23,130.9621124267578
2017-05-24,131.5644989013672
2017-05-25,132.68455505371094
2017-05-26,132.91990661621094
2017-05-30,133.0328826904297
2017-05-31,132.98577880859375
2017-06-01,133.50341796875
2017-06-02,135.0281982421875
2017-06-05,134.99996948242188
2017-06-06,134.46347045898438
2017-06-07,134.9906005859375
2017-06-08,135.13177490234375
2017-06-09,131.7527618408203
2017-06-12,131.046875
2017-06-13,132.1104278564453
2017-06-14,131.53627014160156
2017-06-15,130.9527587890625
2017-06-16,130.38453674316406
2017-06-19,132.56471252441406
2017-06-20,131.52650451660156
2017-06-21,132.82896423339844
2017-06-22,132.79124450683594
2017-06-23,133.30087280273438
2017-06-26,132.67796325683594
2017-06-27,130.27130126953125
2017-06-28,132.14942932128906
2017-06-29,129.85604858398438
2017-06-30,129.90321350097656
2017-07-03,128.53472900390625
2017-07-05,129.79937744140625
2017-07-06,128.62908935546875
2017-07-07,130.01646423339844
2017-07-10,130.8659210205078
2017-07-11,131.2340087890625
2017-07-12,132.79124450683594
2017-07-13,133.0837860107422
2017-07-14,134.13140869140625
2017-07-17,134.1974334716797
2017-07-18,135.09402465820312
2017-07-19,135.88682556152344
2017-07-20,136.06617736816406
2017-07-21,136.00955200195312
2017-07-24,136.63243103027344
2017-07-25,136.2832794189453
2017-07-26,136.72683715820312
2017-07-27,135.86802673339844
2017-07-28,135.75473022460938
2017-07-31,135.17904663085938
2017-08-01,135.490478515625
2017-08-02,135.85855102539062
2017-08-03,135.33006286621094
2017-08-04,135.5753631591797
2017-08-07,136.4342498779297
2017-08-08,136.1983184814453
2017-08-09,136.0189208984375
2017-08-10,133.10267639160156
2017-08-11,134.11253356933594
2017-08-14,135.83961486816406
2017-08-15,135.93405151367188
2017-08-16,136.16993713378906
2017-08-17,133.38583374023438
2017-08-18,133.2914581298828
2017-08-21,133.12155151367188
2017-08-22,135.15072631835938
2017-08-23,134.66934204101562
2017-08-24,134.27296447753906
2017-08-25,133.9898223876953
2017-08-28,134.40509033203125
2017-08-29,134.9336395263672
2017-08-30,136.5192413330078
2017-08-31,137.98208618164062
