seed,variant,status,ep_reward,avg_wait_min,headway_cv,score,upper_plan_decisions,upper_plan_reuse_ratio,freq_promotion_strength,shared_ppo_lower_samples,shared_ppo_gate_evaluations,shared_ppo_gate_replans,shared_ppo_gate_value_mean,shared_ppo_loss
491,native_promotion_replan,supported_native_episode_loop,-14544.592,5.303,0.7467,-6.7964,85.0,0.6755725190839694,0.7897322079198106,4970.0,0.0,0.0,0.0,2995.804309082031
501,native_promotion_replan,supported_native_episode_loop,-3072.705,4.749,0.4845,-5.718,145.0,0.44656488549618323,0.3846153846153846,4972.0,0.0,0.0,0.0,13557.10496826172
511,native_promotion_replan,supported_native_episode_loop,-2730.873,5.829,0.5047,-6.8384,93.0,0.6450381679389313,0.0,4970.0,0.0,0.0,0.0,316.4564296722412
521,native_promotion_replan,supported_native_episode_loop,-18692.774,5.835,0.5771,-6.9892,144.0,0.45038167938931295,0.0,4972.0,0.0,0.0,0.0,18643.642944335938
531,native_promotion_replan,supported_native_episode_loop,-2788.298,7.366,0.4365,-8.238999999999999,148.0,0.4351145038167939,0.0,4970.0,0.0,0.0,0.0,8112.285809326172
541,native_promotion_replan,supported_native_episode_loop,-15272.747,6.322,0.6314,-7.5847999999999995,104.0,0.6030534351145038,1.0,4972.0,0.0,0.0,0.0,22816.50799560547
551,native_promotion_replan,supported_native_episode_loop,-2610.986,6.482,0.4568,-7.3956,103.0,0.6068702290076335,1.0,4970.0,0.0,0.0,0.0,6392.402825927735
561,native_promotion_replan,supported_native_episode_loop,-9307.495,4.807,0.5933,-5.993600000000001,209.0,0.20229007633587787,1.0,4969.0,0.0,0.0,0.0,31746.015869140625
571,native_promotion_replan,supported_native_episode_loop,-8766.151,3.627,0.5385,-4.704,110.0,0.5801526717557252,0.0,4970.0,0.0,0.0,0.0,3582.239776611328
581,native_promotion_replan,supported_native_episode_loop,-18891.122,6.223,0.4332,-7.0893999999999995,134.0,0.48854961832061067,0.0,4971.0,0.0,0.0,0.0,38696.91708984375
591,native_promotion_replan,supported_native_episode_loop,-18524.872,4.537,0.5919,-5.7208,243.0,0.07251908396946564,0.3846153846153846,4969.0,0.0,0.0,0.0,3312.109991455078
601,native_promotion_replan,supported_native_episode_loop,-13048.823,5.91,0.5464,-7.002800000000001,125.0,0.5229007633587787,1.0,4970.0,0.0,0.0,0.0,4857.106823730469
611,native_promotion_replan,supported_native_episode_loop,-9188.012,5.524,0.6259,-6.7758,88.0,0.6641221374045801,0.23076923076923078,4971.0,0.0,0.0,0.0,2451.3649353027345
621,native_promotion_replan,supported_native_episode_loop,-3021.945,5.191,0.5017,-6.1944,100.0,0.6183206106870229,0.0,4971.0,0.0,0.0,0.0,2823.676042175293
631,native_promotion_replan,supported_native_episode_loop,-3856.567,6.007,0.476,-6.959,169.0,0.3549618320610687,1.0,4969.0,0.0,0.0,0.0,8153.52758178711
641,native_promotion_replan,supported_native_episode_loop,-17297.178,7.353,0.7283,-8.8096,123.0,0.5305343511450382,1.0,4970.0,0.0,0.0,0.0,4352.8951416015625
651,native_promotion_replan,supported_native_episode_loop,-18255.175,4.882,0.6831,-6.2482,95.0,0.6374045801526718,0.8461538461538461,4971.0,0.0,0.0,0.0,17403.96552734375
661,native_promotion_replan,supported_native_episode_loop,-18900.779,7.313,0.428,-8.169,181.0,0.30916030534351147,0.0,4970.0,0.0,0.0,0.0,9273.354028320313
671,native_promotion_replan,supported_native_episode_loop,-14645.101,28.163,0.3835,-28.93,155.0,0.4083969465648855,0.6923076923076924,4970.0,0.0,0.0,0.0,44174.355859375
681,native_promotion_replan,supported_native_episode_loop,-18248.115,17.444,0.586,-18.616,89.0,0.6603053435114504,0.0,4970.0,0.0,0.0,0.0,5795.4675964355465
691,native_promotion_replan,supported_native_episode_loop,-11258.663,4.047,0.6193,-5.2856,87.0,0.6679389312977099,0.0,4970.0,0.0,0.0,0.0,8293.193731689453
701,native_promotion_replan,supported_native_episode_loop,-2872.498,4.711,0.413,-5.537,124.0,0.5267175572519084,0.0,4970.0,0.0,0.0,0.0,245.4405258178711
711,native_promotion_replan,supported_native_episode_loop,-5637.152,7.78,0.431,-8.642,118.0,0.549618320610687,1.0,4970.0,0.0,0.0,0.0,1777.2162918090821
721,native_promotion_replan,supported_native_episode_loop,-7994.492,5.274,0.5125,-6.2989999999999995,95.0,0.6374045801526718,0.6923076923076924,4970.0,0.0,0.0,0.0,2442.329946899414
731,native_promotion_replan,supported_native_episode_loop,-16018.378,4.483,0.598,-5.678999999999999,164.0,0.37404580152671757,0.0,4970.0,0.0,0.0,0.0,44212.62890625
741,native_promotion_replan,supported_native_episode_loop,-18362.888,5.781,0.3062,-6.3934,104.0,0.6030534351145038,0.0,4970.0,0.0,0.0,0.0,53825.45212402344
751,native_promotion_replan,supported_native_episode_loop,-17189.086,4.837,0.5817,-6.0004,75.0,0.7137404580152672,0.0,4970.0,0.0,0.0,0.0,1478.019827270508
761,native_promotion_replan,supported_native_episode_loop,-19073.304,25.589,0.454,-26.497,154.0,0.4122137404580153,1.0,4971.0,0.0,0.0,0.0,30615.484228515626
771,native_promotion_replan,supported_native_episode_loop,-5618.969,4.137,0.4549,-5.046799999999999,125.0,0.5229007633587787,0.0,4970.0,0.0,0.0,0.0,456.4754409790039
781,native_promotion_replan,supported_native_episode_loop,-3186.525,11.195,0.39,-11.975,151.0,0.42366412213740456,0.0,4971.0,0.0,0.0,0.0,727.6060966491699
31,native_learned_gate,supported_native_episode_loop,-7202.202,3.806,0.5274,-4.8608,66.0,0.7480916030534351,0.3846153846153846,4971.0,2.0,2.0,0.9820137900379085,7187.948910522461
41,native_learned_gate,supported_native_episode_loop,-11796.721,5.354,0.5823,-6.5186,66.0,0.7480916030534351,0.0,4970.0,1.0,1.0,0.9820137900379085,1412.444772338867
