environment,disturbance_mode,arm,upper_constraint_mode,upper_dual_lr,lower_dual_lr,lower_action_router_mode,lower_action_router_alpha,lower_action_router_strength,upper_hf_penalty_coef,replicate_count,baseline_return_mean,candidate_return_mean,return_difference_mean,return_difference_one_sided_lower,return_difference_one_sided_upper,reward_noninferiority_margin,reward_noninferiority_pass,drift_materiality_floor,responsibility_drift_baseline_mean,responsibility_drift_candidate_mean,responsibility_drift_difference_mean,responsibility_drift_difference_one_sided_upper,responsibility_drift_candidate_one_sided_upper,responsibility_drift_required_reduction,responsibility_drift_baseline_material,responsibility_drift_gate_type,responsibility_drift_pass,responsibility_drift_normalized_slack,raw_lower_drift_baseline_mean,raw_lower_drift_candidate_mean,raw_lower_drift_difference_mean,raw_lower_drift_difference_one_sided_upper,raw_lower_drift_candidate_one_sided_upper,raw_lower_drift_required_reduction,raw_lower_drift_baseline_material,raw_lower_drift_gate_type,raw_lower_drift_pass,raw_lower_drift_normalized_slack,latent_lower_drift_mean,upper_hf_rms,upper_hf_rms_one_sided_upper,upper_hf_budget_pass,effective_lower_action_rms_mean,effective_lower_activity_margin_one_sided_lower,effective_lower_activity_pass,router_clip_rate_mean,router_clip_rate_one_sided_upper,router_clip_pass,reconstruction_rms_max,reconstruction_integrity_pass,minimum_normalized_safety_slack,condition_gate_pass
Hopper-v5,standard,router_a004_s010_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,0.0,16,197.40764823994976,190.13144905117665,-7.276199188773127,-26.22699265146838,11.41577487835695,3.9481529647989952,False,2.5e-05,0.06707362823251521,0.03010043141225041,-0.0369731968202648,-0.024985168909155437,nan,0.006707362823251521,True,strict_relative_improvement,True,2.725036138278174,0.06707362823251521,0.05843024694967872,-0.008643381282836494,0.0059156709968234385,nan,0.006707362823251521,True,strict_relative_improvement,False,-1.8819667509734779,0.06489847850096517,0.08957676962092666,0.10006144602183602,False,0.278549823411819,0.18858565913503034,True,0.0,0.0,True,1.7363805543772074e-08,True,-5.642851197839449,False
Hopper-v5,low_frequency,router_a004_s010_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,0.0,16,196.7542388808438,189.73194729056303,-7.022291590280746,-24.9675747258922,11.004789690619646,3.935084777616876,False,2.5e-05,0.06969358079140504,0.030928517799825167,-0.03876506299157988,-0.026709970933856644,nan,0.006969358079140505,True,strict_relative_improvement,True,2.832486526097773,0.06969358079140504,0.061211601021417324,-0.008481979769987722,0.006157637991246338,nan,0.006969358079140505,True,strict_relative_improvement,False,-1.8835301503127428,0.06807616988899196,0.0920440138489256,0.1011532542891813,False,0.2848053062791165,0.19283662451874092,True,0.0,0.0,True,1.8112925538348658e-08,True,-5.344863233420042,False
Hopper-v5,high_frequency,router_a004_s010_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,0.0,16,198.0937660246662,190.5180363327079,-7.575729691958282,-26.414492407080612,11.058606117055167,3.961875320493324,False,2.5e-05,0.06716781463804333,0.030153267035677736,-0.0370145476023656,-0.025104314755800154,nan,0.006716781463804333,True,strict_relative_improvement,True,2.7375512201912944,0.06716781463804333,0.05858858769435989,-0.00857922694368345,0.005797632543156851,nan,0.006716781463804333,True,strict_relative_improvement,False,-1.8631563456991074,0.06508294445760278,0.09109911358119302,0.1017623756131259,False,0.2815223410231581,0.19060644524451809,True,0.0,0.0,True,1.7590783218860815e-08,True,-5.667169022318334,False
Hopper-v5,mixed,router_a004_s010_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,0.0,16,196.0903811061316,189.5869648463429,-6.503416259788699,-23.76979851930567,11.343576373023629,3.921807622122632,False,2.5e-05,0.06969185978768258,0.030964357180590076,-0.03872750260709251,-0.026791956791571574,nan,0.006969185978768258,True,strict_relative_improvement,True,2.8443452181063495,0.06969185978768258,0.061267995804864,-0.008423863982818585,0.006083646057280375,nan,0.006969185978768258,True,strict_relative_improvement,False,-1.8729349562221906,0.06813675010687777,0.09194241708260689,0.10112797034549445,False,0.28730222368973724,0.1940980240728883,True,0.0,0.0,True,1.746366497072146e-08,True,-5.060929247325127,False
Hopper-v5,ood_chirp,router_a004_s010_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,0.0,16,196.51693166707946,189.41653506500177,-7.10039660207771,-24.95469502526135,11.18384327385735,3.9303386333415893,False,2.5e-05,0.06858299886666383,0.030460880592255886,-0.03812211827440795,-0.026130050568785475,nan,0.0068582998866663835,True,strict_relative_improvement,True,2.809989501856927,0.06858299886666383,0.0600750586788553,-0.008507940187808538,0.006109037501177781,nan,0.0068582998866663835,True,strict_relative_improvement,False,-1.8907510027455512,0.06677426501518316,0.09187701936828693,0.10159789954437191,False,0.28243043852027505,0.1911471338244276,True,0.0,0.0,True,1.8838044319555058e-08,True,-5.349248080958554,False
Walker2d-v5,standard,router_a004_s010_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,0.0,16,219.00473110490128,221.85610864150976,2.851377536608469,-13.110900815484401,19.001932601618485,4.380094622098026,False,2.5e-05,0.07221405689977402,0.0071756111159806835,-0.06503844578379334,-0.05913863216549871,nan,0.007221405689977402,True,strict_relative_improvement,True,7.189351866434715,0.07221405689977402,0.05167109081860376,-0.020542966081170264,-0.01152093594698993,nan,0.007221405689977402,True,strict_relative_improvement,True,0.5953868874836726,0.06179174902859626,0.023696499565035858,0.024879376223741447,True,0.22983081033838026,0.1444360701542112,True,0.0,0.0,True,2.0299923140136034e-08,True,-1.9932916858322107,False
Walker2d-v5,low_frequency,router_a004_s010_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,0.0,16,222.0128978575521,231.12612094552964,9.113223087977557,-10.261217891811127,28.1158183070685,4.440257957151042,False,2.5e-05,0.07077932596053835,0.007386167185614178,-0.06339315877492419,-0.05746745452265394,nan,0.007077932596053835,True,strict_relative_improvement,True,7.119242977065622,0.07077932596053835,0.050102371575684285,-0.02067695438485407,-0.011663695486149801,nan,0.007077932596053835,True,strict_relative_improvement,True,0.6478958124937032,0.0598518291665746,0.025933130695531353,0.027689423147882815,True,0.22552598809547264,0.14031957270217504,True,0.0,0.0,True,2.001715068133891e-08,True,-1.3109508480887737,False
Walker2d-v5,high_frequency,router_a004_s010_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,0.0,16,224.71729805107032,230.75798930067967,6.0406912496093454,-10.646162653123563,22.65883202887805,4.4943459610214065,False,2.5e-05,0.07164403253048851,0.007191134468910749,-0.06445289806157775,-0.05882055594049481,nan,0.007164403253048852,True,strict_relative_improvement,True,7.2101123935846845,0.07164403253048851,0.05073552321095051,-0.020908509319538,-0.012163380370911183,nan,0.007164403253048852,True,strict_relative_improvement,True,0.6977520585172239,0.06066606066066269,0.024056383100315895,0.025385403385713868,True,0.22725026191683606,0.14213573232238716,True,0.0,0.0,True,1.987271355870425e-08,True,-1.368790196717314,False
Walker2d-v5,mixed,router_a004_s010_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,0.0,16,225.94240946091506,224.66927768556195,-1.2731317753530913,-19.276839602703046,16.78334718568335,4.518848189218302,False,2.5e-05,0.07070582778813803,0.007399379410549003,-0.06330644837758902,-0.057633676182422815,nan,0.007070582778813803,True,strict_relative_improvement,True,7.151191773769423,0.07070582778813803,0.05040805472406512,-0.02029777306407289,-0.011528172857893591,nan,0.007070582778813803,True,strict_relative_improvement,True,0.6304416790701396,0.060214661892102374,0.02560407737395583,0.027126744675310777,True,0.2263545648180066,0.14140247238726786,True,0.0,0.0,True,1.9171534356210347e-08,True,-3.265874575892241,False
Walker2d-v5,ood_chirp,router_a004_s010_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,0.0,16,211.22025462836325,225.86841531908414,14.648160690720875,-3.2317018044922006,32.73241126990115,4.224405092567265,True,2.5e-05,0.07211108889199555,0.007323631219557705,-0.06478745767243785,-0.0591488859651888,nan,0.007211108889199555,True,strict_relative_improvement,True,7.20246745320669,0.07211108889199555,0.050825359685615724,-0.021285729206379837,-0.012641581601913808,nan,0.007211108889199555,True,strict_relative_improvement,True,0.7530704079157295,0.06073681085950103,0.02490138985757022,0.026502621675445,True,0.22747183033108218,0.14171212928417726,True,0.0,0.0,True,2.001667189559329e-08,True,0.23499244658655036,True
HalfCheetah-v5,standard,router_a004_s015_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.15,0.0,16,444.050911094619,474.21756420531494,30.166653110695968,-110.00520876268087,172.29316449634678,8.88101822189238,False,2.5e-05,0.0033967549568274576,0.0005260979151915294,-0.002870657041635928,-0.0018324239389009244,nan,0.0003396754956827458,True,strict_relative_improvement,True,4.394630940974305,0.0033967549568274576,0.0023872643065178498,-0.0010094906503096079,0.0003400725205347246,nan,0.0003396754956827458,True,strict_relative_improvement,False,-2.001168835718281,0.003131452316201873,0.06776741130124139,0.07298787405016396,True,0.35657171684685945,0.2541668675162302,True,0.0,0.0,True,7.496996422145684e-09,True,-11.386553660199654,False
HalfCheetah-v5,low_frequency,router_a004_s015_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.15,0.0,16,352.19617182480084,397.8881110468082,45.691939222007385,-73.96243336709833,169.2973895684197,7.043923436496017,False,2.5e-05,0.004516351577449847,0.0005700581306257985,-0.003946293446824048,-0.0024063515723933794,nan,0.0004516351577449847,True,strict_relative_improvement,True,4.3280873535361994,0.004516351577449847,0.0024593179953084207,-0.0020570335821414264,-0.00023012070136154553,nan,0.0004516351577449847,True,strict_relative_improvement,False,-0.4904721268589038,0.003217892328766605,0.06611353014504537,0.07137694420048109,True,0.3551379962802165,0.25229074596123596,True,0.0,0.0,True,7.722323460297218e-09,True,-9.500175652660241,False
HalfCheetah-v5,high_frequency,router_a004_s015_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.15,0.0,16,448.7323826309547,414.99877596176907,-33.73360666918568,-141.95529606324996,74.26618879665546,8.974647652619094,False,2.5e-05,0.00416928934992062,0.0006104085722290425,-0.0035588807776915773,-0.0023808601865142795,nan,0.000416928934992062,True,strict_relative_improvement,True,4.7104700266476085,0.00416928934992062,0.0027804052660831274,-0.0013888840838374925,9.990252615288829e-05,nan,0.000416928934992062,True,strict_relative_improvement,False,-1.2396152383973789,0.0036474798010285602,0.06623496003259641,0.07160278602760901,True,0.3517922497474301,0.24900992969919228,True,0.0,0.0,True,8.80138978108362e-09,True,-14.817367049705043,False
HalfCheetah-v5,mixed,router_a004_s015_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.15,0.0,16,365.9829770819041,343.4504169244233,-22.532560157480823,-110.4264706859218,66.66731752231556,7.319659541638082,False,2.5e-05,0.004806508929987631,0.0006401170795559241,-0.004166391850431708,-0.0027242060865232775,nan,0.00048065089299876315,True,strict_relative_improvement,True,4.667743732934847,0.004806508929987631,0.0028561584653080028,-0.0019503504646796292,-0.0001998131560055358,nan,0.00048065089299876315,True,strict_relative_improvement,False,-0.5842863106756987,0.0037415308140806873,0.06505895442116007,0.07002048673825052,True,0.35072186450439924,0.24829963482405631,True,0.0,0.0,True,7.3998997393988115e-09,True,-14.086285100797083,False
HalfCheetah-v5,ood_chirp,router_a004_s015_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.15,0.0,16,401.5782352544745,421.8423558343109,20.26412057983636,-80.98021731183388,125.67622555347577,8.03156470508949,False,2.5e-05,0.004566701522065933,0.0005837224265961068,-0.003982979095469826,-0.0023715689607274313,nan,0.00045667015220659336,True,strict_relative_improvement,True,4.193177065039616,0.004566701522065933,0.0025137233123751746,-0.0020529782096907583,-0.00018746641732426532,nan,0.00045667015220659336,True,strict_relative_improvement,False,-0.5894927303252846,0.0032882580256380686,0.06646876896243951,0.07171459688229201,True,0.3561458966786175,0.2541371528624636,True,0.0,0.0,True,7.872005351800312e-09,True,-9.082744805693697,False
Hopper-v5,standard,router_a004_s015_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.15,0.0,16,197.40764823994976,204.18513736560544,6.777489125655668,-16.933831508651906,30.631820170952036,3.9481529647989952,False,2.5e-05,0.06707362823251521,0.028667037293883483,-0.03840659093863173,-0.02736697891512965,nan,0.006707362823251521,True,strict_relative_improvement,True,3.080139935215699,0.06707362823251521,0.05057709774236675,-0.016496530490148473,-0.0003549000673508975,nan,0.006707362823251521,True,strict_relative_improvement,False,-0.947087987230896,0.05907242959414861,0.09431566981759437,0.10111273093828836,False,0.25567301898157163,0.16248904312958132,True,0.0,0.0,True,1.7473519616543325e-08,True,-3.289051528557994,False
Hopper-v5,low_frequency,router_a004_s015_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.15,0.0,16,196.7542388808438,204.64031093115656,7.8860720503128015,-15.807529379736634,31.257675988415414,3.935084777616876,False,2.5e-05,0.06969358079140504,0.029387997451820858,-0.040305583339584186,-0.029203068921282865,nan,0.006969358079140505,True,strict_relative_improvement,True,3.190209283217706,0.06969358079140504,0.05302416218286911,-0.016669418608535935,-0.0005100810169296782,nan,0.006969358079140505,True,strict_relative_improvement,False,-0.9268109040836393,0.062085457046101473,0.09680116283875755,0.10437475046618218,False,0.26240236585207455,0.1677325122954625,True,0.0,0.0,True,1.6909055549475048e-08,True,-3.0170746687978145,False
Hopper-v5,high_frequency,router_a004_s015_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.15,0.0,16,198.0937660246662,204.08891870062854,5.995152675962361,-17.611375613694776,29.8085138468399,3.961875320493324,False,2.5e-05,0.06716781463804333,0.028830308776723004,-0.03833750586132033,-0.027190483909438855,nan,0.006716781463804333,True,strict_relative_improvement,True,3.0481418155353195,0.06716781463804333,0.05077342975539578,-0.01639438488264756,-0.0004147378014534548,nan,0.006716781463804333,True,strict_relative_improvement,False,-0.93825349184153,0.05930479490700483,0.09551431297768714,0.10222247048407444,False,0.2593238980343674,0.1655707711427264,True,0.0,0.0,True,1.6680573613248908e-08,True,-3.445211973884591,False
Hopper-v5,mixed,router_a004_s015_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.15,0.0,16,196.0903811061316,204.16589993066748,8.075518824535878,-14.872758427900656,30.99934634123717,3.921807622122632,False,2.5e-05,0.06969185978768258,0.029368237007386756,-0.04032362278029583,-0.029111144426177512,nan,0.006969185978768258,True,strict_relative_improvement,True,3.1771226244880104,0.06969185978768258,0.052974772734211556,-0.016717087053471035,-0.0005980697775955405,nan,0.006969185978768258,True,strict_relative_improvement,False,-0.9141836967161487,0.06202529696781191,0.09675451078850056,0.10440905092134413,False,0.26518861545363,0.16968960594065846,True,0.0,0.0,True,1.803092981084064e-08,True,-2.7923222811859785,False
Hopper-v5,ood_chirp,router_a004_s015_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.15,0.0,16,196.51693166707946,203.39980425090926,6.882872583829808,-16.286542972102787,29.89371050079305,3.9303386333415893,False,2.5e-05,0.06858299886666383,0.028747509945052003,-0.03983548892161183,-0.02866155404449307,nan,0.0068582998866663835,True,strict_relative_improvement,True,3.179104809956714,0.06858299886666383,0.05184785129509316,-0.016735147571570675,-0.0006780466904583979,nan,0.0068582998866663835,True,strict_relative_improvement,False,-0.9011348728310018,0.06067039751675349,0.09632664941632223,0.10375876090930346,False,0.25992025676566416,0.16581264801718112,True,0.0,0.0,True,1.8629328200534133e-08,True,-3.143801461263887,False
Walker2d-v5,standard,router_a004_s015_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.15,0.0,16,219.00473110490128,243.9593749894,24.95464388449873,-7.763215527184997,57.47611513389078,4.380094622098026,False,2.5e-05,0.07221405689977402,0.006065607113767119,-0.06614844978600691,-0.05974453866275653,nan,0.007221405689977402,True,strict_relative_improvement,True,7.273256098279599,0.07221405689977402,0.040735410509609264,-0.03147864639016476,-0.02225630735749302,nan,0.007221405689977402,True,strict_relative_improvement,True,2.0819910018879813,0.05365830917992079,0.02331831686535368,0.024434704521198482,True,0.20416859873876833,0.12006537136253292,True,0.0,0.0,True,1.995829345719618e-08,True,-0.7723853471152835,False
Walker2d-v5,low_frequency,router_a004_s015_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.15,0.0,16,222.0128978575521,232.7997261422399,10.7868282846878,-16.075949367555783,37.37437495595533,4.440257957151042,False,2.5e-05,0.07077932596053835,0.006329954960237953,-0.0644493710003004,-0.0582012556078046,nan,0.007077932596053835,True,strict_relative_improvement,True,7.222917471728056,0.07077932596053835,0.040929786654578804,-0.029849539305959558,-0.020904743090753592,nan,0.007077932596053835,True,strict_relative_improvement,True,1.9535097723887098,0.05381135509804609,0.024132189763081537,0.02514675505245005,True,0.20455173874586993,0.12130443320339977,True,0.0,0.0,True,1.9780820224491705e-08,True,-2.6204989716116476,False
Walker2d-v5,high_frequency,router_a004_s015_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.15,0.0,16,224.71729805107032,246.56287037940706,21.84557232833673,-10.47841791427983,54.84035090585522,4.4943459610214065,False,2.5e-05,0.07164403253048851,0.006119468510362287,-0.06552456402012621,-0.059341055626015174,nan,0.007164403253048852,True,strict_relative_improvement,True,7.282763201633333,0.07164403253048851,0.04048170652443661,-0.031162326006051892,-0.02235926122437503,nan,0.007164403253048852,True,strict_relative_improvement,True,2.1208825682529695,0.05330059667224794,0.02411229814281187,0.025349747506472294,True,0.20351404617093838,0.1202131346044605,True,0.0,0.0,True,2.059394471205223e-08,True,-1.3314666928530032,False
Walker2d-v5,mixed,router_a004_s015_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.15,0.0,16,225.94240946091506,235.1548874634579,9.212478002542868,-17.176556166991723,34.511229378374864,4.518848189218302,False,2.5e-05,0.07070582778813803,0.006391030077945673,-0.06431479771019236,-0.05826170750410309,nan,0.007070582778813803,True,strict_relative_improvement,True,7.2400149077778515,0.07070582778813803,0.040654389922549036,-0.030051437865588976,-0.021373271462116466,nan,0.007070582778813803,True,strict_relative_improvement,True,2.0228443864852332,0.05341902701904322,0.024563014010063174,0.025772437864522244,True,0.20397471098867603,0.12080871904368196,True,0.0,0.0,True,2.1702949652958303e-08,True,-2.8010916604753278,False
Walker2d-v5,ood_chirp,router_a004_s015_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.15,0.0,16,211.22025462836325,236.5660400075217,25.345785379158464,-1.7246133670306547,52.377582281044,4.224405092567265,True,2.5e-05,0.07211108889199555,0.006250410412755357,-0.0658606784792402,-0.05969749790147472,nan,0.007211108889199555,True,strict_relative_improvement,True,7.278546173513855,0.07211108889199555,0.041099323151790934,-0.03101176574020463,-0.021885952115127217,nan,0.007211108889199555,True,strict_relative_improvement,True,2.0350328155364457,0.05407187574137173,0.023772509464551863,0.024747414203990757,True,0.20492337811398542,0.12056701127514964,True,0.0,0.0,True,2.0030255077522867e-08,True,0.43839687683819223,True
HalfCheetah-v5,standard,router_a010_s006_reward,disabled,0.0,0.0,causal_ema_high_pass,0.1,0.06,0.0,16,444.050911094619,433.6647635175457,-10.386147577073302,-144.27391774182195,122.9956906203518,8.88101822189238,False,2.5e-05,0.0033967549568274576,0.0006606510430490239,-0.0027361039137784337,-0.0017037953432195215,nan,0.0003396754956827458,True,strict_relative_improvement,True,4.015950119672021,0.0033967549568274576,0.002189082974342052,-0.0012076719824854055,-3.112344440594638e-05,nan,0.0003396754956827458,True,strict_relative_improvement,False,-0.9083730065856284,0.0024253851661501244,0.05348273656537154,0.0589143410715103,True,0.3485627420402364,0.2404564349846673,True,0.0,0.0,True,7.148556277306738e-09,True,-15.245200058949981,False
HalfCheetah-v5,low_frequency,router_a010_s006_reward,disabled,0.0,0.0,causal_ema_high_pass,0.1,0.06,0.0,16,352.19617182480084,372.2065830313634,20.010411206562594,-83.31689207062462,123.37147432635085,7.043923436496017,False,2.5e-05,0.004516351577449847,0.0007334714462671975,-0.0037828801311826496,-0.002229053528072412,nan,0.0004516351577449847,True,strict_relative_improvement,True,3.935518171796193,0.004516351577449847,0.0028554887611897737,-0.0016608628162600734,0.00015339298082619885,nan,0.0004516351577449847,True,strict_relative_improvement,False,-1.3396391494233761,0.0031745015162844645,0.05553417683319345,0.060326653021385214,True,0.34698356993103935,0.23928857491556102,True,0.0,0.0,True,7.370821223561459e-09,True,-10.828193878278498,False
HalfCheetah-v5,high_frequency,router_a010_s006_reward,disabled,0.0,0.0,causal_ema_high_pass,0.1,0.06,0.0,16,448.7323826309547,410.91504488045996,-37.8173377504948,-148.94040169770201,72.86025110611884,8.974647652619094,False,2.5e-05,0.00416928934992062,0.0007136800671381247,-0.0034556092827824946,-0.0022663287096792196,nan,0.000416928934992062,True,strict_relative_improvement,True,4.435767392163291,0.00416928934992062,0.002226798218549017,-0.001942491131371603,-0.000799494925982501,nan,0.000416928934992062,True,strict_relative_improvement,True,0.917580812657492,0.0024597625986262275,0.05703888454028753,0.060753684050550615,True,0.34859251929064194,0.23999668771522634,True,0.0,0.0,True,6.8690983810875204e-09,True,-15.59568235575648,False
HalfCheetah-v5,mixed,router_a010_s006_reward,disabled,0.0,0.0,causal_ema_high_pass,0.1,0.06,0.0,16,365.9829770819041,280.27112781590296,-85.71184926600118,-164.99585095986149,-7.46282346748961,7.319659541638082,False,2.5e-05,0.004806508929987631,0.0007706355069647226,-0.004035873423022909,-0.002611343763148542,nan,0.00048065089299876315,True,strict_relative_improvement,True,4.432932303228368,0.004806508929987631,0.0027639365355176214,-0.00204257239447001,-0.0005254402735805914,nan,0.00048065089299876315,True,strict_relative_improvement,True,0.0931848483675729,0.0030656915188116704,0.057816948275147224,0.061508307374965654,True,0.34563826331443614,0.23730181109139278,True,0.0,0.0,True,6.985765209733848e-09,True,-21.54146521723833,False
HalfCheetah-v5,ood_chirp,router_a010_s006_reward,disabled,0.0,0.0,causal_ema_high_pass,0.1,0.06,0.0,16,401.5782352544745,407.1436721450831,5.565436890608527,-94.58046641427326,109.50720034090288,8.03156470508949,False,2.5e-05,0.004566701522065933,0.0007613242325544774,-0.003805377289511455,-0.0021791632507486757,nan,0.00045667015220659336,True,strict_relative_improvement,True,3.7718539086015026,0.004566701522065933,0.0027664949283687963,-0.001800206593697137,4.189231882403889e-05,nan,0.00045667015220659336,True,strict_relative_improvement,False,-1.0917343045557468,0.0030725061979635245,0.05508639342464047,0.05965629746306536,True,0.3483692801700061,0.24082157495683024,True,0.0,0.0,True,7.122341834526254e-09,True,-10.776094682315009,False
Hopper-v5,standard,router_a010_s006_reward,disabled,0.0,0.0,causal_ema_high_pass,0.1,0.06,0.0,16,197.40764823994976,194.61435113244232,-2.7932971075074278,-20.247459639355583,13.822432092538012,3.9481529647989952,False,2.5e-05,0.06707362823251521,0.034756359636303996,-0.03231726859621122,-0.01938728093639054,nan,0.006707362823251521,True,strict_relative_improvement,True,1.8904476240920258,0.06707362823251521,0.06373635869096617,-0.0033372695415490625,0.01730141542092036,nan,0.006707362823251521,True,strict_relative_improvement,False,-3.5794661593292445,0.06957605673143177,0.10219250616223761,0.11438756168383145,False,0.27561410791922725,0.1755797189405069,True,0.0,0.0,True,2.0138941266392034e-08,True,-4.128337179404699,False
Hopper-v5,low_frequency,router_a010_s006_reward,disabled,0.0,0.0,causal_ema_high_pass,0.1,0.06,0.0,16,196.7542388808438,195.70455086962556,-1.0496880112182083,-17.53419107777562,14.999665152138784,3.935084777616876,False,2.5e-05,0.06969358079140504,0.035384945071181007,-0.034308635720224044,-0.021398151317807073,nan,0.006969358079140505,True,strict_relative_improvement,True,2.0703188263281196,0.06969358079140504,0.06613076552731172,-0.003562815264093331,0.01708036029443973,nan,0.006969358079140505,True,strict_relative_improvement,False,-3.4507795553742246,0.07224134142306546,0.10216280106972295,0.111871736057217,False,0.2821533901949335,0.18090195606284315,True,0.0,0.0,True,1.9211838355310484e-08,True,-3.4558610725521626,False
Hopper-v5,high_frequency,router_a010_s006_reward,disabled,0.0,0.0,causal_ema_high_pass,0.1,0.06,0.0,16,198.0937660246662,194.80548966000813,-3.2882763646580457,-20.3099678502336,13.01489876941088,3.961875320493324,False,2.5e-05,0.06716781463804333,0.03489953904842728,-0.032268275589616056,-0.01920028956792814,nan,0.006716781463804333,True,strict_relative_improvement,True,1.8585550492293736,0.06716781463804333,0.06403172869294987,-0.0031360859450934577,0.017694589130089092,nan,0.006716781463804333,True,strict_relative_improvement,False,-3.634385118146603,0.0699023850774963,0.10384278492556566,0.11584485559689986,False,0.27902289721513174,0.17806756449761946,True,0.0,0.0,True,1.7854942760105994e-08,True,-4.126352095225614,False
Hopper-v5,mixed,router_a010_s006_reward,disabled,0.0,0.0,causal_ema_high_pass,0.1,0.06,0.0,16,196.0903811061316,195.7623307494639,-0.32805035666770976,-16.189680846375374,15.21986210033752,3.921807622122632,False,2.5e-05,0.06969185978768258,0.0354310416970511,-0.03426081809063149,-0.02130313886485399,nan,0.006969185978768258,True,strict_relative_improvement,True,2.0567614251871538,0.06969185978768258,0.06624058071568424,-0.0034512790719983455,0.017104747136684483,nan,0.006969185978768258,True,strict_relative_improvement,False,-3.454339314346666,0.07236370811700542,0.10184996546558431,0.11159337309978373,False,0.2848230956904039,0.18276904408788486,True,0.0,0.0,True,2.0424824618075736e-08,True,-3.454339314346666,False
Hopper-v5,ood_chirp,router_a010_s006_reward,disabled,0.0,0.0,causal_ema_high_pass,0.1,0.06,0.0,16,196.51693166707946,194.51741265692954,-1.9995190101499336,-17.85812546599626,13.519723000919486,3.9303386333415893,False,2.5e-05,0.06858299886666383,0.034870184871143545,-0.03371281399552029,-0.02081847272884033,nan,0.0068582998866663835,True,strict_relative_improvement,True,2.0355150799565824,0.06858299886666383,0.0647679514760406,-0.003815047390623232,0.01637038707560001,nan,0.0068582998866663835,True,strict_relative_improvement,False,-3.386945357613572,0.0707234369341474,0.10246503470781129,0.11255917582240596,False,0.27959844314686133,0.1784941025188537,True,0.0,0.0,True,2.0286510128791136e-08,True,-3.5436607712382306,False
Walker2d-v5,standard,router_a010_s006_reward,disabled,0.0,0.0,causal_ema_high_pass,0.1,0.06,0.0,16,219.00473110490128,207.86291914803343,-11.141811956867857,-41.559807740283794,20.02447881288005,4.380094622098026,False,2.5e-05,0.07221405689977402,0.006414772946407129,-0.0657992839533669,-0.06000391897522746,nan,0.007221405689977402,True,strict_relative_improvement,True,7.309174356248532,0.07221405689977402,0.048186848446287386,-0.024027208453486635,-0.015426865033348195,nan,0.007221405689977402,True,strict_relative_improvement,True,1.1362689891192737,0.05409443368045326,0.023238287044287265,0.024325531802789093,True,0.22121800782395085,0.13579234345236954,True,0.0,0.0,True,2.0449799162460324e-08,True,-8.488335601384113,False
Walker2d-v5,low_frequency,router_a010_s006_reward,disabled,0.0,0.0,causal_ema_high_pass,0.1,0.06,0.0,16,222.0128978575521,207.8880011983506,-14.124896659201482,-43.18363542322878,14.353359896729204,4.440257957151042,False,2.5e-05,0.07077932596053835,0.006498786805966323,-0.06428053915457203,-0.0586610072906178,nan,0.007077932596053835,True,strict_relative_improvement,True,7.287873117543266,0.07077932596053835,0.04784885272419462,-0.022930473236343733,-0.014641204836194141,nan,0.007077932596053835,True,strict_relative_improvement,True,1.068570820292505,0.05370780709628973,0.024055341621228615,0.02501592924126752,True,0.2198062961262095,0.13496897998961252,True,0.0,0.0,True,1.882673014635097e-08,True,-8.725478978914158,False
