environment,disturbance_mode,arm,upper_constraint_mode,upper_dual_lr,lower_dual_lr,lower_action_router_mode,lower_action_router_alpha,lower_action_router_strength,upper_hf_penalty_coef,replicate_count,baseline_return_mean,candidate_return_mean,return_difference_mean,return_difference_one_sided_lower,return_difference_one_sided_upper,reward_noninferiority_margin,reward_noninferiority_pass,drift_materiality_floor,responsibility_drift_baseline_mean,responsibility_drift_candidate_mean,responsibility_drift_difference_mean,responsibility_drift_difference_one_sided_upper,responsibility_drift_candidate_one_sided_upper,responsibility_drift_required_reduction,responsibility_drift_baseline_material,responsibility_drift_gate_type,responsibility_drift_pass,responsibility_drift_normalized_slack,raw_lower_drift_baseline_mean,raw_lower_drift_candidate_mean,raw_lower_drift_difference_mean,raw_lower_drift_difference_one_sided_upper,raw_lower_drift_candidate_one_sided_upper,raw_lower_drift_required_reduction,raw_lower_drift_baseline_material,raw_lower_drift_gate_type,raw_lower_drift_pass,raw_lower_drift_normalized_slack,latent_lower_drift_mean,upper_hf_rms,upper_hf_rms_one_sided_upper,upper_hf_budget_pass,effective_lower_action_rms_mean,effective_lower_activity_margin_one_sided_lower,effective_lower_activity_pass,router_clip_rate_mean,router_clip_rate_one_sided_upper,router_clip_pass,reconstruction_rms_max,reconstruction_integrity_pass,minimum_normalized_safety_slack,condition_gate_pass
Walker2d-v5,standard,router_a004_s006_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.06,0.0,16,219.00473110490128,238.72981539644405,19.725084291542764,-12.980708979265424,52.51863570623734,4.380094622098026,False,2.5e-05,0.07221405689977402,0.008352580424412972,-0.06386147647536106,-0.057498146548402906,nan,0.007221405689977402,True,strict_relative_improvement,True,6.962182020628568,0.07221405689977402,0.05871859120587048,-0.013495465693903547,-0.0028620720990322323,nan,0.007221405689977402,True,strict_relative_improvement,False,-0.6036682853859733,0.06530938111982332,0.0253047927549624,0.026217487313113064,True,0.24703695877457688,0.16240661340392137,True,0.0,0.0,True,2.021597949074674e-08,True,-1.9635681644356306,False
Walker2d-v5,low_frequency,router_a004_s006_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.06,0.0,16,222.0128978575521,223.55263502213353,1.539737164581446,-19.352491006708696,22.16685939777094,4.440257957151042,False,2.5e-05,0.07077932596053835,0.008801357906968888,-0.06197796805356947,-0.055837095506340535,nan,0.007077932596053835,True,strict_relative_improvement,True,6.888899017980396,0.07077932596053835,0.057562368399500956,-0.013216957561037395,-0.003053030398565748,nan,0.007077932596053835,True,strict_relative_improvement,False,-0.5686550617523674,0.06393949005835467,0.02637047302533358,0.027404275653216383,True,0.24463830726600444,0.16145634417711102,True,0.0,0.0,True,2.038720554490117e-08,True,-3.358415928412781,False
Walker2d-v5,high_frequency,router_a004_s006_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.06,0.0,16,224.71729805107032,240.73182425151361,16.014526200443306,-14.298658552048552,46.206178575206366,4.4943459610214065,False,2.5e-05,0.07164403253048851,0.008277227364194277,-0.06336680516629423,-0.05716672905271264,nan,0.007164403253048852,True,strict_relative_improvement,True,6.979272946198976,0.07164403253048851,0.05835280486898278,-0.013291227661505717,-0.003034985239691201,nan,0.007164403253048852,True,strict_relative_improvement,False,-0.5763798976000345,0.06490863275470617,0.02550294611714468,0.026630424425884806,True,0.24631902524548965,0.16218158396893717,True,0.0,0.0,True,1.8759387085418145e-08,True,-2.1814770549615123,False
Walker2d-v5,mixed,router_a004_s006_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.06,0.0,16,225.94240946091506,237.33286190311185,11.390452442196791,-11.81799855051617,34.984943193011645,4.518848189218302,False,2.5e-05,0.07070582778813803,0.008696440236894875,-0.06200938755124315,-0.055935599992197126,nan,0.007070582778813803,True,strict_relative_improvement,True,6.911031062361901,0.07070582778813803,0.05698442889233053,-0.013721398895807485,-0.0036626826308725994,nan,0.007070582778813803,True,strict_relative_improvement,False,-0.4819829219951414,0.06331381790556248,0.026692269511198873,0.027850260140938724,True,0.24319707107275718,0.1603985560686577,True,0.0,0.0,True,2.0015535337867522e-08,True,-1.6152678858991545,False
Walker2d-v5,ood_chirp,router_a004_s006_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.06,0.0,16,211.22025462836325,221.2336251920404,10.013370563677118,-10.962844753426577,31.34896767614992,4.224405092567265,False,2.5e-05,0.07211108889199555,0.008712088173899131,-0.06339900071809643,-0.05722015090560727,nan,0.007211108889199555,True,strict_relative_improvement,True,6.935000259295599,0.07211108889199555,0.058291328021574794,-0.013819760870420764,-0.003743449263646258,nan,0.007211108889199555,True,strict_relative_improvement,False,-0.4808774460120811,0.06477286511731495,0.026226648018376465,0.027374071760046224,True,0.24651676910489428,0.16292618739746254,True,0.0,0.0,True,2.0423146860439435e-08,True,-1.5951215646234846,False
HalfCheetah-v5,standard,router_a004_s008_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.08,0.0,16,444.050911094619,427.2813696091054,-16.769541485513564,-123.91494084667201,97.83911279341835,8.88101822189238,False,2.5e-05,0.0033967549568274576,0.0006188263390961018,-0.0027779286177313555,-0.0017722332675088228,nan,0.0003396754956827458,True,strict_relative_improvement,True,4.217430430024527,0.0033967549568274576,0.0023532843698194144,-0.0010434705870080432,-0.00020995005228850456,nan,0.0003396754956827458,True,strict_relative_improvement,False,-0.381909925923546,0.0026954792880911505,0.0584259122351748,0.06617511401172921,True,0.3499967684655637,0.24228282581203003,True,0.0,0.0,True,8.004397448008255e-09,True,-12.952785339547255,False
HalfCheetah-v5,low_frequency,router_a004_s008_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.08,0.0,16,352.19617182480084,343.33774742743583,-8.858424397364974,-83.75659379584515,66.25274580159105,7.043923436496017,False,2.5e-05,0.004516351577449847,0.0006770589818299485,-0.0038392925956198987,-0.0023231623753037917,nan,0.0004516351577449847,True,strict_relative_improvement,True,4.1438917796022485,0.004516351577449847,0.0031652685513653524,-0.001351083026084495,0.00037053438407363086,nan,0.0004516351577449847,True,strict_relative_improvement,False,-1.820428564338768,0.003644073866230009,0.056839263001345244,0.0643993037786228,True,0.34758183339876536,0.23959750609480635,True,0.0,0.0,True,7.592049110937391e-09,True,-10.890616721057047,False
HalfCheetah-v5,high_frequency,router_a004_s008_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.08,0.0,16,448.7323826309547,337.04664582271363,-111.68573680824107,-181.1385864681979,-37.395586054042056,8.974647652619094,False,2.5e-05,0.00416928934992062,0.0006626781041854898,-0.00350661124573513,-0.0023626989744356852,nan,0.000416928934992062,True,strict_relative_improvement,True,4.666910535918235,0.00416928934992062,0.003370524380679833,-0.0007987649692407873,0.001241516384047085,nan,0.000416928934992062,True,strict_relative_improvement,False,-3.977764985466222,0.0038853014971580047,0.059204785800720354,0.06538746998547137,True,0.34727916530409986,0.2392782968848239,True,0.0,0.0,True,8.466576255263882e-09,True,-19.18336468232664,False
HalfCheetah-v5,mixed,router_a004_s008_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.08,0.0,16,365.9829770819041,285.6012108970247,-80.38176618487942,-144.8235302092892,-12.446932207961238,7.319659541638082,False,2.5e-05,0.004806508929987631,0.0007420211512349438,-0.004064487778752688,-0.002685852856431012,nan,0.00048065089299876315,True,strict_relative_improvement,True,4.587949373554838,0.004806508929987631,0.0029566842094195214,-0.0018498247205681099,-0.00016166566213907736,nan,0.00048065089299876315,True,strict_relative_improvement,False,-0.6636526333479768,0.003387890919253283,0.058062717032562175,0.06428388166587809,True,0.34504085707944077,0.2377355395106855,True,0.0,0.0,True,8.591666594952989e-09,True,-18.785555514632424,False
HalfCheetah-v5,ood_chirp,router_a004_s008_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.08,0.0,16,401.5782352544745,361.27039281244276,-40.307842442031735,-115.72503536794059,37.04895470201871,8.03156470508949,False,2.5e-05,0.004566701522065933,0.0006909197623342344,-0.0038757817597316986,-0.0022947258971164125,nan,0.00045667015220659336,True,strict_relative_improvement,True,4.024908866998383,0.004566701522065933,0.0028875436708059735,-0.00167915785125996,-6.663149396003532e-05,nan,0.00045667015220659336,True,strict_relative_improvement,False,-0.854092732712928,0.0033151358389633175,0.057242848688970956,0.0648302514047718,True,0.3479816106739242,0.24025989586888327,True,0.0,0.0,True,8.127831522018617e-09,True,-13.408778316211192,False
Hopper-v5,standard,router_a004_s008_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.08,0.0,16,197.40764823994976,193.757542280318,-3.650105959631764,-26.589965773044398,21.626922460615532,3.9481529647989952,False,2.5e-05,0.06707362823251521,0.03348941201220433,-0.03358421622031089,-0.02083650457881371,nan,0.006707362823251521,True,strict_relative_improvement,True,2.106512220657361,0.06707362823251521,0.06564373152960946,-0.0014298967029057496,0.01554806756192762,nan,0.006707362823251521,True,strict_relative_improvement,False,-3.3180597161121517,0.07162898861980796,0.09399248072105369,0.10662834310377597,False,0.2796973687874389,0.18753673468251775,True,0.0,0.0,True,1.7085935129308964e-08,True,-5.734786116474117,False
Hopper-v5,low_frequency,router_a004_s008_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.08,0.0,16,196.7542388808438,192.837126515612,-3.917112365231757,-25.651218476592383,20.033050364039255,3.935084777616876,False,2.5e-05,0.06969358079140504,0.03436823158628775,-0.0353253492051173,-0.022573314019828504,nan,0.006969358079140505,True,strict_relative_improvement,True,2.238937325862349,0.06969358079140504,0.06769482785803792,-0.001998752933367123,0.014705463048132928,nan,0.006969358079140505,True,strict_relative_improvement,False,-3.11001685967992,0.0738707236364846,0.09541318356312435,0.10679865346744495,False,0.2855246809709557,0.1923067837796158,True,0.0,0.0,True,1.5860812828975166e-08,True,-5.5185936075631385,False
Hopper-v5,high_frequency,router_a004_s008_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.08,0.0,16,198.0937660246662,192.95991476922381,-5.133851255442378,-26.926700975829462,18.424816046647933,3.961875320493324,False,2.5e-05,0.06716781463804333,0.033454134390456136,-0.033713680247587204,-0.020652023146227858,nan,0.006716781463804333,True,strict_relative_improvement,True,2.074690349465488,0.06716781463804333,0.0655458600935542,-0.0016219545444891318,0.01536322210789376,nan,0.006716781463804333,True,strict_relative_improvement,False,-3.2872892605906148,0.07152380865605912,0.094620559910505,0.1061682033396429,False,0.28242343630942546,0.1892968655781509,True,0.0,0.0,True,1.6123809256284864e-08,True,-5.796453395831904,False
Hopper-v5,mixed,router_a004_s008_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.08,0.0,16,196.0903811061316,192.8508199249542,-3.2395611811774003,-24.254427138772147,19.43604889571616,3.921807622122632,False,2.5e-05,0.06969185978768258,0.034383800934457635,-0.03530805885322495,-0.022590953624234043,nan,0.006969185978768258,True,strict_relative_improvement,True,2.241548395043232,0.06969185978768258,0.06779476054960651,-0.0018970992380760766,0.01497362755095129,nan,0.006969185978768258,True,strict_relative_improvement,False,-3.148547563025107,0.07398258385440026,0.0951775715095891,0.10656203000376416,False,0.28827840323528475,0.19424170352207507,True,0.0,0.0,True,1.7388861553261576e-08,True,-5.184502014314696,False
Hopper-v5,ood_chirp,router_a004_s008_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.08,0.0,16,196.51693166707946,192.00200646527392,-4.514925201805532,-26.315909112033058,18.965284583939304,3.9303386333415893,False,2.5e-05,0.06858299886666383,0.03390008250407692,-0.03468291636258691,-0.022028352708766623,nan,0.0068582998866663835,True,strict_relative_improvement,True,2.2119261439111484,0.06858299886666383,0.06678427091189143,-0.0017987279547724028,0.014784208018549239,nan,0.0068582998866663835,True,strict_relative_improvement,False,-3.155666602927654,0.07286778342194727,0.09400299535882552,0.1052153548284725,False,0.2837678569648125,0.19114183557309536,True,0.0,0.0,True,1.751927589909585e-08,True,-5.695583146142084,False
Walker2d-v5,standard,router_a004_s008_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.08,0.0,16,219.00473110490128,228.27463275840788,9.269901653506597,-20.47884331089176,38.54972240235111,4.380094622098026,False,2.5e-05,0.07221405689977402,0.006989717775398295,-0.06522433912437572,-0.05925784093571282,nan,0.007221405689977402,True,strict_relative_improvement,True,7.2058595624889,0.07221405689977402,0.046627961831080485,-0.02558609506869354,-0.01771088540769137,nan,0.007221405689977402,True,strict_relative_improvement,True,1.4525537226460397,0.0537161845651809,0.024114430550384664,0.02562637410065754,True,0.22120563934304696,0.13989864518367906,True,0.0,0.0,True,1.9994290816272628e-08,True,-3.675433998063397,False
Walker2d-v5,low_frequency,router_a004_s008_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.08,0.0,16,222.0128978575521,217.65372198679665,-4.359175870755449,-29.17519169516113,20.14922824962206,4.440257957151042,False,2.5e-05,0.07077932596053835,0.007107252445423997,-0.06367207351511436,-0.05788531136224863,nan,0.007077932596053835,True,strict_relative_improvement,True,7.178279543735902,0.07077932596053835,0.046301241384668484,-0.024478084575869866,-0.016769851246939707,nan,0.007077932596053835,True,strict_relative_improvement,True,1.3693149121382442,0.05331322964900789,0.024553567508621477,0.02592474952422982,True,0.22042102062340757,0.13982396986331855,True,0.0,0.0,True,1.9409416457462e-08,True,-5.570607378378646,False
Walker2d-v5,high_frequency,router_a004_s008_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.08,0.0,16,224.71729805107032,237.74347990281717,13.026181851746845,-17.742910365344834,43.64892533667525,4.4943459610214065,False,2.5e-05,0.07164403253048851,0.00689152016313938,-0.06475251236734914,-0.05906746549500458,nan,0.007164403253048852,True,strict_relative_improvement,True,7.244575773965276,0.07164403253048851,0.04586244596531773,-0.025781586565170787,-0.018066052996625188,nan,0.007164403253048852,True,strict_relative_improvement,True,1.5216410018429767,0.052851245285314534,0.024366347047008657,0.025989562705070118,True,0.2187937272122495,0.1375471526599401,True,0.0,0.0,True,1.9356680399379743e-08,True,-2.947829232379008,False
Walker2d-v5,mixed,router_a004_s008_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.08,0.0,16,225.94240946091506,222.77775589971938,-3.164653561195683,-27.56004770515882,20.641449763799624,4.518848189218302,False,2.5e-05,0.07070582778813803,0.007051953334636831,-0.0636538744535012,-0.058045442118703966,nan,0.007070582778813803,True,strict_relative_improvement,True,7.209428265606412,0.07070582778813803,0.04581543089294785,-0.024890396895190167,-0.017228208868657512,nan,0.007070582778813803,True,strict_relative_improvement,True,1.436603800224202,0.0527575559089863,0.024677337660352874,0.02607793585216921,True,0.21897841745912686,0.13822595512130806,True,0.0,0.0,True,1.9938199560530793e-08,True,-5.098909844087134,False
Walker2d-v5,ood_chirp,router_a004_s008_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.08,0.0,16,211.22025462836325,215.42738617183915,4.207131543475873,-16.682872432745935,24.459245685112787,4.224405092567265,False,2.5e-05,0.07211108889199555,0.0071049147863167855,-0.06500617410567877,-0.059271252957937545,nan,0.007211108889199555,True,strict_relative_improvement,True,7.219436687013715,0.07211108889199555,0.04654269552249568,-0.025568393369499877,-0.01802485040421927,nan,0.007211108889199555,True,strict_relative_improvement,True,1.4995948169935427,0.053587351734150926,0.024396672618145477,0.0258471892049731,True,0.22116572218871308,0.1400070460643382,True,0.0,0.0,True,1.959535355588362e-08,True,-2.9491649278851195,False
HalfCheetah-v5,standard,router_a004_s010_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,0.0,16,444.050911094619,658.7270012262858,214.6760901316668,110.71838316969597,322.71177740344575,8.88101822189238,True,2.5e-05,0.0033967549568274576,0.0006484122016060051,-0.002748342755221452,-0.0017834495789214697,nan,0.0003396754956827458,True,strict_relative_improvement,True,4.2504510969704965,0.0033967549568274576,0.0021862798448056752,-0.0012104751120217826,-0.00037899715441935757,nan,0.0003396754956827458,True,strict_relative_improvement,True,0.11576242394988041,0.0025814770796304754,0.05803761089716358,0.0688213946918601,True,0.38386644383360335,0.27111007314011343,True,0.0,0.0,True,6.826999086337205e-09,True,0.11576242394988041,True
HalfCheetah-v5,low_frequency,router_a004_s010_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,0.0,16,352.19617182480084,478.51414252864714,126.31797070384634,20.393307902461792,237.99997260510145,7.043923436496017,True,2.5e-05,0.004516351577449847,0.0007611257469176655,-0.0037552258305321817,-0.0023032073057071075,nan,0.0004516351577449847,True,strict_relative_improvement,True,4.099707731362249,0.004516351577449847,0.0026822960841837787,-0.0018340554932660684,-0.00047802308395652066,nan,0.0004516351577449847,True,strict_relative_improvement,True,0.05842752885601497,0.0031719922965479613,0.064125016026635,0.0751338331850961,True,0.3810946456188118,0.26814496934058685,True,0.0,0.0,True,7.726931678757745e-09,True,0.05842752885601497,True
HalfCheetah-v5,high_frequency,router_a004_s010_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,0.0,16,448.7323826309547,524.410153658747,75.6777710277923,-11.74197931343634,167.46637275179822,8.974647652619094,False,2.5e-05,0.00416928934992062,0.0007383166390687653,-0.0034309727108518544,-0.0022969899940347583,nan,0.000416928934992062,True,strict_relative_improvement,True,4.509308184807301,0.00416928934992062,0.0025576118189786353,-0.0016116775309419848,-0.0005737874506436861,nan,0.000416928934992062,True,strict_relative_improvement,True,0.37622362586710495,0.003020442206248965,0.0612778889397626,0.0692703276972564,True,0.3778943179299314,0.26384375264028276,True,0.0,0.0,True,7.411324798305618e-09,True,-0.30834989494096177,False
HalfCheetah-v5,mixed,router_a004_s010_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,0.0,16,365.9829770819041,387.51522007491934,21.5322429930152,-58.65170119974354,103.50844560651304,7.319659541638082,False,2.5e-05,0.004806508929987631,0.0008209872826018575,-0.003985521647385774,-0.002637536338329819,nan,0.00048065089299876315,True,strict_relative_improvement,True,4.487426272890761,0.004806508929987631,0.0025993014952714606,-0.002207207434716171,-0.0009817922757744044,nan,0.00048065089299876315,True,strict_relative_improvement,True,1.0426307119685947,0.003058931363931663,0.0633148824248325,0.0717722046594367,True,0.37668008971720546,0.2632814037872098,True,0.0,0.0,True,6.8025451664873585e-09,True,-7.012900171941297,False
HalfCheetah-v5,ood_chirp,router_a004_s010_reward,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,0.0,16,401.5782352544745,513.8714003046234,112.2931650501489,6.550961963739264,222.29578864791122,8.03156470508949,True,2.5e-05,0.004566701522065933,0.0007580723817727961,-0.003808629140293137,-0.002292168464997659,nan,0.00045667015220659336,True,strict_relative_improvement,True,4.019308693423658,0.004566701522065933,0.0024060716243619364,-0.0021606298977039965,-0.0007871125163627738,nan,0.00045667015220659336,True,strict_relative_improvement,True,0.7235908950026831,0.0028341126099213207,0.06054455528212711,0.07010745546621572,True,0.3812423695779829,0.26820268373867756,True,0.0,0.0,True,6.84855434823253e-09,True,0.2989254453378429,True
