baseline,seed,total_return,mean_reward,base_mean_reward,leakage_reward_penalty,leakage_reward_penalty_total,sharpe,sortino,max_drawdown,calmar,turnover,transaction_cost,inventory_drift_mean,post_shift_mean_pnl,post_shift_cum_pnl_120,recovery_cost_120,promotion_count,promotion_delay,PromotionDelay,ShockResponseTime,regime_promotion_accuracy,regime_promotion_precision,regime_promotion_recall,UpperHFPower,LowerLFDrift,FocusScore,freq_attr_n,freq_attr_high_component_pnl,freq_attr_high_component_pnl_total,freq_attr_high_frequency_cost,freq_attr_high_frequency_cost_total,freq_attr_leakage_cost,freq_attr_leakage_cost_total,freq_attr_low_component_pnl,freq_attr_low_component_pnl_total,freq_attr_low_frequency_cost,freq_attr_low_frequency_cost_total,freq_attr_lower_credit,freq_attr_lower_credit_total,freq_attr_promotion_adaptation_cost,freq_attr_promotion_adaptation_cost_total,freq_attr_task_reward,freq_attr_task_reward_total,freq_attr_upper_credit,freq_attr_upper_credit_total,scenario
vanilla_rl,42,-0.8130830874222229,-0.0023595727400312887,-0.002334203448533007,2.536929149828096e-05,0.018265889878762293,-37.912233553212964,-40.57729238931113,0.8123400221727195,-1.0009147219504413,332.38979624211163,1.9943387774526695,0.004489528450508954,-0.0013770267231198502,-0.16524320677438203,0.17305864978105873,0,-1.0,-1.0,0.0,0.5,0.0,0.0,0.3880507725125252,0.008420624028445055,-0.021196677965990264,720.0,9.978309899992739e-06,0.007184383127994772,0.002938865905886422,2.1159834522382237,2.536929149828096e-05,0.018265889878762293,0.000434712267152281,0.3129928323496423,5.6593280306768306e-06,0.004074716182087318,-0.002951550551635562,-2.125116397177605,0.0,0.0,-0.002334203448533007,-1.6806264829437652,-1.834397377981731e-05,-0.013207661121468465,persistent_shift
hrl_raw,42,-0.6173907665259087,-0.0013911552703247164,-0.0013653555510071808,2.5799719317535462e-05,0.018575797908625534,-31.475707636839136,-36.68361034427956,0.616378097734113,-1.0016429344188549,213.2123272965669,1.2792739637794015,0.016264654094897895,-0.0005485863870041093,-0.06583036644049312,0.08191547520534158,0,-1.0,-1.0,0.0,0.5,0.0,0.0,0.3880507725125252,0.013149863245032884,-0.018286729350187405,720.0,1.0314604091608406e-05,0.007426514945958053,0.0019583279949483,1.409996156362776,2.5799719317535462e-05,0.018575797908625534,0.000433628547229064,0.3122125540049261,3.5851690505085456e-06,0.0025813217163661527,-0.001971227854607068,-1.4192840553170891,0.0,0.0,-0.0013653555510071808,-0.9830559967251702,-1.6485028709276278e-05,-0.01186922067067892,persistent_shift
raw_history,42,0.2032051089465412,0.00023707099337002006,0.00025611076399866347,1.9039770628643413e-05,0.013708634852623258,11.14455667738669,23.197572692638985,0.03552272566225467,5.720425591171923,28.067971173569866,0.16840782704141916,0.000521450994997648,0.0006923209623586139,0.08307851548303366,0.003136037094977673,0,-1.0,-1.0,0.12403100775193798,0.5,0.0,0.0,0.018718675736404046,0.315469932666804,0.08993660465271316,720.0,-8.421119975938805e-06,-0.006063206382675939,0.0004033486182160827,0.29041100511557955,1.9039770628643413e-05,0.013708634852623258,0.0004994745457443465,0.35962167293592945,6.074661050520791e-07,0.0004373755956374969,-0.00041286850353040454,-0.29726532254189125,0.0,0.0,0.00025611076399866347,0.1843997500790377,-1.0127351419373786e-05,-0.007291693021949126,persistent_shift
freq_single_policy,42,-0.07018508206247498,-0.00011606255652437544,-0.00010246688345135271,1.3595673073022704e-05,0.009788884612576347,-3.582762549651787,-5.769076878150971,0.18277299919281986,-0.38400136985459155,74.3740170296434,0.4462441021778604,0.0008439066673454887,0.0004683808201166989,0.05620569841400387,0.008761932359948207,0,-1.0,-1.0,0.015503875968992248,0.5,0.0,0.0,0.070357316711995,0.10315800553655735,-0.167825996535708,720.0,5.198211207159833e-07,0.00037427120691550797,0.0007940030187010351,0.5716821734647453,1.3595673073022704e-05,0.009788884612576347,0.0005184845840096505,0.37330890048694837,1.862182324220644e-06,0.0013407712734388637,-0.0008008008552375465,-0.5765766157710335,0.0,0.0,-0.00010246688345135271,-0.07377615608497395,-8.660018860731995e-06,-0.006235213579727037,persistent_shift
lf_upper_only,42,0.2541751383582225,0.00021727395892091655,0.0003146380220549267,9.736406313401014e-05,0.07010212545648731,16.04704469216513,31.576240208707617,0.008695319122820844,29.231260494067485,5.717120339588246,0.03430272203752947,5.1398678477892485e-05,0.0005908906508718992,0.0709068781046279,0.0005761302091084963,0,-1.0,-1.0,0.0,0.5,0.0,0.0,0.0006541955533767754,1.8835595680067985,0.8056222741193025,720.0,-3.0465895879263345e-06,-0.0021935445033069607,0.00018260186877424816,0.13147334551745868,9.736406313401014e-05,0.07010212545648731,0.0003654300784963775,0.2631096565173918,9.89779029363616e-07,0.0007126409011418036,-0.00023128390034125323,-0.16652440824570233,0.0,0.0,0.0003146380220549267,0.2265393758795472,-4.9671810596368686e-05,-0.035763703629385454,persistent_shift
hf_lower_only,42,-0.005718865609962487,-5.554530093245357e-05,-1.4613721548821379e-05,4.093157938363219e-05,0.029470737156215173,-2.002270046057541,-3.76769349016211,0.01649160650367376,-0.34677431872319536,8.462095230371746,0.050772571382230486,0.00332688729138923,9.451659919406802e-05,0.011341991903288162,0.0014967808497218218,0,-1.0,-1.0,25.728682170542637,0.5,0.0,0.0,0.0,0.8642926988699933,0.027702924259717855,720.0,1.9821461182983571e-07,0.0001427145205174817,0.00010747980746399196,0.0773854613740742,4.093157938363219e-05,0.029470737156215173,6.235929867522514e-05,0.0448986950461621,1.9680031252479682e-07,0.0001416962250178537,-0.000127945597155808,-0.09212082995218177,0.0,0.0,-1.4613721548821379e-05,-0.010521879515151393,-2.066259000434089e-05,-0.01487706480312544,persistent_shift
allfreq_alllayers,42,-0.09797751252245535,-0.00016362181735901022,-0.00014397827775788937,1.9411667921605856e-05,0.013976400903556216,-4.892669876819357,-7.531515602817596,0.19921882679652614,-0.4918085007223013,79.26009679849298,0.47556058079095787,0.0005396350074496712,0.00044544226536185813,0.053453071843422975,0.009985984314783073,176,-1.0,-1.0,0.023255813953488372,0.35333333333333333,0.0,0.0,0.07026720263955603,0.1902584665530826,-0.1622736331178597,720.0,-1.549025870573435e-06,-0.0011152986268128731,0.0008365706045261107,0.6023308352587997,1.9411667921605856e-05,0.013976400903556216,0.0005191508247816915,0.37378859384281793,2.037962188990599e-06,0.0014673327760732313,-0.0008462764384869135,-0.6093190357105778,2.3187167951502274e-07,0.00016694760925081638,-0.00014397827775788937,-0.10366435998568034,-1.1975667829308552e-05,-0.008622480837102157,persistent_shift
swapped,42,-0.0869929806974048,-0.00015070080809692093,-0.00013391082987895472,1.655810653845118e-05,0.01192183670768485,-6.741663505711373,-11.855520735120823,0.11437904074873728,-0.7605674967016646,50.74803126701043,0.3044881876020626,0.003819972905546231,0.00035030923680151165,0.0420371084161814,0.009764378083043514,176,-1.0,-1.0,0.031007751937984496,0.35333333333333333,0.0,0.0,0.10368753616333658,0.1997814391242386,-0.4745812034004999,720.0,-4.225138413497012e-06,-0.0030420996577178484,0.000565686051666917,0.4072939572001802,1.655810653845118e-05,0.01192183670768485,0.0003008545149040549,0.21661525073091956,1.323969565741191e-06,0.0009532580873336576,-0.0005739651049361425,-0.4132548755540226,2.3187167951502274e-07,0.00016694760925081638,-0.00013391082987895472,-0.0964157975128474,-9.834894514481805e-06,-0.007081124050426899,persistent_shift
no_promotion,42,0.25273513231897815,0.00021646624237880294,0.00031309340385896766,9.662716148016475e-05,0.06957155626571862,15.831431501832645,28.96760547598815,0.009290616821554631,27.20326725052547,6.037551364896018,0.03622530818937612,2.684335772496184e-05,0.0005919323460578488,0.07103188152694186,0.0005561971879707826,0,-1.0,-1.0,43.45614035087719,0.5,0.0,0.0,0.0006541955533767754,1.9036407124288635,0.7476095129705062,720.0,-3.093199240213411e-06,-0.0022271034529536557,0.00018536550533686887,0.13346316384254558,9.662716148016475e-05,0.06957155626571862,0.00036655321785543116,0.26391831685591044,9.770075556646861e-07,0.000703445440078574,-0.00023367908607695121,-0.16824894197540488,0.0,0.0,0.00031309340385896766,0.2254272507784567,-4.929058829574706e-05,-0.035489223572937885,persistent_shift
no_leakage,42,0.2312286136896109,0.0002870365058111652,0.0002872683774906802,0.0,0.0,14.668021978389824,33.61290156962054,0.0198939480742375,11.623063095708492,11.996456469730106,0.07197873881838064,0.0009097186381815242,0.0006124195299108445,0.07349034358930134,0.0007346054113593505,176,-1.0,-1.0,2.503875968992248,0.35333333333333333,0.0,0.0,0.0014578422658482254,0.9551325126732644,0.7816572409436477,720.0,5.302231380000761e-06,0.0038176065936005484,0.00022445353823630885,0.16160654753014236,0.0,0.0,0.00038375605396812664,0.2763043588570512,2.3075770386370074e-06,0.0016614554678186452,-0.00022445353823630885,-0.16160654753014236,2.3187167951502274e-07,0.00016694760925081638,0.0002872683774906802,0.20683323179328972,-2.5394487181520302e-06,-0.0018284030770694619,persistent_shift
