route_id,grouping_type,direction_id,direction_name,stop_sequence,stop_id
MTA NYCT_Q83,direction,0,CAMBRIA HEIGHTS 227 ST,8,MTA_504464
MTA NYCT_Q83,direction,0,CAMBRIA HEIGHTS 227 ST,9,MTA_504465
MTA NYCT_Q83,direction,0,CAMBRIA HEIGHTS 227 ST,10,MTA_503831
MTA NYCT_Q83,direction,0,CAMBRIA HEIGHTS 227 ST,11,MTA_500264
MTA NYCT_Q83,direction,0,CAMBRIA HEIGHTS 227 ST,12,MTA_500266
MTA NYCT_Q83,direction,0,CAMBRIA HEIGHTS 227 ST,13,MTA_500220
MTA NYCT_Q83,direction,0,CAMBRIA HEIGHTS 227 ST,14,MTA_500222
MTA NYCT_Q83,direction,0,CAMBRIA HEIGHTS 227 ST,15,MTA_500271
MTA NYCT_Q83,direction,0,CAMBRIA HEIGHTS 227 ST,16,MTA_500272
MTA NYCT_Q83,direction,0,CAMBRIA HEIGHTS 227 ST,17,MTA_504541
MTA NYCT_Q83,direction,0,CAMBRIA HEIGHTS 227 ST,18,MTA_503244
MTA NYCT_Q83,direction,0,CAMBRIA HEIGHTS 227 ST,19,MTA_503062
MTA NYCT_Q83,direction,0,CAMBRIA HEIGHTS 227 ST,20,MTA_503080
MTA NYCT_Q83,direction,0,CAMBRIA HEIGHTS 227 ST,21,MTA_500283
MTA NYCT_Q83,direction,0,CAMBRIA HEIGHTS 227 ST,22,MTA_500284
MTA NYCT_Q83,direction,0,CAMBRIA HEIGHTS 227 ST,23,MTA_500286
MTA NYCT_Q83,direction,0,CAMBRIA HEIGHTS 227 ST,24,MTA_904104
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,0,MTA_500289
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,1,MTA_500301
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,2,MTA_500303
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,3,MTA_500315
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,4,MTA_804005
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,5,MTA_500317
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,6,MTA_503067
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,7,MTA_500320
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,8,MTA_500322
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,9,MTA_503922
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,10,MTA_503070
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,11,MTA_503784
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,12,MTA_500183
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,13,MTA_504523
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,14,MTA_500331
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,15,MTA_500332
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,16,MTA_500334
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,17,MTA_500336
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,18,MTA_500337
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,19,MTA_504437
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,20,MTA_504008
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,21,MTA_503671
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,22,MTA_503174
MTA NYCT_Q83,direction,1,JAMAICA HILLSIDE-153 ST,23,MTA_503166
MTA NYCT_Q82,direction,0,RUSH BELMONT PARK,0,MTA_505374
MTA NYCT_Q82,direction,0,RUSH BELMONT PARK,1,MTA_503984
MTA NYCT_Q82,direction,0,RUSH BELMONT PARK,2,MTA_501908
MTA NYCT_Q82,direction,0,RUSH BELMONT PARK,3,MTA_505096
MTA NYCT_Q82,direction,0,RUSH BELMONT PARK,4,MTA_500018
MTA NYCT_Q82,direction,0,RUSH BELMONT PARK,5,MTA_503965
MTA NYCT_Q82,direction,0,RUSH BELMONT PARK,6,MTA_500022
MTA NYCT_Q82,direction,0,RUSH BELMONT PARK,7,MTA_501925
MTA NYCT_Q82,direction,0,RUSH BELMONT PARK,8,MTA_501927
MTA NYCT_Q82,direction,0,RUSH BELMONT PARK,9,MTA_552247
MTA NYCT_Q82,direction,0,RUSH BELMONT PARK,10,MTA_552248
MTA NYCT_Q82,direction,0,RUSH BELMONT PARK,11,MTA_552249
MTA NYCT_Q82,direction,0,RUSH BELMONT PARK,12,MTA_505131
MTA NYCT_Q82,direction,0,RUSH BELMONT PARK,13,MTA_553442
MTA NYCT_Q82,direction,0,RUSH BELMONT PARK,14,MTA_500122
MTA NYCT_Q82,direction,0,RUSH BELMONT PARK,15,MTA_904250
MTA NYCT_Q82,direction,1,RUSH JAMAICA BUS TERMINAL,0,MTA_553437
MTA NYCT_Q82,direction,1,RUSH JAMAICA BUS TERMINAL,1,MTA_500123
MTA NYCT_Q82,direction,1,RUSH JAMAICA BUS TERMINAL,2,MTA_500125
MTA NYCT_Q82,direction,1,RUSH JAMAICA BUS TERMINAL,3,MTA_552252
MTA NYCT_Q82,direction,1,RUSH JAMAICA BUS TERMINAL,4,MTA_552727
MTA NYCT_Q82,direction,1,RUSH JAMAICA BUS TERMINAL,5,MTA_501962
MTA NYCT_Q82,direction,1,RUSH JAMAICA BUS TERMINAL,6,MTA_501964
MTA NYCT_Q82,direction,1,RUSH JAMAICA BUS TERMINAL,7,MTA_504045
MTA NYCT_Q82,direction,1,RUSH JAMAICA BUS TERMINAL,8,MTA_501966
MTA NYCT_Q82,direction,1,RUSH JAMAICA BUS TERMINAL,9,MTA_500072
MTA NYCT_Q82,direction,1,RUSH JAMAICA BUS TERMINAL,10,MTA_500074
MTA NYCT_Q82,direction,1,RUSH JAMAICA BUS TERMINAL,11,MTA_500080
MTA NYCT_Q82,direction,1,RUSH JAMAICA BUS TERMINAL,12,MTA_501414
MTA NYCT_Q82,direction,1,RUSH JAMAICA BUS TERMINAL,13,MTA_700815
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,0,MTA_500677
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,1,MTA_500678
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,2,MTA_500681
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,3,MTA_503954
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,4,MTA_500684
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,5,MTA_500685
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,6,MTA_904092
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,7,MTA_500687
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,8,MTA_500688
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,9,MTA_500690
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,10,MTA_500691
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,11,MTA_500694
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,12,MTA_904039
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,13,MTA_503606
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,14,MTA_500670
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,15,MTA_500671
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,16,MTA_500672
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,17,MTA_500673
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,18,MTA_500674
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,19,MTA_500507
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,20,MTA_500509
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,21,MTA_500512
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,22,MTA_504462
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,23,MTA_500430
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,24,MTA_503622
MTA NYCT_Q85,direction,0,RUSH JAMAICA CENTER,25,MTA_505264
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,0,MTA_701018
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,1,MTA_503936
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,2,MTA_500368
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,3,MTA_500372
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,4,MTA_505313
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,5,MTA_500454
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,6,MTA_500543
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,7,MTA_500636
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,8,MTA_500637
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,9,MTA_500638
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,10,MTA_500639
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,11,MTA_500640
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,12,MTA_503605
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,13,MTA_500649
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,14,MTA_500652
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,15,MTA_503073
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,16,MTA_503971
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,17,MTA_503132
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,18,MTA_500658
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,19,MTA_500660
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,20,MTA_500661
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,21,MTA_500663
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,22,MTA_500664
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,23,MTA_500666
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,24,MTA_500667
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,25,MTA_500668
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,26,MTA_804034
MTA NYCT_Q85,direction,1,RUSH ROSEDALE 147 AV,27,MTA_505268
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,0,MTA_500482
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,1,MTA_500483
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,2,MTA_500484
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,3,MTA_500485
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,4,MTA_500486
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,5,MTA_500487
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,6,MTA_500489
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,7,MTA_500490
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,8,MTA_500491
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,9,MTA_500492
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,10,MTA_500494
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,11,MTA_500495
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,12,MTA_500497
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,13,MTA_500499
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,14,MTA_500500
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,15,MTA_500501
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,16,MTA_500502
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,17,MTA_500504
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,18,MTA_500505
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,19,MTA_500507
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,20,MTA_500509
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,21,MTA_500512
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,22,MTA_504462
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,23,MTA_500430
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,24,MTA_503622
MTA NYCT_Q84,direction,0,RUSH JAMAICA CENTER,25,MTA_904008
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,0,MTA_701089
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,1,MTA_503936
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,2,MTA_500368
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,3,MTA_500372
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,4,MTA_505313
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,5,MTA_500454
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,6,MTA_500456
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,7,MTA_500458
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,8,MTA_500460
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,9,MTA_500461
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,10,MTA_500462
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,11,MTA_500464
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,12,MTA_500465
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,13,MTA_500467
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,14,MTA_500468
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,15,MTA_500470
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,16,MTA_500472
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,17,MTA_500473
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,18,MTA_500475
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,19,MTA_500476
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,20,MTA_500478
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,21,MTA_500479
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,22,MTA_500480
MTA NYCT_Q84,direction,1,RUSH LAURELTON 238 ST,23,MTA_500481
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,0,MTA_701086
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,1,MTA_503936
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,2,MTA_500368
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,3,MTA_500372
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,4,MTA_505313
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,5,MTA_500454
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,6,MTA_500543
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,7,MTA_500547
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,8,MTA_500551
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,9,MTA_500552
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,10,MTA_505455
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,11,MTA_500555
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,12,MTA_500557
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,13,MTA_500560
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,14,MTA_500563
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,15,MTA_500564
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,16,MTA_500565
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,17,MTA_500567
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,18,MTA_505178
MTA NYCT_Q87,direction,1,RUSH GREEN ACRES via MERRICK BL,19,MTA_804053
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,0,MTA_503105
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,1,MTA_503827
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,2,MTA_504442
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,3,MTA_504443
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,4,MTA_503110
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,5,MTA_503127
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,6,MTA_504971
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,7,MTA_500578
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,8,MTA_500580
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,9,MTA_500582
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,10,MTA_500584
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,11,MTA_500586
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,12,MTA_500591
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,13,MTA_500507
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,14,MTA_500509
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,15,MTA_500512
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,16,MTA_504462
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,17,MTA_500430
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,18,MTA_503622
MTA NYCT_Q87,direction,0,RUSH JAMAICA CENTER via MERRICK BL,19,MTA_503172
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,0,MTA_505436
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,1,MTA_505457
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,2,MTA_552977
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,3,MTA_500677
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,4,MTA_500678
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,5,MTA_500681
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,6,MTA_504463
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,7,MTA_505387
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,8,MTA_500572
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,9,MTA_500575
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,10,MTA_504971
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,11,MTA_500578
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,12,MTA_500580
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,13,MTA_500582
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,14,MTA_500584
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,15,MTA_500586
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,16,MTA_500591
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,17,MTA_500507
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,18,MTA_500509
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,19,MTA_500512
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,20,MTA_504462
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,21,MTA_500430
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,22,MTA_503622
MTA NYCT_Q86,direction,0,RUSH JAMAICA CENTER via MERRICK BL,23,MTA_503172
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,0,MTA_701086
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,1,MTA_503936
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,2,MTA_500368
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,3,MTA_500372
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,4,MTA_505313
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,5,MTA_500454
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,6,MTA_500543
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,7,MTA_500547
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,8,MTA_500551
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,9,MTA_500552
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,10,MTA_505455
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,11,MTA_500555
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,12,MTA_500557
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,13,MTA_500560
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,14,MTA_505431
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,15,MTA_505433
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,16,MTA_505432
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,17,MTA_505411
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,18,MTA_500664
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,19,MTA_500666
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,20,MTA_500667
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,21,MTA_500668
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,22,MTA_552480
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,23,MTA_505456
MTA NYCT_Q86,direction,1,RUSH ROSEDALE 149 AV via MERRICK BL,24,MTA_904035
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,0,MTA_104536
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,1,MTA_104537
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,2,MTA_104538
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,3,MTA_104539
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,4,MTA_100543
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,5,MTA_103003
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,6,MTA_104375
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,7,MTA_100946
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,8,MTA_100947
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,9,MTA_100948
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,10,MTA_100949
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,11,MTA_100950
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,12,MTA_103578
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,13,MTA_100322
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,14,MTA_100323
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,15,MTA_100325
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,16,MTA_100956
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,17,MTA_104110
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,18,MTA_100960
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,19,MTA_100961
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,20,MTA_100962
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,21,MTA_103577
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,22,MTA_100965
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,23,MTA_100966
MTA NYCT_BX24,direction,0,COUNTRY CLUB via PELHAM BAY,24,MTA_802118
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,0,MTA_100967
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,1,MTA_104070
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,2,MTA_902137
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,3,MTA_100977
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,4,MTA_100299
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,5,MTA_103473
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,6,MTA_103280
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,7,MTA_100981
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,8,MTA_100982
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,9,MTA_100983
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,10,MTA_100984
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,11,MTA_100985
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,12,MTA_902023
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,13,MTA_103689
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,14,MTA_100492
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,15,MTA_103356
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,16,MTA_104533
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,17,MTA_104534
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,18,MTA_104540
MTA NYCT_BX24,direction,1,HUTCHINSON METRO CENTER,19,MTA_802151
MTA NYCT_T464,direction,1,Q TRAIN LOCAL TO KINGS HWY,0,MTA_901804
MTA NYCT_T464,direction,1,Q TRAIN LOCAL TO KINGS HWY,1,MTA_901809
