stop_id,code,name,lat,lon,direction,wheelchair_boarding
MTA_400716,400716,W 34 ST/BROADWAY,40.749982,-73.98805,NW,UNKNOWN
MTA_401818,401818,W 34 ST/9 AV,40.753106,-73.995857,SE,UNKNOWN
MTA_401819,401819,W 34 ST/8 AV,40.751988,-73.993312,SE,UNKNOWN
MTA_401821,401821,W 34 ST/BROADWAY,40.749624,-73.987617,E,UNKNOWN
MTA_401822,401822,E 34 ST/5 AV,40.748192,-73.984134,SE,UNKNOWN
MTA_401824,401824,E 34 ST/PARK AV,40.746797,-73.98089,SE,UNKNOWN
MTA_401826,401826,E 34 ST/3 AV,40.745446,-73.977711,SE,UNKNOWN
MTA_401827,401827,E 34 ST/2 AV,40.744771,-73.976091,SE,UNKNOWN
MTA_401832,401832,E 23 ST/2 AV,40.737663,-73.980554,SE,UNKNOWN
MTA_401833,401833,E 23 ST/1 AV,40.736691,-73.978245,SE,UNKNOWN
MTA_401840,401840,E 34 ST/3 AV,40.745998,-73.978634,NW,UNKNOWN
MTA_401842,401842,E 34 ST/PARK AV,40.747234,-73.981547,NW,UNKNOWN
MTA_401847,401847,W 34 ST/7 AV,40.75125,-73.991027,NW,UNKNOWN
MTA_401848,401848,W 34 ST/8 AV,40.752301,-73.993588,NW,UNKNOWN
MTA_401857,401857,WATERSIDE PLAZA/WATERSIDE 1,40.738058,-73.973463,NE,UNKNOWN
MTA_401858,401858,WATERSIDE PLAZA/WATERSIDE 2,40.739144,-73.972885,N,UNKNOWN
MTA_402052,402052,E 23 ST/AV C,40.7355,-73.975374,SE,UNKNOWN
MTA_403192,403192,W 34 ST/10 AV,40.75433,-73.998776,SE,UNKNOWN
MTA_403216,403216,E 34 ST/2 AV,40.74504,-73.976264,NW,UNKNOWN
MTA_403359,403359,E 34 ST/1 AV,40.744007,-73.97394,NW,UNKNOWN
MTA_403528,403528,W 34 ST/9 AV,40.753361,-73.996044,NW,UNKNOWN
MTA_403530,403530,W 34 ST/DYER AV,40.754416,-73.998474,W,UNKNOWN
MTA_404280,404280,W 34 ST/7 AV,40.751046,-73.990911,SE,UNKNOWN
MTA_404950,404950,E 34 ST /1 AV,40.743774,-73.973731,SE,UNKNOWN
MTA_405285,405285,11 AV/W 34 ST,40.755629,-74.002186,SW,UNKNOWN
MTA_405286,405286,W 34 ST/12 AV,40.756419,-74.003657,E,UNKNOWN
MTA_405336,405336,2 AV/E 28 ST,40.741114,-73.978641,SW,UNKNOWN
MTA_405375,405375,E 34 ST/5 AV,40.748399,-73.98435,NW,UNKNOWN
MTA_405485,405485,W 34 ST/HUDSON BLVD E,40.755349,-74.000813,NW,UNKNOWN
MTA_405587,405587,W 34 ST/11 AV,40.755718,-74.001884,SE,UNKNOWN
MTA_803131,803131,W 34 ST/12 AV,40.756579,-74.00403,SE,UNKNOWN
MTA_903007,903007,MARGINAL ST/E 34 ST,40.743343,-73.971727,NE,UNKNOWN
MTA_903027,903027,WATERSIDE/WATERSIDE,40.737552,-73.973846,NE,UNKNOWN
MTA_903355,903355,FDR DR/E 35 ST,40.743473,-73.971636,NE,UNKNOWN
MTA_302293,302293,BROADWAY/MARCY AV,40.708202,-73.957591,E,UNKNOWN
MTA_302310,302310,BROADWAY/MARCY AV,40.708638,-73.958417,W,UNKNOWN
MTA_403679,403679,DELANCEY ST/ESSEX ST,40.718689,-73.988295,W,UNKNOWN
MTA_804174,804174,DELANCEY ST/ESSEX ST,40.71849,-73.988459,E,UNKNOWN
MTA_901772,901772,Broadway/HOOPER ST,40.707057,-73.95387,W,UNKNOWN
MTA_901773,901773,BROADWAY/HOOPER ST,40.707047,-73.954089,E,UNKNOWN
MTA_300012,300012,BRIGHTON BEACH AV/CONEY ISLAND AV,40.577968,-73.960253,W,UNKNOWN
MTA_300016,300016,BRIGHTON BEACH AV/OCEAN PKWY,40.576421,-73.967439,W,UNKNOWN
MTA_300124,300124,BRIGHTON BEACH AV/BRIGHTON 6 ST,40.577504,-73.961553,E,UNKNOWN
MTA_300183,300183,QUENTIN RD/E 16 ST,40.60843,-73.957131,W,UNKNOWN
MTA_300335,300335,E 14 ST/SHEEPSHEAD BAY RD,40.587519,-73.955125,N,UNKNOWN
MTA_300363,300363,E 16 ST/SHEEPSHEAD BAY RD,40.587307,-73.953339,S,UNKNOWN
MTA_302802,302802,SURF AV/W 10 ST,40.575351,-73.977435,E,UNKNOWN
MTA_302852,302852,SURF AV/W 8 ST,40.575476,-73.977167,W,UNKNOWN
MTA_302854,302854,SURF AV/STILLWELL AV,40.575581,-73.981204,W,UNKNOWN
MTA_303915,303915,OCEAN AV/AVENUE V,40.597599,-73.950938,N,UNKNOWN
MTA_303916,303916,OCEAN AV/AVENUE U,40.599713,-73.951339,N,UNKNOWN
MTA_304011,304011,OCEAN AV/AVENUE V,40.596946,-73.951078,S,UNKNOWN
MTA_305688,305688,WEST BRIGHTON AV/OCEAN PKWY,40.576254,-73.968966,E,UNKNOWN
MTA_307894,307894,OCEAN AV/AVENUE U,40.598764,-73.951363,S,UNKNOWN
MTA_307942,307942,BRIGHTON BEACH AV/OCEAN PKWY,40.576218,-73.967609,E,UNKNOWN
MTA_801038,801038,STILLWELL AV/SURF AV,40.576024,-73.981244,N,UNKNOWN
MTA_901209,901209,E 16 ST/QUENTIN RD,40.608282,-73.957322,S,UNKNOWN
MTA_901778,901778,WEST BRIGHTON AV/OCEAN PKWY,40.576431,-73.968961,W,UNKNOWN
MTA_901779,901779,sheepshead bay rd/voorhies av,40.583237,-73.952301,E,UNKNOWN
MTA_302368,302368,FULTON ST/LAFAYETTE AV,40.687146,-73.97669,SE,UNKNOWN
MTA_302369,302369,FULTON ST/SOUTH PORTLAND AV,40.686059,-73.974034,E,UNKNOWN
MTA_302427,302427,FULTON ST/SOUTH ELLIOT PL,40.686724,-73.975391,W,UNKNOWN
MTA_302428,302428,FULTON ST/FORT GREENE PL,40.68738,-73.977028,W,UNKNOWN
MTA_302430,302430,FULTON ST/HUDSON AV,40.688635,-73.980164,W,UNKNOWN
MTA_302431,302431,FULTON ST/BOND ST,40.689671,-73.982815,W,UNKNOWN
MTA_302433,302433,FULTON ST/JAY ST,40.691398,-73.987134,W,UNKNOWN
MTA_302945,302945,FULTON ST/SMITH ST,40.69148,-73.987534,E,UNKNOWN
MTA_302947,302947,FULTON ST/BOND ST,40.689709,-73.983099,SE,UNKNOWN
MTA_302948,302948,FULTON ST/FLATBUSH AV EXT,40.688965,-73.981252,E,UNKNOWN
MTA_303017,303017,FULTON ST/ROCKWELL PL,40.688106,-73.979087,E,UNKNOWN
MTA_304196,304196,GATES AV/IRVING AV,40.698169,-73.9136,SW,UNKNOWN
MTA_304197,304197,GATES AV/KNICKERBOCKER AV,40.696571,-73.915192,SW,UNKNOWN
MTA_304198,304198,GATES AV/WILSON AV,40.695173,-73.916567,SW,UNKNOWN
MTA_304199,304199,GATES AV/CENTRAL AV,40.693667,-73.918051,SW,UNKNOWN
MTA_304200,304200,GATES AV/EVERGREEN AV,40.69192,-73.919766,SW,UNKNOWN
MTA_304201,304201,GATES AV/BUSHWICK AV,40.690696,-73.920979,SW,UNKNOWN
MTA_304203,304203,GATES AV/RALPH AV,40.689263,-73.924414,W,UNKNOWN
MTA_304204,304204,GATES AV/PATCHEN AV,40.688886,-73.92766,W,UNKNOWN
MTA_304205,304205,GATES AV/MALCOLM X BLVD,40.68853,-73.930617,W,UNKNOWN
MTA_304206,304206,GATES AV/STUYVESANT AV,40.688206,-73.933536,W,UNKNOWN
MTA_304207,304207,GATES AV/LEWIS AV,40.687934,-73.935916,W,UNKNOWN
MTA_304209,304209,GATES AV/THROOP AV,40.687251,-73.941654,W,UNKNOWN
MTA_304210,304210,GATES AV/TOMPKINS AV,40.686884,-73.945016,W,UNKNOWN
MTA_304211,304211,GATES AV/MARCY AV,40.686541,-73.94787,W,UNKNOWN
MTA_304212,304212,GATES AV/NOSTRAND AV,40.686164,-73.951161,W,UNKNOWN
MTA_304213,304213,GATES AV/BEDFORD AV,40.685761,-73.954837,W,UNKNOWN
MTA_304214,304214,GATES AV/FRANKLIN AV,40.685515,-73.956944,W,UNKNOWN
MTA_304418,304418,MYRTLE AV/PALMETTO AV,40.699516,-73.911851,W,UNKNOWN
MTA_306530,306530,GATES AV/MARCUS GARVEY BLVD,40.687516,-73.939383,W,UNKNOWN
MTA_306533,306533,CADMAN PLAZA WEST/MONTAGUE ST,40.693578,-73.990408,NE,UNKNOWN
MTA_307175,307175,CADMAN PLAZA WEST/TILLARY ST,40.695988,-73.991009,N,UNKNOWN
MTA_307460,307460,ADAMS ST/BROOKLYN SUPREME COURT,40.692973,-73.989171,S,UNKNOWN
MTA_307491,307491,FULTON ST/HOYT ST,40.69069,-73.985547,E,UNKNOWN
MTA_307492,307492,FULTON ST/DUFFIELD ST,40.690536,-73.984949,NW,UNKNOWN
MTA_307547,307547,GREENE AV/FULTON ST,40.685878,-73.97255,E,UNKNOWN
MTA_307548,307548,GREENE AV/ADELPHI ST,40.686169,-73.970051,E,UNKNOWN
MTA_307549,307549,GREENE AV/VANDERBILT AV,40.686401,-73.968035,E,UNKNOWN
MTA_307550,307550,GREENE AV/WASHINGTON AV,40.686738,-73.965107,E,UNKNOWN
MTA_307551,307551,GREENE AV/GRAND AV,40.687089,-73.962078,E,UNKNOWN
MTA_307552,307552,GREENE AV/CLASSON AV,40.687412,-73.95928,E,UNKNOWN
MTA_307553,307553,FRANKLIN AV/GREENE AV,40.687399,-73.956963,S,UNKNOWN
MTA_307572,307572,GREENE AV/CLASSON AV,40.687391,-73.960122,W,UNKNOWN
MTA_307573,307573,GREENE AV/GRAND AV,40.687092,-73.962958,W,UNKNOWN
MTA_307575,307575,GREENE AV/VANDERBILT AV,40.686366,-73.968929,W,UNKNOWN
MTA_307576,307576,GREENE AV/ADELPHI ST,40.686129,-73.970882,W,UNKNOWN
MTA_307577,307577,GREENE AV/CUMBERLAND ST,40.685925,-73.972816,W,UNKNOWN
MTA_307596,307596,GREENE AV/WASHINGTON AV,40.686704,-73.965978,W,UNKNOWN
MTA_307674,307674,GATES AV/FRANKLIN AV,40.685527,-73.956108,E,UNKNOWN
MTA_307675,307675,GATES AV/BEDFORD AV,40.685774,-73.953956,E,UNKNOWN
MTA_307676,307676,GATES AV/NOSTRAND AV,40.686129,-73.950865,E,UNKNOWN
MTA_307677,307677,GATES AV/MARCY AV,40.686569,-73.947043,E,UNKNOWN
MTA_307678,307678,GATES AV/TOMPKINS AV,40.686906,-73.944118,E,UNKNOWN
MTA_307679,307679,GATES AV/THROOP AV,40.687217,-73.941334,E,UNKNOWN
MTA_307680,307680,GATES AV/MARCUS GARVEY BLVD,40.68754,-73.938532,E,UNKNOWN
MTA_307681,307681,GATES AV/LEWIS AV,40.687873,-73.935615,E,UNKNOWN
MTA_307682,307682,GATES AV/STUYVESANT AV,40.688214,-73.932665,E,UNKNOWN
MTA_307683,307683,GATES AV/MALCOLM X BLVD,40.688553,-73.92974,E,UNKNOWN
MTA_307684,307684,GATES AV/PATCHEN AV,40.688902,-73.926862,E,UNKNOWN
MTA_307686,307686,GATES AV/BROADWAY,40.689438,-73.922215,E,UNKNOWN
MTA_307687,307687,GATES AV/BUSHWICK AV,40.69113,-73.92038,NE,UNKNOWN
MTA_307688,307688,GATES AV/EVERGREEN AV,40.692361,-73.919202,NE,UNKNOWN
MTA_307689,307689,GATES AV/CENTRAL AV,40.694104,-73.917491,NE,UNKNOWN
MTA_307690,307690,GATES AV/WILSON AV,40.695572,-73.916057,NE,UNKNOWN
MTA_307691,307691,GATES AV/KNICKERBOCKER AV,40.69704,-73.914567,NE,UNKNOWN
MTA_307901,307901,GATES AV/RALPH AV,40.689211,-73.924117,E,UNKNOWN
MTA_307948,307948,GATES AV/CLASSON AV,40.685282,-73.959148,W,UNKNOWN
MTA_308046,308046,GATES AV/BROADWAY,40.689479,-73.922704,W,UNKNOWN
MTA_308596,308596,GATES AV/WYCKOFF AV,40.699861,-73.911815,NE,UNKNOWN
MTA_505218,505218,PALMETTO ST/SAINT NICHOLAS AV,40.700419,-73.910235,SW,UNKNOWN
MTA_901258,901258,PALMETTO ST/SAINT NICHOLAS AV,40.700503,-73.91004,SW,UNKNOWN
MTA_901463,901463,CADMAN PLAZA WEST/TILLARY ST,40.695231,-73.990816,N,UNKNOWN
MTA_300733,300733,BROADWAY/HALSEY ST,40.685949,-73.915792,NW,UNKNOWN
MTA_301384,301384,JAMAICA AV/FANCHON PL,40.677717,-73.898425,SW,UNKNOWN
MTA_301973,301973,JAMAICA AV/BROADWAY,40.677004,-73.900089,SW,UNKNOWN
MTA_301977,301977,BROADWAY/ABERDEEN ST,40.681143,-73.907315,NW,UNKNOWN
MTA_301978,301978,BROADWAY/GRANITE ST,40.682028,-73.908833,NW,UNKNOWN
MTA_301979,301979,BROADWAY/CHAUNCEY ST,40.68289,-73.910345,NW,UNKNOWN
MTA_301980,301980,BROADWAY/COOPER ST,40.683723,-73.911815,NW,UNKNOWN
MTA_302019,302019,BROADWAY/ROCKAWAY AV,40.683212,-73.91117,SE,UNKNOWN
MTA_302020,302020,BROADWAY/CHAUNCEY ST,40.682435,-73.909794,SE,UNKNOWN
MTA_302022,302022,BROADWAY/HULL ST,40.680211,-73.905914,SE,UNKNOWN
MTA_302058,302058,PATCHEN AV/LAFAYETTE AV,40.692479,-73.927904,N,UNKNOWN
MTA_302059,302059,BROADWAY/GREENE AV,40.691176,-73.925105,SE,UNKNOWN
MTA_302064,302064,BROADWAY/MACDONOUGH ST,40.68432,-73.91312,SE,UNKNOWN
MTA_302074,302074,ATLANTIC AV/VERMONT ST,40.675826,-73.894488,E,UNKNOWN
MTA_302075,302075,ATLANTIC AV/BRADFORD ST,40.676068,-73.892649,E,UNKNOWN
MTA_302076,302076,ATLANTIC AV/VAN SICLEN AV,40.676341,-73.890983,E,UNKNOWN
MTA_302077,302077,ATLANTIC AV/SCHENCK AV,40.676724,-73.889043,E,UNKNOWN
MTA_302078,302078,ATLANTIC AV/WARWICK ST,40.677199,-73.886941,E,UNKNOWN
MTA_302080,302080,ATLANTIC AV/ELTON ST,40.677921,-73.884203,E,UNKNOWN
MTA_302081,302081,ATLANTIC AV/ESSEX ST,40.678466,-73.882396,E,UNKNOWN
MTA_302082,302082,ATLANTIC AV/BERRIMAN ST,40.678972,-73.880607,E,UNKNOWN
MTA_302087,302087,ATLANTIC AV/AUTUMN AV,40.682165,-73.869391,E,UNKNOWN
MTA_302088,302088,ATLANTIC AV/SHERIDAN AV,40.682663,-73.867653,E,UNKNOWN
MTA_302166,302166,ATLANTIC AV/GRANT AV,40.682962,-73.867576,W,UNKNOWN
MTA_302167,302167,BROADWAY/MADISON ST,40.688459,-73.920063,NW,UNKNOWN
MTA_302170,302170,ATLANTIC AV/CRESCENT ST,40.681721,-73.871923,W,UNKNOWN
MTA_302172,302172,ATLANTIC AV/LOGAN ST,40.680004,-73.877966,W,UNKNOWN
MTA_302173,302173,ATLANTIC AV/HALE AV,40.679396,-73.880072,W,UNKNOWN
MTA_302174,302174,ATLANTIC AV/SHEPHERD AV,40.678877,-73.881905,W,UNKNOWN
MTA_302175,302175,ATLANTIC AV/LINWOOD ST,40.678365,-73.88369,W,UNKNOWN
MTA_302176,302176,ATLANTIC AV/CLEVELAND ST,40.677991,-73.885018,W,UNKNOWN
MTA_302177,302177,ATLANTIC AV/WARWICK ST,40.677397,-73.887257,W,UNKNOWN
MTA_302178,302178,ATLANTIC AV/BARBEY ST,40.677001,-73.889007,W,UNKNOWN
MTA_302179,302179,ATLANTIC AV/HENDRIX ST,40.676651,-73.890777,W,UNKNOWN
MTA_302180,302180,ATLANTIC AV/MILLER AV,40.676321,-73.89258,W,UNKNOWN
MTA_302182,302182,ATLANTIC AV/PENNSYLVANIA AV,40.675852,-73.896631,W,UNKNOWN
MTA_302193,302193,BROADWAY/SCHAEFFER ST,40.684603,-73.913292,NW,UNKNOWN
MTA_302194,302194,BROADWAY/ELDERT ST,40.685499,-73.91487,NW,UNKNOWN
MTA_302196,302196,BROADWAY/JEFFERSON AV,40.687195,-73.917883,NW,UNKNOWN
MTA_302197,302197,BROADWAY/GATES AV,40.689726,-73.922336,NW,UNKNOWN
MTA_302198,302198,BROADWAY/GROVE ST,40.690619,-73.923871,NW,UNKNOWN
MTA_302199,302199,VAN BUREN ST/BROADWAY,40.691968,-73.927079,W,UNKNOWN
MTA_304524,304524,JAMAICA AV/GEORGIA AV,40.677162,-73.899167,NE,UNKNOWN
MTA_306977,306977,BROADWAY/JEFFERSON AV,40.686818,-73.917504,SE,UNKNOWN
MTA_307154,307154,BROADWAY/QUINCY ST,40.689893,-73.922909,SE,UNKNOWN
MTA_307155,307155,BROADWAY/MADISON ST,40.687986,-73.919576,SE,UNKNOWN
MTA_307157,307157,BROADWAY/GREENE AV,40.691709,-73.925835,NW,UNKNOWN
MTA_307164,307164,ATLANTIC AV/MILFORD ST,40.67959,-73.878442,E,UNKNOWN
MTA_307207,307207,BROADWAY/GRANITE ST,40.681648,-73.908411,SE,UNKNOWN
MTA_307228,307228,BROADWAY/LAFAYETTE AV,40.692336,-73.927167,SE,UNKNOWN
MTA_307238,307238,FULTON ST/VAN SINDEREN AV,40.677953,-73.903754,W,UNKNOWN
MTA_307495,307495,ATLANTIC AV/EUCLID AV,40.681085,-73.873176,E,UNKNOWN
MTA_307855,307855,ATLANTIC AV/EUCLID AV,40.681243,-73.87348,W,UNKNOWN
MTA_307897,307897,VAN SINDEREN AV/FULTON ST,40.678111,-73.903408,S,UNKNOWN
MTA_308579,308579,ATLANTIC AV/WYONA ST,40.676165,-73.893704,W,UNKNOWN
MTA_308763,308763,BROADWAY/EASTERN PKWY,40.680109,-73.905572,NW,UNKNOWN
MTA_308771,308771,BROADWAY/HALSEY ST,40.685815,-73.915766,SE,UNKNOWN
MTA_308787,308787,ATLANTIC AV/NEW JERSEY AV,40.675682,-73.895909,E,UNKNOWN
MTA_503174,503174,ARCHER AV/153 ST,40.70205,-73.801711,W,UNKNOWN
MTA_503645,503645,ATLANTIC AV/100 ST,40.68932,-73.844234,E,UNKNOWN
MTA_503646,503646,ATLANTIC AV/100 ST,40.689482,-73.844626,W,UNKNOWN
MTA_503649,503649,ATLANTIC AV/104 ST,40.690188,-73.841156,E,UNKNOWN
MTA_503650,503650,ATLANTIC AV/104 ST,40.690324,-73.841675,W,UNKNOWN
MTA_503652,503652,ATLANTIC AV/108 ST,40.691363,-73.837053,E,UNKNOWN
MTA_503653,503653,ATLANTIC AV/108 ST,40.691372,-73.837994,W,UNKNOWN
MTA_503654,503654,ATLANTIC AV/111 ST,40.692152,-73.834253,E,UNKNOWN
MTA_503655,503655,ATLANTIC AV/111 ST,40.692118,-73.83536,W,UNKNOWN
MTA_503656,503656,ATLANTIC AV/114 ST,40.692876,-73.83172,E,UNKNOWN
MTA_503657,503657,ATLANTIC AV/114 ST,40.692915,-73.83256,W,UNKNOWN
MTA_503662,503662,ATLANTIC AV/124 ST,40.695058,-73.824199,W,UNKNOWN
MTA_503665,503665,ATLANTIC AV/130 ST,40.695982,-73.818117,E,UNKNOWN
MTA_503666,503666,ATLANTIC AV/130 ST,40.695885,-73.81935,W,UNKNOWN
MTA_503668,503668,ATLANTIC AV/134 ST,40.69676,-73.815411,E,UNKNOWN
MTA_503678,503678,ATLANTIC AV/76 ST,40.683902,-73.864261,W,UNKNOWN
MTA_503682,503682,ATLANTIC AV/80 ST,40.685006,-73.860375,W,UNKNOWN
MTA_503789,503789,153 ST/JAMAICA AV,40.703012,-73.802397,NW,UNKNOWN
MTA_504183,504183,ATLANTIC AV/ELDERT LN,40.683188,-73.865795,E,UNKNOWN
MTA_504184,504184,ATLANTIC AV/84 ST,40.685566,-73.857425,E,UNKNOWN
MTA_504186,504186,ATLANTIC AV/88 ST,40.686686,-73.853503,E,UNKNOWN
MTA_504188,504188,ATLANTIC AV/92 ST,40.687653,-73.850104,E,UNKNOWN
MTA_504189,504189,ATLANTIC AV/WOODHAVEN BLVD,40.688241,-73.848006,E,UNKNOWN
MTA_504191,504191,ATLANTIC AV/LEFFERTS BLVD,40.694028,-73.827505,E,UNKNOWN
MTA_504204,504204,ATLANTIC AV/VAN WYCK EXPWY WEST,40.697212,-73.81445,W,UNKNOWN
MTA_504205,504205,ATLANTIC AV/LEFFERTS BLVD,40.694021,-73.828636,W,UNKNOWN
MTA_504206,504206,ATLANTIC AV/96 ST,40.688668,-73.847502,W,UNKNOWN
MTA_504207,504207,ATLANTIC AV/WOODHAVEN BLVD,40.687999,-73.84986,W,UNKNOWN
MTA_504209,504209,ATLANTIC AV/90 ST,40.687185,-73.852716,W,UNKNOWN
MTA_504211,504211,ATLANTIC AV/85 ST,40.685968,-73.856984,W,UNKNOWN
MTA_504559,504559,ARCHER AV/SUTPHIN BLVD,40.700637,-73.807238,E,UNKNOWN
MTA_504979,504979,ATLANTIC AV/124 ST,40.695081,-73.823279,E,UNKNOWN
MTA_505544,505544,ATLANTIC AV/76 ST,40.683913,-73.863291,E,UNKNOWN
MTA_550039,550039,SUTPHIN BLVD/ARCHER AV,40.699998,-73.807511,SE,UNKNOWN
MTA_551526,551526,94 AV/143 ST,40.698059,-73.810221,W,UNKNOWN
MTA_552208,552208,88 AV/PARSONS BLVD,40.706655,-73.802358,E,UNKNOWN
MTA_553416,553416,95 AV/CRESSKILL PL,40.697061,-73.810415,E,UNKNOWN
MTA_553417,553417,95 AV/LIVERPOOL ST,40.697831,-73.80785,E,UNKNOWN
MTA_700881,700881,ATLANTIC AV/81 ST,40.684842,-73.860052,E,UNKNOWN
MTA_901081,901081,PATCHEN AV/LAFAYETTE AV,40.692386,-73.927876,N,UNKNOWN
MTA_901796,901796,ATLANTIC AV/CRESCENT ST,40.681542,-73.871653,E,UNKNOWN
MTA_982490,982490,88 AV/153 ST,40.706258,-73.803739,E,UNKNOWN
MTA_200154,200154,BAY ST/SLOSSON TERR,40.639512,-74.075477,N,UNKNOWN
MTA_200176,200176,BAY ST/NICK LAPORTE PL,40.641846,-74.075573,SW,UNKNOWN
MTA_200177,200177,BAY ST/CENTRAL AV,40.638762,-74.07581,S,UNKNOWN
MTA_200259,200259,CASTLETON AV/HEBERTON AV,40.634994,-74.132822,SE,UNKNOWN
MTA_200261,200261,CASTLETON AV/JEWETT AV,40.633639,-74.129649,E,UNKNOWN
MTA_200284,200284,VICTORY BLVD/VAN DUZER ST,40.638187,-74.078339,E,UNKNOWN
MTA_200293,200293,VICTORY BLVD/MONTGOMERY AV,40.63808,-74.077679,W,UNKNOWN
MTA_200315,200315,CASTLETON AV/JEWETT AV,40.63385,-74.129761,W,UNKNOWN
MTA_200316,200316,CASTLETON AV/HEBERTON AV,40.635011,-74.132408,NW,UNKNOWN
MTA_200416,200416,PORT RICHMOND AV/HARRISON AV,40.636595,-74.134223,NE,UNKNOWN
MTA_200417,200417,PORT RICHMOND AV/BENNETT ST,40.638381,-74.132905,NE,UNKNOWN
MTA_200426,200426,PORT RICHMOND AV/ANN ST,40.638743,-74.132956,SW,UNKNOWN
MTA_200427,200427,PORT RICHMOND AV/HARRISON AV,40.63646,-74.134663,SW,UNKNOWN
MTA_200524,200524,JEWETT AV/POST AV,40.631109,-74.130592,S,UNKNOWN
MTA_200525,200525,JEWETT AV/KRAMER PL,40.62915,-74.130476,S,UNKNOWN
MTA_200526,200526,JEWETT AV/FOREST AV,40.626456,-74.131328,S,UNKNOWN
MTA_200527,200527,JEWETT AV/EGBERT AV,40.624608,-74.131955,S,UNKNOWN
MTA_200528,200528,JEWETT AV/BURNSIDE AV,40.622865,-74.132193,S,UNKNOWN
MTA_200529,200529,JEWETT AV/COLLEGE AV,40.620714,-74.131814,S,UNKNOWN
MTA_200530,200530,JEWETT AV/THE BOULEVARD,40.618213,-74.131416,S,UNKNOWN
MTA_200531,200531,JEWETT AV/WATERS AV,40.616594,-74.131265,S,UNKNOWN
MTA_200532,200532,JEWETT AV/MARKHAM PL,40.615538,-74.13117,S,UNKNOWN
MTA_200533,200533,JEWETT AV/WATCHOGUE RD,40.612975,-74.130866,S,UNKNOWN
MTA_200534,200534,VICTORY BLVD/PERRY AV,40.612471,-74.129835,E,UNKNOWN
MTA_200535,200535,VICTORY BLVD/MOUNTAINVIEW AV,40.612738,-74.12654,E,UNKNOWN
MTA_200536,200536,VICTORY BLVD/LESTER ST,40.612897,-74.124494,E,UNKNOWN
MTA_200537,200537,VICTORY BLVD/MANOR RD,40.613042,-74.122229,E,UNKNOWN
MTA_200538,200538,VICTORY BLVD/TODT HILL RD,40.613306,-74.118905,E,UNKNOWN
MTA_200539,200539,VICTORY BLVD/SLOSSON AV,40.613476,-74.116376,E,UNKNOWN
MTA_200540,200540,VICTORY BLVD/LITTLE CLOVE RD,40.613735,-74.112945,E,UNKNOWN
MTA_200541,200541,VICTORY BLVD/ALBERT ST,40.614121,-74.111033,E,UNKNOWN
MTA_200542,200542,VICTORY BLVD/RENWICK AV,40.61486,-74.107562,E,UNKNOWN
MTA_200543,200543,VICTORY BLVD/SENECA AV,40.61585,-74.104658,E,UNKNOWN
MTA_200546,200546,VICTORY BLVD/HIGHLAND AV,40.619819,-74.099368,NE,UNKNOWN
MTA_200548,200548,VICTORY BLVD/THERESA PL,40.624476,-74.093568,NE,UNKNOWN
MTA_200549,200549,VICTORY BLVD/EDDY ST,40.626759,-74.091341,NE,UNKNOWN
MTA_200550,200550,VICTORY BLVD/FOREST AV,40.630279,-74.088817,NE,UNKNOWN
MTA_200551,200551,VICTORY BLVD/AUSTIN PL,40.63248,-74.086809,NE,UNKNOWN
MTA_200552,200552,VICTORY BLVD/CEBRA AV,40.634207,-74.085435,NE,UNKNOWN
MTA_200553,200553,VICTORY BLVD/JERSEY ST,40.635624,-74.083859,NE,UNKNOWN
MTA_200570,200570,VICTORY BLVD/JERSEY ST,40.635817,-74.083683,W,UNKNOWN
MTA_200572,200572,VICTORY BLVD/WOODSTOCK AV,40.631793,-74.08763,SW,UNKNOWN
MTA_200573,200573,VICTORY BLVD/FOREST AV,40.629856,-74.089431,SW,UNKNOWN
MTA_200574,200574,VICTORY BLVD/EDDY ST,40.626289,-74.091852,SW,UNKNOWN
MTA_200575,200575,VICTORY BLVD/THERESA PL,40.624042,-74.094414,SW,UNKNOWN
MTA_200576,200576,VICTORY BLVD/SILVER LAKE GOLF COURSE,40.622571,-74.096335,SW,UNKNOWN
MTA_200580,200580,VICTORY BLVD/CLOVE RD,40.616078,-74.104545,SW,UNKNOWN
MTA_200582,200582,VICTORY BLVD/ALBERT ST,40.614192,-74.111375,W,UNKNOWN
MTA_200583,200583,VICTORY BLVD/LITTLE CLOVE RD,40.613821,-74.113636,W,UNKNOWN
MTA_200584,200584,VICTORY BLVD/SLOSSON AV,40.613549,-74.117328,W,UNKNOWN
MTA_200586,200586,VICTORY BLVD/MANOR RD,40.613107,-74.123014,W,UNKNOWN
MTA_200590,200590,JEWETT AV/KIMBALL AV,40.614929,-74.130877,N,UNKNOWN
MTA_200591,200591,JEWETT AV/GOODWIN AV,40.616414,-74.131049,N,UNKNOWN
MTA_200592,200592,JEWETT AV/KEIBER CT,40.618571,-74.131338,N,UNKNOWN
MTA_200593,200593,JEWETT AV/COLLEGE AV,40.621337,-74.131797,N,UNKNOWN
MTA_200594,200594,JEWETT AV/BURNSIDE AV,40.622558,-74.131998,N,UNKNOWN
MTA_200595,200595,JEWETT AV/EGBERT AV,40.624425,-74.131868,N,UNKNOWN
MTA_200596,200596,JEWETT AV/FOREST AV,40.626199,-74.131223,N,UNKNOWN
MTA_200597,200597,JEWETT AV/HOLBERNT CT,40.629447,-74.130149,N,UNKNOWN
MTA_200598,200598,JEWETT AV/POST AV,40.630769,-74.13037,N,UNKNOWN
