snapshot_source,recorded_at_time,line_ref,direction_ref,journey_pattern_ref,published_line_name,operator_ref,origin_ref,destination_ref,destination_name,data_frame_ref,dated_vehicle_journey_ref,vehicle_ref,latitude,longitude,bearing,progress_rate,progress_status,block_ref,vehicle_status,monitored_call_stop_point_ref,monitored_call_visit_number,monitored_call_stop_name,monitored_call_extensions
MTA NYCT_S79+,2026-06-26T10:48:18.000-04:00,MTA NYCT_S79+,0,MTA_SBS790387,S79-SBS,MTA NYCT,MTA_805189,MTA_901225,SELECT BUS BAY RIDGE 86 ST STATION,2026-06-26,MTA NYCT_YU_B6-Weekday-SDon-058100_SBS79_515,MTA NYCT_8608,40.610225,-74.033161,17.31894,normalProgress,,MTA NYCT_YU_B6-Weekday-SDon_E_YU_34380_SBS79-515,,MTA_307203,1,92 ST/GATLING PL,"{""Capacities"": {""EstimatedPassengerCount"": 71, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""standingRoomOnly""}}"
MTA NYCT_S79+,2026-06-26T10:48:35.000-04:00,MTA NYCT_S79+,1,MTA_SBS790388,S79-SBS,MTA NYCT,MTA_901226,MTA_805190,SELECT BUS SI MALL via HYLAN,2026-06-26,MTA NYCT_YU_B6-Weekday-SDon-063200_SBS79_523,MTA NYCT_8604,40.5952,-74.086149,247.38014,normalProgress,,MTA NYCT_YU_B6-Weekday-SDon_E_YU_23760_SBS79-523,,MTA_201109,1,HYLAN BLVD/SEAVIEW AV,{}
MTA NYCT_S79+,2026-06-26T10:48:31.035-04:00,MTA NYCT_S79+,0,MTA_SBS790387,S79-SBS,MTA NYCT,MTA_805189,MTA_901225,SELECT BUS BAY RIDGE 86 ST STATION,2026-06-26,MTA NYCT_YU_B6-Weekday-SDon-063100_SBS79_509,MTA NYCT_8910,40.543712,-74.144499,57.380756,normalProgress,,MTA NYCT_YU_B6-Weekday-SDon_E_YU_37380_SBS79-509,,MTA_201010,1,HYLAN BLVD/BAY TERR,"{""Capacities"": {""EstimatedPassengerCount"": 22, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""manySeatsAvailable""}}"
MTA NYCT_S79+,2026-06-26T10:48:33.929-04:00,MTA NYCT_S79+,1,MTA_SBS790388,S79-SBS,MTA NYCT,MTA_901226,MTA_805190,SELECT BUS SI MALL via HYLAN,2026-06-26,MTA NYCT_YU_B6-Weekday-SDon-064200_SBS79_505,MTA NYCT_8919,40.603992,-74.052733,197.66763,normalProgress,,MTA NYCT_YU_B6-Weekday-SDon_E_YU_33420_SBS79-505,,MTA_203345,1,NARROWS RD NORTH/FINGERBOARD RD,"{""Capacities"": {""EstimatedPassengerCount"": 31, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""fewSeatsAvailable""}}"
MTA NYCT_BX12+,2026-06-26T10:48:27.000-04:00,MTA NYCT_BX12+,1,MTA_SBS120032,Bx12-SBS,MTA NYCT,MTA_802025,MTA_404144,SELECT BUS BROADWAY INWOOD,2026-06-26,MTA NYCT_GH_B6-Weekday-SDon-059400_SBS12_814,MTA NYCT_5474,40.867858,-73.920636,15.32151,noProgress,layover,MTA NYCT_GH_B6-Weekday-SDon_E_GH_22620_SBS12-814,,MTA_404144,1,BROADWAY/W 207 ST,{}
MTA NYCT_BX12+,2026-06-26T10:48:11.000-04:00,MTA NYCT_BX12+,1,MTA_SBS120032,Bx12-SBS,MTA NYCT,MTA_802025,MTA_404144,SELECT BUS BROADWAY INWOOD,2026-06-26,MTA NYCT_GH_B6-Weekday-SDon-060000_SBS12_829,MTA NYCT_5482,40.8617,-73.91144,172.89369,normalProgress,,MTA NYCT_GH_B6-Weekday-SDon_E_GH_28500_SBS12-829,,MTA_104332,1,WEST FORDHAM RD/CEDAR AV,{}
MTA NYCT_BX12+,2026-06-26T10:48:21.000-04:00,MTA NYCT_BX12+,1,MTA_SBS120032,Bx12-SBS,MTA NYCT,MTA_802025,MTA_404144,SELECT BUS BROADWAY INWOOD,2026-06-26,MTA NYCT_GH_B6-Weekday-SDon-058900_SBS12_828,MTA NYCT_5539,40.867775,-73.92091,17.175903,noProgress,layover,MTA NYCT_GH_B6-Weekday-SDon_E_GH_27900_SBS12-828,,MTA_404144,1,BROADWAY/W 207 ST,"{""Capacities"": {""EstimatedPassengerCount"": 25, ""EstimatedPassengerCapacity"": 100}}"
MTA NYCT_BX12+,2026-06-26T10:48:21.000-04:00,MTA NYCT_BX12+,1,MTA_SBS120032,Bx12-SBS,MTA NYCT,MTA_802025,MTA_404144,SELECT BUS BROADWAY INWOOD,2026-06-26,MTA NYCT_GH_B6-Weekday-SDon-062400_SBS12_821,MTA NYCT_5540,40.857245,-73.86736,181.44664,normalProgress,,MTA NYCT_GH_B6-Weekday-SDon_E_GH_24240_SBS12-821,,MTA_104330,1,PELHAM PKWY/WHITE PLAINS RD,"{""Capacities"": {""EstimatedPassengerCount"": 10, ""EstimatedPassengerCapacity"": 100}}"
MTA NYCT_BX12+,2026-06-26T10:48:35.000-04:00,MTA NYCT_BX12+,0,MTA_SBS120031,Bx12-SBS,MTA NYCT,MTA_402611,MTA_902058,SELECT BUS BAY PLAZA CO-OP CITY,2026-06-26,MTA NYCT_GH_B6-Weekday-SDon-059900_SBS12_824,MTA NYCT_5534,40.865692,-73.827673,48.043537,normalProgress,,MTA NYCT_GH_B6-Weekday-SDon_E_GH_25260_SBS12-824,,MTA_802025,1,BAY PLAZA BLVD/J C PENNY,"{""Capacities"": {""EstimatedPassengerCount"": 28, ""EstimatedPassengerCapacity"": 100}}"
MTA NYCT_BX12+,2026-06-26T10:48:15.000-04:00,MTA NYCT_BX12+,1,MTA_SBS120032,Bx12-SBS,MTA NYCT,MTA_802025,MTA_404144,SELECT BUS BROADWAY INWOOD,2026-06-26,MTA NYCT_GH_B6-Weekday-SDon-064800_SBS12_823,MTA NYCT_5558,40.866283,-73.827143,48.075325,normalProgress,,MTA NYCT_GH_B6-Weekday-SDon_E_GH_25080_SBS12-823,,MTA_103795,1,BAY PLAZA BLVD/CO-OP CITY BLVD,"{""Capacities"": {""EstimatedPassengerCount"": 11, ""EstimatedPassengerCapacity"": 100}}"
MTA NYCT_BX12+,2026-06-26T10:48:21.000-04:00,MTA NYCT_BX12+,1,MTA_SBS120032,Bx12-SBS,MTA NYCT,MTA_802025,MTA_404144,SELECT BUS BROADWAY INWOOD,2026-06-26,MTA NYCT_GH_B6-Weekday-SDon-061200_SBS12_819,MTA NYCT_5555,40.860209,-73.888566,152.38698,normalProgress,,MTA NYCT_GH_B6-Weekday-SDon_E_GH_23520_SBS12-819,,MTA_103999,1,EAST FORDHAM RD/WEBSTER AV,"{""Capacities"": {""EstimatedPassengerCount"": 46, ""EstimatedPassengerCapacity"": 100}}"
MTA NYCT_BX12+,2026-06-26T10:48:19.000-04:00,MTA NYCT_BX12+,1,MTA_SBS120032,Bx12-SBS,MTA NYCT,MTA_802025,MTA_404144,SELECT BUS BROADWAY INWOOD,2026-06-26,MTA NYCT_GH_B6-Weekday-SDon-060600_SBS12_817,MTA NYCT_5548,40.862752,-73.905518,177.91202,normalProgress,,MTA NYCT_GH_B6-Weekday-SDon_E_GH_23160_SBS12-817,,MTA_100854,1,W FORDHAM RD/SEDGWICK AV,"{""Capacities"": {""EstimatedPassengerCount"": 31, ""EstimatedPassengerCapacity"": 100}}"
MTA NYCT_BX12+,2026-06-26T10:48:16.000-04:00,MTA NYCT_BX12+,0,MTA_SBS120031,Bx12-SBS,MTA NYCT,MTA_402611,MTA_902058,SELECT BUS BAY PLAZA CO-OP CITY,2026-06-26,MTA NYCT_GH_B6-Weekday-SDon-062400_SBS12_810,MTA NYCT_5472,40.858506,-73.885266,333.1527,normalProgress,,MTA NYCT_GH_B6-Weekday-SDon_E_GH_21780_SBS12-810,,MTA_100807,1,EAST FORDHAM RD/SOUTHERN BLVD,{}
MTA NYCT_BX12+,2026-06-26T10:48:29.000-04:00,MTA NYCT_BX12+,0,MTA_SBS120031,Bx12-SBS,MTA NYCT,MTA_402611,MTA_902058,SELECT BUS BAY PLAZA CO-OP CITY,2026-06-26,MTA NYCT_GH_B6-Weekday-SDon-060500_SBS12_825,MTA NYCT_5560,40.862827,-73.829358,124.74318,normalProgress,,MTA NYCT_GH_B6-Weekday-SDon_E_GH_25980_SBS12-825,,MTA_104081,1,BAYCHESTER AV/NEW ENGLAND THRUWAY EXIT,"{""Capacities"": {""EstimatedPassengerCount"": 26, ""EstimatedPassengerCapacity"": 100}}"
MTA NYCT_BX12+,2026-06-26T10:48:13.000-04:00,MTA NYCT_BX12+,0,MTA_SBS120031,Bx12-SBS,MTA NYCT,MTA_402611,MTA_902058,SELECT BUS BAY PLAZA CO-OP CITY,2026-06-26,MTA NYCT_GH_B6-Weekday-SDon-061700_SBS12_809,MTA NYCT_5484,40.855707,-73.8322,334.7989,normalProgress,,MTA NYCT_GH_B6-Weekday-SDon_E_GH_21480_SBS12-809,,MTA_902212,1,WESTCHESTER AV/BRUCKNER BLVD,{}
MTA NYCT_BX12+,2026-06-26T10:48:22.000-04:00,MTA NYCT_BX12+,0,MTA_SBS120031,Bx12-SBS,MTA NYCT,MTA_402611,MTA_902058,SELECT BUS BAY PLAZA CO-OP CITY,2026-06-26,MTA NYCT_GH_B6-Weekday-SDon-063000_SBS12_805,MTA NYCT_5546,40.859334,-73.88689,331.63095,normalProgress,,MTA NYCT_GH_B6-Weekday-SDon_E_GH_27240_SBS12-826,,MTA_100807,1,EAST FORDHAM RD/SOUTHERN BLVD,{}
MTA NYCT_BX12+,2026-06-26T10:48:21.000-04:00,MTA NYCT_BX12+,1,MTA_SBS120032,Bx12-SBS,MTA NYCT,MTA_802025,MTA_404144,SELECT BUS BROADWAY INWOOD,2026-06-26,MTA NYCT_GH_B6-Weekday-SDon-061800_SBS12_820,MTA NYCT_5475,40.857211,-73.86843,181.14577,normalProgress,,MTA NYCT_GH_B6-Weekday-SDon_E_GH_23760_SBS12-820,,MTA_100843,1,EAST FORDHAM RD/SOUTHERN BLVD,{}
MTA NYCT_BX12+,2026-06-26T10:48:36.000-04:00,MTA NYCT_BX12+,0,MTA_SBS120031,Bx12-SBS,MTA NYCT,MTA_402611,MTA_902058,SELECT BUS BAY PLAZA CO-OP CITY,2026-06-26,MTA NYCT_GH_B6-Weekday-SDon-061100_SBS12_801,MTA NYCT_5559,40.856472,-73.837853,0.0,normalProgress,,MTA NYCT_GH_B6-Weekday-SDon_E_GH_19500_SBS12-804,,MTA_902212,1,WESTCHESTER AV/BRUCKNER BLVD,{}
MTA NYCT_BX12+,2026-06-26T10:48:31.000-04:00,MTA NYCT_BX12+,1,MTA_SBS120032,Bx12-SBS,MTA NYCT,MTA_802025,MTA_404144,SELECT BUS BROADWAY INWOOD,2026-06-26,MTA NYCT_GH_B6-Weekday-SDon-064200_SBS12_802,MTA NYCT_5535,40.861783,-73.829211,307.97162,normalProgress,,MTA NYCT_GH_B6-Weekday-SDon_E_GH_18300_SBS12-802,,MTA_103945,1,AMENDOLA PL/WILKINSON AV,{}
