snapshot_source,recorded_at_time,line_ref,direction_ref,journey_pattern_ref,published_line_name,operator_ref,origin_ref,destination_ref,destination_name,data_frame_ref,dated_vehicle_journey_ref,vehicle_ref,latitude,longitude,bearing,progress_rate,progress_status,block_ref,vehicle_status,monitored_call_stop_point_ref,monitored_call_visit_number,monitored_call_stop_name,monitored_call_extensions
MTA NYCT_B46+,2026-06-26T10:48:07.000-04:00,MTA NYCT_B46+,1,MTA_SBS460042,B46-SBS,MTA NYCT,MTA_303663,MTA_901093,SELECT BUS KINGS PLAZA via UTICA,2026-06-26,MTA NYCT_FB_B6-Weekday-SDon-063600_SBS46_721,MTA NYCT_6032,40.663744,-73.931594,265.52994,normalProgress,,MTA NYCT_FB_B6-Weekday-SDon_E_FB_22620_SBS46-711,,MTA_306304,1,UTICA AV/EMPIRE BLVD,"{""Capacities"": {""EstimatedPassengerCount"": 25, ""EstimatedPassengerCapacity"": 80}}"
MTA NYCT_B46+,2026-06-26T10:48:16.000-04:00,MTA NYCT_B46+,0,MTA_SBS460050,B46-SBS,MTA NYCT,MTA_307920,MTA_303630,SELECT BUS DEKALB AV via UTICA,2026-06-26,MTA NYCT_FB_B6-Weekday-SDon-061000_SBS46_718,MTA NYCT_5488,40.693564,-73.931176,101.88287,normalProgress,,MTA NYCT_FB_B6-Weekday-SDon_E_FB_24360_SBS46-718,,MTA_303630,1,MALCOLM X BLVD/DE KALB AV,{}
MTA NYCT_B46+,2026-06-26T10:48:20.747-04:00,MTA NYCT_B46+,1,MTA_SBS460042,B46-SBS,MTA NYCT,MTA_303663,MTA_901093,SELECT BUS KINGS PLAZA via UTICA,2026-06-26,MTA NYCT_FB_B6-Weekday-SDon-060600_SBS46_705,MTA NYCT_6143,40.608965,-73.921393,138.08875,noProgress,layover,MTA NYCT_FB_B6-Weekday-SDon_E_FB_20760_SBS46-705,,MTA_901093,1,KINGS PLAZA,{}
MTA NYCT_B46+,2026-06-26T10:48:33.000-04:00,MTA NYCT_B46+,1,MTA_SBS460042,B46-SBS,MTA NYCT,MTA_303663,MTA_901093,SELECT BUS KINGS PLAZA via UTICA,2026-06-26,MTA NYCT_FB_B6-Weekday-SDon-059900_SBS46_704,MTA NYCT_6181,40.608869,-73.921285,138.08875,noProgress,layover,MTA NYCT_FB_B6-Weekday-SDon_E_FB_20280_SBS46-704,,MTA_901093,1,KINGS PLAZA,"{""Capacities"": {""EstimatedPassengerCount"": 1, ""EstimatedPassengerCapacity"": 80}}"
MTA NYCT_B46+,2026-06-26T10:48:29.000-04:00,MTA NYCT_B46+,0,MTA_SBS460050,B46-SBS,MTA NYCT,MTA_307920,MTA_303630,SELECT BUS DEKALB AV via UTICA,2026-06-26,MTA NYCT_FB_B6-Weekday-SDon-062600_SBS46_711,MTA NYCT_6052,40.657079,-73.930961,96.132225,normalProgress,,MTA NYCT_FB_B6-Weekday-SDon_E_FB_37200_SBS46-711,,MTA_303612,1,UTICA AV/WINTHROP ST,"{""Capacities"": {""EstimatedPassengerCount"": 20, ""EstimatedPassengerCapacity"": 80}}"
MTA NYCT_B46+,2026-06-26T10:48:10.445-04:00,MTA NYCT_B46+,0,MTA_SBS460050,B46-SBS,MTA NYCT,MTA_307920,MTA_303630,SELECT BUS DEKALB AV via UTICA,2026-06-26,MTA NYCT_FB_B6-Weekday-SDon-064200_SBS46_727,MTA NYCT_6173,40.629522,-73.928009,96.31343,normalProgress,,MTA NYCT_FB_B6-Weekday-SDon_E_FB_38160_SBS46-727,,MTA_801094,1,UTICA AV/AVENUE H,"{""Capacities"": {""EstimatedPassengerCount"": 6, ""EstimatedPassengerCapacity"": 80}}"
MTA NYCT_B46+,2026-06-26T10:48:18.000-04:00,MTA NYCT_B46+,1,MTA_SBS460042,B46-SBS,MTA NYCT,MTA_303663,MTA_901093,SELECT BUS KINGS PLAZA via UTICA,2026-06-26,MTA NYCT_FB_B6-Weekday-SDon-062900_SBS46_709,MTA NYCT_6176,40.6547,-73.930708,275.67303,normalProgress,,MTA NYCT_FB_B6-Weekday-SDon_E_FB_22020_SBS46-709,,MTA_303687,1,UTICA AV/CHURCH AV,"{""Capacities"": {""EstimatedPassengerCount"": 21, ""EstimatedPassengerCapacity"": 80}}"
MTA NYCT_B46+,2026-06-26T10:48:29.000-04:00,MTA NYCT_B46+,1,MTA_SBS460042,B46-SBS,MTA NYCT,MTA_303663,MTA_901093,SELECT BUS KINGS PLAZA via UTICA,2026-06-26,MTA NYCT_FB_B6-Weekday-SDon-061400_SBS46_706,MTA NYCT_6124,40.631348,-73.928213,276.39005,normalProgress,,MTA NYCT_FB_B6-Weekday-SDon_E_FB_21120_SBS46-706,,MTA_303699,1,UTICA AV/FLATLANDS AV,"{""Capacities"": {""EstimatedPassengerCount"": 29, ""EstimatedPassengerCapacity"": 80}}"
MTA NYCT_B46+,2026-06-26T10:48:17.000-04:00,MTA NYCT_B46+,1,MTA_SBS460042,B46-SBS,MTA NYCT,MTA_303663,MTA_901093,SELECT BUS KINGS PLAZA via UTICA,2026-06-26,MTA NYCT_FB_B6-Weekday-SDon-064400_SBS46_717,MTA NYCT_6136,40.688887,-73.930258,281.05045,normalProgress,,MTA NYCT_FB_B6-Weekday-SDon_E_FB_23040_SBS46-712,,MTA_307728,1,MALCOLM X BLVD/HALSEY ST,{}
MTA NYCT_B46+,2026-06-26T10:48:30.000-04:00,MTA NYCT_B46+,0,MTA_SBS460050,B46-SBS,MTA NYCT,MTA_307920,MTA_303630,SELECT BUS DEKALB AV via UTICA,2026-06-26,MTA NYCT_FB_B6-Weekday-SDon-061800_SBS46_719,MTA NYCT_6147,40.672332,-73.930781,84.16051,normalProgress,,MTA NYCT_FB_B6-Weekday-SDon_E_FB_18840_SBS46-701,,MTA_307092,1,UTICA AV/FULTON ST,"{""Capacities"": {""EstimatedPassengerCount"": 41, ""EstimatedPassengerCapacity"": 80}}"
MTA NYCT_B46+,2026-06-26T10:48:19.000-04:00,MTA NYCT_B46+,0,MTA_SBS460050,B46-SBS,MTA NYCT,MTA_307920,MTA_303630,SELECT BUS DEKALB AV via UTICA,2026-06-26,MTA NYCT_FB_B6-Weekday-SDon-064200_SBS46_727,MTA NYCT_6142,40.634221,-73.928532,95.44033,normalProgress,,,,MTA_303603,1,UTICA AV/AVENUE D,{}
MTA NYCT_B46+,2026-06-26T10:48:37.000-04:00,MTA NYCT_B46+,1,MTA_SBS460042,B46-SBS,MTA NYCT,MTA_303663,MTA_901093,SELECT BUS KINGS PLAZA via UTICA,2026-06-26,MTA NYCT_FB_B6-Weekday-SDon-062100_SBS46_708,MTA NYCT_6145,40.649451,-73.930139,276.20984,normalProgress,,MTA NYCT_FB_B6-Weekday-SDon_E_FB_21720_SBS46-708,,MTA_303692,1,UTICA AV/AVENUE D,"{""Capacities"": {""EstimatedPassengerCount"": 21, ""EstimatedPassengerCapacity"": 80}}"
MTA NYCT_Q44+,2026-06-26T10:48:16.000-04:00,MTA NYCT_Q44+,0,MTA_SBS440548,Q44-SBS,MTA NYCT,MTA_503964,MTA_103996,SELECT BUS BRONX ZOO via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-055400_SBS44_921,MTA NYCT_5991,40.842369,-73.877167,162.5907,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_18900_SBS44-921,,MTA_103996,1,E 180 ST/DEVOE AV,{}
MTA NYCT_Q44+,2026-06-26T10:48:23.000-04:00,MTA NYCT_Q44+,1,MTA_SBS440534,Q44-SBS,MTA NYCT,MTA_100646,MTA_804061,SELECT BUS JAMAICA via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-053900_SBS44_936,MTA NYCT_6083,40.704962,-73.793259,309.80557,noProgress,layover,MTA NYCT_CS_B6-Weekday-SDon_E_CS_23520_SBS44-936,,MTA_503964,1,MERRICK BLVD/ARCHER AV,{}
MTA NYCT_Q44+,2026-06-26T10:48:13.000-04:00,MTA NYCT_Q44+,0,MTA_SBS440548,Q44-SBS,MTA NYCT,MTA_503964,MTA_103996,SELECT BUS BRONX ZOO via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-058600_SBS44_927,MTA NYCT_6006,40.786696,-73.822266,112.606865,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_20580_SBS44-927,,MTA_503290,1,PARSONS BLVD/14 AV,{}
MTA NYCT_Q44+,2026-06-26T10:48:12.000-04:00,MTA NYCT_Q44+,1,MTA_SBS440534,Q44-SBS,MTA NYCT,MTA_100646,MTA_804061,SELECT BUS JAMAICA via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-061100_SBS44_912,MTA NYCT_6023,40.770339,-73.826569,270.0,normalProgress,,,,MTA_501138,1,UNION ST/31 RD,"{""Capacities"": {""EstimatedPassengerCount"": 43, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""fewSeatsAvailable""}}"
MTA NYCT_Q44+,2026-06-26T10:47:26.000-04:00,MTA NYCT_Q44+,0,MTA_SBS440548,Q44-SBS,MTA NYCT,MTA_503964,MTA_103996,SELECT BUS BRONX ZOO via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-061800_SBS44_938,MTA NYCT_6011,40.733703,-73.825243,98.972626,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_22020_SBS44-932,,MTA_502169,1,MAIN ST/MELBOURNE AV,{}
MTA NYCT_Q44+,2026-06-26T10:48:28.000-04:00,MTA NYCT_Q44+,0,MTA_SBS440548,Q44-SBS,MTA NYCT,MTA_503964,MTA_103996,SELECT BUS BRONX ZOO via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-059400_SBS44_918,MTA NYCT_6005,40.786387,-73.822137,112.606865,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_20940_SBS44-906,,MTA_503290,1,PARSONS BLVD/14 AV,{}
MTA NYCT_Q44+,2026-06-26T10:48:13.000-04:00,MTA NYCT_Q44+,1,MTA_SBS440534,Q44-SBS,MTA NYCT,MTA_100646,MTA_804061,SELECT BUS JAMAICA via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-059500_SBS44_923,MTA NYCT_5988,40.758246,-73.829489,294.62357,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_19680_SBS44-923,,MTA_502257,1,MAIN ST/41 AV,"{""Capacities"": {""EstimatedPassengerCount"": 36, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""fewSeatsAvailable""}}"
MTA NYCT_Q44+,2026-06-26T10:48:14.000-04:00,MTA NYCT_Q44+,0,MTA_SBS440548,Q44-SBS,MTA NYCT,MTA_503964,MTA_103996,SELECT BUS BRONX ZOO via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-060200_SBS44_930,MTA NYCT_5993,40.760009,-73.830351,115.42687,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_21300_SBS44-930,,MTA_501090,1,MAIN ST/38 AV,{}
MTA NYCT_Q44+,2026-06-26T10:48:25.000-04:00,MTA NYCT_Q44+,1,MTA_SBS440534,Q44-SBS,MTA NYCT,MTA_100646,MTA_804061,SELECT BUS JAMAICA via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-057900_SBS44_943,MTA NYCT_6013,40.709376,-73.81965,332.65012,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_15300_SBS44-914,,MTA_505009,1,QUEENS BLVD/MAIN ST,{}
MTA NYCT_Q44+,2026-06-26T10:48:17.000-04:00,MTA NYCT_Q44+,0,MTA_SBS440548,Q44-SBS,MTA NYCT,MTA_503964,MTA_103996,SELECT BUS BRONX ZOO via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-056200_SBS44_907,MTA NYCT_6042,40.83331,-73.859992,183.94519,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_22860_SBS44-907,,MTA_104068,1,HUGH J GRANT CIR/CROSS BRONX SERVICE RD,"{""Capacities"": {""EstimatedPassengerCount"": 30, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""fewSeatsAvailable""}}"
MTA NYCT_Q44+,2026-06-26T10:48:31.000-04:00,MTA NYCT_Q44+,1,MTA_SBS440534,Q44-SBS,MTA NYCT,MTA_100646,MTA_804061,SELECT BUS JAMAICA via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-061900_SBS44_928,MTA NYCT_5990,40.786763,-73.823855,1.5074358,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_20700_SBS44-928,,MTA_502434,1,PARSONS BLVD/14 AV,"{""Capacities"": {""EstimatedPassengerCount"": 23, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""manySeatsAvailable""}}"
MTA NYCT_Q44+,2026-06-26T10:48:37.151-04:00,MTA NYCT_Q44+,0,MTA_SBS440548,Q44-SBS,MTA NYCT,MTA_503964,MTA_103996,SELECT BUS BRONX ZOO via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-061000_SBS44_931,MTA NYCT_6000,40.758518,-73.829621,119.0546,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_21660_SBS44-931,,MTA_501090,1,MAIN ST/38 AV,{}
MTA NYCT_Q44+,2026-06-26T10:48:22.000-04:00,MTA NYCT_Q44+,1,MTA_SBS440534,Q44-SBS,MTA NYCT,MTA_100646,MTA_804061,SELECT BUS JAMAICA via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-060300_SBS44_925,MTA NYCT_6004,40.762947,-73.831962,294.90475,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_20220_SBS44-925,,MTA_505225,1,MAIN ST/39 AV,"{""Capacities"": {""EstimatedPassengerCount"": 36, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""fewSeatsAvailable""}}"
MTA NYCT_Q44+,2026-06-26T10:48:26.000-04:00,MTA NYCT_Q44+,1,MTA_SBS440534,Q44-SBS,MTA NYCT,MTA_100646,MTA_804061,SELECT BUS JAMAICA via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-058700_SBS44_944,MTA NYCT_6018,40.737501,-73.825074,264.5309,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_15900_SBS44-915,,MTA_502271,1,MAIN ST/MELBOURNE AV,"{""Capacities"": {""EstimatedPassengerCount"": 46, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""fewSeatsAvailable""}}"
MTA NYCT_Q44+,2026-06-26T10:48:15.000-04:00,MTA NYCT_Q44+,1,MTA_SBS440534,Q44-SBS,MTA NYCT,MTA_100646,MTA_804061,SELECT BUS JAMAICA via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-063500_SBS44_942,MTA NYCT_6010,40.832884,-73.861553,279.4623,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_17940_SBS44-918,,MTA_104378,1,CROSS BRONX EXPWY SERVICE RD/PUGLEY AV,"{""Capacities"": {""EstimatedPassengerCount"": 25, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""manySeatsAvailable""}}"
MTA NYCT_Q44+,2026-06-26T10:48:35.000-04:00,MTA NYCT_Q44+,1,MTA_SBS440534,Q44-SBS,MTA NYCT,MTA_100646,MTA_804061,SELECT BUS JAMAICA via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-055500_SBS44_940,MTA NYCT_5997,40.700835,-73.806561,9.462322,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_24480_SBS44-940,,MTA_504981,1,ARCHER AV/158 ST,"{""Capacities"": {""EstimatedPassengerCount"": 35, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""fewSeatsAvailable""}}"
MTA NYCT_Q44+,2026-06-26T10:48:09.000-04:00,MTA NYCT_Q44+,1,MTA_SBS440534,Q44-SBS,MTA NYCT,MTA_100646,MTA_804061,SELECT BUS JAMAICA via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-056300_SBS44_910,MTA NYCT_6022,40.705273,-73.809459,296.45633,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_14100_SBS44-912,,MTA_502139,1,SUTPHIN BLVD/JAMAICA AV,{}
MTA NYCT_Q44+,2026-06-26T10:48:35.000-04:00,MTA NYCT_Q44+,0,MTA_SBS440548,Q44-SBS,MTA NYCT,MTA_503964,MTA_103996,SELECT BUS BRONX ZOO via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-064200_SBS44_935,MTA NYCT_6016,40.701744,-73.802879,193.24797,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_23220_SBS44-935,,MTA_504980,1,ARCHER AV/SUTPHIN BLVD,{}
MTA NYCT_Q44+,2026-06-26T10:48:17.000-04:00,MTA NYCT_Q44+,1,MTA_SBS440534,Q44-SBS,MTA NYCT,MTA_100646,MTA_804061,SELECT BUS JAMAICA via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-065100_SBS44_933,MTA NYCT_4747,40.842215,-73.878399,239.13655,noProgress,layover,MTA NYCT_CS_B6-Weekday-SDon_E_CS_22380_SBS44-933,,MTA_104003,1,EAST TREMONT AV/E 177 ST,{}
MTA NYCT_Q44+,2026-06-26T10:48:17.000-04:00,MTA NYCT_Q44+,0,MTA_SBS440548,Q44-SBS,MTA NYCT,MTA_503964,MTA_103996,SELECT BUS BRONX ZOO via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-057000_SBS44_924,MTA NYCT_6007,40.828928,-73.844566,179.3583,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_19860_SBS44-924,,MTA_103995,1,CROSS BRONX EXPWY SERVICE RD/HAVILAND AV,{}
MTA NYCT_Q44+,2026-06-26T10:48:13.000-04:00,MTA NYCT_Q44+,1,MTA_SBS440534,Q44-SBS,MTA NYCT,MTA_100646,MTA_804061,SELECT BUS JAMAICA via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-064300_SBS44_945,MTA NYCT_6020,40.837232,-73.874678,321.70984,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_18420_SBS44-920,,MTA_103383,1,CROSS BRONX EXPWY/ROSEDALE AV,"{""Capacities"": {""EstimatedPassengerCount"": 9, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""manySeatsAvailable""}}"
MTA NYCT_Q44+,2026-06-26T10:48:15.000-04:00,MTA NYCT_Q44+,0,MTA_SBS440548,Q44-SBS,MTA NYCT,MTA_503964,MTA_103996,SELECT BUS BRONX ZOO via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-057800_SBS44_926,MTA NYCT_6026,40.824828,-73.837199,188.88066,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_20220_SBS44-926,,MTA_103374,1,BRUSH AV/BRUCKNER BLVD,"{""Capacities"": {""EstimatedPassengerCount"": 30, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""fewSeatsAvailable""}}"
MTA NYCT_Q44+,2026-06-26T10:48:25.000-04:00,MTA NYCT_Q44+,0,MTA_SBS440548,Q44-SBS,MTA NYCT,MTA_503964,MTA_103996,SELECT BUS BRONX ZOO via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-063400_SBS44_911,MTA NYCT_5995,40.704272,-73.814796,194.53445,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_22920_SBS44-934,,MTA_505033,1,MAIN ST/MANTON ST,"{""Capacities"": {""EstimatedPassengerCount"": 21, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""manySeatsAvailable""}}"
MTA NYCT_Q44+,2026-06-26T10:48:21.000-04:00,MTA NYCT_Q44+,0,MTA_SBS440548,Q44-SBS,MTA NYCT,MTA_503964,MTA_103996,SELECT BUS BRONX ZOO via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-062600_SBS44_941,MTA NYCT_5999,40.718108,-73.817308,117.279655,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_12000_SBS44-910,,MTA_502163,1,MAIN ST/73 AV,{}
MTA NYCT_Q44+,2026-06-26T10:48:35.000-04:00,MTA NYCT_Q44+,1,MTA_SBS440534,Q44-SBS,MTA NYCT,MTA_100646,MTA_804061,SELECT BUS JAMAICA via MAIN ST,2026-06-26,MTA NYCT_CS_B6-Weekday-SDon-062700_SBS44_914,MTA NYCT_5992,40.816259,-73.836568,265.00626,normalProgress,,MTA NYCT_CS_B6-Weekday-SDon_E_CS_11520_SBS44-909,,MTA_502434,1,PARSONS BLVD/14 AV,"{""Capacities"": {""EstimatedPassengerCount"": 6, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""manySeatsAvailable""}}"
MTA NYCT_S79+,2026-06-26T10:48:27.000-04:00,MTA NYCT_S79+,1,MTA_SBS790388,S79-SBS,MTA NYCT,MTA_901226,MTA_805190,SELECT BUS SI MALL via HYLAN,2026-06-26,MTA NYCT_YU_B6-Weekday-SDon-062200_SBS79_516,MTA NYCT_8575,40.563689,-74.116679,225.60129,normalProgress,,MTA NYCT_YU_B6-Weekday-SDon_E_YU_32340_SBS79-516,,MTA_201126,1,HYLAN BLVD/TYSENS LN,"{""Capacities"": {""EstimatedPassengerCount"": 24, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""manySeatsAvailable""}}"
MTA NYCT_S79+,2026-06-26T10:48:24.745-04:00,MTA NYCT_S79+,0,MTA_SBS790387,S79-SBS,MTA NYCT,MTA_805189,MTA_901225,SELECT BUS BAY RIDGE 86 ST STATION,2026-06-26,MTA NYCT_YU_B6-Weekday-SDon-058900_SBS79_525,MTA NYCT_8940,40.603504,-74.06895,340.74426,normalProgress,,MTA NYCT_YU_B6-Weekday-SDon_E_YU_25920_SBS79-525,,MTA_203344,1,NARROWS RD SOUTH/FINGERBOARD RD,"{""Capacities"": {""EstimatedPassengerCount"": 59, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""fewSeatsAvailable""}}"
MTA NYCT_S79+,2026-06-26T10:48:12.000-04:00,MTA NYCT_S79+,0,MTA_SBS790387,S79-SBS,MTA NYCT,MTA_805189,MTA_901225,SELECT BUS BAY RIDGE 86 ST STATION,2026-06-26,MTA NYCT_YU_B6-Weekday-SDon-057300_SBS79_527,MTA NYCT_8597,40.622438,-74.028503,66.454636,normalProgress,,MTA NYCT_YU_B6-Weekday-SDon_E_YU_33900_SBS79-527,,MTA_901225,1,4 AV/86 ST,"{""Capacities"": {""EstimatedPassengerCount"": 31, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""fewSeatsAvailable""}}"
MTA NYCT_S79+,2026-06-26T10:48:35.000-04:00,MTA NYCT_S79+,1,MTA_SBS790388,S79-SBS,MTA NYCT,MTA_901226,MTA_805190,SELECT BUS SI MALL via HYLAN,2026-06-26,MTA NYCT_YU_B6-Weekday-SDon-061200_SBS79_522,MTA NYCT_8579,40.534284,-74.153977,228.01279,normalProgress,,MTA NYCT_YU_B6-Weekday-SDon_E_YU_22860_SBS79-522,,MTA_200371,1,RICHMOND AV/HYLAN BLVD,"{""Capacities"": {""EstimatedPassengerCount"": 20, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""manySeatsAvailable""}}"
MTA NYCT_S79+,2026-06-26T10:48:09.000-04:00,MTA NYCT_S79+,1,MTA_SBS790388,S79-SBS,MTA NYCT,MTA_901226,MTA_805190,SELECT BUS SI MALL via HYLAN,2026-06-26,MTA NYCT_YU_B6-Weekday-SDon-053600_SBS79_512,MTA NYCT_8603,40.583979,-74.161456,340.70996,normalProgress,,MTA NYCT_YU_B6-Weekday-SDon_E_YU_19500_SBS79-512,,MTA_805190,1,MARSH AV/RING RD,{}
MTA NYCT_S79+,2026-06-26T10:48:17.000-04:00,MTA NYCT_S79+,0,MTA_SBS790387,S79-SBS,MTA NYCT,MTA_805189,MTA_901225,SELECT BUS BAY RIDGE 86 ST STATION,2026-06-26,MTA NYCT_YU_B6-Weekday-SDon-064300_SBS79_511,MTA NYCT_8585,40.578808,-74.169695,263.19095,normalProgress,,MTA NYCT_YU_B6-Weekday-SDon_E_YU_38100_SBS79-511,,MTA_203078,1,RICHMOND AV/YUKON AV,{}
MTA NYCT_S79+,2026-06-26T10:48:22.000-04:00,MTA NYCT_S79+,0,MTA_SBS790387,S79-SBS,MTA NYCT,MTA_805189,MTA_901225,SELECT BUS BAY RIDGE 86 ST STATION,2026-06-26,MTA NYCT_YU_B6-Weekday-SDon-061900_SBS79_507,MTA NYCT_8595,40.552622,-74.132757,40.254528,normalProgress,,MTA NYCT_YU_B6-Weekday-SDon_E_YU_36660_SBS79-507,,MTA_201012,1,HYLAN BLVD/BUFFALO ST,"{""Capacities"": {""EstimatedPassengerCount"": 25, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""manySeatsAvailable""}}"
MTA NYCT_S79+,2026-06-26T10:48:31.000-04:00,MTA NYCT_S79+,0,MTA_SBS790387,S79-SBS,MTA NYCT,MTA_805189,MTA_901225,SELECT BUS BAY RIDGE 86 ST STATION,2026-06-26,MTA NYCT_YU_B6-Weekday-SDon-059700_SBS79_506,MTA NYCT_8719,40.605481,-74.076669,77.90524,normalProgress,,MTA NYCT_YU_B6-Weekday-SDon_E_YU_35340_SBS79-506,,MTA_203344,1,NARROWS RD SOUTH/FINGERBOARD RD,"{""Capacities"": {""EstimatedPassengerCount"": 34, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""fewSeatsAvailable""}}"
MTA NYCT_S79+,2026-06-26T10:48:20.649-04:00,MTA NYCT_S79+,0,MTA_SBS790387,S79-SBS,MTA NYCT,MTA_805189,MTA_901225,SELECT BUS BAY RIDGE 86 ST STATION,2026-06-26,MTA NYCT_YU_B6-Weekday-SDon-060700_SBS79_528,MTA NYCT_8848,40.581085,-74.098628,38.990993,normalProgress,,MTA NYCT_YU_B6-Weekday-SDon_E_YU_35940_SBS79-528,,MTA_203698,1,HYLAN BLVD/LIBERTY AV,"{""Capacities"": {""EstimatedPassengerCount"": 39, ""EstimatedPassengerCapacity"": 80, ""EstimatedPassengerLoadFactor"": ""fewSeatsAvailable""}}"
MTA NYCT_S79+,2026-06-26T10:48:16.000-04:00,MTA NYCT_S79+,1,MTA_SBS790388,S79-SBS,MTA NYCT,MTA_901226,MTA_805190,SELECT BUS SI MALL via HYLAN,2026-06-26,MTA NYCT_YU_B6-Weekday-SDon-060200_SBS79_521,MTA NYCT_8598,40.553245,-74.168183,104.47029,normalProgress,,MTA NYCT_YU_B6-Weekday-SDon_E_YU_22560_SBS79-521,,MTA_805165,1,ELTINGVILLE/TRANSIT CENTER,{}
