ep,stage,wall_env_s,wall_train_s,avg_wait_min,peak_fleet,headway_cv,ep_reward,ep_cost,ep_steps,n_dispatches,lower_action_mean,lower_action_std,lower_action_min,lower_action_max,lower_reward_mean,lower_reward_std,lower_q_mean,lower_q_std,lower_q_loss,lower_q_mse,lower_ood_loss,lower_cost_q_mean,lower_cost_q_loss,lower_policy_loss,lower_pi_grad_norm,lower_q_grad_norm,lower_alpha,lower_lambda,lower_replay_size,upper_delta_mean,upper_delta_std,upper_delta_min,upper_delta_max,upper_reward_mean,upper_reward_std,upper_q_mean,upper_q_std,upper_q_loss,upper_q_mse,upper_ood_loss,upper_policy_loss,upper_pi_grad_norm,upper_q_grad_norm,upper_alpha,upper_replay_size,hold_fb_mean,hold_fb_std,hold_fb_n_trips,hold_fb_dir0_mean,hold_fb_dir1_mean,hold_penalty_mean,theta_wait,theta_fleet,theta_cv
0,Warmup,9.2,0.8,24.855,12,0.7448,-5681.292,3975.585,4970,0,35.27,33.81,-60.0,60.0,-1.1431,0.2676,-10.847743034362793,25.188201904296875,3402.49609375,3388.80419921875,28.674564361572266,-63.46529769897461,21220.400390625,-3.9867615699768066,449.47705078125,151218.09375,0.3,1.0304598808288574,4970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35.270821474997,33.81155458471395,262,43.847818487568915,43.74008087264864,0.761576479293414,0.5959792384329285,0.23885427394195682,0.1651664876251147
1,Warmup,7.6,0.6,9.588,12,0.3723,-5362.964,3530.016,4969,0,0.84,38.96,-60.0,60.0,-1.0793,0.3035,-15.153660774230957,7.288514137268066,643.9160766601562,632.5538330078125,7.1095075607299805,-44.98832702636719,4215.15185546875,-17.347864151000977,198.941650390625,21283.400390625,0.3,1.0573400259017944,9939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8384230612496221,38.96446375699566,262,10.582342454006795,3.8166218117663733,0.5760309006493517,0.6154463084819253,0.2261722888915465,0.15838140262652825
2,Warmup,8.3,0.7,32.843,12,0.6101,-5935.4,4272.616,4970,0,36.6,35.99,-60.0,60.0,-1.1942,0.2297,-16.05205535888672,5.596673965454102,598.7824096679688,587.6434326171875,6.164869785308838,-54.507164001464844,11491.3759765625,-31.74326515197754,274.2540588378906,49847.93359375,0.3,1.0880017280578613,14909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,36.59853839785895,35.994500609505934,262,37.70579597448048,43.00108383580258,0.8086350426854506,0.6620065482961219,0.19742481163391626,0.1405686400699618
3,Warmup,8.8,0.6,18.816,12,0.999,-5746.902,3946.001,4970,0,20.19,38.84,-60.0,60.0,-1.1563,0.2427,-13.068649291992188,4.624459743499756,576.924560546875,565.9217529296875,5.884975910186768,-48.953495025634766,6731.6181640625,-32.27512741088867,280.9940490722656,38844.31640625,0.3,1.120710849761963,19879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.185237075916866,38.83545037375644,262,30.24588565826416,30.55061533584407,0.6607316484273179,0.680780643706862,0.18453609955222222,0.13468325674091577
4,Warmup,8.8,0.9,15.665,12,0.6165,-5856.275,4066.801,4971,0,26.03,31.66,-60.0,60.0,-1.1781,0.241,-13.541015625,3.6919591426849365,479.80499267578125,469.11712646484375,3.913908004760742,-49.91069412231445,6966.6279296875,-36.49271774291992,186.61026000976562,19933.91015625,0.3,1.1540193557739258,24850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.030929033478316,31.661355470562643,262,25.729391556037104,25.522188583957522,0.6104540187426596,0.6947604429402243,0.17536690699577887,0.12987265006399681
