domain,check,metric,treatment,control,direction,n_common,delta_mean,delta_ci95_low,delta_ci95_high,improvement_mean,improvement_ci95_low,improvement_ci95_high,win_rate,status,source_path
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_native_avg_board_wait_min,native_avg_board_wait_min,native_real_freqhrl,native_real_interval,decrease,24,-0.008120187271681623,-0.024360561815044868,0.0,0.008120187271681623,0.0,0.024360561815044868,0.041666666666666664,inconclusive,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_native_boarded_pax,native_boarded_pax,native_real_freqhrl,native_real_interval,increase,24,0.25,0.0,0.75,0.25,0.0,0.75,0.041666666666666664,inconclusive,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_native_alighted_pax,native_alighted_pax,native_real_freqhrl,native_real_interval,increase,24,0.25,0.0,0.75,0.25,0.0,0.75,0.041666666666666664,inconclusive,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_native_completed_throughput_pax,native_completed_throughput_pax,native_real_freqhrl,native_real_interval,increase,24,0.25,0.0,0.75,0.25,0.0,0.75,0.041666666666666664,inconclusive,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_native_unalighted_pax,native_unalighted_pax,native_real_freqhrl,native_real_interval,decrease,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_native_avg_onboard_load,native_avg_onboard_load,native_real_freqhrl,native_real_interval,decrease,24,1.5637378089738974e-05,0.0,4.691213426921692e-05,-1.5637378089738974e-05,-4.691213426921692e-05,0.0,0.0,not_supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_LowerLFDrift,LowerLFDrift,native_real_freqhrl,native_real_interval,decrease,24,-1.9294901776184537e-06,-5.788470532855361e-06,0.0,1.9294901776184537e-06,0.0,5.788470532855361e-06,0.041666666666666664,inconclusive,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_UpperHFPower,UpperHFPower,native_real_freqhrl,native_real_interval,decrease,24,-3.640990357486393e-05,-0.00010922971072459178,0.0,3.640990357486393e-05,0.0,0.00010922971072459178,0.041666666666666664,inconclusive,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_wait_replan_count,shared_ppo_wait_replan_count,native_real_freqhrl,native_real_interval,increase,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_pressure_guard_rejects,shared_ppo_pressure_guard_rejects,native_real_freqhrl,native_real_interval,increase,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_reward_floor_guard_rejects,shared_ppo_reward_floor_guard_rejects,native_real_freqhrl,native_real_interval,increase,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_throughput_guard_rejects,shared_ppo_throughput_guard_rejects,native_real_freqhrl,native_real_interval,increase,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_throughput_floor_project_count,shared_ppo_throughput_floor_project_count,native_real_freqhrl,native_real_interval,increase,24,0.041666666666666664,0.0,0.125,0.041666666666666664,0.0,0.125,0.041666666666666664,inconclusive,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_throughput_floor_delta_fraction_mean,shared_ppo_throughput_floor_delta_fraction_mean,native_real_freqhrl,native_real_interval,decrease,24,-0.03722222222222222,-0.11166666666666665,0.0,0.03722222222222222,0.0,0.11166666666666665,0.041666666666666664,inconclusive,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_adaptive_drift_guard_rejects,shared_ppo_adaptive_drift_guard_rejects,native_real_freqhrl,native_real_interval,increase,24,0.5,0.08333333333333333,1.0833333333333333,0.5,0.08333333333333333,1.0833333333333333,0.16666666666666666,supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_gap_risk_guard_rejects,shared_ppo_gap_risk_guard_rejects,native_real_freqhrl,native_real_interval,increase,24,0.041666666666666664,0.0,0.125,0.041666666666666664,0.0,0.125,0.041666666666666664,inconclusive,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_target_headway_floor_rejects,shared_ppo_target_headway_floor_rejects,native_real_freqhrl,native_real_interval,increase,24,0.041666666666666664,0.0,0.125,0.041666666666666664,0.0,0.125,0.041666666666666664,inconclusive,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_target_headway_project_count,shared_ppo_target_headway_project_count,native_real_freqhrl,native_real_interval,increase,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_wait_replan_adaptive_drift_scale_mean,shared_ppo_wait_replan_adaptive_drift_scale_mean,native_real_freqhrl,native_real_interval,decrease,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_wait_replan_adaptive_drift_hf_to_lf_mean,shared_ppo_wait_replan_adaptive_drift_hf_to_lf_mean,native_real_freqhrl,native_real_interval,decrease,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_wait_replan_throughput_score_mean,shared_ppo_wait_replan_throughput_score_mean,native_real_freqhrl,native_real_interval,increase,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_wait_replan_throughput_floor_delta_fraction_mean,shared_ppo_wait_replan_throughput_floor_delta_fraction_mean,native_real_freqhrl,native_real_interval,decrease,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_wait_replan_reward_floor_score_mean,shared_ppo_wait_replan_reward_floor_score_mean,native_real_freqhrl,native_real_interval,increase,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_adaptive_lower_drift_penalty_scale_mean,shared_ppo_adaptive_lower_drift_penalty_scale_mean,native_real_freqhrl,native_real_interval,decrease,24,-0.266272381002913,-0.27694374758479806,-0.2544639812961192,0.266272381002913,0.2543886862843241,0.27697455483063976,1.0,supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_adaptive_lower_drift_penalty_hf_to_lf_mean,shared_ppo_adaptive_lower_drift_penalty_hf_to_lf_mean,native_real_freqhrl,native_real_interval,decrease,24,11.108315708978191,8.898532309941762,13.92398681660195,-11.108315708978191,-14.134068350369978,-8.884752899527841,0.0,not_supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_lower_hf_wait_prior_scale_mean,shared_ppo_lower_hf_wait_prior_scale_mean,native_real_freqhrl,native_real_interval,decrease,24,-0.5808258042782445,-0.5956071853282509,-0.5655404172067571,0.5808258042782445,0.5653907226579229,0.595476193342466,1.0,supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_lower_hf_wait_prior_load_mean,shared_ppo_lower_hf_wait_prior_load_mean,native_real_freqhrl,native_real_interval,increase,24,0.634026274156927,0.6102267878442358,0.6596910496962518,0.634026274156927,0.610608648372045,0.6596366444023499,1.0,supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_lower_hf_wait_prior_queue_mean,shared_ppo_lower_hf_wait_prior_queue_mean,native_real_freqhrl,native_real_interval,increase,24,0.42597160862262856,0.33964287151822525,0.5172863840576782,0.42597160862262856,0.33860259332631015,0.5190896383888103,1.0,supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_lower_hf_wait_prior_schedule_slack_mean,shared_ppo_lower_hf_wait_prior_schedule_slack_mean,native_real_freqhrl,native_real_interval,increase,24,-0.031216101608054728,-0.07690638836480297,0.007981160366868984,-0.031216101608054728,-0.0751756068005677,0.008107566214690356,0.4166666666666667,not_supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_wait_replan_pressure_override_count,shared_ppo_wait_replan_pressure_override_count,native_real_freqhrl,native_real_interval,increase,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_shared_ppo_wait_replan_pressure_override_mean,shared_ppo_wait_replan_pressure_override_mean,native_real_freqhrl,native_real_interval,increase,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_wait_noninferiority,native_avg_board_wait_min,native_real_freqhrl,native_real_interval,decrease,24,-0.008120187271681623,-0.024360561815044868,0.0,0.008120187271681623,0.0,0.024360561815044868,0.041666666666666664,supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand_alighting_safe_v2,native_real_demand_alighting_safe_v2_native_real_demand_alighted_noninferiority,native_alighted_pax,native_real_freqhrl,native_real_interval,increase,24,0.25,0.0,0.75,0.25,0.0,0.75,0.041666666666666664,supported,transit_hrl/results/transit_native_real_demand_alighting_safe_v2_24pair_merged/summary.json
native_real_demand,native_real_demand_native_real_demand_control_score,control_score,native_real_freqhrl,native_real_interval,increase,6,99.67253356386679,62.30438793805423,137.02988725357832,99.67253356386679,61.692953753100056,139.5113618436438,1.0,supported,transit_hrl/results/transit_native_real_demand_control/summary.json
native_real_demand,native_real_demand_native_real_demand_ep_reward,ep_reward,native_real_freqhrl,native_real_interval,increase,6,98.76583333333367,59.99974166666679,137.15153333333404,98.76583333333367,59.40466666666665,140.21650000000076,1.0,supported,transit_hrl/results/transit_native_real_demand_control/summary.json
native_real_demand,native_real_demand_native_real_demand_avg_wait_min,avg_wait_min,native_real_freqhrl,native_real_interval,decrease,6,-0.0829999999999993,-0.22483333333333042,0.05666666666666635,0.0829999999999993,-0.05842916666666717,0.22487499999999688,0.6666666666666666,positive_mixed,transit_hrl/results/transit_native_real_demand_control/summary.json
native_real_demand,native_real_demand_native_real_demand_native_avg_board_wait_min,native_avg_board_wait_min,native_real_freqhrl,native_real_interval,decrease,6,-0.08326712773411948,-0.2250987895954791,0.05639255668876212,0.08326712773411948,-0.05816675255229837,0.22514081451292828,0.6666666666666666,positive_mixed,transit_hrl/results/transit_native_real_demand_control/summary.json
native_real_demand,native_real_demand_native_real_demand_native_alighted_pax,native_alighted_pax,native_real_freqhrl,native_real_interval,increase,6,-4.833333333333333,-9.833333333333334,-0.8333333333333334,-4.833333333333333,-9.666666666666666,-0.8333333333333334,0.16666666666666666,not_supported,transit_hrl/results/transit_native_real_demand_control/summary.json
native_real_demand,native_real_demand_native_real_demand_native_avg_onboard_load,native_avg_onboard_load,native_real_freqhrl,native_real_interval,decrease,6,-0.00010596374277938025,-0.0005197043078739952,0.0003077768223152348,0.00010596374277938025,-0.00030333377455389767,0.0005389286168658858,0.3333333333333333,inconclusive,transit_hrl/results/transit_native_real_demand_control/summary.json
native_real_demand,native_real_demand_native_real_demand_wait_noninferiority,native_avg_board_wait_min,native_real_freqhrl,native_real_interval,decrease,6,-0.08326712773411948,-0.2250987895954791,0.05639255668876212,0.08326712773411948,-0.05816675255229837,0.22514081451292828,0.6666666666666666,supported,transit_hrl/results/transit_native_real_demand_control/summary.json
native_real_demand,native_real_demand_native_real_demand_alighted_noninferiority,native_alighted_pax,native_real_freqhrl,native_real_interval,increase,6,-4.833333333333333,-9.833333333333334,-0.8333333333333334,-4.833333333333333,-9.666666666666666,-0.8333333333333334,0.16666666666666666,supported,transit_hrl/results/transit_native_real_demand_control/summary.json
