ep,stage,wall_env_s,wall_train_s,avg_wait_min,peak_fleet,headway_cv,ep_reward,ep_cost,ep_steps,n_dispatches,lower_action_mean,lower_action_std,lower_action_min,lower_action_max,lower_reward_mean,lower_reward_std,lower_q_mean,lower_q_std,lower_q_loss,lower_q_mse,lower_ood_loss,lower_cost_q_mean,lower_cost_q_loss,lower_policy_loss,lower_pi_grad_norm,lower_q_grad_norm,lower_alpha,lower_lambda,lower_replay_size,upper_delta_mean,upper_delta_std,upper_delta_min,upper_delta_max,upper_reward_mean,upper_reward_std,upper_q_mean,upper_q_std,upper_q_loss,upper_q_mse,upper_ood_loss,upper_policy_loss,upper_pi_grad_norm,upper_q_grad_norm,upper_alpha,upper_replay_size,hold_fb_mean,hold_fb_std,hold_fb_n_trips,hold_fb_dir0_mean,hold_fb_dir1_mean,hold_penalty_mean,theta_wait,theta_fleet,theta_cv,surprise,belief_window,belief_cp_prob,belief_entropy,w_wait,w_fleet,w_cv,N_fleet,fleet_overshoot
0,Warmup,23.4,0.8,5.704,16,0.5137,-3176.507,1360.318,4971,0,-4.71,43.99,-60.0,60.0,-0.639,0.3498,-11.087335586547852,2.43516206741333,87.90070343017578,76.82726287841797,2.8905487060546875,-0.403087317943573,2.2865123748779297,15.569238662719727,115.42375946044922,633.3721313476562,0.1,0.9970017671585083,4971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4.712648271673136,43.99328220946081,262,-5.379147637047265,-6.138098948618822,0.6722415561319254,0.5053988317502869,0.3084808188996688,0.18612034935004443,0.1786,9.62,0.0526,2.995,0.5,0.25,0.25,16,0
1,Warmup,20.7,0.8,3.984,14,0.4818,-2517.974,910.514,4971,0,-31.65,16.44,-57.79,59.74,-0.5065,0.3144,-9.550562858581543,1.151540756225586,24.26607322692871,13.666183471679688,1.2134283781051636,-0.013011902570724487,0.1218731701374054,11.950185775756836,4.089874744415283,152.08534240722656,0.1,0.993823766708374,9942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-31.65452533919987,16.440515410145725,262,-24.47814162530397,-27.610498269608144,0.5500164968108465,0.5098112795246038,0.30851374702001966,0.18167497345537664,0.2542,9.88,0.0527,2.992,0.5,0.25,0.25,16,0
2,Warmup,21.7,0.7,3.918,14,0.4366,-2641.086,976.243,4970,0,-50.55,10.76,-60.0,55.66,-0.5314,0.3262,-10.77119255065918,0.8847213983535767,21.237018585205078,10.979962348937988,0.931319534778595,0.03866555541753769,0.059214234352111816,12.631470680236816,12.75455379486084,74.66685485839844,0.1,0.9906008839607239,14912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-50.54916377429751,10.763590848286539,262,-44.57250861494165,-46.87563868635579,0.8477236912548788,0.5131177478939674,0.30870621782385077,0.17817603428218184,0.3361,10.3,0.0529,2.981,0.5,0.25,0.25,11,3
3,Warmup,21.8,0.6,6.441,11,0.2817,-3744.525,1849.662,4970,0,-45.72,19.26,-60.0,58.75,-0.7534,0.3924,-10.959148406982422,0.9155023097991943,35.59382247924805,25.53904151916504,0.9298771619796753,0.03783344849944115,0.04196891188621521,12.896169662475586,1.2652263641357422,160.9546661376953,0.1,0.9877033233642578,19882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-45.7151784039719,19.257792508047974,262,-52.171752232626865,-49.7917029004348,0.7936485246124626,0.52539640581534,0.3001879878173362,0.17441560636732384,0.4251,10.9,0.0533,2.952,0.5,0.25,0.25,8,3
4,Warmup,19.8,0.7,7.371,15,0.3803,-2499.555,883.116,4971,0,-44.91,15.72,-59.8,59.87,-0.5028,0.3044,-10.67837905883789,0.8172553181648254,52.74186325073242,42.89565658569336,0.8325546383857727,-0.0026293499395251274,0.040954701602458954,12.383200645446777,1.149659276008606,112.36573791503906,0.1,0.9847471714019775,24853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-44.90920470255681,15.717323805097417,262,-48.82529487609863,-45.964942538110826,0.7626003587040959,0.5314797802580267,0.2993843490754298,0.1691358706665436,0.394,11.32,0.0537,2.923,0.5,0.25,0.25,15,0
5,Warmup,20.6,0.6,7.758,12,0.44,-2949.879,1180.339,4969,0,-45.42,17.47,-59.83,59.78,-0.5937,0.355,-10.45844554901123,0.7702541351318359,62.93659973144531,53.27425765991211,0.8231614232063293,0.0011569038033485413,0.025663647800683975,12.079267501831055,2.3384339809417725,141.66836547851562,0.1,0.9818156957626343,29822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-45.41630252356691,17.46833634214592,262,-43.56169714159087,-46.96763884080084,0.781500983893764,0.5421621490060067,0.2916752823281786,0.16616256866581475,0.3978,11.7,0.0541,2.891,0.5,0.25,0.25,9,3
6,Warmup,20.1,0.6,4.137,14,0.4152,-2658.799,1001.757,4971,0,-48.52,13.16,-59.91,59.69,-0.5349,0.3335,-11.231548309326172,0.8241562843322754,51.62030792236328,42.123504638671875,0.8474330902099609,0.0667840987443924,0.03377021104097366,13.013833999633789,1.3089818954467773,219.09170532226562,0.1,0.97879958152771,34793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-48.52476695464713,13.162217777193304,262,-48.367360032232185,-48.071960095982796,0.8160980997780013,0.5438309938887588,0.29192855971732673,0.16424044639391444,0.3724,11.97,0.0545,2.863,0.5,0.25,0.25,11,3
7,Warmup,19.5,0.7,4.019,13,0.4068,-2585.656,950.823,4970,0,-43.27,17.65,-59.85,58.32,-0.5203,0.3262,-10.813958168029785,0.9363811016082764,24.094356536865234,14.729110717773438,0.9909648895263672,0.06907948106527328,0.035067565739154816,12.86176872253418,4.156318187713623,205.80833435058594,0.1,0.975839376449585,39763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-43.27228095618562,17.648487881185307,262,-46.7932747865978,-43.73820948538027,0.7436449544010872,0.5466422574252725,0.2903918326039657,0.16296590997076174,0.3439,12.13,0.0548,2.842,0.5,0.25,0.25,10,3
8,Warmup,20.5,0.7,6.908,11,0.5857,-3922.222,1950.013,4970,0,-44.96,19.58,-59.98,59.55,-0.7892,0.3908,-11.052131652832031,0.7542017698287964,13.677042007446289,4.458050727844238,0.9173597097396851,0.04997515305876732,0.018244752660393715,12.691204071044922,3.063230276107788,175.57904052734375,0.1,0.9729781150817871,44733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-44.958881701360376,19.58021672301287,262,-47.586587843142055,-47.68187408572749,0.7822006709822058,0.5534902710722264,0.2850917458511047,0.16141798307666871,0.4239,12.5,0.0554,2.802,0.5,0.25,0.25,8,3
9,Warmup,19.9,0.6,6.421,12,0.2974,-2780.283,1116.161,4970,0,-46.3,16.95,-59.93,58.74,-0.5594,0.3552,-11.054224014282227,0.8215570449829102,49.61662292480469,40.54868698120117,0.8436800241470337,-0.023087788373231888,0.015302356332540512,12.745046615600586,4.366466999053955,330.4366455078125,0.1,0.9701421856880188,49703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-46.299202426719354,16.950680678245337,262,-48.48682036901775,-47.740594219534024,0.7937923658999398,0.5596390516125734,0.2807338058343053,0.15962714255312122,0.375,12.65,0.0559,2.775,0.5,0.25,0.25,9,3
10,Warmup,20.0,0.6,8.734,15,0.4471,-2390.785,825.282,4970,0,-45.28,16.68,-59.86,58.72,-0.481,0.3068,-10.637228012084961,0.9017645120620728,52.24037551879883,43.31342315673828,0.7946513295173645,0.010535663925111294,0.020454589277505875,12.523422241210938,3.7647745609283447,212.9265594482422,0.1,0.9672661423683167,54673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-45.28291590424925,16.680753514073025,262,-48.759170054448276,-40.45555627351921,0.7728958355197643,0.5636907997632142,0.27984664448952395,0.15646255574726187,0.3027,12.57,0.0563,2.768,0.5,0.25,0.25,14,1
11,Warmup,19.3,0.7,4.672,14,0.5162,-2472.984,908.461,4970,0,-48.8,14.89,-59.97,58.93,-0.4976,0.3237,-11.03077507019043,0.7480924129486084,25.162673950195312,16.341445922851562,0.8059996962547302,-0.022355709224939346,0.03991514444351196,12.635421752929688,8.575369834899902,200.74671936035156,0.1,0.9643728137016296,59643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-48.80304866262245,14.889491842151187,262,-53.06480581885891,-49.49147817963048,0.8266621518062574,0.5649271647011733,0.27982379798093643,0.15524903731789025,0.2575,12.34,0.0567,2.773,0.5,0.25,0.25,13,1
12,Warmup,21.6,0.7,10.018,11,0.7451,-5098.88,3562.16,4971,0,-24.54,38.32,-60.0,60.0,-1.0257,0.3454,-11.430500984191895,0.9929658770561218,38.9505500793457,30.137434005737305,1.04653000831604,0.38985157012939453,0.15739506483078003,13.830953598022461,10.352021217346191,957.9093627929688,0.1,0.961718738079071,64614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-24.54124898396341,38.31704274245785,262,-23.36080450305813,-16.270064229086824,0.6912410047988575,0.5723199351507962,0.2741693249196197,0.15351073992958406,0.4647,12.77,0.0576,2.735,0.5,0.25,0.25,8,3
13,Warmup,25.8,0.6,29.024,11,0.3735,-5661.127,4107.431,4970,0,22.93,46.04,-60.0,60.0,-1.1391,0.3204,-10.968131065368652,2.262491464614868,231.3387451171875,222.4063262939453,2.2447428703308105,-0.3355970084667206,5.74160099029541,15.219430923461914,30.43875503540039,24855.02734375,0.1,0.9594945311546326,69584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.92986584589095,46.04322931880563,262,19.10452773947465,28.588165267517688,0.8123890876352154,0.593275698392869,0.26032402763062457,0.14640027397650643,0.6326,13.58,0.0594,2.63,0.5,0.25,0.25,8,3
14,Warmup,20.7,0.7,6.502,15,0.4854,-2880.89,1207.595,4969,0,-29.83,31.94,-59.95,60.0,-0.5798,0.3762,-10.347846984863281,1.9421950578689575,226.14537048339844,217.23838806152344,1.98514723777771,-0.0234490055590868,0.16235631704330444,14.265382766723633,21.093305587768555,10439.2900390625,0.1,0.9572666883468628,74553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-29.829668799772467,31.943535594635723,262,-22.010352147566643,-13.165293063321394,0.6721674630028887,0.5942483084093876,0.260998358139526,0.14475333345108646,0.8264,14.5,0.0619,2.451,0.5,0.25,0.25,16,0
15,Warmup,20.0,0.7,10.348,14,0.5691,-2613.919,1011.538,4970,0,-34.26,27.69,-60.0,59.98,-0.5259,0.3405,-9.783210754394531,1.9970369338989258,211.18080139160156,202.26622009277344,2.044862747192383,0.2523203492164612,1.18721342086792,14.054224014282227,7.700622081756592,10347.330078125,0.1,0.9550360441207886,79523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-34.264915719117134,27.688462107017028,262,-39.692705340134474,-27.656146580921977,0.6796503388490289,0.5985972160856199,0.25876642758788687,0.14263635632649313,0.6209,14.62,0.0639,2.401,0.5,0.25,0.25,14,0
16,Warmup,20.2,0.7,5.038,13,0.3639,-2858.256,1218.285,4970,0,-24.79,31.61,-59.99,60.0,-0.5751,0.373,-9.755213737487793,1.373155117034912,84.50251770019531,75.62995910644531,1.6206094026565552,-0.19129793345928192,2.131989002227783,12.340803146362305,1.6826074123382568,4670.92333984375,0.1,0.9526922106742859,84493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-24.78882784482084,31.607338725061048,262,-18.503254222869874,-21.516149901088916,0.6023503591970366,0.6005295187657914,0.2577142941764642,0.14175618705774445,0.4538,14.25,0.0653,2.433,0.5,0.25,0.25,10,3
17,Warmup,26.2,0.7,36.745,11,0.4245,-5461.117,3885.006,4970,0,27.29,40.52,-60.0,60.0,-1.0988,0.3517,-11.90289306640625,2.0653114318847656,217.3929901123047,208.4550323486328,2.274091958999634,-0.7312827706336975,6.671319484710693,15.395284652709961,6.432993412017822,21246.955078125,0.1,0.9505200386047363,89463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27.286405884511243,40.523395246780744,262,32.92658387579416,23.416619998530336,0.7580096691152146,0.6220046957511604,0.24345201952966028,0.13454328471917942,0.6166,14.37,0.0675,2.423,0.5,0.25,0.25,8,3
18,Warmup,20.6,0.7,8.73,12,0.5828,-4394.187,2702.698,4970,0,-11.59,37.58,-60.0,60.0,-0.8841,0.4153,-12.726378440856934,1.933692216873169,172.99168395996094,164.08441162109375,1.9705004692077637,-0.1663324534893036,0.1834588348865509,16.47796630859375,10.15838623046875,9824.9638671875,0.1,0.9485825896263123,94433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-11.589669820293034,37.578331983290056,262,10.056020646640345,0.453701341230618,0.5771226410511008,0.6265304184956261,0.23995886388026863,0.13351071762410532,0.5911,14.26,0.0685,2.45,0.5,0.25,0.25,9,3
19,Warmup,20.5,0.6,5.962,12,0.5681,-3742.317,1934.49,4970,0,-16.63,33.44,-60.0,60.0,-0.753,0.4127,-10.741881370544434,1.7080261707305908,72.48487854003906,63.619720458984375,1.553905725479126,0.5269565582275391,0.9764244556427002,14.683685302734375,5.788939476013184,4880.033203125,0.1,0.9466445446014404,99403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-16.63199738993214,33.436647771313076,262,-3.367424859635924,-15.007194346816917,0.5454995552190988,0.6293638649560845,0.23758555798397876,0.13305057705993678,0.4877,13.96,0.0663,2.495,0.5,0.25,0.25,9,3
20,Warmup,20.3,0.7,4.113,13,0.4766,-2521.247,950.014,4970,0,-30.98,27.28,-59.99,60.0,-0.5073,0.3327,-12.194211959838867,1.4841232299804688,85.00318908691406,76.14710998535156,1.4620084762573242,0.04111887142062187,0.13441987335681915,15.252676010131836,5.947286128997803,2441.8974609375,0.1,0.9446144700050354,104373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-30.97662455356667,27.280343967348085,262,-26.636269450658244,-29.400378241037068,0.6264789437022673,0.6302468292159733,0.23709893938287618,0.13265423140115057,0.4231,13.61,0.0643,2.539,0.5,0.25,0.25,10,3
21,Warmup,20.1,0.7,4.253,14,0.5294,-2524.88,899.863,4970,0,-29.64,25.49,-60.0,58.4,-0.508,0.3174,-8.661266326904297,1.7400654554367065,129.69985961914062,120.8041763305664,1.8686041831970215,-0.3721964359283447,1.4190565347671509,11.798064231872559,8.018726348876953,13509.609375,0.1,0.9424808025360107,109343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-29.63891987431367,25.485345782459863,262,-38.32146820990663,-31.61361709488066,0.5830906451578756,0.6302154646206996,0.23766682235527412,0.13211771302402625,0.3729,13.38,0.0613,2.553,0.5,0.25,0.25,12,2
22,Warmup,20.4,0.7,5.222,15,0.5134,-2526.984,907.946,4970,0,-19.62,29.87,-60.0,59.99,-0.5084,0.3138,-10.445450782775879,1.896763563156128,135.19989013671875,126.3021011352539,1.899251937866211,-0.3229655623435974,7.612441062927246,13.963313102722168,7.1252241134643555,13394.0361328125,0.1,0.9402837157249451,114313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-19.623242181810873,29.873418671459785,262,-31.934309381246567,-18.1707205830436,0.521227940265597,0.6298154515691022,0.23897261176883253,0.1312119366620651,0.3334,13.21,0.0593,2.548,0.5,0.25,0.25,12,3
23,Warmup,20.4,0.6,3.935,15,0.4462,-2606.427,1010.295,4969,0,-29.75,25.2,-60.0,59.1,-0.5245,0.3464,-10.873795509338379,1.746726393699646,58.540130615234375,49.64642333984375,1.8788533210754395,-0.05895916372537613,0.24470849335193634,14.413629531860352,6.39168643951416,5795.1318359375,0.1,0.9380025267601013,119282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-29.75447161073901,25.20369102414229,262,-33.73624604909043,-34.78855143220802,0.5853345205531257,0.6288257654491414,0.24068648648563962,0.130487748065219,0.2903,12.74,0.0605,2.571,0.5,0.25,0.25,15,0
