seed,variant,status,ep_reward,avg_wait_min,headway_cv,score,upper_plan_decisions,upper_plan_reuse_ratio,upper_plan_target_mean,upper_plan_target_std,terminal_launch_shift_mean,terminal_launch_shift_std,freq_promotion_strength,shared_ppo_lower_samples,shared_ppo_gate_evaluations,shared_ppo_gate_replans,shared_ppo_target_headway_guard_rejects,shared_ppo_target_headway_project_count,shared_ppo_target_headway_project_correction_mean_s,shared_ppo_pressure_guard_rejects,shared_ppo_soft_pressure_cap_count,shared_ppo_soft_pressure_cap_scale_mean,shared_ppo_reward_floor_guard_rejects,shared_ppo_confirm_guard_rejects,shared_ppo_value_guard_rejects,shared_ppo_throughput_guard_rejects,shared_ppo_throughput_floor_project_count,shared_ppo_throughput_floor_delta_fraction_mean,shared_ppo_adaptive_drift_guard_rejects,shared_ppo_gap_risk_guard_rejects,shared_ppo_active_target_headway_floor_rejects,shared_ppo_target_headway_floor_rejects,shared_ppo_base_delta_guard_rejects,shared_ppo_final_delta_guard_rejects,shared_ppo_final_delta_floor_rejects,shared_ppo_gate_value_mean,shared_ppo_wait_replan_count,shared_ppo_wait_replan_pressure_mean,shared_ppo_wait_replan_shift_pressure_mean,shared_ppo_wait_replan_gap_ratio_mean,shared_ppo_wait_replan_gap_risk_scale_mean,shared_ppo_wait_replan_adaptive_drift_scale_mean,shared_ppo_wait_replan_adaptive_drift_hf_to_lf_mean,shared_ppo_wait_replan_throughput_score_mean,shared_ppo_wait_replan_throughput_floor_delta_fraction_mean,shared_ppo_wait_replan_reward_floor_score_mean,shared_ppo_wait_replan_value_guard_score_mean,shared_ppo_wait_replan_value_guard_scale_mean,shared_ppo_wait_replan_value_guard_candidate_count_mean,shared_ppo_promotion_wait_credit_granted,shared_ppo_promotion_wait_credit_consumed,shared_ppo_promotion_wait_credit_budget,shared_ppo_promotion_wait_credit_events,shared_ppo_adaptive_lower_drift_penalty_scale_mean,shared_ppo_adaptive_lower_drift_penalty_hf_to_lf_mean,shared_ppo_lower_hf_wait_prior_scale_mean,shared_ppo_lower_hf_wait_prior_load_mean,shared_ppo_lower_hf_wait_prior_queue_mean,shared_ppo_lower_hf_wait_prior_schedule_slack_mean,shared_ppo_wait_replan_pressure_override_count,shared_ppo_wait_replan_pressure_override_mean,shared_ppo_wait_replan_same_hold_mean,shared_ppo_wait_replan_same_wait_mean,shared_ppo_wait_replan_shift_mean_s,shared_ppo_wait_replan_shift_abs_mean_s,shared_ppo_wait_replan_actor_base_used_mean,shared_ppo_wait_replan_base_delta_abs_mean_s,shared_ppo_wait_replan_final_delta_abs_mean_s,freq_wait_lower_improvement_credit_mean,freq_wait_lower_net_mean,shared_ppo_loss,promotion_raw_ep_reward,promotion_raw_avg_wait_min,promotion_raw_score,promotion_outcome_adjusted,promotion_outcome_adjustment_signal,promotion_outcome_reward_gain,promotion_outcome_wait_reduction_min,promotion_counterfactual_gate_evaluations,promotion_counterfactual_gate_replans,promotion_counterfactual_shift_mean_s,cfg_lower_hf_wait_action_gain_s,promotion_outcome_boundary,cfg_adaptive_lower_drift_penalty_gain,cfg_adaptive_lower_drift_penalty_min_scale,cfg_learned_promotion_gate,cfg_lower_hf_wait_context_dim,cfg_lower_hf_wait_load_damping_weight,cfg_lower_hf_wait_max_scale,cfg_lower_hf_wait_min_scale,cfg_lower_hf_wait_queue_boost_weight,cfg_lower_hf_wait_schedule_slack_damping_weight,cfg_promotion_gate_age_min,cfg_promotion_gate_cooldown_s,cfg_promotion_gate_low_signal_min,cfg_promotion_gate_max_hf_to_lf_ratio,cfg_promotion_gate_max_replans,cfg_promotion_gate_min_elapsed_s,cfg_promotion_gate_plan_blend,cfg_promotion_gate_preselect_action,cfg_promotion_gate_strength_min,cfg_promotion_gate_threshold,cfg_promotion_gate_wait_pressure_override,cfg_promotion_gate_wait_pressure_override_min,cfg_promotion_replan_active_target_headway_min_s,cfg_promotion_replan_actor_base_trust_s,cfg_promotion_replan_adaptive_drift_accept_min_scale,cfg_promotion_replan_adaptive_drift_penalty_gain,cfg_promotion_replan_adaptive_drift_penalty_min_scale,cfg_promotion_replan_base_action,cfg_promotion_replan_base_delta_abs_max_s,cfg_promotion_replan_confirm_min_low_signal,cfg_promotion_replan_confirm_min_strength,cfg_promotion_replan_final_delta_abs_max_s,cfg_promotion_replan_final_delta_abs_min_s,cfg_promotion_replan_frequency_weight,cfg_promotion_replan_gap_guard_max_ratio,cfg_promotion_replan_gap_guard_min_ratio,cfg_promotion_replan_gap_risk_accept_max_scale,cfg_promotion_replan_gap_risk_cap_full,cfg_promotion_replan_gap_risk_cap_start,cfg_promotion_replan_hold_guard_weight,cfg_promotion_replan_max_pressure,cfg_promotion_replan_max_shift_s,cfg_promotion_replan_min_pressure,cfg_promotion_replan_policy,cfg_promotion_replan_project_target_headway,cfg_promotion_replan_require_shift,cfg_promotion_replan_reward_floor_action_cost,cfg_promotion_replan_reward_floor_fleet_weight,cfg_promotion_replan_reward_floor_gap_cost,cfg_promotion_replan_reward_floor_hold_cost,cfg_promotion_replan_reward_floor_min_score,cfg_promotion_replan_reward_floor_target_weight,cfg_promotion_replan_reward_floor_throughput_weight,cfg_promotion_replan_reward_floor_wait_weight,cfg_promotion_replan_same_hold_max,cfg_promotion_replan_same_wait_max,cfg_promotion_replan_same_wait_min,cfg_promotion_replan_shift_sign,cfg_promotion_replan_soft_pressure_cap,cfg_promotion_replan_state_wait_weight,cfg_promotion_replan_target_headway_max_s,cfg_promotion_replan_target_headway_min_s,cfg_promotion_replan_target_headway_project_margin_s,cfg_promotion_replan_terminal_early_cap_s,cfg_promotion_replan_terminal_early_relax,cfg_promotion_replan_throughput_floor_fleet_util_max,cfg_promotion_replan_throughput_floor_min_delta_fraction,cfg_promotion_replan_throughput_floor_min_score,cfg_promotion_replan_throughput_floor_same_hold_max,cfg_promotion_replan_throughput_guard_min_score,cfg_promotion_replan_value_guard_candidate_scales,cfg_promotion_replan_value_guard_min_score,cfg_promotion_replan_wait_credit_clip,cfg_promotion_replan_wait_credit_weight,cfg_promotion_replan_wait_gain_s,cfg_stress_profile
3781,interval_only,supported_native_episode_loop,-92.414,64.302,0.5778,-65.45760000000001,66.0,0.7480916030534351,344.70644716694767,8.886469690907678,1.6946564885496183,4.107139807832679,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.549838708921357,5.539613100249779,10311.618774414062,-92.414,64.302,-65.45760000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3791,interval_only,supported_native_episode_loop,13052.511,4.348,0.4368,-5.2216,66.0,0.7480916030534351,337.5865913910114,5.510853027368297,0.0,0.0,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166912249019752,4.165789733865402,8029.325677490235,13052.511,4.348,-5.2216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801,interval_only,supported_native_episode_loop,14078.414,3.678,0.4922,-4.6624,66.0,0.7480916030534351,337.21917479978566,4.359738426555334,0.0,0.0,0.0,4969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.520748784567182,4.519818484906418,12237.8419921875,14078.414,3.678,-4.6624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3811,interval_only,supported_native_episode_loop,9095.281,3.758,0.7275,-5.213,66.0,0.7480916030534351,332.6911475256806,8.555806759620639,0.0,0.0,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.759209500697714,3.757964239691608,20891.260986328125,9095.281,3.758,-5.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3821,interval_only,supported_native_episode_loop,6998.918,7.753,0.4362,-8.6254,66.0,0.7480916030534351,352.12041650703014,4.822237773831303,0.03435114503816794,0.29428941261375935,0.23076923076923078,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77809023023878,6.776071137789072,99329.0607421875,6998.918,7.753,-8.6254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831,interval_only,supported_native_episode_loop,5860.141,4.217,0.4824,-5.1818,66.0,0.7480916030534351,343.73671002855133,13.962915718914488,1.7748091603053435,4.88638619040167,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.219232972312736,5.218138001894917,6860.761315917969,5860.141,4.217,-5.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841,interval_only,supported_native_episode_loop,8726.593,34.314,0.4362,-35.1864,66.0,0.7480916030534351,334.9497404549868,4.649046915497342,0.0,0.0,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.728570047400798,3.7213225976439968,4084.0318237304687,8726.593,34.314,-35.1864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3851,interval_only,supported_native_episode_loop,10247.843,7.497,0.5973,-8.6916,66.0,0.7480916030534351,332.09183899197564,4.996807551888101,0.0,0.0,1.0,4969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5474150868276135,7.544610943549801,59847.8849609375,10247.843,7.497,-8.6916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,interval_only,supported_native_episode_loop,16515.001,4.4,0.4615,-5.323,66.0,0.7480916030534351,341.8195728931112,6.009024701822176,0.011450381679389313,0.13766938012878954,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.207264592860563,5.206382694373523,24464.6111328125,16515.001,4.4,-5.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871,interval_only,supported_native_episode_loop,12329.526,3.401,0.4439,-4.2888,66.0,0.7480916030534351,340.1876054482303,6.178603750095733,0.0,0.0,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.101241296261095,4.10049606680882,15709.793664550782,12329.526,3.401,-4.2888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3881,interval_only,supported_native_episode_loop,14156.287,3.733,0.4761,-4.6852,66.0,0.7480916030534351,341.67701868260184,5.736797569031149,0.0,0.0,0.8461538461538461,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.750284805844374,4.7494329376792805,2869.700469970703,14156.287,3.733,-4.6852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891,interval_only,supported_native_episode_loop,11930.515,3.475,0.5118,-4.4986,66.0,0.7480916030534351,346.98788083731205,11.310737150137747,0.9045801526717557,4.027867857839526,1.0,4972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.009379587454473,4.008641138116114,5552.720812988281,11930.515,3.475,-4.4986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3901,interval_only,supported_native_episode_loop,9135.795,5.838,0.4902,-6.8184000000000005,66.0,0.7480916030534351,343.752203247535,7.160686321185469,0.019083969465648856,0.1843554912325698,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.269190864878615,7.267097300815626,11547.448620605468,9135.795,5.838,-6.8184000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3911,interval_only,supported_native_episode_loop,9558.659,5.585,0.4951,-6.5752,66.0,0.7480916030534351,345.08203264358843,7.180637589940246,0.007633587786259542,0.0870362919923006,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44075841425536,8.438957349194402,7763.557800292969,9558.659,5.585,-6.5752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3921,interval_only,supported_native_episode_loop,18136.322,9.529,0.3496,-10.2282,66.0,0.7480916030534351,341.5945338967192,6.7776364554024475,0.0,0.0,0.8461538461538461,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.021131378667641,6.018766027121906,15275.224365234375,18136.322,9.529,-10.2282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931,interval_only,supported_native_episode_loop,13922.371,4.185,0.5463,-5.2776,66.0,0.7480916030534351,347.43634140096395,4.696995918220438,0.183206106870229,1.0248926714804383,1.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.246738847698542,5.245483745301906,21164.86491699219,13922.371,4.185,-5.2776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,interval_only,supported_native_episode_loop,9203.019,6.437,0.426,-7.289000000000001,66.0,0.7480916030534351,346.8169122359832,6.586944886916507,0.41603053435114506,1.586744556992079,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.332172771865438,6.329833995986495,4162.274011230469,9203.019,6.437,-7.289000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3951,interval_only,supported_native_episode_loop,11942.37,3.612,0.493,-4.598,66.0,0.7480916030534351,332.6043325858565,4.885248764823631,0.0,0.0,0.5384615384615384,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.375452532768197,4.374543559343688,5970.289215087891,11942.37,3.612,-4.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3961,interval_only,supported_native_episode_loop,-6369.569,3.371,0.4947,-4.3604,66.0,0.7480916030534351,336.4492819568773,5.490969500372649,0.007633587786259542,0.12332438489621,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2733172386017078,3.2725714748484154,18501.84914550781,-6369.569,3.371,-4.3604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3971,interval_only,supported_native_episode_loop,21693.277,14.128,0.2355,-14.599,66.0,0.7480916030534351,338.6416288770489,5.105528773987939,0.0,0.0,0.0,4972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.530592292867757,9.52592840118004,250517.8677734375,21693.277,14.128,-14.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3981,interval_only,supported_native_episode_loop,11413.839,3.452,0.3903,-4.2326,66.0,0.7480916030534351,343.7304256144788,10.30446664202945,0.2099236641221374,1.6315755960023868,0.3172532111376365,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7907746308103607,3.7898742076609766,23676.053442382814,11413.839,3.452,-4.2326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3991,interval_only,supported_native_episode_loop,10392.26,3.484,0.4848,-4.4536,66.0,0.7480916030534351,339.4755118921513,4.662025889540611,0.0,0.0,1.0,4969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.662380335373734,3.6615844646402063,11148.046997070312,10392.26,3.484,-4.4536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,interval_only,supported_native_episode_loop,11667.88,6.01,0.5421,-7.0942,66.0,0.7480916030534351,333.0766824552424,4.114608618340004,0.0,0.0,1.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4931707631661375,7.491323573576352,65587.72880859375,11667.88,6.01,-7.0942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4011,interval_only,supported_native_episode_loop,16387.4,5.068,0.3888,-5.845599999999999,66.0,0.7480916030534351,339.28345497873903,7.0429290176932104,0.0,0.0,1.0,4969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2460610065785565,5.244975433867222,19800.111242675783,16387.4,5.068,-5.845599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
