seed,variant,status,ep_reward,avg_wait_min,headway_cv,score,upper_plan_decisions,upper_plan_reuse_ratio,upper_plan_target_mean,upper_plan_target_std,terminal_launch_shift_mean,terminal_launch_shift_std,freq_promotion_strength,shared_ppo_lower_samples,shared_ppo_gate_evaluations,shared_ppo_gate_replans,shared_ppo_target_headway_guard_rejects,shared_ppo_target_headway_project_count,shared_ppo_target_headway_project_correction_mean_s,shared_ppo_pressure_guard_rejects,shared_ppo_soft_pressure_cap_count,shared_ppo_soft_pressure_cap_scale_mean,shared_ppo_reward_floor_guard_rejects,shared_ppo_confirm_guard_rejects,shared_ppo_value_guard_rejects,shared_ppo_throughput_guard_rejects,shared_ppo_throughput_floor_project_count,shared_ppo_throughput_floor_delta_fraction_mean,shared_ppo_adaptive_drift_guard_rejects,shared_ppo_gap_risk_guard_rejects,shared_ppo_active_target_headway_floor_rejects,shared_ppo_target_headway_floor_rejects,shared_ppo_base_delta_guard_rejects,shared_ppo_final_delta_guard_rejects,shared_ppo_final_delta_floor_rejects,shared_ppo_gate_value_mean,shared_ppo_wait_replan_count,shared_ppo_wait_replan_pressure_mean,shared_ppo_wait_replan_shift_pressure_mean,shared_ppo_wait_replan_gap_ratio_mean,shared_ppo_wait_replan_gap_risk_scale_mean,shared_ppo_wait_replan_adaptive_drift_scale_mean,shared_ppo_wait_replan_adaptive_drift_hf_to_lf_mean,shared_ppo_wait_replan_throughput_score_mean,shared_ppo_wait_replan_throughput_floor_delta_fraction_mean,shared_ppo_wait_replan_reward_floor_score_mean,shared_ppo_wait_replan_value_guard_score_mean,shared_ppo_wait_replan_value_guard_scale_mean,shared_ppo_wait_replan_value_guard_candidate_count_mean,shared_ppo_promotion_wait_credit_granted,shared_ppo_promotion_wait_credit_consumed,shared_ppo_promotion_wait_credit_budget,shared_ppo_promotion_wait_credit_events,shared_ppo_adaptive_lower_drift_penalty_scale_mean,shared_ppo_adaptive_lower_drift_penalty_hf_to_lf_mean,shared_ppo_lower_hf_wait_prior_scale_mean,shared_ppo_lower_hf_wait_prior_load_mean,shared_ppo_lower_hf_wait_prior_queue_mean,shared_ppo_lower_hf_wait_prior_schedule_slack_mean,shared_ppo_wait_replan_pressure_override_count,shared_ppo_wait_replan_pressure_override_mean,shared_ppo_wait_replan_same_hold_mean,shared_ppo_wait_replan_same_wait_mean,shared_ppo_wait_replan_shift_mean_s,shared_ppo_wait_replan_shift_abs_mean_s,shared_ppo_wait_replan_actor_base_used_mean,shared_ppo_wait_replan_base_delta_abs_mean_s,shared_ppo_wait_replan_final_delta_abs_mean_s,freq_wait_lower_improvement_credit_mean,freq_wait_lower_net_mean,shared_ppo_loss,promotion_raw_ep_reward,promotion_raw_avg_wait_min,promotion_raw_score,promotion_outcome_adjusted,promotion_outcome_adjustment_signal,promotion_outcome_reward_gain,promotion_outcome_wait_reduction_min,promotion_counterfactual_gate_evaluations,promotion_counterfactual_gate_replans,promotion_counterfactual_shift_mean_s,cfg_lower_hf_wait_action_gain_s,promotion_outcome_boundary,cfg_adaptive_lower_drift_penalty_gain,cfg_adaptive_lower_drift_penalty_min_scale,cfg_learned_promotion_gate,cfg_lower_hf_wait_context_dim,cfg_lower_hf_wait_load_damping_weight,cfg_lower_hf_wait_max_scale,cfg_lower_hf_wait_min_scale,cfg_lower_hf_wait_queue_boost_weight,cfg_lower_hf_wait_schedule_slack_damping_weight,cfg_promotion_gate_age_min,cfg_promotion_gate_cooldown_s,cfg_promotion_gate_low_signal_min,cfg_promotion_gate_max_hf_to_lf_ratio,cfg_promotion_gate_max_replans,cfg_promotion_gate_min_elapsed_s,cfg_promotion_gate_plan_blend,cfg_promotion_gate_preselect_action,cfg_promotion_gate_strength_min,cfg_promotion_gate_threshold,cfg_promotion_gate_wait_pressure_override,cfg_promotion_gate_wait_pressure_override_min,cfg_promotion_replan_active_target_headway_min_s,cfg_promotion_replan_actor_base_trust_s,cfg_promotion_replan_adaptive_drift_accept_min_scale,cfg_promotion_replan_adaptive_drift_penalty_gain,cfg_promotion_replan_adaptive_drift_penalty_min_scale,cfg_promotion_replan_base_action,cfg_promotion_replan_base_delta_abs_max_s,cfg_promotion_replan_confirm_min_low_signal,cfg_promotion_replan_confirm_min_strength,cfg_promotion_replan_final_delta_abs_max_s,cfg_promotion_replan_final_delta_abs_min_s,cfg_promotion_replan_frequency_weight,cfg_promotion_replan_gap_guard_max_ratio,cfg_promotion_replan_gap_guard_min_ratio,cfg_promotion_replan_gap_risk_accept_max_scale,cfg_promotion_replan_gap_risk_cap_full,cfg_promotion_replan_gap_risk_cap_start,cfg_promotion_replan_hold_guard_weight,cfg_promotion_replan_max_pressure,cfg_promotion_replan_max_shift_s,cfg_promotion_replan_min_pressure,cfg_promotion_replan_policy,cfg_promotion_replan_project_target_headway,cfg_promotion_replan_require_shift,cfg_promotion_replan_reward_floor_action_cost,cfg_promotion_replan_reward_floor_fleet_weight,cfg_promotion_replan_reward_floor_gap_cost,cfg_promotion_replan_reward_floor_hold_cost,cfg_promotion_replan_reward_floor_min_score,cfg_promotion_replan_reward_floor_target_weight,cfg_promotion_replan_reward_floor_throughput_weight,cfg_promotion_replan_reward_floor_wait_weight,cfg_promotion_replan_same_hold_max,cfg_promotion_replan_same_wait_max,cfg_promotion_replan_same_wait_min,cfg_promotion_replan_shift_sign,cfg_promotion_replan_soft_pressure_cap,cfg_promotion_replan_state_wait_weight,cfg_promotion_replan_target_headway_max_s,cfg_promotion_replan_target_headway_min_s,cfg_promotion_replan_target_headway_project_margin_s,cfg_promotion_replan_terminal_early_cap_s,cfg_promotion_replan_terminal_early_relax,cfg_promotion_replan_throughput_floor_fleet_util_max,cfg_promotion_replan_throughput_floor_min_delta_fraction,cfg_promotion_replan_throughput_floor_min_score,cfg_promotion_replan_throughput_floor_same_hold_max,cfg_promotion_replan_throughput_guard_min_score,cfg_promotion_replan_value_guard_candidate_scales,cfg_promotion_replan_value_guard_min_score,cfg_promotion_replan_wait_credit_clip,cfg_promotion_replan_wait_credit_weight,cfg_promotion_replan_wait_gain_s,cfg_stress_profile
541,native_wait_aware_replan,supported_native_episode_loop,6874.437,3.923,0.6756,-5.2742,66.0,0.7480916030534351,339.6766913997611,6.6148142894990185,0.0,0.0,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.797071924270299,5.795984169271807,17428.13546142578,6874.437,3.923,-5.2742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
551,native_wait_aware_replan,supported_native_episode_loop,14286.698,4.002,0.457,-4.9159999999999995,66.0,0.7480916030534351,343.08978377592774,6.452876637444692,0.04961832061068702,0.4114532141697459,0.0,4969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.853678578501386,4.852763387894817,34716.759765625,14286.698,4.002,-4.9159999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
561,native_wait_aware_replan,supported_native_episode_loop,9233.932138999999,4.480256775,0.5413,-0.8135151999999988,66.0,0.7480916030534351,336.363745745569,7.030677343473208,0.0,0.0,0.6923076923076924,4969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.712873575249571,5.711648287212855,35450.1939453125,9229.335,4.502,-5.5846,1.0,0.6212350000000001,4.597139000000001,0.021743225000000005,1.0,1.0,-0.8076055000000002,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
571,native_wait_aware_replan,supported_native_episode_loop,5042.629,3.598,0.5133,-4.6246,66.0,0.7480916030534351,329.15700028980046,4.792923616710455,0.0,0.0,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1589906014138895,4.157996213521982,90982.84812011718,5042.629,3.598,-4.6246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
581,native_wait_aware_replan,supported_native_episode_loop,1908.585,5.104,0.3738,-5.8516,66.0,0.7480916030534351,338.7839453412775,4.062661869688318,0.0,0.0,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.621658954108146,6.620270118960938,34596.495361328125,1908.585,5.104,-5.8516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
591,native_wait_aware_replan,supported_native_episode_loop,2885.8241755639574,6.484492412873174,0.5644,-4.007563739027834,66.0,0.7480916030534351,341.0448019721126,4.791913179996428,0.0,0.0,0.3846153846153846,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87582127757625,5.874600426317229,7371.130627441406,2882.334,6.501,-7.6298,1.0,0.47164534648075085,3.4901755639575565,0.016507587126826283,1.0,1.0,-0.6131389504249761,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
601,native_wait_aware_replan,supported_native_episode_loop,9523.554155904629,5.551397911261893,0.5515,0.029972614533074288,66.0,0.7480916030534351,344.4970588775991,5.7296918777929084,0.0,0.0,1.0,4969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.833778071752552,6.832125246888133,22711.466186523438,9517.084,5.582,-6.685,1.0,0.8743453925173273,6.470155904628222,0.03060208873810646,1.0,1.0,-1.1366490102725255,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
611,native_wait_aware_replan,supported_native_episode_loop,13224.646,13.958,0.6244,-15.2068,66.0,0.7480916030534351,347.0753491239883,8.226589150191419,0.019083969465648856,0.13682021625141164,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.436811658152087,6.433564404092002,12178.713708496094,13224.646,13.958,-15.2068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
621,native_wait_aware_replan,supported_native_episode_loop,12208.966,3.753,0.556,-4.865,66.0,0.7480916030534351,332.61978569048966,5.534322788462612,0.0,0.0,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.321804251082217,4.320896733014892,43767.84765625,12208.966,3.753,-4.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
631,native_wait_aware_replan,supported_native_episode_loop,16151.845194751284,22.193169349149336,0.6049,-15.794960041911182,66.0,0.7480916030534351,348.16396793142223,13.013608302719382,8.213740458015268,14.811800347034938,1.0,4969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.968516760526458,5.96591806912791,54155.906494140625,16144.481,22.228,-23.437800000000003,1.0,0.9951614528761483,7.364194751283497,0.034830650850665196,1.0,1.0,-1.2937098887389928,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
641,native_wait_aware_replan,supported_native_episode_loop,11367.545146803557,32.993324305658845,0.3607,-28.324847641712335,66.0,0.7480916030534351,340.13722574780604,16.104607713530513,2.366412213740458,6.057871173797286,0.6923076923076924,4969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.047614063758498,8.041715912113094,21483.17092285156,11362.328,33.018,-33.7394,1.0,0.7050198383187071,5.217146803558433,0.02467569434115475,1.0,1.0,-0.9165257898143192,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
651,native_wait_aware_replan,supported_native_episode_loop,1876.640039,4.957434275,0.6333,0.2339648,66.0,0.7480916030534351,334.23610794289425,6.60710630160452,0.0,0.0,1.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.728876258904529,5.727173037639662,22989.003845214844,1870.389,4.987,-6.2536000000000005,1.0,0.844735,6.2510390000000005,0.029565725000000005,1.0,1.0,-1.0981555,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
661,native_wait_aware_replan,supported_native_episode_loop,15545.862,11.377,0.6042,-12.5854,66.0,0.7480916030534351,342.95336529068067,4.269180807684286,0.003816793893129771,0.061662192448104995,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.126782012863007,11.122511168173036,88924.52158203124,15545.862,11.377,-12.5854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
671,native_wait_aware_replan,supported_native_episode_loop,8101.273389859932,7.433088020932757,0.5377,-2.4117143075305227,66.0,0.7480916030534351,342.64151743104446,4.991823297776768,0.007633587786259542,0.12332438489620999,0.8461538461538461,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77846928846437,5.776975155480466,72276.56767578125,8095.372,7.461,-8.5364,1.0,0.7974851162069632,5.901389859931528,0.027911979067243714,1.0,1.0,-1.0367306510690522,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
