seed,scenario,total_return,sharpe,max_drawdown,turnover,promotion_count,leakage_penalty,UpperHFPower,LowerLFDrift,LowerLFDriftAbs,RawLowerLFDrift,RawLowerLFDriftAbs,plan_smoothness,plan_coeff_abs,lower_lf_effect_filter_window,lower_lf_effect_filter_gain,lower_lf_raw_recenter_gain,raw_recenter_boost_mean
31415,persistent_shift,0.247243753813019,12.1459818605559,0.04022389603926957,7.847327250842163,38,0.5535160135156613,0.001446131143916893,0.5520698823717444,8.045640262544087e-07,0.8317500758893764,3.299135407771004e-06,3.814217736437711e-06,0.06315288224262706,24,1.0,1.0,0.051678521555355406
27182,persistent_shift,0.2711133117006579,13.758475997676705,0.021833050630827966,7.213493820882198,54,0.4682596863821017,0.0012355550023155457,0.46702413137978616,6.299223735848181e-07,0.7856368542080739,2.5834342556869793e-06,5.422759824259258e-06,0.0746334113582206,24,1.0,1.0,0.04704883253593734
16180,persistent_shift,0.2797241766800447,14.342479252765255,0.024224331160284995,6.231669285672125,58,0.4991416635777907,0.0007411746446454042,0.4984004889331453,4.992614686272485e-07,0.7948509534287516,2.1149701059211123e-06,1.4979880847021157e-05,0.09529310769565373,24,1.0,1.0,0.03944473983822665
11235,persistent_shift,0.33458516419021667,15.620088340080283,0.023489718970997164,6.19001989652018,0,0.44185307675502855,0.000742581161417989,0.44111049559361054,5.269383871493644e-07,0.7244412332061583,1.8569352182979286e-06,5.703597334009178e-06,0.07922303589081839,24,1.0,1.0,0.04033342976111233
4242,persistent_shift,0.36149470602112177,17.326835055575703,0.016112693685061297,5.773587292248722,0,0.3917363927714806,0.0008285514788034571,0.39090784129267714,3.986792064636956e-07,0.7430789861631727,1.7078458525281742e-06,8.26280671253319e-06,0.08329563235178318,24,1.0,1.0,0.03758731120315212
