bars,assets,bar_sec,freq_method,total_return,sharpe,max_drawdown,turnover,promotion_count,source,symbols,first_date,last_date,yahoo_range,yahoo_interval
390,3,300.0,ema,-0.003444922896497671,-15.404693624631191,0.003444922896497671,3.8919120597331873,0,yahoo_intraday,"['SPY', 'QQQ', 'IWM']",2026-05-22T13:35:00+00:00,2026-05-29T20:00:00+00:00,5d,5m
390,3,300.0,state_space,-0.036228096023002476,-28.532866268938474,0.036228096023002476,36.10988672775635,0,yahoo_intraday,"['SPY', 'QQQ', 'IWM']",2026-05-22T13:35:00+00:00,2026-05-29T20:00:00+00:00,5d,5m
390,3,300.0,haar_wavelet,-0.008910165115728175,-21.732849974772623,0.008910165115728175,9.627887547763242,0,yahoo_intraday,"['SPY', 'QQQ', 'IWM']",2026-05-22T13:35:00+00:00,2026-05-29T20:00:00+00:00,5d,5m
390,3,300.0,adaptive_wavelet,-0.005467474908076642,-9.219975658065113,0.005790185524312097,6.322268912750812,0,yahoo_intraday,"['SPY', 'QQQ', 'IWM']",2026-05-22T13:35:00+00:00,2026-05-29T20:00:00+00:00,5d,5m
