ablation,n_seeds,wait_mean,wait_std,overshoot_mean,overshoot_std,cv_mean,cv_std,fleet_pen_mean,fleet_pen_std,composite_mean,composite_std
H_hiro,3,7.0021,0.5188,1.9111,0.2315,0.5271,0.0079,0.5398,0.0692,1.7672,0.1102
