ablation,n_seeds,avg_wait_min_mean,avg_wait_min_std,headway_cv_mean,headway_cv_std,peak_fleet_mean,peak_fleet_std,upper_delta_std_mean,upper_delta_std_std,hold_fb_mean_mean,hold_fb_mean_std
A_full,3,7.541066666666667,0.25641910716348454,0.5608577777777777,0.008967717548222098,14.5,0.23570226039551584,31.525999999999993,21.994768571606258,16.18602264843855,8.143195535089646
B_no_holding_feedback,3,9.482266666666666,2.1377227864837507,0.545521111111111,0.031812885385378194,14.044444444444444,0.22662308949301324,20.662333333333333,18.67554178499148,11.103489429340163,5.279652755313281
C_no_csbapr,3,7.51658888888889,1.2798794504383304,0.565151111111111,0.014121044272929085,14.633333333333333,0.28803291992923885,20.730222222222217,17.804245944558303,16.596867071273664,7.782401159710836
D_no_hindsight,3,7.667722222222223,0.7091606015321441,0.5431955555555555,0.0438514734186624,14.633333333333333,0.4745368112013916,35.23233333333334,19.256991863466883,17.85800025339481,8.304992004986763
E_no_morl,3,7.084188888888889,0.061793708977013785,0.5420177777777777,0.0062653363442176,14.311111111111112,0.42192972324550054,32.830777777777776,19.27198648073364,12.34428653906044,4.6291892841175875
F_fixed_fleet,3,5.401533333333334,0.23091437726921513,0.5113033333333332,0.013288635356184235,14.966666666666667,0.047140452079103,31.298000000000002,19.488789428987307,14.265578230105957,11.917537105792064
G_no_demand_noise,3,6.540555555555557,0.4475775143570385,0.5576477777777777,0.027509154480770882,14.177777777777777,0.598970309864158,18.70566666666667,17.726599437840008,12.505013935288162,9.810751200915426
