comparison,metric,treatment,control,direction,n_common,delta_mean,delta_ci95_low,delta_ci95_high,improvement_mean,improvement_ci95_low,improvement_ci95_high,win_rate,sign_p_value,status
dynamic_harmonic_nb_vs_fourier,mse,dynamic_harmonic_nb,fourier,decrease,24,-159.3780592302342,-226.88010595194197,-96.9405324232988,159.3780592302342,95.33232508551873,227.33003945468747,0.75,0.022655844688415527,supported
dynamic_harmonic_nb_vs_fourier,mae,dynamic_harmonic_nb,fourier,decrease,24,-3.133091668688353,-4.442558212555947,-1.8983442088599307,3.133091668688353,1.8737030259628107,4.3913238104702375,0.7916666666666666,0.006610751152038574,supported
dynamic_harmonic_nb_vs_fourier,poisson_nll_no_const,dynamic_harmonic_nb,fourier,decrease,24,41.81888901217503,26.407116782696487,58.37705884654147,-41.81888901217503,-58.43613544402004,-26.825860487528818,0.041666666666666664,2.9802322387695312e-06,not_supported
ema_vs_fourier,mse,ema,fourier,decrease,24,-16.086866135034047,-17.739825058300582,-14.18681984550835,16.086866135034047,14.240260520267897,17.73463589261262,1.0,1.1920928955078125e-07,supported
ema_vs_fourier,mae,ema,fourier,decrease,24,-0.1475109461863887,-0.16259415494536175,-0.1333499701080509,0.1475109461863887,0.13365292035574533,0.16119558621362692,1.0,1.1920928955078125e-07,supported
ema_vs_fourier,poisson_nll_no_const,ema,fourier,decrease,24,-23.523363086084487,-26.120631183709076,-20.85709104387384,23.523363086084487,21.062412651917164,26.125949371309208,1.0,1.1920928955078125e-07,supported
